"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1_K-1-24_1-E,1_01_55195"	"neg-Exp1_K-25-48_1-E,3_01_55198"	"neg-Exp1_K-49-72_1-E,5_01_55201"	"neg-Exp1_K-73-96_1-E,7_01_55204"	"neg-Exp1_K-97-120_1-F,1_01_55207"	"neg_Exp2_K01_1-C,1_01_342"	"neg_Exp2_K02_1-C,5_01_347"	"neg_Exp2_K03_1-D,1_01_352"	"neg_Exp2_K04_1-D,5_01_358"	"neg-Exp1_P-1-24_1-E,2_01_55196"	"neg-Exp1_P-25-48_1-E,4_01_55199"	"neg-Exp1_P-49-72_1-E,6_01_55202"	"neg-Exp1_P-73-96_1-E,8_01_55205"	"neg-Exp1_P-97-120_1-F,2_01_55208"	"neg_Exp2_P1_1-C,2_01_343"	"neg_Exp2_P2_1-C,6_01_348"	"neg_Exp2_P3_1-D,2_01_353"	"neg_Exp2_P4_1-D,6_01_359"	"neg_Exp2_P5_1-E,1_01_364"
""	""	""	""	""	" 251.0880"	""	""	""	"302.08063"	""	""	""	""	""	""	""	""	""	""	""	"1.565817e+04"	"5.604742e+03"	"4.918725e+03"	"1.107344e+04"	"4.310456e+03"	"9.598756e+02"	"7.647653e+02"	"8.464782e+02"	"8.256706e+02"	"2.659981e+05"	"2.425222e+05"	"3.035485e+05"	"3.736325e+05"	" 479005.4653"	" 89574.76500"	" 87547.32600"	"1.773648e+04"	"109588.38898"	"8.254213e+04"
""	""	""	""	""	" 251.1007"	""	""	""	"122.66869"	""	""	""	""	""	""	""	""	""	""	""	"6.377202e+03"	"2.050368e+03"	"2.049358e+03"	"2.962841e+03"	"1.882565e+03"	"2.944354e+03"	"2.300651e+03"	"2.524348e+03"	"2.286494e+03"	"6.387532e+04"	"6.247987e+04"	"5.870490e+04"	"6.032030e+04"	"  45405.3891"	"  9773.54891"	" 10727.59459"	"3.523657e+03"	" 17222.19480"	"1.067303e+04"
""	""	""	""	""	" 251.1100"	""	""	""	"154.36213"	""	""	""	""	""	""	""	""	""	""	""	"1.338465e+05"	"8.776950e+03"	"2.359225e+04"	"8.600765e+04"	"1.058675e+04"	"3.111271e+03"	"1.275098e+03"	"5.654431e+03"	"3.144976e+03"	"5.419207e+04"	"1.365996e+04"	"4.604431e+03"	"5.084424e+04"	"   7080.5438"	"  2274.92467"	"  1638.81900"	"1.643314e+03"	"  1769.88450"	"1.620285e+03"
""	""	""	""	""	" 251.1609"	""	""	""	"541.42401"	""	""	""	""	""	""	""	""	""	""	""	"4.420556e+03"	"1.146164e+03"	"1.208339e+03"	"2.305480e+03"	"1.096985e+03"	"3.532062e+02"	"3.141208e+02"	"4.052399e+02"	"3.432032e+02"	"2.484505e+04"	"2.200084e+04"	"2.284719e+04"	"2.368069e+04"	"  19546.2642"	"  3870.49304"	"  3573.92255"	"7.557807e+02"	"  7194.52589"	"2.176229e+03"
""	""	""	""	""	" 252.0929"	""	""	""	"301.43505"	""	""	""	""	""	""	""	""	""	""	""	"2.678692e+03"	"2.010056e+03"	"1.322804e+03"	"2.176239e+03"	"4.147239e+02"	"8.206380e+02"	"7.320639e+02"	"8.032400e+02"	"5.998894e+02"	"3.943601e+04"	"3.575354e+04"	"4.574122e+04"	"5.618148e+04"	"  70548.0823"	" 12885.08825"	" 12218.94180"	"2.395342e+03"	" 15807.26283"	"1.159353e+04"
""	""	""	""	""	" 252.8483"	""	""	""	"496.85531"	""	""	""	""	""	""	""	""	""	""	""	"1.389729e+03"	"1.771434e+03"	"1.869060e+03"	"1.836260e+03"	"1.742282e+03"	"3.108220e+02"	"3.102480e+02"	"2.734700e+02"	"2.295397e+02"	"2.076931e+03"	"2.794144e+03"	"2.696267e+03"	"2.564950e+03"	"   3347.1371"	"  1737.90714"	"   929.74320"	"7.801735e+02"	"  1499.08117"	"1.973083e+03"
""	""	""	""	""	" 252.9042"	""	""	""	"334.49845"	""	""	""	""	""	""	""	""	""	""	""	"4.756194e+03"	"2.661819e+03"	"5.171021e+03"	"2.689349e+03"	"3.366630e+03"	"2.305010e+02"	"6.674856e+02"	"5.083332e+02"	"1.974628e+02"	"3.990121e+04"	"1.593650e+04"	"1.636353e+04"	"3.014950e+04"	"  37784.3205"	" 11423.79782"	"  3413.73804"	"1.937958e+03"	"  1574.91922"	"1.223182e+04"
""	""	""	""	""	" 253.0660"	""	""	""	" 65.63038"	""	""	""	""	""	""	""	""	""	""	""	"5.192496e+03"	"4.220141e+03"	"4.573090e+03"	"3.929653e+03"	"3.421992e+03"	"4.472714e+02"	"3.342028e+02"	"2.227732e+02"	"3.842825e+02"	"3.527779e+04"	"1.283177e+04"	"2.016065e+04"	"1.925150e+04"	"  15945.4650"	" 14734.67961"	"  6485.32067"	"8.062844e+03"	"  7332.01072"	"7.139799e+03"
""	""	""	""	""	" 253.1427"	""	""	""	"492.63114"	""	""	""	""	""	""	""	""	""	""	""	"5.501249e+05"	"2.785657e+04"	"4.705323e+04"	"4.222530e+05"	"4.418195e+04"	"8.359345e+03"	"3.413510e+03"	"2.384369e+03"	"3.013624e+03"	"2.723321e+05"	"1.539607e+05"	"6.982988e+04"	"4.923988e+05"	"  84121.2522"	" 11001.75486"	" 10429.92079"	"3.911752e+03"	" 10169.96814"	"9.522000e+03"
""	""	""	""	""	" 253.1384"	""	""	""	"295.46667"	""	""	""	""	""	""	""	""	""	""	""	"2.271654e+04"	"1.817387e+04"	"4.631054e+03"	"1.610348e+04"	"3.326049e+03"	"7.097184e+02"	"7.589400e+02"	"6.953892e+02"	"8.897112e+02"	"1.972219e+04"	"1.553338e+04"	"1.928212e+04"	"1.622317e+04"	"  13086.9144"	"  4797.50815"	"  3545.55936"	"1.183642e+03"	"  6707.19078"	"4.331462e+03"
""	""	""	""	""	" 254.1457"	""	""	""	"492.57443"	""	""	""	""	""	""	""	""	""	""	""	"8.744704e+04"	"3.256863e+03"	"5.787071e+03"	"6.627578e+04"	"6.527353e+03"	"8.824788e+02"	"2.321682e+02"	"5.045855e+02"	"3.164665e+02"	"4.275666e+04"	"2.429382e+04"	"9.575691e+03"	"7.527367e+04"	"  12053.6346"	"  1400.80500"	"  1318.59597"	"3.959238e+02"	"  1633.17788"	"1.178452e+03"
""	""	""	""	""	" 254.8540"	""	""	""	" 22.93371"	""	""	""	""	""	""	""	""	""	""	""	"5.306719e+02"	"1.968097e+02"	"5.323441e+02"	"5.433506e+02"	"3.808035e+02"	"2.381659e+02"	"7.732252e+02"	"4.489795e+02"	"9.640049e+02"	"2.138870e+03"	"3.546251e+03"	"3.607338e+03"	"4.232050e+03"	"   3611.1596"	"   261.52224"	"   603.17229"	"1.139988e+03"	"  1295.64750"	"8.517590e+02"
""	""	""	""	""	" 254.9023"	""	""	""	"334.42220"	""	""	""	""	""	""	""	""	""	""	""	"1.379277e+03"	"1.491485e+03"	"1.355345e+03"	"9.306720e+02"	"8.537700e+02"	"2.348544e+02"	"2.575392e+02"	"2.328295e+02"	"1.527735e+02"	"9.959694e+03"	"4.459313e+03"	"1.993774e+03"	"7.164212e+03"	"   9655.1945"	"  2877.49664"	"   873.85733"	"4.252705e+02"	"   484.96716"	"2.727062e+03"
""	""	""	""	""	" 255.1181"	""	""	""	"372.83988"	""	""	""	""	""	""	""	""	""	""	""	"1.852610e+04"	"3.490050e+03"	"4.213402e+03"	"1.426224e+04"	"3.375903e+03"	"1.477399e+03"	"7.261336e+02"	"8.919766e+02"	"1.104871e+03"	"9.114732e+04"	"1.087815e+05"	"9.142251e+04"	"1.264676e+05"	" 190427.2157"	" 16323.65718"	" 18234.59645"	"1.716490e+04"	" 27393.47452"	"1.704680e+04"
""	""	""	""	""	" 255.1188"	""	""	""	"297.01382"	""	""	""	""	""	""	""	""	""	""	""	"5.703857e+04"	"3.525277e+03"	"5.500645e+03"	"4.135349e+04"	"3.687353e+03"	"9.474167e+02"	"6.030236e+02"	"7.163250e+02"	"7.344348e+02"	"2.459823e+05"	"1.297295e+05"	"1.912790e+05"	"1.283496e+05"	"  78551.4688"	" 17848.53937"	" 12822.15436"	"3.642352e+03"	" 29890.89360"	"1.293689e+04"
""	""	""	""	""	" 255.2335"	""	""	""	"917.91205"	""	""	""	""	""	""	""	""	""	""	""	"5.545866e+03"	"3.986137e+03"	"4.158501e+03"	"4.420768e+03"	"4.533033e+03"	"7.178959e+03"	"1.955970e+03"	"2.255867e+03"	"2.105012e+03"	"1.856319e+04"	"1.963153e+04"	"1.869917e+04"	"2.491091e+04"	"  31522.2487"	"  2317.87756"	"  2077.22000"	"1.122138e+03"	"  2123.48308"	"2.091393e+03"
""	""	""	""	""	" 256.0963"	""	""	""	"421.93777"	""	""	""	""	""	""	""	""	""	""	""	"1.624760e+03"	"5.422499e+02"	"5.146151e+02"	"1.069198e+03"	"7.641460e+02"	"1.390585e+02"	"1.070957e+02"	"1.474372e+02"	"1.040438e+02"	"6.398179e+04"	"5.705720e+04"	"5.413909e+04"	"4.801099e+04"	"  34162.7638"	"  4169.68989"	"  1614.78674"	"3.658899e+02"	"  6355.36631"	"1.608471e+03"
""	""	""	""	""	" 257.1360"	""	""	""	"319.55321"	""	""	""	""	""	""	""	""	""	""	""	"8.955716e+04"	"8.814762e+03"	"5.935918e+03"	"4.842926e+04"	"3.926724e+03"	"8.410510e+02"	"6.401236e+02"	"7.961730e+02"	"7.590253e+02"	"1.240204e+06"	"1.379751e+06"	"1.280105e+06"	"1.048836e+06"	" 896225.5452"	"367131.11512"	"303521.28960"	"6.681290e+04"	"472627.18865"	"2.807656e+05"
""	""	""	""	""	" 257.1349"	""	""	""	"289.54821"	""	""	""	""	""	""	""	""	""	""	""	"3.487916e+04"	"5.338238e+03"	"5.005145e+03"	"2.505638e+04"	"4.057228e+03"	"9.983992e+02"	"7.822607e+02"	"8.709136e+02"	"9.068771e+02"	"1.206577e+06"	"9.697011e+05"	"9.979603e+05"	"8.451310e+05"	" 720424.1580"	"110034.85994"	" 86441.21322"	"1.429766e+04"	"168689.52436"	"5.879601e+04"
""	""	""	""	""	" 257.1363"	""	""	""	"257.76874"	""	""	""	""	""	""	""	""	""	""	""	"3.489999e+04"	"7.159362e+03"	"7.520388e+03"	"2.680807e+04"	"6.439916e+03"	"1.040907e+03"	"9.299038e+02"	"1.286042e+03"	"9.963396e+02"	"9.941769e+05"	"1.044534e+06"	"1.116344e+06"	"6.281004e+05"	" 747821.2946"	" 97546.50331"	" 74226.46630"	"1.198609e+04"	"140632.31719"	"5.159630e+04"
""	""	""	""	""	" 257.1691"	""	""	""	"462.02372"	""	""	""	""	""	""	""	""	""	""	""	"4.988951e+03"	"7.402292e+02"	"7.338276e+02"	"3.679246e+03"	"8.268195e+02"	"1.743943e+02"	"8.338636e+01"	"1.367760e+02"	"8.237225e+01"	"2.940089e+04"	"2.540108e+04"	"1.963857e+04"	"2.368214e+04"	"  26207.6543"	"  2387.63193"	"  2958.25495"	"3.712968e+02"	"  6493.16265"	"1.584315e+03"
""	""	""	""	""	" 257.1740"	""	""	""	"573.21533"	""	""	""	""	""	""	""	""	""	""	""	"5.054835e+04"	"2.056177e+03"	"2.351429e+03"	"1.284555e+04"	"1.436631e+03"	"8.254205e+02"	"3.638921e+02"	"3.978894e+02"	"3.965791e+02"	"6.577743e+04"	"7.370710e+04"	"7.191800e+04"	"5.116771e+04"	"  39799.1871"	" 10134.51157"	"  6986.41420"	"1.030910e+03"	" 22810.97233"	"4.983088e+03"
""	""	""	""	""	" 258.1388"	""	""	""	"315.73495"	""	""	""	""	""	""	""	""	""	""	""	"7.172535e+03"	"1.099549e+03"	"1.047359e+03"	"5.002253e+03"	"8.907240e+02"	"3.143851e+02"	"2.161728e+02"	"2.512008e+02"	"2.401920e+02"	"1.348607e+05"	"1.634079e+05"	"1.547910e+05"	"1.183219e+05"	" 110630.3753"	" 37301.37092"	" 34260.98715"	"7.017279e+03"	" 55130.20295"	"2.723811e+04"
""	""	""	""	""	" 258.1382"	""	""	""	"257.33434"	""	""	""	""	""	""	""	""	""	""	""	"7.702328e+03"	"2.037908e+03"	"2.250829e+03"	"6.155191e+03"	"2.288361e+03"	"5.302650e+02"	"3.001680e+02"	"5.253255e+02"	"3.765667e+02"	"1.927817e+05"	"1.163556e+05"	"1.278598e+05"	"1.222021e+05"	"  82246.2429"	" 14345.37107"	" 10990.75655"	"1.097064e+03"	" 21137.09688"	"7.085542e+03"
""	""	""	""	""	" 258.1363"	""	""	""	"288.98683"	""	""	""	""	""	""	""	""	""	""	""	"1.100103e+04"	"4.889424e+03"	"6.817733e+03"	"9.235006e+03"	"5.144815e+03"	"9.483318e+02"	"6.096177e+02"	"7.284368e+02"	"5.950631e+02"	"1.747430e+05"	"1.447245e+05"	"1.444328e+05"	"1.234579e+05"	" 104116.2074"	" 15441.40615"	" 12585.34555"	"2.255169e+03"	" 25286.14542"	"7.845226e+03"
""	""	""	""	""	" 258.1437"	""	""	""	" 86.92384"	""	""	""	""	""	""	""	""	""	""	""	"1.599761e+04"	"1.617736e+04"	"1.578066e+04"	"1.547184e+04"	"2.361267e+04"	"2.815138e+03"	"3.045136e+03"	"2.596063e+03"	"2.792194e+03"	"7.552608e+04"	"7.112685e+04"	"6.776682e+04"	"6.359800e+04"	"  53227.1842"	" 12666.66350"	" 13758.76260"	"5.009671e+03"	" 19295.13256"	"1.203729e+04"
""	""	""	""	""	" 259.0212"	""	""	""	"266.56231"	""	""	""	""	""	""	""	""	""	""	""	"2.174661e+03"	"1.512625e+04"	"1.389248e+04"	"3.692015e+03"	"1.386826e+04"	"3.177445e+03"	"3.208366e+03"	"2.857195e+03"	"2.219942e+03"	"7.890901e+02"	"9.326703e+02"	"9.464852e+02"	"5.902211e+02"	"   1781.6077"	"  2408.00361"	"  1240.36088"	"4.015533e+03"	"  1347.50160"	"3.306815e+03"
""	""	""	""	""	" 259.0821"	""	""	""	"163.83840"	""	""	""	""	""	""	""	""	""	""	""	"5.049979e+03"	"7.916630e+03"	"1.087161e+04"	"1.797995e+04"	"2.122224e+04"	"1.809910e+03"	"2.021389e+03"	"1.973246e+03"	"1.987106e+03"	"9.613956e+03"	"1.149845e+04"	"7.697000e+03"	"1.076174e+04"	"  11510.4659"	" 11556.62591"	"  8549.72774"	"7.784243e+03"	"  5829.82971"	"1.388818e+04"
""	""	""	""	""	" 259.1275"	""	""	""	" 49.56827"	""	""	""	""	""	""	""	""	""	""	""	"9.072040e+04"	"9.054035e+04"	"1.181735e+05"	"9.272143e+04"	"9.465341e+04"	"2.725320e+03"	"2.400111e+03"	"3.546947e+03"	"3.233412e+03"	"9.578079e+04"	"8.803997e+04"	"8.239750e+04"	"8.399561e+04"	"  70505.4066"	" 10029.35102"	"  9676.87168"	"5.111790e+03"	" 12720.31411"	"9.453484e+03"
""	""	""	""	""	" 259.1273"	""	""	""	" 99.76159"	""	""	""	""	""	""	""	""	""	""	""	"2.752691e+04"	"9.424187e+03"	"1.399551e+04"	"1.767012e+04"	"1.290004e+04"	"3.141374e+03"	"3.004510e+03"	"2.470922e+03"	"2.493580e+03"	"1.162890e+05"	"1.059388e+05"	"9.576995e+04"	"9.830063e+04"	"  86012.4701"	" 14264.08496"	" 14664.13065"	"4.536250e+03"	" 21907.58963"	"1.298999e+04"
""	""	""	""	""	" 259.1147"	""	""	""	"213.36175"	""	""	""	""	""	""	""	""	""	""	""	"2.878039e+04"	"3.244669e+03"	"5.684723e+03"	"1.785082e+04"	"3.421043e+03"	"8.858577e+02"	"5.313101e+02"	"8.660256e+02"	"7.320940e+02"	"1.487999e+05"	"1.091107e+05"	"9.172728e+04"	"9.261427e+04"	"  51965.9712"	" 15378.43020"	" 11667.79824"	"2.923862e+03"	" 30957.32541"	"1.033203e+04"
""	""	""	""	""	" 259.1171"	""	""	""	"370.37963"	""	""	""	""	""	""	""	""	""	""	""	"7.720467e+03"	"2.442297e+03"	"1.821191e+03"	"8.203044e+03"	"1.449222e+03"	"4.993244e+02"	"3.771885e+02"	"3.188499e+02"	"4.232432e+02"	"1.008953e+06"	"8.380023e+05"	"6.421841e+05"	"4.829775e+05"	" 287042.5373"	" 29531.27280"	" 25175.45760"	"2.985861e+03"	"147496.94643"	"8.993856e+03"
""	""	""	""	""	" 259.1153"	""	""	""	"319.28191"	""	""	""	""	""	""	""	""	""	""	""	"1.388876e+04"	"2.933062e+03"	"3.591097e+03"	"9.749078e+03"	"2.822539e+03"	"1.430584e+03"	"1.719638e+03"	"1.736450e+03"	"1.381212e+03"	"5.658623e+05"	"3.448093e+05"	"2.780750e+05"	"1.956169e+05"	" 156891.2979"	" 30640.37469"	" 37593.66472"	"7.252664e+03"	"115581.41662"	"2.457739e+04"
""	""	""	""	""	" 260.1188"	""	""	""	"369.81014"	""	""	""	""	""	""	""	""	""	""	""	"1.460725e+03"	"1.070288e+03"	"7.548628e+02"	"1.878603e+03"	"6.748347e+02"	"2.274680e+02"	"1.757440e+02"	"1.707540e+02"	"1.614392e+02"	"1.332286e+05"	"1.098092e+05"	"9.378882e+04"	"6.440344e+04"	"  40464.5584"	"  3694.89044"	"  3622.56240"	"5.603317e+02"	" 18436.32663"	"2.057682e+03"
""	""	""	""	""	" 261.1319"	""	""	""	"293.70648"	""	""	""	""	""	""	""	""	""	""	""	"1.179820e+05"	"2.864107e+04"	"2.577845e+04"	"7.072963e+04"	"2.462329e+04"	"5.168808e+03"	"3.605422e+03"	"3.836251e+03"	"7.675459e+03"	"2.422330e+05"	"2.478985e+05"	"2.110512e+05"	"1.564843e+05"	" 148953.5041"	" 42594.53484"	" 39059.68222"	"1.540899e+04"	" 67651.71358"	"3.709618e+04"
""	""	""	""	""	" 261.1314"	""	""	""	"277.25985"	""	""	""	""	""	""	""	""	""	""	""	"3.337939e+04"	"1.381019e+04"	"9.258269e+03"	"2.426679e+04"	"1.156084e+04"	"1.605557e+03"	"1.445134e+03"	"1.107218e+03"	"1.748102e+03"	"8.657846e+05"	"8.386301e+05"	"6.985750e+05"	"5.366002e+05"	" 679019.4622"	" 92087.94480"	" 96976.06801"	"2.713637e+04"	"196033.33582"	"7.794874e+04"
""	""	""	""	""	" 261.1228"	""	""	""	"169.21676"	""	""	""	""	""	""	""	""	""	""	""	"3.645234e+05"	"4.199596e+05"	"3.594268e+05"	"3.614498e+05"	"4.321680e+05"	"6.305818e+03"	"6.382353e+03"	"8.162772e+03"	"6.957633e+03"	"3.323494e+04"	"3.066397e+04"	"3.193719e+04"	"3.049892e+04"	"  31830.3946"	"  3752.92529"	"  3373.85632"	"2.804738e+03"	"  5115.16239"	"3.723996e+03"
""	""	""	""	""	" 261.1669"	""	""	""	"482.60997"	""	""	""	""	""	""	""	""	""	""	""	"4.889290e+02"	"3.756034e+02"	"3.265142e+02"	"4.050259e+02"	"2.921027e+02"	"1.080475e+02"	"1.610824e+02"	"8.639618e+01"	"5.570719e+01"	"2.554248e+04"	"1.159801e+04"	"2.154111e+04"	"4.865301e+04"	"  36619.9901"	"  7879.11923"	"  6024.67844"	"4.042482e+03"	"  6798.59208"	"6.192758e+03"
""	""	""	""	""	" 262.0727"	""	""	""	"200.83843"	""	""	""	""	""	""	""	""	""	""	""	"3.609068e+03"	"2.972060e+03"	"2.780325e+03"	"3.219990e+03"	"3.334099e+03"	"5.980372e+02"	"5.146522e+02"	"4.826758e+02"	"4.752090e+02"	"2.760997e+04"	"2.449687e+04"	"2.823752e+04"	"3.401779e+04"	"  21565.9761"	" 11835.46080"	" 11817.81458"	"9.391503e+03"	" 13632.89760"	"1.415923e+04"
""	""	""	""	""	" 263.0975"	""	""	""	" 22.01047"	""	""	""	""	""	""	""	""	""	""	""	"5.104218e+04"	"3.727318e+04"	"3.638865e+04"	"3.172743e+04"	"2.933964e+04"	"5.720661e+03"	"9.870905e+02"	"1.113929e+03"	"1.206172e+03"	"1.817098e+03"	"1.367878e+03"	"1.193999e+03"	"1.414821e+03"	"   1128.4037"	" 24786.96109"	"  3446.73984"	"4.318843e+02"	"   592.34824"	"2.003818e+03"
""	""	""	""	""	" 263.1376"	""	""	""	"193.55941"	""	""	""	""	""	""	""	""	""	""	""	"5.965440e+04"	"7.460294e+04"	"6.259825e+04"	"6.138299e+04"	"7.375138e+04"	"1.238994e+04"	"1.068688e+04"	"1.113588e+04"	"1.231383e+04"	"2.710092e+04"	"2.834671e+04"	"2.442065e+04"	"2.520578e+04"	"  26956.5849"	"  8375.32636"	"  8933.01436"	"4.145419e+03"	" 10599.06133"	"1.025735e+04"
""	""	""	""	""	" 263.1370"	""	""	""	"174.95945"	""	""	""	""	""	""	""	""	""	""	""	"3.889244e+04"	"5.175605e+04"	"4.270727e+04"	"4.427908e+04"	"5.560213e+04"	"7.380836e+03"	"7.550099e+03"	"7.706389e+03"	"6.832877e+03"	"4.964297e+04"	"4.701184e+04"	"4.693527e+04"	"3.643846e+04"	"  39688.6508"	"  8036.57823"	"  8407.11042"	"3.222997e+03"	" 12647.47787"	"7.407518e+03"
""	""	""	""	""	" 263.1469"	""	""	""	"347.18608"	""	""	""	""	""	""	""	""	""	""	""	"1.536789e+05"	"1.186975e+04"	"3.588072e+04"	"8.576403e+04"	"1.714589e+04"	"7.125020e+03"	"3.476886e+03"	"1.249493e+04"	"8.571917e+03"	"1.122733e+04"	"9.764684e+03"	"5.938766e+03"	"6.935537e+04"	"   8290.3472"	"  4218.03840"	"  2055.77365"	"2.945688e+03"	"  1570.59106"	"3.950317e+03"
""	""	""	""	""	" 263.8921"	""	""	""	" 26.88449"	""	""	""	""	""	""	""	""	""	""	""	"4.518519e+02"	"3.747440e+02"	"4.151277e+02"	"5.284877e+02"	"4.252363e+02"	"8.705021e+01"	"1.237200e+02"	"8.803797e+01"	"1.534429e+02"	"1.406679e+04"	"5.525182e+04"	"6.137156e+04"	"4.850367e+04"	"  42808.7695"	"   503.21270"	"  3525.02685"	"1.109220e+03"	"  8652.34994"	"3.680158e+03"
""	""	""	""	""	" 264.0798"	""	""	""	"278.31801"	""	""	""	""	""	""	""	""	""	""	""	"5.953184e+03"	"8.885357e+03"	"1.016764e+04"	"7.067069e+03"	"8.874620e+03"	"3.754493e+03"	"3.279327e+03"	"3.211017e+03"	"2.553847e+03"	"3.714336e+03"	"3.112456e+03"	"2.674676e+03"	"3.883580e+03"	"   3168.7154"	"  1651.50562"	"  1487.66486"	"1.443325e+03"	"  1033.81125"	"1.853015e+03"
""	""	""	""	""	" 264.0841"	""	""	""	"235.91460"	""	""	""	""	""	""	""	""	""	""	""	"3.895383e+03"	"2.350238e+03"	"2.626241e+03"	"3.303501e+03"	"2.516840e+03"	"5.517271e+02"	"4.712557e+02"	"5.195262e+02"	"4.605832e+02"	"1.267938e+04"	"2.539733e+04"	"1.560908e+04"	"2.471204e+04"	"   9330.5956"	" 10200.18921"	"  8338.65042"	"2.249384e+03"	"  6108.25600"	"1.005788e+04"
""	""	""	""	""	" 264.1559"	""	""	""	"428.33135"	""	""	""	""	""	""	""	""	""	""	""	"7.254826e+03"	"8.989812e+03"	"8.789168e+03"	"6.952714e+03"	"8.808696e+03"	"1.767060e+03"	"6.779273e+02"	"9.434208e+02"	"3.050511e+03"	"3.232469e+02"	"3.320029e+02"	"4.172060e+02"	"1.419219e+03"	"    574.3577"	"   794.87944"	"   712.96426"	"9.556893e+02"	"   535.26750"	"1.912043e+03"
""	""	""	""	""	" 264.1394"	""	""	""	"175.26670"	""	""	""	""	""	""	""	""	""	""	""	"5.286946e+03"	"7.129250e+03"	"7.343930e+03"	"7.215015e+03"	"2.877446e+03"	"1.304563e+03"	"8.585460e+02"	"7.289873e+02"	"1.272017e+03"	"6.343641e+03"	"7.089132e+03"	"7.827649e+03"	"5.429407e+03"	"   7175.9310"	"   801.70395"	"   721.87286"	"6.451099e+02"	"  1991.96036"	"9.469011e+02"
""	""	""	""	""	" 264.1402"	""	""	""	"193.67423"	""	""	""	""	""	""	""	""	""	""	""	"9.208608e+03"	"1.198829e+04"	"7.582611e+03"	"6.728931e+03"	"1.015115e+04"	"1.136909e+03"	"1.654110e+03"	"1.731666e+03"	"1.402946e+03"	"3.623252e+03"	"2.708862e+03"	"2.043871e+03"	"2.429583e+03"	"   3156.3908"	"   756.80226"	"  1457.16480"	"1.066705e+03"	"  1403.78880"	"1.366408e+03"
""	""	""	""	""	" 264.1502"	""	""	""	"347.38218"	""	""	""	""	""	""	""	""	""	""	""	"2.106595e+04"	"2.331366e+03"	"4.782851e+03"	"8.708191e+03"	"2.257226e+03"	"4.524626e+02"	"4.949734e+02"	"1.424045e+03"	"7.957436e+02"	"2.362707e+03"	"2.163203e+03"	"1.473539e+03"	"7.497842e+03"	"   1878.7798"	"   570.72544"	"   441.53745"	"3.076530e+02"	"   304.01892"	"4.013659e+02"
""	""	""	""	""	" 264.8476"	""	""	""	"427.08855"	""	""	""	""	""	""	""	""	""	""	""	"3.800357e+03"	"2.871140e+03"	"2.740388e+03"	"2.827243e+03"	"2.092659e+03"	"3.436080e+02"	"5.414869e+02"	"5.989660e+02"	"5.440472e+02"	"3.095574e+03"	"2.601977e+03"	"2.380198e+03"	"4.289010e+03"	"   4534.1119"	"  1500.73143"	"   759.22108"	"3.971880e+02"	"   530.93200"	"1.744941e+03"
""	""	""	""	""	" 265.1040"	""	""	""	"281.41551"	""	""	""	""	""	""	""	""	""	""	""	"7.224642e+03"	"2.307471e+03"	"2.276589e+03"	"6.042502e+03"	"2.388488e+03"	"9.179289e+02"	"9.439363e+02"	"8.107521e+02"	"8.125654e+02"	"1.955274e+03"	"7.870568e+03"	"5.471688e+03"	"1.098988e+04"	"  15183.5637"	"  2812.23296"	"  2610.38277"	"6.907303e+02"	"  1770.50571"	"2.308993e+03"
""	""	""	""	""	" 265.1152"	""	""	""	" 63.99486"	""	""	""	""	""	""	""	""	""	""	""	"1.307096e+04"	"1.318217e+04"	"1.245287e+04"	"1.584924e+04"	"1.820709e+04"	"6.260546e+02"	"1.097347e+03"	"9.519998e+02"	"8.535289e+02"	"1.899600e+04"	"1.565462e+04"	"1.301350e+04"	"1.224831e+04"	"  12965.1320"	"  1591.93250"	"  2125.90534"	"1.142246e+03"	"  2505.75280"	"2.096922e+03"
""	""	""	""	""	" 265.1408"	""	""	""	"430.10076"	""	""	""	""	""	""	""	""	""	""	""	"2.792045e+03"	"1.292395e+03"	"7.946056e+02"	"5.407598e+03"	"1.062772e+03"	"4.458628e+02"	"3.591580e+02"	"2.274879e+02"	"3.235920e+02"	"7.573513e+03"	"6.158725e+03"	"5.607653e+03"	"9.434206e+03"	"   7689.8258"	"  4143.32157"	"  3469.99496"	"1.403669e+03"	"  3775.68480"	"3.584945e+03"
""	""	""	""	""	" 265.1764"	""	""	""	"588.42275"	""	""	""	""	""	""	""	""	""	""	""	"8.429719e+03"	"2.715821e+03"	"3.512808e+03"	"5.553677e+03"	"3.138818e+03"	"5.723051e+02"	"5.270880e+02"	"4.983320e+02"	"5.029683e+02"	"3.031389e+04"	"2.353796e+04"	"2.860240e+04"	"2.974846e+04"	"  20609.0727"	"  4399.66253"	"  4452.51522"	"8.082010e+02"	"  9470.86830"	"3.304982e+03"
