"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1_K-1-24_1-E,1_01_55195"	"neg-Exp1_K-25-48_1-E,3_01_55198"	"neg-Exp1_K-49-72_1-E,5_01_55201"	"neg-Exp1_K-73-96_1-E,7_01_55204"	"neg-Exp1_K-97-120_1-F,1_01_55207"	"neg_Exp2_K01_1-C,1_01_342"	"neg_Exp2_K02_1-C,5_01_347"	"neg_Exp2_K03_1-D,1_01_352"	"neg_Exp2_K04_1-D,5_01_358"	"neg-Exp1_P-1-24_1-E,2_01_55196"	"neg-Exp1_P-25-48_1-E,4_01_55199"	"neg-Exp1_P-49-72_1-E,6_01_55202"	"neg-Exp1_P-73-96_1-E,8_01_55205"	"neg-Exp1_P-97-120_1-F,2_01_55208"	"neg_Exp2_P1_1-C,2_01_343"	"neg_Exp2_P2_1-C,6_01_348"	"neg_Exp2_P3_1-D,2_01_353"	"neg_Exp2_P4_1-D,6_01_359"	"neg_Exp2_P5_1-E,1_01_364"
""	""	""	""	""	" 241.0812"	""	""	""	" 74.70669"	""	""	""	""	""	""	""	""	""	""	""	"2.673246e+05"	"3.880729e+05"	"3.155367e+05"	"2.865978e+05"	"3.550460e+05"	"4.337809e+04"	"3.541973e+04"	"4.280307e+04"	"3.440650e+04"	"1.500817e+04"	"1.302163e+04"	"1.354867e+04"	"1.815239e+04"	"  13963.2693"	"  3947.82675"	"  3404.09829"	"3.780172e+03"	"  3711.67485"	"3.087107e+03"
""	""	""	""	""	" 241.1039"	""	""	""	"398.77392"	""	""	""	""	""	""	""	""	""	""	""	"1.480605e+04"	"2.116697e+03"	"2.029379e+03"	"1.123147e+04"	"2.149085e+03"	"2.240901e+03"	"2.244231e+03"	"1.882796e+03"	"1.961038e+03"	"3.369839e+04"	"2.225987e+04"	"1.856286e+04"	"9.103704e+03"	"  12272.1006"	" 12624.74422"	"  9256.75415"	"2.288477e+03"	" 22616.40089"	"6.801192e+03"
""	""	""	""	""	" 241.1172"	""	""	""	"206.60735"	""	""	""	""	""	""	""	""	""	""	""	"2.366775e+05"	"2.367756e+05"	"2.387757e+05"	"2.577662e+05"	"2.524942e+05"	"2.825833e+04"	"2.422607e+04"	"2.750583e+04"	"2.703306e+04"	"1.019752e+05"	"9.384425e+04"	"1.110205e+05"	"1.145411e+05"	" 117142.7578"	" 10324.01054"	" 11528.42338"	"1.428388e+04"	" 10570.09606"	"1.287185e+04"
""	""	""	""	""	" 241.1161"	""	""	""	"100.60300"	""	""	""	""	""	""	""	""	""	""	""	"1.403581e+04"	"1.704613e+04"	"4.758506e+03"	"1.869991e+04"	"2.102909e+04"	"1.249357e+03"	"1.102648e+03"	"1.061985e+03"	"7.376388e+02"	"2.981313e+04"	"2.544773e+04"	"2.242296e+04"	"2.600065e+04"	"  21646.3472"	"  1163.35947"	"  3157.85760"	"1.483805e+03"	"  5503.26143"	"3.746153e+03"
""	""	""	""	""	" 241.1167"	""	""	""	"219.26084"	""	""	""	""	""	""	""	""	""	""	""	"4.080012e+05"	"4.328014e+05"	"4.346080e+05"	"4.491089e+05"	"4.650314e+05"	"3.103114e+04"	"2.495596e+04"	"2.826136e+04"	"2.892341e+04"	"2.212876e+05"	"1.934682e+05"	"2.031393e+05"	"2.329842e+05"	" 210942.5462"	" 23493.09053"	" 19009.37658"	"2.204888e+04"	" 19419.85680"	"2.134861e+04"
""	""	""	""	""	" 242.0527"	""	""	""	" 25.21971"	""	""	""	""	""	""	""	""	""	""	""	"3.447828e+03"	"3.921527e+03"	"3.733296e+03"	"5.622708e+03"	"4.080482e+03"	"3.281420e+03"	"9.365956e+03"	"6.857178e+03"	"8.025847e+03"	"5.552686e+05"	"5.440600e+05"	"8.234455e+05"	"7.146974e+05"	" 639344.4380"	" 23175.68127"	" 60822.60836"	"2.340978e+04"	" 90249.31326"	"4.380708e+04"
""	""	""	""	""	" 242.1199"	""	""	""	"219.26084"	""	""	""	""	""	""	""	""	""	""	""	"5.506798e+04"	"5.812194e+04"	"5.973897e+04"	"5.948859e+04"	"6.433510e+04"	"3.764593e+03"	"3.717987e+03"	"3.345388e+03"	"3.887372e+03"	"3.008133e+04"	"2.491389e+04"	"2.848907e+04"	"2.928404e+04"	"  28524.5302"	"  3115.82400"	"  2210.14963"	"2.619485e+03"	"  2438.94960"	"3.011510e+03"
""	""	""	""	""	" 242.1738"	""	""	""	"428.72441"	""	""	""	""	""	""	""	""	""	""	""	"1.439059e+05"	"1.175459e+05"	"1.032745e+05"	"1.099529e+05"	"9.790750e+04"	"1.459705e+04"	"1.114301e+04"	"1.335655e+04"	"2.876379e+04"	"4.994120e+04"	"6.036883e+04"	"6.786251e+04"	"7.340466e+04"	" 101331.3446"	" 25499.39776"	" 13939.80960"	"1.842973e+04"	" 19411.48283"	"3.447463e+04"
""	""	""	""	""	" 243.1211"	""	""	""	"339.82001"	""	""	""	""	""	""	""	""	""	""	""	"7.407217e+04"	"8.000836e+03"	"1.334068e+04"	"3.820448e+04"	"6.449863e+03"	"2.215007e+03"	"1.512142e+03"	"1.532489e+03"	"4.808257e+02"	"8.157372e+05"	"8.217922e+05"	"5.703569e+05"	"6.111082e+05"	" 443963.4360"	"117372.30339"	"110949.34174"	"3.967560e+04"	"180027.78983"	"9.873530e+04"
""	""	""	""	""	" 243.1206"	""	""	""	"320.29953"	""	""	""	""	""	""	""	""	""	""	""	"5.374715e+04"	"6.695853e+03"	"1.893300e+04"	"3.654408e+04"	"6.598689e+03"	"2.575232e+03"	"2.483507e+03"	"2.227161e+03"	"2.097876e+03"	"6.403767e+05"	"6.267754e+05"	"6.214893e+05"	"4.577602e+05"	" 406404.1173"	"123857.44512"	"101681.58485"	"2.565692e+04"	"200400.37646"	"1.077825e+05"
""	""	""	""	""	" 243.1762"	""	""	""	"428.72138"	""	""	""	""	""	""	""	""	""	""	""	"2.487851e+04"	"1.792890e+04"	"1.536500e+04"	"1.867538e+04"	"1.403126e+04"	"1.795342e+03"	"1.557492e+03"	"1.304042e+03"	"4.608991e+03"	"8.519480e+03"	"9.708046e+03"	"9.623723e+03"	"7.983426e+03"	"  14090.9724"	"  3337.69800"	"  1938.21600"	"1.936149e+03"	"  3161.91350"	"4.990990e+03"
""	""	""	""	""	" 243.1584"	""	""	""	"500.40295"	""	""	""	""	""	""	""	""	""	""	""	"8.371831e+04"	"3.384156e+04"	"3.730192e+04"	"5.781391e+04"	"3.645738e+04"	"4.503461e+03"	"1.569784e+03"	"2.254812e+03"	"3.608705e+03"	"2.187499e+05"	"1.268485e+05"	"2.039913e+05"	"1.363487e+05"	" 133247.3460"	" 15500.72400"	" 11672.66607"	"3.983443e+03"	" 16548.75115"	"1.189474e+04"
""	""	""	""	""	" 243.1692"	""	""	""	"214.20843"	""	""	""	""	""	""	""	""	""	""	""	"1.941765e+05"	"2.512978e+05"	"2.228260e+05"	"2.058620e+05"	"2.602192e+05"	"2.227531e+04"	"1.992692e+04"	"2.167024e+04"	"2.116429e+04"	"9.473820e+04"	"9.923158e+04"	"9.213957e+04"	"1.057971e+05"	" 109683.6336"	" 33585.45753"	" 32666.76475"	"1.646842e+04"	" 31109.45100"	"3.299039e+04"
""	""	""	""	""	" 243.1695"	""	""	""	"180.99842"	""	""	""	""	""	""	""	""	""	""	""	"5.881300e+04"	"8.220714e+04"	"2.186496e+04"	"6.869795e+04"	"8.748516e+04"	"3.334906e+04"	"2.804456e+04"	"3.282540e+04"	"3.317991e+04"	"3.203064e+04"	"3.412019e+04"	"3.384437e+04"	"3.030876e+04"	"  29332.4710"	"  5996.28000"	"  6368.42400"	"3.694144e+03"	"  9075.47786"	"7.302957e+03"
""	""	""	""	""	" 244.1241"	""	""	""	"340.20233"	""	""	""	""	""	""	""	""	""	""	""	"1.344133e+04"	"2.564940e+03"	"4.115763e+03"	"1.011079e+04"	"2.154452e+03"	"7.628185e+02"	"5.714007e+02"	"6.010489e+02"	"6.698031e+02"	"1.185505e+05"	"1.183294e+05"	"1.067612e+05"	"8.189716e+04"	"  64606.4831"	" 17295.52421"	" 15311.90320"	"4.481027e+03"	" 26958.03982"	"1.385145e+04"
""	""	""	""	""	" 244.1212"	""	""	""	"320.32287"	""	""	""	""	""	""	""	""	""	""	""	"6.946433e+03"	"1.760352e+03"	"3.021542e+03"	"4.702835e+03"	"1.242491e+03"	"7.459649e+02"	"9.216140e+02"	"6.284187e+02"	"6.211632e+02"	"8.599497e+04"	"8.391578e+04"	"8.030068e+04"	"6.372097e+04"	"  51401.8961"	" 15411.10306"	" 13774.72546"	"2.956303e+03"	" 27596.81885"	"1.143765e+04"
""	""	""	""	""	" 244.1273"	""	""	""	" 82.94991"	""	""	""	""	""	""	""	""	""	""	""	"1.057228e+04"	"1.124267e+04"	"1.203790e+04"	"1.149236e+04"	"1.161130e+04"	"2.231500e+03"	"2.236300e+03"	"2.292007e+03"	"2.059361e+03"	"4.403039e+04"	"4.496156e+04"	"4.170939e+04"	"3.416883e+04"	"  33480.6469"	"  6510.85415"	"  7511.74014"	"2.590070e+03"	"  9856.08593"	"7.517320e+03"
""	""	""	""	""	" 244.1720"	""	""	""	"213.68202"	""	""	""	""	""	""	""	""	""	""	""	"2.602699e+04"	"3.388906e+04"	"2.930179e+04"	"2.854489e+04"	"3.706055e+04"	"2.757871e+03"	"2.736880e+03"	"2.751272e+03"	"2.731482e+03"	"1.512175e+04"	"1.355347e+04"	"1.405290e+04"	"1.428373e+04"	"  15573.7253"	"  3845.95200"	"  4435.03846"	"1.914552e+03"	"  4443.88560"	"4.770847e+03"
""	""	""	""	""	" 244.1722"	""	""	""	"181.20219"	""	""	""	""	""	""	""	""	""	""	""	"7.057791e+03"	"1.026772e+04"	"2.336155e+03"	"9.729791e+03"	"1.129111e+04"	"4.880471e+03"	"4.553306e+03"	"4.104227e+03"	"3.674068e+03"	"4.109602e+03"	"3.841562e+03"	"3.533127e+03"	"4.170540e+03"	"   4240.9652"	"   645.29844"	"   876.60805"	"5.559862e+02"	"   906.72480"	"8.133168e+02"
""	""	""	""	""	" 244.1703"	""	""	""	"199.54156"	""	""	""	""	""	""	""	""	""	""	""	"4.483809e+03"	"6.758585e+03"	"5.346133e+03"	"5.339672e+03"	"6.758737e+03"	"1.157146e+03"	"8.241138e+02"	"1.110745e+03"	"9.254064e+02"	"1.348905e+04"	"1.247127e+04"	"1.197949e+04"	"1.048031e+04"	"   8367.1859"	"  2421.20734"	"  2158.59322"	"6.373523e+02"	"  3773.79847"	"1.675242e+03"
""	""	""	""	""	" 245.0939"	""	""	""	"276.79228"	""	""	""	""	""	""	""	""	""	""	""	"5.880959e+03"	"2.094349e+03"	"3.602350e+03"	"4.938326e+03"	"2.419982e+03"	"2.444031e+02"	"2.967514e+02"	"1.663809e+02"	"1.942051e+02"	"2.148228e+04"	"1.983037e+04"	"1.609692e+04"	"2.449176e+04"	"  19552.5360"	"  1561.44700"	"  1519.76743"	"1.766078e+03"	"  3542.49840"	"3.430302e+03"
""	""	""	""	""	" 245.1114"	""	""	""	" 98.63709"	""	""	""	""	""	""	""	""	""	""	""	"1.248855e+04"	"5.777222e+03"	"7.872569e+03"	"1.077918e+04"	"6.787854e+03"	"8.709154e+02"	"8.927552e+02"	"1.096210e+03"	"8.198547e+02"	"4.415087e+04"	"4.423550e+04"	"3.819442e+04"	"4.136467e+04"	"  38095.1540"	"  4098.40941"	"  5237.07129"	"2.046970e+03"	"  9410.10565"	"5.207979e+03"
""	""	""	""	""	" 245.1364"	""	""	""	"335.91849"	""	""	""	""	""	""	""	""	""	""	""	"1.781388e+04"	"3.922006e+03"	"4.066765e+03"	"1.251779e+04"	"3.302382e+03"	"8.742491e+02"	"8.362238e+02"	"9.126080e+02"	"8.355567e+02"	"2.960099e+06"	"2.744709e+06"	"2.402226e+06"	"1.769214e+06"	"1631027.0910"	"273060.68625"	"227413.18813"	"4.570573e+04"	"450309.22715"	"1.593844e+05"
""	""	""	""	""	" 245.1366"	""	""	""	"294.04261"	""	""	""	""	""	""	""	""	""	""	""	"1.710887e+04"	"2.870416e+03"	"2.591599e+03"	"1.122027e+04"	"2.205774e+03"	"8.886964e+02"	"5.463941e+02"	"5.827081e+02"	"5.044032e+02"	"1.940403e+06"	"1.823990e+06"	"1.776950e+06"	"1.209924e+06"	"1256979.0057"	"259665.89946"	"219539.54432"	"5.117863e+04"	"364730.55583"	"1.600937e+05"
""	""	""	""	""	" 245.1336"	""	""	""	"314.16330"	""	""	""	""	""	""	""	""	""	""	""	"2.019248e+04"	"3.150576e+03"	"3.938622e+03"	"1.236273e+04"	"2.593918e+03"	"7.799162e+02"	"6.187167e+02"	"7.113982e+02"	"6.454386e+02"	"5.107099e+05"	"4.777907e+05"	"4.548772e+05"	"3.464399e+05"	" 315596.3706"	" 80361.22575"	" 70032.45528"	"1.230210e+04"	"126728.50076"	"5.333274e+04"
""	""	""	""	""	" 245.1338"	""	""	""	"412.94120"	""	""	""	""	""	""	""	""	""	""	""	"4.553737e+03"	"2.023608e+03"	"1.828974e+03"	"3.760362e+03"	"1.448803e+03"	"4.291834e+02"	"3.482136e+02"	"3.395627e+02"	"3.332044e+02"	"4.640563e+05"	"4.053559e+05"	"3.374717e+05"	"2.143436e+05"	" 144958.8498"	" 32016.66300"	" 23698.86318"	"1.238712e+03"	" 84472.95658"	"9.970303e+03"
""	""	""	""	""	" 246.1383"	""	""	""	"336.18590"	""	""	""	""	""	""	""	""	""	""	""	"3.126423e+03"	"1.444349e+03"	"9.378933e+02"	"2.161694e+03"	"1.093465e+03"	"3.235696e+02"	"3.225243e+02"	"2.411594e+02"	"2.798517e+02"	"4.592059e+05"	"4.144481e+05"	"3.518319e+05"	"2.499227e+05"	" 229270.9266"	" 39069.37296"	" 32310.27171"	"5.750720e+03"	" 61343.96274"	"2.072591e+04"
""	""	""	""	""	" 246.1387"	""	""	""	"294.55938"	""	""	""	""	""	""	""	""	""	""	""	"3.372600e+03"	"1.621611e+03"	"1.250830e+03"	"2.501991e+03"	"1.099194e+03"	"2.894684e+02"	"2.948631e+02"	"3.115608e+02"	"3.826657e+02"	"2.831798e+05"	"2.564218e+05"	"2.504914e+05"	"1.713315e+05"	" 173137.8343"	" 36794.38359"	" 31198.93071"	"6.926948e+03"	" 51642.68606"	"2.155508e+04"
""	""	""	""	""	" 247.1152"	""	""	""	"246.93118"	""	""	""	""	""	""	""	""	""	""	""	"5.087355e+04"	"1.046149e+04"	"1.113785e+04"	"2.874269e+04"	"8.763348e+03"	"2.438898e+03"	"1.858084e+03"	"1.834807e+03"	"3.162740e+03"	"3.528918e+05"	"3.905894e+05"	"2.689237e+05"	"2.259831e+05"	" 180158.2923"	" 36088.04267"	" 32666.15432"	"1.063159e+04"	" 68898.56844"	"2.561354e+04"
""	""	""	""	""	" 247.1486"	""	""	""	"361.40600"	""	""	""	""	""	""	""	""	""	""	""	"5.564560e+03"	"1.410310e+03"	"1.572412e+03"	"4.868178e+03"	"1.090051e+03"	"1.230747e+02"	"3.401627e+01"	"1.134094e+02"	"1.350820e+02"	"7.102309e+04"	"6.038108e+04"	"5.021962e+04"	"2.815459e+04"	"  39011.5598"	"  1481.16232"	"  3479.11104"	"2.342574e+02"	"  9326.63259"	"1.568451e+03"
""	""	""	""	""	" 247.1458"	""	""	""	"299.35412"	""	""	""	""	""	""	""	""	""	""	""	"3.308389e+03"	"1.750837e+03"	"2.146096e+03"	"3.419122e+03"	"2.119993e+03"	"5.135266e+02"	"5.676070e+02"	"5.029624e+02"	"5.569941e+02"	"3.535550e+04"	"3.659478e+04"	"3.226963e+04"	"2.696710e+04"	"  16605.8752"	"  5500.44052"	"  4884.48643"	"2.275624e+03"	"  6270.42444"	"5.579089e+03"
""	""	""	""	""	" 247.1698"	""	""	""	"647.70588"	""	""	""	""	""	""	""	""	""	""	""	"3.019112e+04"	"4.095412e+04"	"1.364150e+04"	"1.591608e+04"	"1.940581e+04"	"3.116982e+03"	"1.716091e+03"	"2.554775e+03"	"2.127701e+03"	"2.851899e+03"	"3.382033e+03"	"2.653579e+03"	"4.202539e+03"	"   3208.0942"	"   946.82782"	"   795.50591"	"7.322520e+02"	"   720.12464"	"6.844024e+02"
""	""	""	""	""	" 247.1426"	""	""	""	"335.74937"	""	""	""	""	""	""	""	""	""	""	""	"4.723427e+03"	"1.550874e+03"	"1.315027e+03"	"3.577204e+03"	"1.256123e+03"	"4.240056e+02"	"4.506936e+02"	"6.404514e+02"	"3.446088e+02"	"5.842973e+04"	"5.338669e+04"	"4.367008e+04"	"2.648704e+04"	"  21841.9717"	"  6829.34318"	"  4311.15450"	"1.095323e+03"	" 10622.51603"	"2.765292e+03"
""	""	""	""	""	" 247.1493"	""	""	""	"278.14105"	""	""	""	""	""	""	""	""	""	""	""	"6.146606e+03"	"2.366776e+03"	"2.758965e+03"	"4.305902e+03"	"2.116615e+03"	"5.566300e+02"	"4.261420e+02"	"5.510338e+02"	"4.603067e+02"	"1.273395e+05"	"2.317116e+05"	"1.143517e+05"	"1.008811e+05"	"  93997.9939"	" 21252.85292"	" 26100.60816"	"7.370149e+03"	" 40202.94867"	"1.708098e+04"
""	""	""	""	""	" 247.1677"	""	""	""	"403.73930"	""	""	""	""	""	""	""	""	""	""	""	"2.106368e+03"	"3.139102e+03"	"1.655437e+03"	"1.514847e+03"	"3.521271e+03"	"7.273502e+02"	"7.200985e+02"	"1.100005e+03"	"7.926820e+02"	"1.142236e+02"	"2.999936e+01"	"0.000000e+00"	"3.604830e+01"	"      0.0000"	"   679.29876"	"   555.31080"	"3.947794e+02"	"   457.03200"	"3.694515e+02"
""	""	""	""	""	" 248.1285"	""	""	""	"160.80316"	""	""	""	""	""	""	""	""	""	""	""	"8.855617e+02"	"2.191818e+03"	"2.145679e+03"	"3.025608e+03"	"2.386364e+03"	"3.298225e+02"	"1.502174e+03"	"9.143976e+02"	"8.622758e+02"	"5.480329e+03"	"2.432418e+03"	"3.293537e+03"	"5.603636e+03"	"   3950.2260"	"  1919.74112"	"  2523.81125"	"1.839586e+03"	"  2154.38880"	"2.412976e+03"
""	""	""	""	""	" 248.1278"	""	""	""	"383.08772"	""	""	""	""	""	""	""	""	""	""	""	"7.676836e+03"	"8.503458e+03"	"8.816849e+03"	"6.505160e+03"	"9.289926e+03"	"8.107385e+02"	"6.629980e+02"	"6.447560e+02"	"5.233756e+02"	"5.345308e+03"	"4.200107e+03"	"3.843386e+03"	"3.839322e+03"	"   5224.3087"	"   494.24700"	"   355.59095"	"2.511255e+02"	"   527.38207"	"4.773816e+02"
""	""	""	""	""	" 248.8525"	""	""	""	"496.72695"	""	""	""	""	""	""	""	""	""	""	""	"1.632200e+03"	"1.172561e+03"	"2.054749e+03"	"2.090671e+03"	"1.809614e+03"	"2.418358e+02"	"2.939423e+02"	"2.270681e+02"	"2.125244e+02"	"2.666907e+03"	"2.921715e+03"	"2.962142e+03"	"3.091548e+03"	"   3695.1034"	"  1374.49087"	"  1722.87183"	"9.762599e+02"	"  1655.99040"	"1.300818e+03"
""	""	""	""	""	" 249.0301"	""	""	""	"312.52680"	""	""	""	""	""	""	""	""	""	""	""	"1.966201e+03"	"7.144638e+03"	"6.562787e+03"	"3.227147e+03"	"6.820541e+03"	"6.643500e+03"	"6.892811e+03"	"6.218105e+03"	"6.684918e+03"	"3.320790e+04"	"3.763212e+04"	"2.858015e+04"	"3.272548e+04"	"  30752.5980"	"  7730.93979"	"  6780.16343"	"6.072190e+03"	"  6522.98002"	"9.011377e+03"
""	""	""	""	""	" 249.1293"	""	""	""	"271.39932"	""	""	""	""	""	""	""	""	""	""	""	"1.820320e+04"	"2.719329e+03"	"3.564903e+03"	"1.143835e+04"	"2.948963e+03"	"5.964203e+02"	"4.500690e+02"	"4.420618e+02"	"3.355381e+02"	"2.364870e+04"	"8.202514e+03"	"2.011288e+04"	"2.649811e+04"	"  27094.4735"	"  4235.44926"	"  4558.74971"	"5.096241e+03"	"  5603.22193"	"5.603813e+03"
""	""	""	""	""	" 249.1126"	""	""	""	"265.50891"	""	""	""	""	""	""	""	""	""	""	""	"8.323626e+03"	"2.153412e+03"	"2.898783e+03"	"7.088986e+03"	"1.869612e+03"	"6.724771e+02"	"5.057376e+02"	"4.926386e+02"	"4.326014e+02"	"1.567942e+04"	"1.180595e+04"	"1.131141e+04"	"1.536498e+04"	"   9025.2515"	"  5504.16308"	"  5420.79455"	"1.792099e+03"	"  5476.81403"	"5.862645e+03"
""	""	""	""	""	" 249.1496"	""	""	""	"746.38476"	""	""	""	""	""	""	""	""	""	""	""	"3.896793e+04"	"1.205201e+04"	"1.357301e+04"	"3.240229e+04"	"1.417822e+04"	"6.955034e+04"	"1.492494e+04"	"1.577670e+04"	"1.551108e+04"	"7.265320e+03"	"7.765208e+03"	"6.568361e+03"	"5.017912e+03"	"   8482.7103"	" 15893.41114"	" 15113.73578"	"1.537391e+04"	" 14880.58748"	"1.905433e+04"
""	""	""	""	""	" 249.1336"	""	""	""	" 57.06184"	""	""	""	""	""	""	""	""	""	""	""	"2.755312e+04"	"3.992675e+04"	"3.513620e+04"	"3.508728e+04"	"4.300265e+04"	"9.247068e+02"	"8.053977e+02"	"1.743016e+03"	"1.917156e+03"	"1.046111e+04"	"9.974854e+03"	"1.365592e+04"	"1.057488e+04"	"  12366.7458"	"  1059.87860"	"   753.93600"	"7.809328e+02"	"   318.82982"	"1.157926e+03"
""	""	""	""	""	" 249.1493"	""	""	""	"587.22729"	""	""	""	""	""	""	""	""	""	""	""	"7.986026e+03"	"3.038144e+04"	"9.784278e+03"	"9.335911e+03"	"1.208318e+04"	"3.085800e+03"	"3.453427e+03"	"4.249300e+03"	"2.836691e+03"	"1.720711e+03"	"5.099484e+03"	"4.105557e+03"	"6.882487e+03"	"   4399.6755"	"   843.68842"	"   688.49274"	"1.027847e+03"	"   891.54398"	"7.805501e+02"
""	""	""	""	""	" 249.1844"	""	""	""	"535.16916"	""	""	""	""	""	""	""	""	""	""	""	"5.294268e+04"	"6.279845e+04"	"3.051824e+04"	"2.923394e+04"	"5.130276e+04"	"1.216605e+04"	"9.054269e+03"	"1.306037e+04"	"9.288522e+03"	"1.436925e+04"	"1.905373e+04"	"1.546968e+04"	"1.929935e+04"	"  11801.1632"	"  4929.89538"	"  5374.53514"	"4.953817e+03"	"  6378.53700"	"4.824134e+03"
""	""	""	""	""	" 249.1847"	""	""	""	"576.83770"	""	""	""	""	""	""	""	""	""	""	""	"6.415123e+04"	"1.740024e+04"	"1.946014e+04"	"3.954628e+04"	"1.654229e+04"	"3.570729e+03"	"2.378124e+03"	"2.922503e+03"	"2.393522e+03"	"2.656064e+04"	"2.039043e+04"	"2.457584e+04"	"3.310034e+04"	"  26204.7830"	"  3254.09889"	"  3121.37962"	"1.992294e+03"	"  3539.42763"	"3.159537e+03"
""	""	""	""	""	" 250.0635"	""	""	""	"196.85166"	""	""	""	""	""	""	""	""	""	""	""	"9.468695e+03"	"8.770425e+03"	"9.729195e+03"	"1.262436e+04"	"1.149878e+04"	"4.210384e+03"	"3.970651e+03"	"3.326782e+03"	"3.769024e+03"	"6.888280e+03"	"5.393119e+03"	"4.718262e+03"	"6.291144e+03"	"   5131.2269"	"  3390.37680"	"  3424.81419"	"4.118674e+03"	"  2897.32389"	"4.041860e+03"
""	""	""	""	""	" 250.0691"	""	""	""	"215.63122"	""	""	""	""	""	""	""	""	""	""	""	"5.282600e+03"	"3.640283e+03"	"4.031240e+03"	"4.294493e+03"	"4.059261e+03"	"7.441010e+02"	"6.990244e+02"	"5.917212e+02"	"5.697068e+02"	"5.044201e+04"	"7.581432e+04"	"5.331094e+04"	"8.774620e+04"	"  44214.3829"	" 18938.27520"	" 14576.51132"	"3.307385e+03"	" 15494.64808"	"1.548991e+04"
""	""	""	""	""	" 250.1520"	""	""	""	"747.54743"	""	""	""	""	""	""	""	""	""	""	""	"5.632144e+03"	"1.979516e+03"	"3.391839e+03"	"2.584275e+03"	"3.664352e+03"	"1.473721e+04"	"3.157770e+03"	"2.209516e+03"	"2.811247e+03"	"3.118902e+03"	"2.282991e+03"	"3.118701e+03"	"2.304440e+03"	"   3341.6323"	"  3032.02000"	"  3258.65160"	"2.726112e+03"	"  2565.17471"	"3.294647e+03"
""	""	""	""	""	" 250.1880"	""	""	""	"534.98268"	""	""	""	""	""	""	""	""	""	""	""	"9.020666e+03"	"1.099483e+04"	"5.489102e+03"	"4.499130e+03"	"8.427543e+03"	"1.484020e+03"	"1.001801e+03"	"1.453770e+03"	"1.622964e+03"	"3.004946e+03"	"2.317198e+03"	"1.335194e+03"	"2.634554e+03"	"   2483.1987"	"   848.16529"	"   953.14300"	"6.025140e+02"	"   529.93150"	"5.656160e+02"
""	""	""	""	""	" 250.8512"	""	""	""	"496.60374"	""	""	""	""	""	""	""	""	""	""	""	"3.180741e+03"	"3.416553e+03"	"2.925027e+03"	"2.925249e+03"	"3.324715e+03"	"4.242302e+02"	"6.758157e+02"	"4.568533e+02"	"4.283057e+02"	"5.379659e+03"	"5.084399e+03"	"5.287867e+03"	"6.973884e+03"	"   5230.9547"	"  3183.08674"	"  3269.05385"	"1.650475e+03"	"  3357.35040"	"4.055283e+03"
""	""	""	""	""	" 250.9077"	""	""	""	"334.77518"	""	""	""	""	""	""	""	""	""	""	""	"2.276770e+03"	"2.972677e+03"	"5.515810e+03"	"4.140691e+03"	"2.513683e+03"	"1.757785e+02"	"3.202036e+02"	"3.598955e+02"	"1.614360e+02"	"2.887027e+04"	"1.033711e+04"	"1.380988e+04"	"2.270976e+04"	"  25813.5260"	"  8524.27731"	"  2441.62671"	"1.215773e+03"	"  1235.40747"	"9.215041e+03"
""	""	""	""	""	" 250.8885"	""	""	""	"398.84032"	""	""	""	""	""	""	""	""	""	""	""	"4.494372e+03"	"1.179729e+03"	"1.458363e+03"	"2.884566e+03"	"3.489512e+03"	"1.714230e+02"	"2.451451e+02"	"2.434269e+02"	"1.634301e+02"	"7.694043e+03"	"7.216121e+03"	"6.843705e+03"	"6.864438e+03"	"   8305.7227"	"  2340.95752"	"  2340.34625"	"1.266662e+03"	"  2713.44640"	"2.873077e+03"
""	""	""	""	""	" 251.0764"	""	""	""	" 39.97138"	""	""	""	""	""	""	""	""	""	""	""	"3.590977e+03"	"2.854116e+03"	"3.510831e+03"	"3.736420e+03"	"2.986144e+03"	"4.565370e+02"	"3.368524e+02"	"3.635338e+02"	"3.222096e+02"	"5.336576e+04"	"9.130316e+04"	"5.647617e+04"	"1.008195e+05"	"  84798.5048"	" 41937.95623"	" 41837.38586"	"1.805919e+04"	" 58050.21812"	"5.478231e+04"
""	""	""	""	""	" 251.0998"	""	""	""	" 58.56630"	""	""	""	""	""	""	""	""	""	""	""	"3.672855e+04"	"4.495963e+04"	"4.649456e+04"	"3.381132e+04"	"4.484815e+04"	"8.355594e+02"	"9.629300e+02"	"9.262406e+02"	"8.230025e+02"	"3.491666e+04"	"3.149527e+04"	"3.033155e+04"	"2.695069e+04"	"  23735.5156"	"  3645.33709"	"  3493.97117"	"2.223889e+03"	"  5233.83128"	"2.202576e+03"
