"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg-Exp1-Blatt_K-1_1-B,1_01_8102"	"neg-Exp1-Blatt_K-2_1-B,2_01_8104"	"neg-Exp1-Blatt_K-3_1-B,3_01_8107"	"neg-Exp1-Blatt_K-4_1-B,4_01_8109"	"neg-Exp1-Blatt_K-5_1-B,5_01_8111"	"neg-Exp2-Blatt_K-1_1-D,1_01_8113"	"neg-Exp2-Blatt_K-2_1-D,2_01_8115"	"neg-Exp2-Blatt_K-3_1-D,3_01_8117"	"neg-Exp1-Blatt_P-1_1-C,1_01_8103"	"neg-Exp1-Blatt_P-2_1-C,2_01_8105"	"neg-Exp1-Blatt_P-3_1-C,3_01_8108"	"neg-Exp1-Blatt_P-4_1-C,4_01_8110"	"neg-Exp1-Blatt_P-5_1-C,5_01_8112"	"neg-Exp2-Blatt_P-1_1-E,1_01_8114"	"neg-Exp2-Blatt_P-2_1-E,2_01_8116"	"neg-Exp2-Blatt_P-3_1-E,3_01_8118"	"neg-Exp2-Blatt_P-4_1-E,4_01_8121"	"neg-Exp2-Blatt_P-5_1-E,5_01_8122"
""	""	""	""	""	"440.7748"	""	""	""	"  25.69876"	""	""	""	""	""	""	""	""	""	""	""	"   1901.1091"	"   2054.5542"	"2.463410e+03"	"   3012.0539"	"   2267.6741"	"2.279472e+03"	"   2206.1025"	"1.990788e+03"	"   3692.5245"	"   3092.6686"	"   3119.8911"	"   3081.9744"	"   3681.3803"	"   3090.9275"	"   2674.2224"	"   2865.4115"	"   3249.5113"	"   3403.1924"
""	""	""	""	""	"440.8614"	""	""	""	"  22.52382"	""	""	""	""	""	""	""	""	""	""	""	"   1106.9889"	"   1200.7074"	"7.599924e+02"	"    890.2543"	"    839.2300"	"8.886844e+02"	"   1293.3285"	"1.003366e+03"	"   3101.1294"	"   1852.5823"	"   1038.0474"	"   1516.9848"	"   1236.9515"	"    517.6615"	"   2736.1149"	"   2793.3041"	"    644.6450"	"   3244.4015"
""	""	""	""	""	"441.1749"	""	""	""	" 467.24499"	""	""	""	""	""	""	""	""	""	""	""	"   8678.8669"	"  12417.5469"	"9.879625e+03"	"  11710.9092"	"   9003.0349"	"5.413782e+03"	"   4621.5075"	"5.148854e+03"	"   8215.5236"	"      0.0000"	"   6441.4949"	"   8723.5736"	"   6923.8632"	"   3050.9819"	"   5431.1304"	"   7694.8974"	"   4350.9089"	"   3207.5485"
""	""	""	""	""	"441.2042"	""	""	""	" 985.34210"	""	""	""	""	""	""	""	""	""	""	""	"   8451.2492"	"    591.5023"	"8.665809e+02"	"   1627.5246"	"    644.2823"	"1.957969e+03"	"   1215.6667"	"4.414030e+03"	"   2328.0715"	"      0.0000"	"    942.6026"	"    886.5638"	"   1953.3333"	"   1340.8659"	"   1677.4791"	"   1575.5928"	"   1304.0391"	"   1672.0032"
""	""	""	""	""	"441.2543"	""	""	""	" 744.35897"	""	""	""	""	""	""	""	""	""	""	""	"   5876.8029"	"   3803.6196"	"4.472406e+03"	"   3052.8720"	"   4000.6660"	"3.870772e+03"	"   3185.4913"	"3.588971e+03"	"   3803.0491"	"      0.0000"	"   6558.3715"	"   4921.2265"	"   4946.2872"	"   3875.8536"	"   3389.8989"	"   3663.1640"	"   4607.4132"	"   4054.1404"
""	""	""	""	""	"442.0200"	""	""	""	" 295.37575"	""	""	""	""	""	""	""	""	""	""	""	"   1299.9050"	"   1447.9950"	"6.643400e+02"	"    584.2387"	"    896.2560"	"1.125106e+03"	"   1353.4510"	"8.355249e+02"	"    876.4141"	"    956.1195"	"    884.4420"	"   1387.9675"	"    484.7151"	"   1391.0285"	"   1157.8624"	"   1233.1245"	"   1043.3651"	"    967.4664"
""	""	""	""	""	"442.0290"	""	""	""	" 131.02660"	""	""	""	""	""	""	""	""	""	""	""	"  73986.2195"	"  69013.8096"	"5.632925e+04"	"  65253.2461"	"  57307.5805"	"6.188100e+04"	"  36040.6024"	"5.923004e+04"	"  60410.6131"	"  60465.9526"	"  52614.8954"	"  65557.1126"	"  59574.2963"	"  62619.8740"	"  64290.8900"	"  66144.9824"	"  65644.6343"	"  56664.5440"
""	""	""	""	""	"442.0727"	""	""	""	" 243.85772"	""	""	""	""	""	""	""	""	""	""	""	"    767.4868"	"    868.5967"	"1.069294e+03"	"   1053.5508"	"    776.9937"	"1.244955e+03"	"   1004.6526"	"9.625562e+02"	"   1348.9790"	"   1302.2505"	"    931.4655"	"    955.8110"	"   1058.1209"	"   1130.4197"	"   1139.5695"	"   1013.2849"	"   1242.3407"	"   1228.0697"
""	""	""	""	""	"442.1779"	""	""	""	" 467.08414"	""	""	""	""	""	""	""	""	""	""	""	"   2027.7268"	"   2184.9512"	"1.663915e+03"	"   2633.7924"	"   1512.7056"	"9.312756e+02"	"    724.0285"	"1.282033e+03"	"   1354.0534"	"      0.0000"	"   1600.8000"	"   1725.8263"	"   1239.7189"	"    797.1845"	"   1299.5716"	"   1767.6184"	"    997.5733"	"    862.5886"
""	""	""	""	""	"443.0465"	""	""	""	"  41.90992"	""	""	""	""	""	""	""	""	""	""	""	"   6684.1618"	"   4620.5479"	"4.180808e+03"	"   3384.1947"	"   3973.4389"	"3.533093e+03"	"   3323.2106"	"3.810150e+03"	"  17542.2521"	"  14050.0215"	"   6204.0978"	"   8519.9545"	"   9560.3156"	"   8876.0896"	"   9101.4418"	"   7295.0837"	"   5686.5085"	"   8439.0241"
""	""	""	""	""	"443.1203"	""	""	""	" 216.08187"	""	""	""	""	""	""	""	""	""	""	""	"   1970.4918"	"   1027.9240"	"7.839018e+02"	"   1368.3505"	"    769.7496"	"1.606858e+03"	"   2208.2690"	"1.628147e+03"	"   1469.3192"	"   1525.8279"	"   1368.0894"	"   1857.2615"	"   1987.5032"	"   1368.9589"	"   1532.1646"	"   1543.3162"	"   1342.8031"	"   1806.0618"
""	""	""	""	""	"444.0425"	""	""	""	" 193.40562"	""	""	""	""	""	""	""	""	""	""	""	"   1550.1457"	"   1142.7178"	"7.749226e+02"	"    977.7634"	"    754.7105"	"5.871334e+02"	"    683.9401"	"6.916659e+02"	"   1192.6910"	"    524.6682"	"    907.4288"	"   1302.3175"	"   1124.1259"	"    536.2062"	"    970.9041"	"    748.6327"	"   1266.6330"	"    979.1958"
""	""	""	""	""	"444.1370"	""	""	""	" 381.14279"	""	""	""	""	""	""	""	""	""	""	""	"   5912.4603"	"   3859.9123"	"1.731060e+03"	"   3495.2914"	"   2601.5184"	"2.989816e+03"	"   4800.0127"	"2.082916e+03"	"  11807.5396"	"  15497.1737"	"  15126.6929"	"  15291.8792"	"  12589.9154"	"  11371.4237"	"  12444.4536"	"  10304.7207"	"  12586.4308"	"  14306.1317"
""	""	""	""	""	"445.1674"	""	""	""	" 427.55163"	""	""	""	""	""	""	""	""	""	""	""	"   1883.7928"	"   2309.6597"	"1.766428e+03"	"   1823.6969"	"   1817.1686"	"8.687535e+02"	"   1144.6603"	"1.149275e+03"	"   1643.4648"	"   1778.7688"	"   1204.1877"	"   1764.0931"	"   1390.9031"	"    736.3995"	"   1182.4137"	"    956.8939"	"    833.8084"	"    754.4675"
""	""	""	""	""	"445.2378"	""	""	""	" 691.24906"	""	""	""	""	""	""	""	""	""	""	""	"  98555.9200"	"  61806.2210"	"3.917413e+04"	"  55372.0055"	"  41481.9671"	"6.372184e+04"	"  57545.3333"	"5.432308e+04"	" 168249.0825"	"      0.0000"	"  88593.6080"	"  73201.5754"	"  78332.4800"	"  96500.2260"	" 128610.9400"	" 143000.5790"	"  83631.8520"	" 102247.0980"
""	""	""	""	""	"445.2376"	""	""	""	" 678.24085"	""	""	""	""	""	""	""	""	""	""	""	"  90282.9979"	"  44801.5225"	"2.993335e+04"	"  25168.0065"	"  38163.8705"	"4.899829e+04"	"  45964.6787"	"3.578940e+04"	"  50949.3470"	"      0.0000"	"  58795.0787"	"  37645.1520"	"  35711.6023"	"  59804.8371"	"  40930.8935"	"  30097.1728"	"  33585.5935"	"  38307.1225"
""	""	""	""	""	"446.0465"	""	""	""	" 250.18664"	""	""	""	""	""	""	""	""	""	""	""	"  33477.6942"	"  28423.5525"	"1.844664e+04"	"  20780.9357"	"  18660.1742"	"1.668100e+04"	"  27799.5968"	"2.065855e+04"	"  36814.8940"	"  27203.7730"	"  49679.9967"	"  45999.7158"	"  37398.4481"	"  31663.8703"	"  31259.2500"	"  22375.3912"	"  23813.1936"	"  33358.5745"
""	""	""	""	""	"446.1170"	""	""	""	" 195.27732"	""	""	""	""	""	""	""	""	""	""	""	"   2759.0149"	"   1949.8741"	"2.230154e+03"	"   2099.5901"	"   1896.1388"	"2.444155e+03"	"   2694.3993"	"2.187508e+03"	"   2937.2013"	"   3994.4216"	"   3077.8500"	"   2646.6403"	"   3141.5895"	"   3340.1138"	"   3041.5929"	"   2719.7769"	"   3630.0119"	"   3822.6071"
""	""	""	""	""	"446.2405"	""	""	""	" 691.22633"	""	""	""	""	""	""	""	""	""	""	""	"  24324.4142"	"  15713.4171"	"9.365000e+03"	"  14153.9521"	"  10013.6710"	"1.531742e+04"	"  13514.4205"	"1.268929e+04"	"  40689.0010"	"      0.0000"	"  21336.7611"	"  18798.2437"	"  18811.7040"	"  24938.3047"	"  28872.1618"	"  34854.2889"	"  19841.3312"	"  23034.2082"
""	""	""	""	""	"447.0528"	""	""	""	" 250.33110"	""	""	""	""	""	""	""	""	""	""	""	"  18941.7063"	"  16035.3375"	"1.001384e+04"	"  11172.7383"	"  10428.9822"	"8.955192e+03"	"  15935.9640"	"1.106451e+04"	"  21343.8174"	"  15789.1474"	"  28224.5655"	"  25763.3309"	"  20962.8863"	"  17329.5348"	"  17202.6855"	"  12617.8023"	"  12347.7280"	"  16978.3242"
""	""	""	""	""	"447.0549"	""	""	""	" 163.20119"	""	""	""	""	""	""	""	""	""	""	""	" 205415.3360"	" 145329.4154"	"1.316178e+05"	" 179407.6734"	" 113650.6458"	"1.155953e+05"	" 170029.9815"	"9.784373e+04"	" 595697.5385"	" 488553.1317"	" 408410.2659"	" 539462.4755"	" 442658.0342"	" 324028.1189"	" 445987.4952"	" 387769.0451"	" 327353.6611"	" 377392.3724"
""	""	""	""	""	"447.0897"	""	""	""	" 265.05425"	""	""	""	""	""	""	""	""	""	""	""	"   1792.5574"	"   2265.1320"	"1.636190e+03"	"   1801.3924"	"   1147.0628"	"1.418234e+03"	"   1529.8896"	"1.503044e+03"	"   1530.0062"	"   1076.8715"	"    970.6669"	"   1209.2139"	"   1180.2360"	"    907.7801"	"   1482.2962"	"   1289.0304"	"   1073.8814"	"   1234.8764"
""	""	""	""	""	"447.2171"	""	""	""	" 235.11211"	""	""	""	""	""	""	""	""	""	""	""	"   2456.7895"	"   3097.3151"	"2.609660e+03"	"   2284.1592"	"   2449.7570"	"2.913757e+03"	"   3385.9685"	"3.467327e+03"	"   2651.0522"	"   2482.3176"	"   1861.5970"	"   1308.4186"	"   2652.2851"	"   2655.3862"	"   2650.4520"	"   3023.0253"	"   3471.2949"	"   3096.8088"
""	""	""	""	""	"447.9206"	""	""	""	"  25.14613"	""	""	""	""	""	""	""	""	""	""	""	"   1362.8102"	"   1235.9476"	"9.774801e+02"	"    847.5267"	"    879.2011"	"6.601886e+02"	"   1095.1135"	"1.001607e+03"	"    753.9366"	"    403.0388"	"    455.2275"	"    642.1047"	"    345.3333"	"    596.4308"	"    790.8124"	"    519.2595"	"    818.2666"	"    666.2562"
""	""	""	""	""	"448.0569"	""	""	""	" 163.26077"	""	""	""	""	""	""	""	""	""	""	""	"  43023.8003"	"  29683.0554"	"2.715745e+04"	"  36350.6027"	"  22846.4730"	"2.376923e+04"	"  34404.3073"	"1.973751e+04"	" 121023.9927"	"  97095.4645"	"  80449.4728"	" 107243.3518"	"  85865.8925"	"  65000.3561"	"  89043.6599"	"  78689.1227"	"  65147.4036"	"  73972.1578"
""	""	""	""	""	"448.0770"	""	""	""	" 247.60939"	""	""	""	""	""	""	""	""	""	""	""	"  60639.6473"	"  58493.8223"	"4.157077e+04"	"  41049.1051"	"  42233.2748"	"3.980289e+04"	"  59213.6577"	"3.879091e+04"	"  38167.6874"	"  44668.3283"	"  35836.5760"	"  40849.0393"	"  40238.8269"	"  45167.3197"	"  46121.6332"	"  46636.8317"	"  52829.7350"	"  44937.3748"
""	""	""	""	""	"449.0525"	""	""	""	" 163.15655"	""	""	""	""	""	""	""	""	""	""	""	"  26568.3244"	"  18037.2063"	"1.625326e+04"	"  21608.7544"	"  13759.8349"	"1.474130e+04"	"  20885.5352"	"1.219495e+04"	"  75134.3116"	"  60389.0371"	"  49774.6170"	"  66466.4969"	"  53510.7373"	"  38997.3109"	"  54878.2988"	"  46987.9575"	"  39826.1436"	"  45869.6729"
""	""	""	""	""	"449.0793"	""	""	""	" 247.53237"	""	""	""	""	""	""	""	""	""	""	""	"  11051.6478"	"   9871.6750"	"7.912092e+03"	"   7103.2029"	"   7750.4087"	"7.098729e+03"	"   9273.8571"	"5.973181e+03"	"   7235.5156"	"   7752.3626"	"   6857.1730"	"   6753.3984"	"   6782.6497"	"   8050.2888"	"   6786.0912"	"   6792.1682"	"   8632.7924"	"   8168.0470"
""	""	""	""	""	"449.1780"	""	""	""	" 346.60539"	""	""	""	""	""	""	""	""	""	""	""	"   1541.4726"	"   1369.6445"	"1.128924e+03"	"   1154.0069"	"   1418.4197"	"1.383210e+03"	"   1583.2277"	"9.984391e+02"	"   1459.7653"	"    972.3973"	"   1615.0436"	"   1073.5469"	"    824.1648"	"   1117.4296"	"    659.3295"	"   1555.6842"	"    883.4438"	"    860.8004"
""	""	""	""	""	"450.0561"	""	""	""	"  40.75068"	""	""	""	""	""	""	""	""	""	""	""	"  29914.2111"	"  29894.0134"	"2.805119e+04"	"  25209.9540"	"  26377.9703"	"2.425633e+04"	"  30168.3506"	"2.532730e+04"	"  65061.0339"	"  69190.4863"	"  58024.3238"	"  65978.0934"	"  64018.8564"	"  51728.0912"	"  57080.7735"	"  46646.8427"	"  57934.5418"	"  66023.7173"
""	""	""	""	""	"450.0573"	""	""	""	" 196.83090"	""	""	""	""	""	""	""	""	""	""	""	"   9529.0483"	"   8104.6483"	"8.017596e+03"	"   8790.2047"	"   7837.9773"	"8.023622e+03"	"   9483.4585"	"8.264199e+03"	"   8238.5594"	"   7102.2060"	"   7918.8824"	"   9276.3335"	"   8693.2667"	"   9167.3316"	"   9284.7204"	"   9338.3739"	"  10423.1676"	"   8518.3583"
""	""	""	""	""	"450.0552"	""	""	""	" 163.30920"	""	""	""	""	""	""	""	""	""	""	""	"   4306.9892"	"   3553.6831"	"3.107293e+03"	"   3705.9173"	"   2428.8805"	"3.103994e+03"	"   4040.6442"	"1.879714e+03"	"  13350.8531"	"  10589.5059"	"   9290.6715"	"  11995.5463"	"   9568.6831"	"   7094.2588"	"  10050.7588"	"   7985.6610"	"   6913.5694"	"   8654.4002"
""	""	""	""	""	"450.0754"	""	""	""	" 247.51328"	""	""	""	""	""	""	""	""	""	""	""	"   9695.2026"	"   9235.6617"	"7.010999e+03"	"   7069.7896"	"   6703.9484"	"6.425248e+03"	"   9185.3672"	"6.057435e+03"	"   7434.8667"	"   7834.9951"	"   7135.1645"	"   6733.1088"	"   6794.3955"	"   7711.0226"	"   7433.4770"	"   7434.0334"	"   8636.7985"	"   7534.7310"
""	""	""	""	""	"451.0611"	""	""	""	"  40.78676"	""	""	""	""	""	""	""	""	""	""	""	"   5918.3571"	"   5603.8245"	"5.109946e+03"	"   4640.9646"	"   4826.0682"	"4.051115e+03"	"   5726.8356"	"4.944174e+03"	"  14286.1423"	"  14718.4336"	"  18949.5425"	"  16538.5797"	"  15792.6163"	"  11688.6502"	"  12361.6734"	"  13365.9292"	"  13669.8537"	"  18583.4639"
""	""	""	""	""	"451.0606"	""	""	""	" 371.71222"	""	""	""	""	""	""	""	""	""	""	""	"   2372.5901"	"   2523.0810"	"1.542206e+03"	"   2538.2608"	"   2049.2892"	"2.304712e+03"	"   2303.3635"	"2.128910e+03"	"   2523.3986"	"   2523.7118"	"   2593.2960"	"   3019.4290"	"   3146.0113"	"   2659.0632"	"   3011.9388"	"   2774.1857"	"   3231.1285"	"   2716.2384"
""	""	""	""	""	"452.0540"	""	""	""	"  40.72365"	""	""	""	""	""	""	""	""	""	""	""	"   5128.5584"	"   5828.9130"	"5.415039e+03"	"   4634.0668"	"   4434.2160"	"5.119037e+03"	"   4663.3090"	"4.513347e+03"	"  12168.0597"	"    690.5919"	"  11717.6236"	"  12460.2240"	"  11935.7127"	"   9815.5717"	"  10687.9734"	"   8998.1203"	"  10351.0871"	"  13069.1988"
""	""	""	""	""	"452.9236"	""	""	""	" 960.37306"	""	""	""	""	""	""	""	""	""	""	""	"   6927.9738"	"   8740.8922"	"1.198291e+04"	"  15633.3795"	"   6653.3376"	"1.311729e+04"	"  13721.1939"	"1.664989e+04"	"   9130.2984"	"      0.0000"	"  22587.3508"	"  14641.2741"	"  13585.3832"	"  10139.0963"	"  13320.9970"	"  14121.3745"	"  17690.4894"	"  11815.6667"
""	""	""	""	""	"452.9243"	""	""	""	" 914.79046"	""	""	""	""	""	""	""	""	""	""	""	"   8650.4709"	"   7985.9302"	"8.396594e+03"	"   8308.8689"	"  11388.7933"	"9.552645e+03"	"  11385.5854"	"1.172060e+04"	"  11001.5158"	"      0.0000"	"  10277.9357"	"  11008.1443"	"  11123.2248"	"  12282.9642"	"  10476.0408"	"  10807.0869"	"   9978.5169"	"  10244.2594"
""	""	""	""	""	"453.1023"	""	""	""	" 228.06003"	""	""	""	""	""	""	""	""	""	""	""	"  20789.4984"	"  21317.2626"	"2.577856e+04"	"  19869.4834"	"  22414.5090"	"2.244620e+04"	"  21456.5072"	"1.912614e+04"	"  24135.9689"	"  22147.8446"	"  27722.5210"	"  21464.9588"	"  23881.1571"	"  21792.2240"	"  20379.4637"	"  19477.1010"	"  23643.8336"	"  21048.6978"
""	""	""	""	""	"453.1026"	""	""	""	" 220.42871"	""	""	""	""	""	""	""	""	""	""	""	"  62937.1551"	"  66608.6088"	"6.566816e+04"	"  53131.3675"	"  66600.2912"	"5.763214e+04"	"  61363.7478"	"6.082272e+04"	"  54609.2910"	"  56455.6432"	"  59509.7108"	"  51241.6070"	"  47967.4266"	"  45468.9976"	"  43704.1750"	"  39869.3926"	"  46631.1754"	"  48429.6478"
""	""	""	""	""	"453.1815"	""	""	""	" 467.23863"	""	""	""	""	""	""	""	""	""	""	""	"   1847.5541"	"   3068.0735"	"1.963827e+03"	"   2259.6605"	"   1851.7404"	"1.386694e+03"	"   1197.2839"	"1.187396e+03"	"   1494.4712"	"      0.0000"	"   1145.5989"	"   1855.7581"	"   1243.8781"	"    693.4297"	"   1334.5870"	"   1548.6518"	"    514.1469"	"    885.3098"
""	""	""	""	""	"453.2129"	""	""	""	" 372.04511"	""	""	""	""	""	""	""	""	""	""	""	"  14629.3152"	"  10607.2928"	"7.767550e+03"	"   8175.2622"	"   6356.3231"	"8.749697e+03"	"   9455.0770"	"1.170802e+04"	"  11588.0544"	"  13679.9254"	"   9116.9192"	"  10340.5551"	"  10406.2400"	"   8246.1798"	"   9284.6158"	"   8409.1490"	"  11944.2933"	"   7660.8231"
""	""	""	""	""	"453.2142"	""	""	""	" 487.38632"	""	""	""	""	""	""	""	""	""	""	""	"   1057.9689"	"    623.3333"	"6.582726e+02"	"    390.9251"	"    685.3425"	"7.864906e+02"	"    632.9450"	"7.274881e+02"	"    592.5026"	"      0.0000"	"    563.7116"	"    521.8157"	"    709.2026"	"    311.4223"	"    613.4116"	"    595.6565"	"    532.6721"	"    448.1326"
""	""	""	""	""	"454.1059"	""	""	""	" 220.42871"	""	""	""	""	""	""	""	""	""	""	""	"  13774.2677"	"  13691.5623"	"1.350607e+04"	"  11254.6285"	"  13655.8863"	"1.189912e+04"	"  12367.3177"	"1.189907e+04"	"  11253.4390"	"  11932.6723"	"  12573.0205"	"   9867.1359"	"   9698.9070"	"   9223.4453"	"   8767.0674"	"   8472.2456"	"   9581.8808"	"   9719.5755"
""	""	""	""	""	"454.2168"	""	""	""	" 372.09839"	""	""	""	""	""	""	""	""	""	""	""	"   2962.8058"	"   2688.5706"	"1.752685e+03"	"   2273.1286"	"   2022.2227"	"2.051838e+03"	"   2746.9807"	"2.333856e+03"	"   3262.3944"	"   2129.4988"	"   2516.1066"	"   1878.1118"	"   2690.2549"	"   2199.3006"	"   2136.6103"	"   2048.9557"	"   2101.5960"	"   1837.5481"
""	""	""	""	""	"454.8687"	""	""	""	"  23.00217"	""	""	""	""	""	""	""	""	""	""	""	"   1927.4739"	"   1154.0207"	"1.219952e+03"	"   1241.5816"	"   1204.0060"	"1.352353e+03"	"   1177.3216"	"1.325738e+03"	"    780.6392"	"    372.7324"	"    449.6011"	"    507.4348"	"    532.7732"	"    784.5566"	"    796.9704"	"    691.0866"	"    738.9240"	"    709.0975"
""	""	""	""	""	"455.1006"	""	""	""	" 204.31650"	""	""	""	""	""	""	""	""	""	""	""	"   7467.4663"	"   5856.3823"	"5.937092e+03"	"   4846.8958"	"   4612.7922"	"4.348600e+03"	"   5582.5269"	"4.986083e+03"	"   6125.3550"	"   5842.0937"	"   4301.6181"	"   7301.6283"	"   7004.5674"	"   4527.2157"	"   7107.3683"	"   6635.4690"	"   6065.5885"	"   4654.4656"
""	""	""	""	""	"455.1549"	""	""	""	" 330.47192"	""	""	""	""	""	""	""	""	""	""	""	"   6854.1322"	"   7896.6536"	"5.351893e+03"	"   4766.7631"	"   6075.7533"	"5.808160e+03"	"   6129.8113"	"6.745480e+03"	"   2242.4513"	"   2363.0429"	"   1169.9832"	"   2549.3949"	"   2185.9015"	"   2025.1786"	"   1951.8919"	"   2080.9833"	"   2438.9377"	"   1587.3645"
""	""	""	""	""	"456.0349"	""	""	""	" 339.64632"	""	""	""	""	""	""	""	""	""	""	""	"   3152.8788"	"   2768.0214"	"2.792460e+03"	"   2875.1235"	"   2654.7583"	"2.688796e+03"	"   3211.5678"	"2.918108e+03"	"   3118.4868"	"   2980.3761"	"   2643.2517"	"   3148.4415"	"   2390.7181"	"   3419.3100"	"   3460.1530"	"   3764.9683"	"   2970.1419"	"   2887.9895"
""	""	""	""	""	"456.0446"	""	""	""	" 196.43921"	""	""	""	""	""	""	""	""	""	""	""	"   8559.4608"	"   8043.3236"	"6.242746e+03"	"   7044.7650"	"   6193.0950"	"6.154848e+03"	"   8358.6762"	"5.660314e+03"	"   6537.3596"	"   6600.0296"	"   5809.0430"	"   7553.6468"	"   6778.0382"	"   7648.9922"	"   7889.9125"	"   8079.6689"	"   9234.0255"	"   6821.6536"
""	""	""	""	""	"456.9919"	""	""	""	" 250.43734"	""	""	""	""	""	""	""	""	""	""	""	"   1351.8937"	"   2067.7982"	"1.661869e+03"	"   1363.2896"	"   1512.7909"	"1.186003e+03"	"   2065.0879"	"1.672552e+03"	"   2145.8209"	"   1655.4729"	"   3090.7538"	"   2737.7437"	"   2685.6023"	"   2276.6194"	"   2321.3737"	"   1451.9719"	"   1846.6544"	"   2189.0655"
""	""	""	""	""	"456.9905"	""	""	""	" 212.29362"	""	""	""	""	""	""	""	""	""	""	""	"    936.2574"	"    600.3000"	"1.088336e+03"	"   1130.8743"	"    821.9126"	"1.139809e+03"	"    931.3259"	"1.030694e+03"	"   1533.2606"	"   1375.2561"	"   1645.9464"	"   1434.3321"	"    762.0704"	"   1446.4719"	"   1284.2233"	"   1293.4219"	"   1413.1611"	"   1524.6113"
""	""	""	""	""	"457.0467"	""	""	""	" 196.30373"	""	""	""	""	""	""	""	""	""	""	""	"   1180.1634"	"   1448.7678"	"6.572891e+02"	"    815.2329"	"    991.3731"	"1.052465e+03"	"   1009.3601"	"7.128914e+02"	"   1603.4229"	"    963.5228"	"    612.1560"	"    895.5661"	"    866.7600"	"   1238.2325"	"   1584.5535"	"    761.7006"	"   1506.5016"	"   1035.1452"
""	""	""	""	""	"457.0937"	""	""	""	" 235.05685"	""	""	""	""	""	""	""	""	""	""	""	"   4771.5264"	"   5096.5470"	"4.575012e+03"	"   5064.0288"	"   4684.4542"	"2.572781e+03"	"   3013.1774"	"3.496828e+03"	"   4699.8994"	"   5104.0540"	"   4054.0851"	"   4570.3569"	"   4333.6514"	"   1748.2492"	"   2597.7702"	"   2666.9331"	"   2237.9843"	"   2705.1051"
""	""	""	""	""	"457.1122"	""	""	""	" 325.22036"	""	""	""	""	""	""	""	""	""	""	""	"   1321.8090"	"   2130.6842"	"2.028955e+03"	"   1683.3138"	"   2474.6816"	"2.075561e+03"	"   1592.8429"	"2.184785e+03"	"   1880.7773"	"   1840.2530"	"   2033.9602"	"   2172.5374"	"   1626.3862"	"   2075.7368"	"   2085.4084"	"   2307.9714"	"   1424.8901"	"   1962.8123"
""	""	""	""	""	"457.1347"	""	""	""	" 369.42446"	""	""	""	""	""	""	""	""	""	""	""	"   1510.5200"	"    958.5692"	"9.250446e+02"	"    634.8136"	"    810.1409"	"7.094760e+02"	"    786.1288"	"9.197810e+02"	"   2171.0385"	"   2335.7562"	"   1463.0018"	"   1097.7324"	"   1752.3232"	"   1829.2764"	"   2329.3158"	"   1700.5675"	"   1306.5746"	"   2306.7254"
""	""	""	""	""	"458.0413"	""	""	""	" 196.30009"	""	""	""	""	""	""	""	""	""	""	""	"   1374.2161"	"   1376.0210"	"8.107385e+02"	"    782.2346"	"    817.3595"	"9.800305e+02"	"   1159.3433"	"8.237305e+02"	"   1112.4448"	"    599.1711"	"    973.1530"	"   1200.4691"	"   1219.1524"	"    675.0786"	"   1302.5778"	"   1248.2122"	"   1731.3438"	"   1071.2604"
""	""	""	""	""	"458.1529"	""	""	""	" 424.50947"	""	""	""	""	""	""	""	""	""	""	""	"    831.7332"	"    741.9926"	"4.670400e+02"	"    537.8894"	"    692.0285"	"3.025333e+02"	"   1059.4073"	"5.087919e+02"	"   5327.3815"	"   7944.6438"	"   6103.9198"	"   8597.8223"	"   4947.3821"	"   5052.3502"	"   5287.1704"	"   4793.2639"	"   4589.5304"	"   4379.4448"
""	""	""	""	""	"459.0438"	""	""	""	" 158.14001"	""	""	""	""	""	""	""	""	""	""	""	"    654.3025"	"    431.0539"	"4.481568e+02"	"    377.7988"	"    418.9074"	"7.823910e+02"	"    453.0488"	"3.981393e+02"	"   1608.3436"	"    816.9711"	"   1901.1810"	"    631.0505"	"   1743.6972"	"    505.2309"	"    836.2893"	"    804.7586"	"    478.1293"	"    557.4030"
""	""	""	""	""	"459.2163"	""	""	""	" 500.48838"	""	""	""	""	""	""	""	""	""	""	""	"   1977.7763"	"    728.2296"	"1.008388e+03"	"   1233.8077"	"    698.5536"	"9.650911e+02"	"    734.6730"	"6.959102e+02"	"   7651.0200"	"      0.0000"	"   4093.6591"	"   4683.4391"	"   4187.1453"	"   2385.0140"	"   5116.1234"	"   5730.3034"	"   3439.3157"	"   4145.5431"
""	""	""	""	""	"462.0938"	""	""	""	" 295.29961"	""	""	""	""	""	""	""	""	""	""	""	" 284091.3322"	" 263197.2167"	"1.953103e+05"	" 203532.8782"	" 197956.4127"	"1.837428e+05"	" 259628.1519"	"1.790314e+05"	" 214603.4358"	" 228048.8898"	" 211993.7389"	" 216807.2450"	" 212854.4794"	" 226818.7994"	" 237002.9747"	" 215012.9988"	" 257321.2207"	" 221701.2395"
