"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_Exp1-K1_2-C,1_01_7421.d"	"neg_Exp1-K2_2-C,3_01_7423.d"	"neg_Exp1-K3_2-C,5_01_7425.d"	"neg_Exp1-K4_2-C,7_01_7427.d"	"neg_Exp1-K5_2-D,1_01_7429.d"	"neg_Exp2-K1_2-E,1_01_7432.d"	"neg_Exp2-K2_2-E,3_01_7434.d"	"neg_Exp2-K2_2-E,3_01_7438.d"	"neg_Exp2-K3_2-E,5_01_7436.d"	"neg_Exp2-K3_2-E,5_01_7440.d"	"neg_Exp1-P1_2-C,2_01_7422.d"	"neg_Exp1-P2_2-C,4_01_7424.d"	"neg_Exp1-P3_2-C,6_01_7426.d"	"neg_Exp1-P4_2-C,8_01_7428.d"	"neg_Exp1-P5_2-D,2_01_7430.d"	"neg_Exp2-P1_2-E,2_01_7433.d"	"neg_Exp2-P2_2-E,4_01_7435.d"	"neg_Exp2-P3_2-E,6_01_7437.d"	"neg_Exp2-P4_2-E,7_01_7439.d"	"neg_Exp2-P5_2-E,8_01_7441.d"
""	""	""	""	""	" 179.05575"	""	""	""	"  57.60455"	""	""	""	""	""	""	""	""	""	""	""	"1.735143e+04"	"1.422556e+04"	"1.280381e+04"	"1.432630e+04"	"7.620183e+03"	"1.170018e+04"	"1.414477e+04"	"1.457058e+04"	"1.184706e+04"	"1.171972e+04"	"6.708074e+03"	"4.962069e+03"	"5.034849e+03"	"6.946097e+03"	"4.565597e+03"	"7.759052e+03"	"   4527.4525"	"7.249453e+03"	"5.095328e+03"	"3.998998e+03"
""	""	""	""	""	" 179.06985"	""	""	""	" 234.74698"	""	""	""	""	""	""	""	""	""	""	""	"1.415768e+03"	"1.002802e+03"	"9.820734e+02"	"9.726945e+02"	"6.687928e+02"	"9.226561e+02"	"1.418902e+03"	"1.652177e+03"	"6.883440e+02"	"7.714545e+02"	"1.694996e+03"	"3.769045e+03"	"3.199119e+03"	"3.617207e+03"	"3.109780e+03"	"3.448982e+03"	"   4269.4636"	"4.719563e+03"	"3.868789e+03"	"3.734968e+03"
""	""	""	""	""	" 179.07112"	""	""	""	" 180.64107"	""	""	""	""	""	""	""	""	""	""	""	"1.949050e+04"	"1.294358e+04"	"1.341513e+04"	"1.503359e+04"	"8.532031e+03"	"1.287092e+04"	"1.262466e+04"	"1.314257e+04"	"1.154838e+04"	"1.134516e+04"	"5.016125e+04"	"4.739250e+04"	"5.091819e+04"	"4.772750e+04"	"4.603449e+04"	"3.556067e+04"	"  38230.8327"	"3.935108e+04"	"3.858950e+04"	"3.862381e+04"
""	""	""	""	""	" 183.10237"	""	""	""	" 445.01240"	""	""	""	""	""	""	""	""	""	""	""	"6.679337e+03"	"2.977595e+03"	"2.106563e+03"	"3.468072e+03"	"4.594377e+02"	"1.872985e+03"	"3.844904e+03"	"4.208400e+03"	"9.295912e+02"	"1.027180e+03"	"2.560869e+03"	"1.315047e+03"	"1.783041e+03"	"9.225532e+02"	"1.001543e+03"	"1.070347e+03"	"   1789.6586"	"1.475548e+03"	"1.104838e+03"	"1.910002e+03"
""	""	""	""	""	" 186.05521"	""	""	""	" 306.94905"	""	""	""	""	""	""	""	""	""	""	""	"1.999769e+03"	"2.235305e+03"	"1.808085e+03"	"2.400020e+03"	"1.068761e+03"	"2.029434e+03"	"2.306115e+03"	"1.644498e+03"	"1.784816e+03"	"1.527388e+03"	"3.685417e+03"	"2.161604e+03"	"2.073685e+03"	"1.670669e+03"	"1.951110e+03"	"1.639054e+03"	"   1765.4431"	"2.085063e+03"	"1.707675e+03"	"1.698459e+03"
""	""	""	""	""	" 186.05538"	""	""	""	" 327.93672"	""	""	""	""	""	""	""	""	""	""	""	"1.587031e+03"	"1.518767e+03"	"1.296933e+03"	"9.264630e+02"	"6.006110e+02"	"1.117036e+03"	"1.507697e+03"	"9.502253e+02"	"1.031206e+03"	"1.095261e+03"	"2.473088e+03"	"2.166127e+03"	"2.065434e+03"	"1.555402e+03"	"1.550711e+03"	"1.757874e+03"	"   1601.8005"	"1.608344e+03"	"1.751955e+03"	"1.667104e+03"
""	""	""	""	""	" 187.05158"	""	""	""	" 485.42331"	""	""	""	""	""	""	""	""	""	""	""	"1.647102e+03"	"1.150484e+03"	"2.943648e+03"	"2.493280e+03"	"4.756525e+02"	"2.391392e+03"	"2.025012e+03"	"1.616566e+03"	"1.450899e+03"	"9.571450e+02"	"2.254940e+03"	"2.618146e+03"	"1.868155e+03"	"1.606538e+03"	"2.980350e+03"	"3.222572e+03"	"   2244.9738"	"3.537672e+03"	"4.470843e+03"	"4.537219e+03"
""	""	""	""	""	" 187.09666"	""	""	""	" 313.18235"	""	""	""	""	""	""	""	""	""	""	""	"2.602635e+03"	"4.159632e+03"	"1.222177e+03"	"2.093598e+03"	"1.387515e+03"	"3.228066e+03"	"2.187291e+03"	"2.785352e+03"	"1.089878e+03"	"1.654848e+03"	"5.752047e+03"	"2.779945e+03"	"4.302559e+03"	"5.032555e+03"	"5.347005e+03"	"3.163174e+03"	"   3451.4834"	"2.960083e+03"	"2.617131e+03"	"3.376152e+03"
""	""	""	""	""	" 189.11251"	""	""	""	" 309.02358"	""	""	""	""	""	""	""	""	""	""	""	"1.766974e+02"	"1.230695e+02"	"1.187337e+02"	"1.323874e+02"	"5.536461e+01"	"1.714302e+02"	"1.617580e+02"	"1.577434e+02"	"1.583857e+02"	"6.969514e+01"	"2.523449e+04"	"2.658036e+04"	"4.873481e+04"	"5.624458e+02"	"3.468018e+04"	"6.828676e+03"	"  19670.4970"	"1.637823e+04"	"1.577407e+04"	"3.300051e+04"
""	""	""	""	""	" 191.02020"	""	""	""	"  37.78358"	""	""	""	""	""	""	""	""	""	""	""	"6.349608e+04"	"5.281952e+04"	"4.407313e+04"	"3.957420e+04"	"3.911537e+04"	"3.717607e+04"	"4.636972e+04"	"4.527473e+04"	"4.029623e+04"	"3.921395e+04"	"1.367214e+05"	"6.121826e+04"	"5.049681e+04"	"8.399950e+04"	"3.356043e+04"	"1.500451e+05"	" 124520.0556"	"1.306537e+05"	"5.324173e+04"	"3.807259e+04"
""	""	""	""	""	" 191.03519"	""	""	""	" 197.60190"	""	""	""	""	""	""	""	""	""	""	""	"6.878392e+04"	"2.680944e+04"	"4.965703e+04"	"7.291253e+04"	"1.582220e+04"	"2.650351e+04"	"2.393096e+04"	"2.447609e+04"	"1.826008e+04"	"1.809638e+04"	"3.132164e+05"	"2.797859e+05"	"3.297572e+05"	"3.169239e+05"	"2.890781e+05"	"1.370907e+05"	" 177481.2947"	"1.922561e+05"	"1.937746e+05"	"1.530570e+05"
""	""	""	""	""	" 191.03447"	""	""	""	" 250.76373"	""	""	""	""	""	""	""	""	""	""	""	"3.754374e+03"	"1.417500e+03"	"3.210234e+03"	"3.754240e+03"	"1.184632e+03"	"1.581877e+03"	"1.331783e+03"	"2.293629e+03"	"9.549292e+02"	"7.962274e+02"	"2.418553e+04"	"1.862231e+04"	"2.748231e+04"	"2.127932e+04"	"2.029583e+04"	"7.272265e+03"	"  14994.3298"	"1.359813e+04"	"1.044099e+04"	"1.127826e+04"
""	""	""	""	""	" 191.03444"	""	""	""	" 271.52571"	""	""	""	""	""	""	""	""	""	""	""	"2.504359e+03"	"1.855483e+03"	"2.452078e+03"	"3.949845e+03"	"6.822510e+02"	"8.026864e+02"	"9.732180e+02"	"1.029379e+03"	"6.140250e+02"	"5.342350e+02"	"1.203932e+05"	"1.022620e+05"	"1.546396e+05"	"5.474434e+04"	"1.486437e+05"	"4.736399e+04"	" 130338.3083"	"5.795828e+04"	"9.989303e+04"	"8.697460e+04"
""	""	""	""	""	" 192.02324"	""	""	""	"  37.68167"	""	""	""	""	""	""	""	""	""	""	""	"3.197922e+03"	"3.455740e+03"	"3.243962e+03"	"2.156577e+03"	"2.919442e+03"	"2.140061e+03"	"3.436534e+03"	"3.378364e+03"	"2.479472e+03"	"2.787533e+03"	"1.024648e+04"	"4.386510e+03"	"3.895706e+03"	"5.376059e+03"	"2.641987e+03"	"7.369241e+03"	"   4054.2342"	"9.206758e+03"	"3.584133e+03"	"2.439863e+03"
""	""	""	""	""	" 192.03869"	""	""	""	" 197.64558"	""	""	""	""	""	""	""	""	""	""	""	"7.367767e+03"	"2.914735e+03"	"5.507168e+03"	"8.120155e+03"	"9.898916e+02"	"2.053531e+03"	"1.770367e+03"	"2.175102e+03"	"1.062212e+03"	"1.202024e+03"	"3.544040e+04"	"3.161357e+04"	"3.770934e+04"	"3.640040e+04"	"3.392771e+04"	"1.579489e+04"	"  19587.0647"	"2.185264e+04"	"2.265603e+04"	"1.743404e+04"
""	""	""	""	""	" 192.03750"	""	""	""	" 271.55391"	""	""	""	""	""	""	""	""	""	""	""	"3.591795e+02"	"3.011230e+02"	"4.278805e+02"	"5.115423e+02"	"1.360578e+02"	"2.824533e+02"	"1.623780e+02"	"2.367318e+02"	"1.907620e+02"	"1.510755e+02"	"1.266624e+04"	"1.218451e+04"	"1.791279e+04"	"5.627808e+03"	"1.718368e+04"	"4.983369e+03"	"  14159.1104"	"6.469930e+03"	"1.150142e+04"	"9.101579e+03"
""	""	""	""	""	" 193.05067"	""	""	""	" 213.68380"	""	""	""	""	""	""	""	""	""	""	""	"1.620615e+04"	"1.059507e+04"	"1.100964e+04"	"1.250650e+04"	"5.570452e+03"	"1.011756e+04"	"1.106971e+04"	"1.074436e+04"	"8.244803e+03"	"8.626608e+03"	"5.184095e+04"	"4.062203e+04"	"4.675081e+04"	"4.944753e+04"	"3.695966e+04"	"2.568863e+04"	"  28712.3965"	"3.752500e+04"	"2.808628e+04"	"2.149079e+04"
""	""	""	""	""	" 193.05098"	""	""	""	" 184.25712"	""	""	""	""	""	""	""	""	""	""	""	"6.089675e+03"	"3.239599e+03"	"4.052146e+03"	"4.978794e+03"	"2.063963e+03"	"3.343627e+03"	"3.157317e+03"	"2.243791e+03"	"1.817459e+03"	"2.507211e+03"	"1.554177e+04"	"1.286175e+04"	"1.472401e+04"	"1.985392e+04"	"1.493372e+04"	"8.944495e+03"	"   9609.8932"	"1.221851e+04"	"8.899780e+03"	"7.154590e+03"
""	""	""	""	""	" 193.04959"	""	""	""	" 253.74451"	""	""	""	""	""	""	""	""	""	""	""	"5.523891e+03"	"4.841531e+03"	"5.270486e+03"	"5.060862e+03"	"2.433661e+03"	"3.628146e+03"	"4.406489e+03"	"4.761092e+03"	"3.197461e+03"	"2.905994e+03"	"5.196151e+03"	"3.028079e+03"	"3.313061e+03"	"3.539161e+03"	"2.590152e+03"	"3.166441e+03"	"   3422.4796"	"3.649356e+03"	"4.298581e+03"	"2.467705e+03"
""	""	""	""	""	" 193.04998"	""	""	""	" 283.55223"	""	""	""	""	""	""	""	""	""	""	""	"4.967319e+03"	"2.192956e+03"	"5.761304e+03"	"5.154424e+03"	"2.138735e+03"	"4.173210e+03"	"3.856646e+03"	"3.921523e+03"	"2.076830e+03"	"9.915074e+02"	"2.341575e+04"	"1.739163e+04"	"2.164065e+04"	"1.064299e+04"	"2.071725e+04"	"1.261771e+04"	"  25886.3881"	"1.353736e+04"	"2.039951e+04"	"2.151492e+04"
""	""	""	""	""	" 194.05468"	""	""	""	" 213.45106"	""	""	""	""	""	""	""	""	""	""	""	"1.367514e+03"	"8.583528e+02"	"9.614352e+02"	"4.631370e+03"	"7.312512e+02"	"3.955310e+02"	"1.156509e+03"	"1.326727e+03"	"7.969704e+02"	"5.811511e+02"	"3.235139e+03"	"3.002066e+03"	"3.309122e+03"	"4.058911e+03"	"2.736547e+03"	"1.892903e+03"	"   1989.2486"	"2.598770e+03"	"1.589556e+03"	"1.202150e+03"
""	""	""	""	""	" 194.07856"	""	""	""	" 216.67365"	""	""	""	""	""	""	""	""	""	""	""	"1.215459e+04"	"1.043109e+04"	"1.233852e+04"	"1.216414e+04"	"6.599309e+03"	"9.797737e+03"	"1.149398e+04"	"1.078523e+04"	"9.593740e+03"	"8.074732e+03"	"5.970243e+03"	"5.023758e+03"	"5.290725e+03"	"5.591451e+03"	"5.496460e+03"	"5.883033e+03"	"   6744.4518"	"4.198908e+03"	"5.869470e+03"	"5.928674e+03"
""	""	""	""	""	" 194.08235"	""	""	""	" 578.51859"	""	""	""	""	""	""	""	""	""	""	""	"5.859180e+03"	"6.070594e+03"	"5.238443e+03"	"4.719692e+03"	"4.911123e+03"	"5.405493e+03"	"4.680339e+03"	"5.611600e+03"	"5.343004e+03"	"5.777355e+03"	"5.857585e+03"	"6.210936e+03"	"6.853204e+03"	"5.183479e+03"	"6.095176e+03"	"6.538389e+03"	"   5706.6501"	"5.270845e+03"	"5.671204e+03"	"6.110079e+03"
""	""	""	""	""	" 195.04810"	""	""	""	"  27.20739"	""	""	""	""	""	""	""	""	""	""	""	"2.084196e+04"	"4.832024e+03"	"1.495858e+04"	"1.827189e+04"	"1.558019e+04"	"1.651296e+04"	"1.973148e+04"	"2.018601e+04"	"1.760709e+04"	"1.556711e+04"	"1.688848e+04"	"1.499803e+04"	"1.604765e+04"	"1.374681e+04"	"1.319847e+04"	"8.400003e+03"	"  15176.2860"	"1.641822e+04"	"1.984339e+04"	"1.446480e+04"
""	""	""	""	""	" 195.03546"	""	""	""	"  37.34800"	""	""	""	""	""	""	""	""	""	""	""	"1.594912e+04"	"1.710221e+04"	"1.519726e+04"	"9.022461e+03"	"9.442395e+03"	"1.370846e+04"	"1.851488e+04"	"1.823136e+04"	"1.406908e+04"	"1.461670e+04"	"7.463552e+03"	"3.452675e+03"	"4.935448e+03"	"6.051062e+03"	"7.528611e+03"	"8.438869e+03"	"   6832.2897"	"6.712539e+03"	"5.228349e+03"	"4.368541e+03"
""	""	""	""	""	" 195.06637"	""	""	""	" 187.23030"	""	""	""	""	""	""	""	""	""	""	""	"9.621202e+02"	"1.330941e+03"	"1.242101e+03"	"1.500461e+03"	"7.588834e+02"	"1.312600e+03"	"7.545596e+02"	"1.469168e+03"	"1.066200e+03"	"1.205654e+03"	"5.869144e+03"	"7.989190e+03"	"7.747994e+03"	"1.060763e+04"	"9.540168e+03"	"8.964082e+03"	"   6000.7848"	"5.490576e+03"	"5.216701e+03"	"3.268652e+03"
""	""	""	""	""	" 196.06378"	""	""	""	" 188.38538"	""	""	""	""	""	""	""	""	""	""	""	"1.959528e+03"	"2.485824e+03"	"2.259770e+03"	"1.578122e+03"	"1.613737e+03"	"1.425550e+03"	"2.187962e+03"	"1.386611e+03"	"2.186929e+03"	"1.507587e+03"	"1.498415e+03"	"1.743871e+03"	"2.002509e+03"	"1.469086e+03"	"1.534640e+03"	"1.804434e+03"	"   1532.6398"	"1.924962e+03"	"6.565209e+02"	"1.740884e+03"
""	""	""	""	""	" 197.91482"	""	""	""	"  28.21070"	""	""	""	""	""	""	""	""	""	""	""	"2.583802e+04"	"2.659826e+04"	"3.029797e+04"	"2.685274e+04"	"2.606365e+04"	"3.045063e+04"	"2.788930e+04"	"2.748940e+04"	"2.912659e+04"	"2.935839e+04"	"1.254736e+04"	"1.541359e+04"	"1.578645e+04"	"1.455297e+04"	"1.229317e+04"	"1.924873e+04"	"  17305.4696"	"1.772719e+04"	"1.775895e+04"	"1.281835e+04"
""	""	""	""	""	" 198.05499"	""	""	""	" 346.07093"	""	""	""	""	""	""	""	""	""	""	""	"2.970948e+03"	"1.883133e+03"	"1.476706e+03"	"2.240424e+03"	"4.518802e+02"	"1.785730e+03"	"1.571385e+03"	"2.576621e+03"	"1.232644e+03"	"1.283091e+03"	"2.891700e+03"	"1.800665e+03"	"1.737144e+03"	"2.724953e+03"	"3.008306e+03"	"2.431549e+03"	"   2350.2528"	"2.501493e+03"	"1.894772e+03"	"4.792179e+03"
""	""	""	""	""	" 199.07915"	""	""	""	" 430.28888"	""	""	""	""	""	""	""	""	""	""	""	"2.953844e+03"	"3.473308e+03"	"2.076212e+03"	"2.350661e+03"	"8.402400e+02"	"1.268774e+03"	"2.767642e+03"	"2.131945e+03"	"2.045251e+03"	"2.031259e+03"	"3.677651e+03"	"1.654579e+03"	"1.934413e+03"	"2.019040e+03"	"1.786959e+03"	"2.212774e+03"	"   1385.1880"	"1.526971e+03"	"1.633980e+03"	"1.644489e+03"
""	""	""	""	""	" 199.06187"	""	""	""	" 345.87409"	""	""	""	""	""	""	""	""	""	""	""	"1.864009e+03"	"1.214455e+03"	"1.251667e+03"	"1.313657e+03"	"3.818575e+02"	"8.169117e+02"	"1.010289e+03"	"1.457019e+03"	"7.663830e+02"	"4.584643e+02"	"1.611569e+03"	"1.280768e+03"	"8.786847e+02"	"1.817378e+03"	"1.457249e+03"	"8.174085e+02"	"   1032.8495"	"1.749166e+03"	"2.049897e+03"	"3.085926e+03"
""	""	""	""	""	" 199.13400"	""	""	""	" 356.42002"	""	""	""	""	""	""	""	""	""	""	""	"3.101526e+03"	"3.091299e+03"	"2.541147e+03"	"2.163646e+03"	"3.268063e+02"	"2.096280e+03"	"1.729197e+03"	"1.807663e+03"	"2.841420e+03"	"2.919657e+03"	"3.047969e+03"	"1.791655e+03"	"2.131509e+03"	"2.233231e+03"	"9.836317e+02"	"1.289631e+03"	"   1244.7882"	"1.363334e+03"	"1.899812e+03"	"1.242018e+03"
""	""	""	""	""	" 201.14945"	""	""	""	" 425.49323"	""	""	""	""	""	""	""	""	""	""	""	"2.190356e+03"	"1.482741e+03"	"2.360642e+03"	"3.344503e+03"	"2.088138e+02"	"3.270975e+03"	"1.364853e+03"	"1.488794e+03"	"4.938246e+02"	"1.226617e+03"	"1.653972e+03"	"1.091896e+03"	"1.413275e+03"	"1.138146e+03"	"6.346004e+02"	"2.016230e+03"	"   1853.5425"	"9.075297e+02"	"1.088331e+03"	"1.293188e+03"
""	""	""	""	""	" 201.14931"	""	""	""	" 340.28992"	""	""	""	""	""	""	""	""	""	""	""	"7.883985e+03"	"5.580454e+03"	"7.576674e+03"	"1.429084e+04"	"2.551581e+02"	"1.436566e+04"	"4.224292e+03"	"4.351305e+03"	"2.936124e+03"	"3.234162e+03"	"3.087378e+03"	"1.017537e+03"	"2.913296e+03"	"3.498096e+03"	"1.433092e+03"	"5.117224e+03"	"   3473.2152"	"2.028924e+03"	"1.761881e+03"	"8.325824e+02"
""	""	""	""	""	" 203.08200"	""	""	""	" 148.98307"	""	""	""	""	""	""	""	""	""	""	""	"5.655101e+03"	"4.238286e+03"	"4.819056e+03"	"3.341423e+03"	"8.901900e+02"	"3.672903e+03"	"1.306457e+03"	"3.546956e+03"	"3.190166e+03"	"3.220376e+03"	"1.304629e+04"	"9.219274e+03"	"1.426263e+04"	"1.443982e+04"	"1.269395e+04"	"5.141236e+03"	"   4659.4360"	"6.927052e+03"	"8.573542e+03"	"6.341780e+03"
""	""	""	""	""	" 205.05044"	""	""	""	" 219.99830"	""	""	""	""	""	""	""	""	""	""	""	"6.192859e+03"	"1.054379e+04"	"8.316153e+03"	"5.453870e+03"	"1.778233e+03"	"1.939730e+03"	"4.971753e+03"	"5.330678e+03"	"3.532219e+02"	"3.438827e+02"	"6.775082e+03"	"4.226446e+03"	"1.845668e+03"	"2.920505e+03"	"2.082224e+03"	"4.570533e+03"	"   2228.3031"	"5.798128e+03"	"5.180711e+03"	"2.297217e+03"
""	""	""	""	""	" 206.08201"	""	""	""	" 249.58390"	""	""	""	""	""	""	""	""	""	""	""	"4.406303e+03"	"4.548581e+03"	"4.147157e+03"	"5.191984e+03"	"1.921635e+03"	"2.622405e+03"	"3.133228e+03"	"4.050176e+03"	"1.539038e+03"	"2.364966e+03"	"4.194486e+03"	"1.904308e+03"	"2.571236e+03"	"1.558095e+03"	"1.936344e+03"	"1.784114e+03"	"   2052.5175"	"1.381333e+03"	"1.989940e+03"	"1.677352e+03"
""	""	""	""	""	" 207.03823"	""	""	""	" 179.55036"	""	""	""	""	""	""	""	""	""	""	""	"1.911747e+03"	"1.792829e+03"	"2.225612e+03"	"1.714675e+03"	"1.647779e+03"	"2.098234e+03"	"9.348005e+02"	"1.841141e+03"	"1.867110e+03"	"1.620989e+03"	"3.342692e+04"	"1.331542e+04"	"2.996638e+04"	"2.490885e+04"	"2.481175e+04"	"8.257686e+03"	"  12408.8915"	"9.787648e+03"	"1.226479e+04"	"6.212791e+03"
""	""	""	""	""	" 208.06160"	""	""	""	"  69.22519"	""	""	""	""	""	""	""	""	""	""	""	"1.079320e+04"	"9.534279e+03"	"9.141708e+03"	"9.850573e+03"	"4.216350e+03"	"5.582615e+03"	"6.043224e+03"	"6.619975e+03"	"4.826165e+03"	"4.578394e+03"	"2.761822e+04"	"1.992097e+04"	"4.423732e+04"	"5.103423e+04"	"4.007929e+04"	"1.090443e+04"	"  12006.5608"	"1.357106e+04"	"1.343695e+04"	"1.200903e+04"
""	""	""	""	""	" 208.05790"	""	""	""	"  26.78909"	""	""	""	""	""	""	""	""	""	""	""	"3.178575e+03"	"2.049884e+03"	"3.551482e+03"	"2.255301e+03"	"2.446549e+03"	"1.935835e+03"	"1.210038e+03"	"1.774266e+03"	"1.729494e+03"	"1.896354e+03"	"3.415717e+03"	"3.793389e+03"	"4.168071e+03"	"2.675467e+03"	"4.582682e+03"	"9.640197e+02"	"   2165.3681"	"2.056164e+03"	"3.502638e+03"	"1.678703e+03"
""	""	""	""	""	" 209.07888"	""	""	""	" 313.03989"	""	""	""	""	""	""	""	""	""	""	""	"3.147573e+03"	"3.864091e+03"	"1.827776e+03"	"1.542630e+03"	"8.921009e+02"	"2.190522e+03"	"2.073143e+03"	"1.595122e+03"	"1.452374e+03"	"1.157436e+03"	"4.000479e+03"	"2.986570e+03"	"2.794014e+03"	"3.452994e+03"	"4.299447e+03"	"2.611474e+03"	"   2007.0347"	"1.977322e+03"	"1.972516e+03"	"2.917361e+03"
""	""	""	""	""	" 209.06525"	""	""	""	"  28.27370"	""	""	""	""	""	""	""	""	""	""	""	"1.338253e+04"	"1.184631e+04"	"1.224559e+04"	"1.249535e+04"	"9.884593e+03"	"1.124740e+04"	"1.043746e+04"	"1.079659e+04"	"9.600420e+03"	"9.457438e+03"	"1.643292e+04"	"1.648266e+04"	"1.881358e+04"	"1.694325e+04"	"1.577211e+04"	"1.313291e+04"	"  12311.5826"	"1.413484e+04"	"1.441124e+04"	"1.246906e+04"
""	""	""	""	""	" 209.08222"	""	""	""	" 195.22988"	""	""	""	""	""	""	""	""	""	""	""	"2.393504e+03"	"1.727679e+03"	"2.037074e+03"	"2.043966e+03"	"7.695711e+02"	"1.558212e+03"	"1.776249e+03"	"1.132560e+03"	"7.727499e+02"	"9.810589e+02"	"1.240273e+04"	"1.191949e+04"	"1.138820e+04"	"1.264728e+04"	"1.079923e+04"	"1.033928e+04"	"  10380.5715"	"9.970515e+03"	"1.053240e+04"	"7.680527e+03"
""	""	""	""	""	" 209.08185"	""	""	""	" 225.68005"	""	""	""	""	""	""	""	""	""	""	""	"4.906452e+03"	"2.961468e+03"	"3.583957e+03"	"4.566052e+03"	"1.584865e+03"	"3.473840e+03"	"2.252531e+03"	"3.708393e+03"	"2.431553e+03"	"3.311229e+03"	"1.489637e+04"	"1.207512e+04"	"1.400807e+04"	"1.372976e+04"	"9.861016e+03"	"9.057472e+03"	"   9411.2693"	"8.645062e+03"	"8.340918e+03"	"8.210323e+03"
""	""	""	""	""	" 209.10750"	""	""	""	" 389.68652"	""	""	""	""	""	""	""	""	""	""	""	"2.800925e+03"	"7.262121e+03"	"2.704825e+03"	"2.974087e+03"	"9.408982e+02"	"2.283957e+03"	"5.232615e+03"	"4.526781e+03"	"1.614733e+03"	"1.276681e+03"	"7.210436e+02"	"3.307938e+02"	"5.582919e+02"	"5.842246e+02"	"6.866923e+02"	"1.078972e+03"	"    736.3340"	"4.814518e+02"	"3.174970e+02"	"5.569578e+02"
""	""	""	""	""	" 209.94981"	""	""	""	"  26.03516"	""	""	""	""	""	""	""	""	""	""	""	"8.357257e+03"	"8.993188e+03"	"7.169715e+03"	"6.947709e+03"	"2.577622e+03"	"7.584444e+03"	"5.533826e+03"	"5.918824e+03"	"6.465632e+03"	"7.412684e+03"	"1.317871e+03"	"1.307884e+03"	"1.122653e+03"	"1.341565e+03"	"1.545899e+03"	"2.062388e+03"	"   1504.7245"	"1.654171e+03"	"1.225518e+03"	"6.143070e+02"
""	""	""	""	""	" 210.08430"	""	""	""	" 195.31951"	""	""	""	""	""	""	""	""	""	""	""	"5.483836e+02"	"3.307561e+02"	"2.317825e+02"	"3.376032e+02"	"2.173985e+02"	"3.051525e+02"	"3.108494e+02"	"2.884198e+02"	"2.537428e+02"	"2.361138e+02"	"1.237001e+03"	"1.026000e+03"	"1.006757e+03"	"1.272226e+03"	"1.208728e+03"	"1.389972e+03"	"    972.2382"	"1.309354e+03"	"1.066697e+03"	"8.822043e+02"
""	""	""	""	""	" 211.02448"	""	""	""	" 203.67319"	""	""	""	""	""	""	""	""	""	""	""	"6.452282e+03"	"3.435126e+03"	"5.052101e+03"	"5.245810e+03"	"9.659651e+02"	"2.977333e+03"	"3.378909e+03"	"3.248624e+03"	"1.996572e+03"	"1.844442e+03"	"1.273053e+04"	"5.715405e+03"	"4.695408e+03"	"5.534460e+03"	"5.709942e+03"	"2.390502e+03"	"   4630.9206"	"3.157450e+03"	"4.604241e+03"	"3.893689e+03"
""	""	""	""	""	" 211.13396"	""	""	""	" 877.54678"	""	""	""	""	""	""	""	""	""	""	""	"5.330760e+03"	"5.628416e+03"	"6.110425e+03"	"5.677538e+03"	"7.398262e+02"	"7.314325e+03"	"2.230637e+03"	"3.456430e+03"	"5.845792e+03"	"4.421279e+03"	"6.636994e+03"	"4.056361e+03"	"5.427678e+03"	"9.498926e+03"	"4.225111e+03"	"4.400547e+03"	"   3953.4626"	"4.674464e+03"	"5.605758e+03"	"4.721278e+03"
""	""	""	""	""	" 212.09005"	""	""	""	" 216.51405"	""	""	""	""	""	""	""	""	""	""	""	"1.987596e+03"	"1.789295e+03"	"1.499762e+03"	"2.100874e+03"	"1.301823e+03"	"1.595791e+03"	"1.640191e+03"	"1.626496e+03"	"1.757718e+03"	"1.346458e+03"	"1.036363e+03"	"9.359198e+02"	"1.188082e+03"	"9.603192e+02"	"1.207280e+03"	"1.336786e+03"	"    802.4491"	"9.646942e+02"	"1.229333e+03"	"7.966121e+02"
""	""	""	""	""	" 214.05067"	""	""	""	" 346.04255"	""	""	""	""	""	""	""	""	""	""	""	"1.723108e+03"	"1.475869e+03"	"1.337440e+03"	"1.751735e+03"	"6.920333e+02"	"1.183323e+03"	"1.278062e+03"	"1.176588e+03"	"5.839585e+02"	"9.400623e+02"	"2.095316e+03"	"1.302402e+03"	"1.289510e+03"	"2.446475e+03"	"2.436571e+03"	"1.783772e+03"	"   1127.6311"	"1.096886e+03"	"2.575800e+03"	"3.380581e+03"
""	""	""	""	""	" 214.07357"	""	""	""	" 189.05193"	""	""	""	""	""	""	""	""	""	""	""	"4.759553e+04"	"5.434949e+04"	"5.832290e+04"	"5.590159e+04"	"6.168683e+04"	"5.504434e+04"	"5.062588e+04"	"5.199533e+04"	"5.441519e+04"	"5.253314e+04"	"3.650313e+04"	"3.391031e+04"	"3.572438e+04"	"3.416360e+04"	"3.527094e+04"	"3.404298e+04"	"  32067.6567"	"3.387767e+04"	"3.386125e+04"	"3.785717e+04"
