"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_Exp1-K1_2-C,1_01_7421.d"	"neg_Exp1-K2_2-C,3_01_7423.d"	"neg_Exp1-K3_2-C,5_01_7425.d"	"neg_Exp1-K4_2-C,7_01_7427.d"	"neg_Exp1-K5_2-D,1_01_7429.d"	"neg_Exp2-K1_2-E,1_01_7432.d"	"neg_Exp2-K2_2-E,3_01_7434.d"	"neg_Exp2-K2_2-E,3_01_7438.d"	"neg_Exp2-K3_2-E,5_01_7436.d"	"neg_Exp2-K3_2-E,5_01_7440.d"	"neg_Exp1-P1_2-C,2_01_7422.d"	"neg_Exp1-P2_2-C,4_01_7424.d"	"neg_Exp1-P3_2-C,6_01_7426.d"	"neg_Exp1-P4_2-C,8_01_7428.d"	"neg_Exp1-P5_2-D,2_01_7430.d"	"neg_Exp2-P1_2-E,2_01_7433.d"	"neg_Exp2-P2_2-E,4_01_7435.d"	"neg_Exp2-P3_2-E,6_01_7437.d"	"neg_Exp2-P4_2-E,7_01_7439.d"	"neg_Exp2-P5_2-E,8_01_7441.d"
""	""	""	""	""	" 365.14390"	""	""	""	" 238.02074"	""	""	""	""	""	""	""	""	""	""	""	"2.576841e+03"	"1.064304e+03"	"2.189886e+03"	"2.075344e+03"	"8.698145e+02"	"1.762454e+03"	"1.372369e+03"	"1.271289e+03"	"1.264418e+03"	"1.256594e+03"	"7.502625e+02"	"7.219193e+02"	"6.037017e+02"	"1.178606e+03"	"7.206366e+02"	"1.584173e+03"	"   1643.8198"	"2.204830e+03"	"1.897949e+03"	"1.185295e+03"
""	""	""	""	""	" 366.05147"	""	""	""	"  37.52304"	""	""	""	""	""	""	""	""	""	""	""	"1.575783e+03"	"1.475957e+03"	"1.739792e+03"	"1.693513e+03"	"1.084412e+03"	"2.198525e+03"	"2.263123e+03"	"2.065870e+03"	"1.693709e+03"	"1.874753e+03"	"1.361129e+03"	"1.184592e+03"	"1.569589e+03"	"1.075924e+03"	"1.182362e+03"	"1.470934e+03"	"   1387.9834"	"1.197603e+03"	"1.433843e+03"	"8.748897e+02"
""	""	""	""	""	" 366.14772"	""	""	""	" 210.82148"	""	""	""	""	""	""	""	""	""	""	""	"7.603257e+03"	"7.122463e+03"	"7.277395e+03"	"7.349238e+03"	"3.499254e+03"	"6.536947e+03"	"6.387221e+03"	"6.735590e+03"	"4.972406e+03"	"5.049091e+03"	"1.063707e+04"	"6.986926e+03"	"8.000434e+03"	"8.382890e+03"	"7.577437e+03"	"9.055081e+03"	"   8053.1469"	"8.150232e+03"	"7.804555e+03"	"5.378484e+03"
""	""	""	""	""	" 366.84186"	""	""	""	"  26.23147"	""	""	""	""	""	""	""	""	""	""	""	"3.843625e+03"	"4.045348e+03"	"3.725661e+03"	"4.167457e+03"	"2.273082e+03"	"4.252417e+03"	"3.270710e+03"	"3.517606e+03"	"3.083367e+03"	"3.806817e+03"	"1.060713e+03"	"8.922944e+02"	"7.490923e+02"	"1.071796e+03"	"8.891077e+02"	"1.396936e+03"	"    923.7324"	"1.338490e+03"	"9.910856e+02"	"3.441260e+02"
""	""	""	""	""	" 367.06531"	""	""	""	" 167.90398"	""	""	""	""	""	""	""	""	""	""	""	"3.621203e+04"	"3.793053e+04"	"3.542589e+04"	"3.687297e+04"	"2.412261e+04"	"4.072491e+04"	"4.095537e+04"	"3.932052e+04"	"3.948463e+04"	"3.867933e+04"	"8.312198e+03"	"5.263640e+03"	"1.168481e+04"	"4.950065e+03"	"4.258269e+03"	"2.611399e+04"	"  23414.2398"	"1.910506e+04"	"2.010737e+04"	"1.349505e+04"
""	""	""	""	""	" 367.06539"	""	""	""	"  68.43730"	""	""	""	""	""	""	""	""	""	""	""	"1.184668e+04"	"1.055188e+04"	"1.006588e+04"	"8.912476e+03"	"5.079468e+03"	"7.662849e+03"	"7.999086e+03"	"8.193677e+03"	"6.716371e+03"	"5.584154e+03"	"1.487584e+04"	"1.119858e+04"	"1.291200e+04"	"1.886750e+04"	"9.809569e+03"	"1.729664e+04"	"  13028.7439"	"2.112375e+04"	"1.425677e+04"	"1.246111e+04"
""	""	""	""	""	" 367.08220"	""	""	""	"  57.46571"	""	""	""	""	""	""	""	""	""	""	""	"4.464199e+04"	"4.125278e+04"	"3.719517e+04"	"3.723298e+04"	"1.449606e+04"	"3.358050e+04"	"3.247186e+04"	"3.315517e+04"	"2.820705e+04"	"2.894498e+04"	"1.661618e+04"	"8.158973e+03"	"9.982502e+03"	"1.429329e+04"	"8.272757e+03"	"1.649503e+04"	"   9638.5019"	"1.332761e+04"	"8.714502e+03"	"5.399644e+03"
""	""	""	""	""	" 367.10167"	""	""	""	" 198.66423"	""	""	""	""	""	""	""	""	""	""	""	"1.084750e+03"	"6.617196e+02"	"8.878442e+02"	"1.122729e+03"	"3.761162e+02"	"7.167892e+02"	"7.071838e+02"	"9.050943e+02"	"6.021861e+02"	"4.818267e+02"	"7.373685e+02"	"1.066880e+03"	"9.842765e+02"	"6.047876e+02"	"1.007648e+03"	"6.923271e+02"	"    999.3842"	"5.406035e+02"	"6.536548e+02"	"5.009671e+02"
""	""	""	""	""	" 367.15042"	""	""	""	" 356.27566"	""	""	""	""	""	""	""	""	""	""	""	"1.352992e+04"	"1.210670e+04"	"1.037057e+04"	"9.988720e+03"	"3.649584e+02"	"8.244330e+03"	"5.591840e+03"	"6.100364e+03"	"1.210505e+04"	"1.178583e+04"	"1.085830e+04"	"5.695147e+03"	"6.606635e+03"	"7.691988e+03"	"3.570023e+03"	"3.904717e+03"	"   3481.0050"	"3.477608e+03"	"6.096161e+03"	"2.988853e+03"
""	""	""	""	""	" 367.16031"	""	""	""	" 120.87295"	""	""	""	""	""	""	""	""	""	""	""	"2.063841e+04"	"1.541264e+04"	"1.707090e+04"	"1.819985e+04"	"5.516533e+03"	"1.673981e+04"	"2.690969e+04"	"2.797767e+04"	"1.169315e+04"	"1.165502e+04"	"5.490221e+04"	"2.575074e+04"	"3.785221e+04"	"3.259807e+04"	"3.390722e+04"	"1.356009e+04"	"  14078.3762"	"1.261934e+04"	"1.188290e+04"	"9.400352e+03"
""	""	""	""	""	" 367.15954"	""	""	""	" 202.18122"	""	""	""	""	""	""	""	""	""	""	""	"1.686203e+03"	"1.854742e+03"	"1.971652e+03"	"1.043855e+03"	"6.793395e+02"	"2.181128e+03"	"3.092128e+03"	"2.762079e+03"	"1.544818e+03"	"1.429576e+03"	"5.991191e+03"	"3.196505e+03"	"4.194245e+03"	"3.532805e+03"	"4.274254e+03"	"2.003214e+03"	"   2065.5719"	"1.996885e+03"	"1.734203e+03"	"1.064244e+03"
""	""	""	""	""	" 367.18308"	""	""	""	" 216.51405"	""	""	""	""	""	""	""	""	""	""	""	"8.882775e+03"	"5.249416e+03"	"7.265222e+03"	"7.467143e+03"	"1.697946e+03"	"4.973642e+03"	"5.779727e+03"	"5.810434e+03"	"3.165392e+03"	"3.341723e+03"	"3.707733e+03"	"1.293135e+03"	"2.562927e+03"	"2.640438e+03"	"2.407926e+03"	"2.446642e+03"	"   2579.1375"	"1.713804e+03"	"2.274912e+03"	"1.823368e+03"
""	""	""	""	""	" 368.08437"	""	""	""	"  57.36299"	""	""	""	""	""	""	""	""	""	""	""	"7.156412e+03"	"6.384510e+03"	"5.837343e+03"	"6.775607e+03"	"2.595025e+03"	"5.073797e+03"	"5.061199e+03"	"5.869248e+03"	"4.758701e+03"	"5.082354e+03"	"1.555180e+03"	"1.760062e+03"	"2.095107e+03"	"2.691954e+03"	"1.905703e+03"	"2.443693e+03"	"   1992.1973"	"2.595222e+03"	"2.024821e+03"	"1.433791e+03"
""	""	""	""	""	" 368.18436"	""	""	""	" 216.27836"	""	""	""	""	""	""	""	""	""	""	""	"1.268599e+03"	"9.811427e+02"	"1.246529e+03"	"1.318032e+03"	"3.407162e+02"	"6.683841e+02"	"8.654325e+02"	"8.900000e+02"	"6.153914e+02"	"3.541011e+02"	"8.757610e+02"	"2.940909e+02"	"5.271629e+02"	"5.386759e+02"	"5.081570e+02"	"4.667827e+02"	"    506.2392"	"2.929947e+02"	"4.117737e+02"	"4.159204e+02"
""	""	""	""	""	" 369.01629"	""	""	""	" 153.62770"	""	""	""	""	""	""	""	""	""	""	""	"1.652114e+03"	"1.770700e+03"	"1.175353e+03"	"1.608939e+03"	"4.469738e+02"	"1.486007e+03"	"1.392146e+03"	"1.351654e+03"	"1.029205e+03"	"1.145005e+03"	"4.282848e+03"	"3.775321e+03"	"4.856589e+03"	"3.797104e+03"	"3.451392e+03"	"2.356370e+03"	"   3347.5464"	"3.826074e+03"	"3.043732e+03"	"3.284625e+03"
""	""	""	""	""	" 369.08442"	""	""	""	" 273.72173"	""	""	""	""	""	""	""	""	""	""	""	"1.779783e+03"	"2.561320e+03"	"1.620783e+03"	"2.023405e+03"	"1.064372e+03"	"1.646106e+03"	"1.513999e+03"	"1.882390e+03"	"1.493394e+03"	"1.567469e+03"	"6.426652e+03"	"4.055210e+03"	"4.780951e+03"	"1.441865e+03"	"4.326357e+03"	"5.602418e+03"	"   9603.5657"	"8.368253e+03"	"7.590021e+03"	"8.178070e+03"
""	""	""	""	""	" 369.08218"	""	""	""	" 196.09114"	""	""	""	""	""	""	""	""	""	""	""	"2.468901e+03"	"1.673553e+03"	"1.494260e+03"	"1.918417e+03"	"4.950533e+02"	"7.106870e+02"	"1.040297e+03"	"1.897331e+03"	"7.789221e+02"	"9.058132e+02"	"1.712479e+04"	"4.985466e+03"	"3.992423e+03"	"4.943796e+03"	"3.695976e+03"	"5.272363e+03"	"   7074.3840"	"1.107436e+04"	"4.606350e+03"	"5.024386e+03"
""	""	""	""	""	" 369.11838"	""	""	""	" 246.91768"	""	""	""	""	""	""	""	""	""	""	""	"5.393669e+03"	"5.766684e+03"	"5.986710e+03"	"6.510011e+03"	"4.508902e+03"	"6.356571e+03"	"8.174979e+03"	"8.766505e+03"	"4.504732e+03"	"4.585515e+03"	"8.846871e+02"	"7.721272e+02"	"1.320681e+03"	"1.875986e+03"	"2.024829e+03"	"3.240865e+03"	"   2316.2567"	"2.176234e+03"	"2.084822e+03"	"9.921686e+02"
""	""	""	""	""	" 369.17403"	""	""	""	" 256.11017"	""	""	""	""	""	""	""	""	""	""	""	"5.190500e+03"	"4.511692e+03"	"4.485679e+03"	"4.546339e+03"	"3.043614e+03"	"3.256962e+03"	"4.576693e+03"	"5.088906e+03"	"3.407575e+03"	"3.603721e+03"	"3.041390e+03"	"1.123423e+03"	"1.339167e+03"	"1.566273e+03"	"1.420284e+03"	"2.452442e+03"	"   1462.5024"	"2.048076e+03"	"1.659394e+03"	"1.570530e+03"
""	""	""	""	""	" 369.16607"	""	""	""	" 340.28118"	""	""	""	""	""	""	""	""	""	""	""	"5.375972e+04"	"4.148058e+04"	"5.681238e+04"	"8.972383e+04"	"1.584982e+03"	"8.603931e+04"	"2.850780e+04"	"2.825643e+04"	"2.468079e+04"	"2.372102e+04"	"2.054980e+04"	"9.735866e+03"	"2.186147e+04"	"2.206394e+04"	"8.833007e+03"	"3.121391e+04"	"  23554.6368"	"1.158979e+04"	"1.384538e+04"	"8.497530e+03"
""	""	""	""	""	" 369.30075"	""	""	""	" 886.47961"	""	""	""	""	""	""	""	""	""	""	""	"9.764472e+02"	"9.244056e+02"	"8.543496e+02"	"8.850408e+02"	"3.125832e+02"	"7.379232e+02"	"6.892176e+02"	"7.217244e+02"	"6.028152e+02"	"5.224176e+02"	"5.758170e+03"	"3.157093e+03"	"4.916770e+03"	"3.018586e+03"	"2.578956e+03"	"2.944508e+03"	"   2687.7677"	"2.814583e+03"	"7.962387e+03"	"9.549394e+03"
""	""	""	""	""	" 370.12168"	""	""	""	" 246.64474"	""	""	""	""	""	""	""	""	""	""	""	"1.080432e+03"	"1.066572e+03"	"5.384871e+02"	"1.038550e+03"	"1.178236e+03"	"1.417003e+03"	"1.400973e+03"	"1.698594e+03"	"6.676667e+02"	"8.437631e+02"	"5.417208e+02"	"3.668133e+02"	"5.573342e+02"	"5.124870e+02"	"5.420000e+02"	"4.932761e+02"	"    475.9521"	"6.429373e+02"	"5.398428e+02"	"4.818695e+02"
""	""	""	""	""	" 370.16953"	""	""	""	" 340.20400"	""	""	""	""	""	""	""	""	""	""	""	"8.480124e+03"	"6.813983e+03"	"9.170500e+03"	"1.458210e+04"	"3.251764e+02"	"1.426613e+04"	"4.567283e+03"	"4.565127e+03"	"3.970024e+03"	"3.759706e+03"	"3.661614e+03"	"1.045189e+03"	"3.066710e+03"	"3.053198e+03"	"9.036734e+02"	"5.484623e+03"	"   4240.3621"	"1.696927e+03"	"2.020521e+03"	"9.855794e+02"
""	""	""	""	""	" 371.05778"	""	""	""	"  70.84344"	""	""	""	""	""	""	""	""	""	""	""	"2.414073e+04"	"2.148535e+04"	"2.106320e+04"	"2.294092e+04"	"1.529560e+04"	"2.968356e+04"	"2.947164e+04"	"2.834215e+04"	"2.737582e+04"	"2.750082e+04"	"5.722036e+03"	"4.338958e+03"	"4.488243e+03"	"1.076498e+03"	"2.564708e+03"	"1.674363e+04"	"  15481.0525"	"1.158177e+04"	"1.413310e+04"	"8.751360e+03"
""	""	""	""	""	" 371.09766"	""	""	""	" 238.64287"	""	""	""	""	""	""	""	""	""	""	""	"3.813471e+04"	"5.525177e+04"	"5.212048e+04"	"4.667071e+04"	"2.553922e+04"	"3.861252e+04"	"4.051293e+04"	"4.190063e+04"	"4.527793e+04"	"4.468320e+04"	"5.566226e+03"	"7.563272e+03"	"4.787203e+03"	"9.414474e+03"	"5.010843e+03"	"3.818113e+04"	"  31191.9923"	"4.060987e+04"	"2.995748e+04"	"2.320940e+04"
""	""	""	""	""	" 371.09784"	""	""	""	" 204.20842"	""	""	""	""	""	""	""	""	""	""	""	"1.025598e+04"	"9.619092e+03"	"7.992306e+03"	"8.589444e+03"	"3.328396e+03"	"6.155725e+03"	"6.678075e+03"	"6.998040e+03"	"5.352863e+03"	"4.879276e+03"	"6.993857e+03"	"3.341502e+03"	"4.683639e+03"	"5.490909e+03"	"4.281728e+03"	"5.297245e+03"	"   5145.5964"	"5.347892e+03"	"3.998142e+03"	"2.689124e+03"
""	""	""	""	""	" 371.11177"	""	""	""	" 353.12020"	""	""	""	""	""	""	""	""	""	""	""	"4.647525e+03"	"5.173686e+03"	"4.991586e+03"	"3.641941e+03"	"2.288220e+03"	"2.339710e+03"	"3.719689e+03"	"3.242287e+03"	"7.470400e+02"	"3.837434e+02"	"7.126159e+03"	"3.386772e+03"	"3.691398e+03"	"2.626312e+03"	"3.406525e+03"	"3.410604e+03"	"   3703.2957"	"3.546371e+03"	"4.722360e+03"	"4.134346e+03"
""	""	""	""	""	" 371.11176"	""	""	""	" 304.67368"	""	""	""	""	""	""	""	""	""	""	""	"1.340967e+03"	"1.756025e+03"	"2.388738e+03"	"1.858262e+03"	"1.246439e+03"	"1.463626e+03"	"1.733251e+03"	"1.488857e+03"	"3.802014e+02"	"4.427419e+02"	"3.206795e+03"	"2.373913e+03"	"3.324898e+03"	"2.517650e+03"	"2.565757e+03"	"2.510838e+03"	"   1738.2020"	"2.127048e+03"	"2.952556e+03"	"2.238450e+03"
""	""	""	""	""	" 371.17155"	""	""	""	" 340.42620"	""	""	""	""	""	""	""	""	""	""	""	"1.184672e+03"	"1.099980e+03"	"1.542297e+03"	"2.412476e+03"	"1.360721e+02"	"2.329498e+03"	"6.327053e+02"	"6.816485e+02"	"8.054702e+02"	"6.549940e+02"	"7.804134e+02"	"3.408472e+02"	"5.575284e+02"	"8.058036e+02"	"4.082162e+02"	"5.239509e+02"	"    870.6379"	"4.772008e+02"	"4.650384e+02"	"4.763380e+02"
""	""	""	""	""	" 372.07210"	""	""	""	" 147.27094"	""	""	""	""	""	""	""	""	""	""	""	"9.407983e+03"	"8.740402e+03"	"8.916122e+03"	"9.267076e+03"	"6.308145e+03"	"9.441834e+03"	"9.288777e+03"	"9.071544e+03"	"8.384483e+03"	"9.571018e+03"	"7.294354e+03"	"5.221833e+03"	"6.301149e+03"	"3.751979e+03"	"4.881784e+03"	"7.805901e+03"	"   6569.7278"	"7.318433e+03"	"7.797763e+03"	"7.875816e+03"
""	""	""	""	""	" 372.10077"	""	""	""	" 238.64327"	""	""	""	""	""	""	""	""	""	""	""	"7.002739e+03"	"9.601419e+03"	"9.359132e+03"	"8.962630e+03"	"4.077895e+03"	"6.668241e+03"	"7.475652e+03"	"7.464320e+03"	"8.711911e+03"	"8.013004e+03"	"1.288658e+03"	"1.312179e+03"	"1.098718e+03"	"1.709365e+03"	"1.295268e+03"	"5.561779e+03"	"   5473.6667"	"7.104236e+03"	"5.233276e+03"	"3.653487e+03"
""	""	""	""	""	" 373.07781"	""	""	""	" 157.66701"	""	""	""	""	""	""	""	""	""	""	""	"8.894059e+03"	"6.547027e+03"	"7.428423e+03"	"7.825643e+03"	"1.704258e+03"	"5.674145e+03"	"6.573019e+03"	"6.662331e+03"	"4.011152e+03"	"4.760663e+03"	"1.891502e+04"	"9.412215e+03"	"1.155579e+04"	"8.554314e+03"	"1.023192e+04"	"6.478849e+03"	"   8104.3357"	"6.118390e+03"	"8.215384e+03"	"7.184103e+03"
""	""	""	""	""	" 373.11118"	""	""	""	" 164.00405"	""	""	""	""	""	""	""	""	""	""	""	"9.656685e+03"	"9.273037e+03"	"9.664110e+03"	"8.910640e+03"	"5.984494e+03"	"7.725211e+03"	"8.105179e+03"	"7.743879e+03"	"7.833248e+03"	"7.028007e+03"	"2.497199e+04"	"2.732623e+04"	"2.322187e+04"	"2.105382e+04"	"2.041401e+04"	"2.220502e+04"	"  18695.6377"	"2.489331e+04"	"2.414726e+04"	"2.079606e+04"
""	""	""	""	""	" 374.11505"	""	""	""	" 164.49970"	""	""	""	""	""	""	""	""	""	""	""	"1.109154e+03"	"1.167878e+03"	"1.852342e+03"	"1.656936e+03"	"1.057862e+03"	"1.476738e+03"	"1.617050e+03"	"1.749410e+03"	"1.349472e+03"	"1.149189e+03"	"3.229465e+03"	"3.635720e+03"	"3.591063e+03"	"3.417928e+03"	"3.112089e+03"	"3.542495e+03"	"   3149.4691"	"3.565685e+03"	"3.960465e+03"	"3.156129e+03"
""	""	""	""	""	" 374.24487"	""	""	""	" 560.77029"	""	""	""	""	""	""	""	""	""	""	""	"2.303301e+04"	"1.884659e+04"	"1.913204e+04"	"1.100939e+04"	"6.336267e+03"	"8.535416e+03"	"8.521170e+03"	"8.826750e+03"	"3.013492e+03"	"3.403814e+03"	"3.668289e+04"	"2.240585e+04"	"2.736776e+04"	"3.059595e+04"	"3.151367e+04"	"7.939232e+03"	"   7384.2502"	"8.749061e+03"	"7.993395e+03"	"4.954978e+03"
""	""	""	""	""	" 375.09497"	""	""	""	" 182.70416"	""	""	""	""	""	""	""	""	""	""	""	"2.280336e+03"	"1.988875e+03"	"1.079238e+03"	"1.764401e+03"	"8.938383e+02"	"1.505407e+03"	"1.121942e+03"	"2.031087e+03"	"1.586678e+03"	"1.079276e+03"	"1.639003e+03"	"9.904584e+02"	"2.175249e+03"	"7.048062e+02"	"1.892946e+03"	"1.331466e+03"	"   1210.8319"	"1.031323e+03"	"1.699640e+03"	"1.226999e+03"
""	""	""	""	""	" 375.09057"	""	""	""	" 157.91980"	""	""	""	""	""	""	""	""	""	""	""	"1.976358e+03"	"1.494523e+03"	"1.425229e+03"	"1.478650e+03"	"4.873019e+02"	"1.454973e+03"	"1.324437e+03"	"1.960019e+03"	"1.177639e+03"	"9.084929e+02"	"4.490150e+03"	"3.642832e+03"	"3.292012e+03"	"2.418730e+03"	"3.712764e+03"	"1.690592e+03"	"   1169.0757"	"1.807641e+03"	"9.618552e+02"	"1.046305e+03"
""	""	""	""	""	" 375.12481"	""	""	""	" 255.71390"	""	""	""	""	""	""	""	""	""	""	""	"1.728864e+03"	"5.960966e+02"	"6.228237e+02"	"4.362464e+02"	"4.558075e+02"	"6.793838e+02"	"7.357490e+02"	"6.504136e+02"	"5.265484e+02"	"4.697483e+02"	"3.752321e+03"	"1.986844e+03"	"3.306500e+03"	"1.283392e+03"	"1.909401e+03"	"2.280210e+03"	"   2848.8519"	"3.713560e+03"	"3.334333e+03"	"3.531342e+03"
""	""	""	""	""	" 375.13341"	""	""	""	" 228.15131"	""	""	""	""	""	""	""	""	""	""	""	"1.983004e+03"	"2.793272e+03"	"4.227541e+03"	"3.844022e+03"	"8.442035e+02"	"3.062687e+03"	"2.243724e+03"	"1.220936e+03"	"2.070558e+03"	"1.663476e+03"	"5.098450e+03"	"5.382399e+03"	"6.783681e+03"	"7.331364e+03"	"5.188482e+03"	"2.783714e+03"	"   3513.0358"	"3.513229e+03"	"4.371372e+03"	"4.908621e+03"
""	""	""	""	""	" 375.17481"	""	""	""	" 215.92957"	""	""	""	""	""	""	""	""	""	""	""	"6.779520e+02"	"9.205174e+02"	"6.891791e+02"	"8.335664e+02"	"4.040960e+02"	"4.809647e+02"	"8.778246e+02"	"9.137809e+02"	"6.814696e+02"	"5.173102e+02"	"1.532602e+03"	"9.653377e+02"	"1.396892e+03"	"7.379232e+02"	"1.113889e+03"	"1.121628e+03"	"    805.0388"	"8.954559e+02"	"4.635650e+02"	"5.849239e+02"
""	""	""	""	""	" 375.24738"	""	""	""	" 560.79786"	""	""	""	""	""	""	""	""	""	""	""	"5.335963e+03"	"4.685386e+03"	"4.556846e+03"	"2.879409e+03"	"1.337971e+03"	"2.274137e+03"	"2.085599e+03"	"2.238949e+03"	"5.424418e+02"	"8.224646e+02"	"8.936261e+03"	"5.418866e+03"	"5.992304e+03"	"7.693000e+03"	"7.558860e+03"	"1.682174e+03"	"   1470.3133"	"1.507431e+03"	"1.730161e+03"	"8.867523e+02"
""	""	""	""	""	" 377.09833"	""	""	""	" 254.83097"	""	""	""	""	""	""	""	""	""	""	""	"5.601533e+03"	"4.701535e+03"	"4.354408e+03"	"5.351695e+03"	"2.427809e+03"	"4.557682e+03"	"4.728621e+03"	"5.073533e+03"	"3.752493e+03"	"4.049988e+03"	"9.517658e+03"	"8.475979e+03"	"1.048837e+04"	"7.462115e+03"	"9.815296e+03"	"8.219297e+03"	"   8462.5915"	"8.133928e+03"	"6.954553e+03"	"5.796461e+03"
""	""	""	""	""	" 377.08567"	""	""	""	" 213.73422"	""	""	""	""	""	""	""	""	""	""	""	"2.379833e+03"	"2.290749e+03"	"2.127744e+03"	"2.321728e+03"	"1.126910e+03"	"1.934471e+03"	"2.219745e+03"	"2.283428e+03"	"1.673208e+03"	"1.606032e+03"	"6.916099e+03"	"6.532690e+03"	"7.086277e+03"	"7.286538e+03"	"6.183688e+03"	"4.169751e+03"	"   4637.3885"	"6.084542e+03"	"4.490283e+03"	"4.030686e+03"
""	""	""	""	""	" 377.08659"	""	""	""	"  28.47116"	""	""	""	""	""	""	""	""	""	""	""	"1.553013e+04"	"1.044481e+04"	"6.629980e+03"	"8.539157e+03"	"7.415893e+03"	"1.786636e+04"	"1.882013e+04"	"1.832158e+04"	"1.445201e+04"	"1.493327e+04"	"2.119515e+04"	"3.888715e+04"	"2.650030e+04"	"1.607882e+04"	"5.189540e+04"	"1.284521e+04"	"  12374.6858"	"1.368734e+04"	"1.595001e+04"	"2.161398e+04"
""	""	""	""	""	" 377.10028"	""	""	""	" 180.72984"	""	""	""	""	""	""	""	""	""	""	""	"3.014369e+03"	"2.413986e+03"	"1.958349e+03"	"2.130037e+03"	"1.253691e+03"	"1.699664e+03"	"2.115481e+03"	"2.462897e+03"	"1.484867e+03"	"2.113389e+03"	"6.652991e+03"	"5.697314e+03"	"6.114847e+03"	"6.492884e+03"	"5.982127e+03"	"4.035474e+03"	"   5191.5945"	"5.790380e+03"	"4.903209e+03"	"4.882147e+03"
""	""	""	""	""	" 377.10476"	""	""	""	"  71.32367"	""	""	""	""	""	""	""	""	""	""	""	"1.772553e+03"	"1.941152e+03"	"1.830732e+03"	"1.786893e+03"	"1.132233e+03"	"1.437503e+03"	"1.617566e+03"	"1.622477e+03"	"1.304993e+03"	"1.130565e+03"	"8.763971e+03"	"1.151336e+04"	"9.390722e+03"	"5.365417e+03"	"4.974459e+03"	"5.576593e+03"	"   1485.0350"	"6.871296e+03"	"6.112374e+03"	"6.164579e+03"
""	""	""	""	""	" 377.59993"	""	""	""	" 254.55554"	""	""	""	""	""	""	""	""	""	""	""	"2.024921e+03"	"1.776086e+03"	"1.592566e+03"	"1.466106e+03"	"7.368771e+02"	"1.438250e+03"	"1.680692e+03"	"1.290163e+03"	"1.016954e+03"	"1.130294e+03"	"2.939293e+03"	"1.600560e+03"	"1.332810e+03"	"1.454925e+03"	"1.355557e+03"	"7.085523e+02"	"   1599.7058"	"2.086501e+03"	"1.665712e+03"	"1.133227e+03"
""	""	""	""	""	" 379.06708"	""	""	""	" 205.40624"	""	""	""	""	""	""	""	""	""	""	""	"1.086051e+03"	"7.818900e+02"	"2.514855e+03"	"1.133259e+03"	"3.081611e+02"	"6.282270e+02"	"1.864598e+03"	"2.851885e+02"	"4.436266e+02"	"1.594167e+03"	"3.212076e+03"	"2.261910e+03"	"2.955477e+03"	"1.519214e+03"	"1.943876e+03"	"2.927506e+03"	"   2380.3994"	"2.187461e+03"	"2.032914e+03"	"8.253173e+02"
""	""	""	""	""	" 379.15378"	""	""	""	" 660.83632"	""	""	""	""	""	""	""	""	""	""	""	"1.965856e+04"	"3.188488e+04"	"3.907316e+04"	"4.814863e+04"	"5.014530e+03"	"5.000291e+04"	"2.327905e+04"	"2.344966e+04"	"3.174920e+04"	"2.975709e+04"	"3.890311e+04"	"2.991784e+04"	"4.324094e+04"	"2.103051e+04"	"2.607647e+04"	"3.474075e+04"	"  25934.5587"	"2.517252e+04"	"1.015739e+04"	"2.194865e+04"
""	""	""	""	""	" 380.09835"	""	""	""	" 197.99675"	""	""	""	""	""	""	""	""	""	""	""	"5.479877e+04"	"3.692759e+04"	"4.798018e+04"	"6.369417e+04"	"2.271205e+04"	"2.559317e+04"	"3.093846e+04"	"3.100533e+04"	"2.486699e+04"	"2.384055e+04"	"4.853553e+04"	"2.878540e+04"	"2.902251e+04"	"4.211976e+04"	"2.879756e+04"	"4.072907e+04"	"  31029.2222"	"3.961553e+04"	"3.225853e+04"	"2.637381e+04"
""	""	""	""	""	" 380.09650"	""	""	""	" 228.76939"	""	""	""	""	""	""	""	""	""	""	""	"2.023335e+03"	"1.790603e+03"	"1.627184e+03"	"1.596450e+03"	"7.143142e+02"	"7.697044e+02"	"1.003392e+03"	"1.016167e+03"	"8.638394e+02"	"1.035473e+03"	"2.166775e+03"	"1.207798e+03"	"1.264480e+03"	"1.894655e+03"	"1.445506e+03"	"1.339080e+03"	"   1116.6976"	"1.332047e+03"	"1.159686e+03"	"7.143264e+02"
""	""	""	""	""	" 380.09647"	""	""	""	" 346.20075"	""	""	""	""	""	""	""	""	""	""	""	"2.848183e+03"	"1.886608e+03"	"2.482376e+03"	"2.069846e+03"	"1.065164e+03"	"1.894062e+03"	"2.403353e+03"	"1.932136e+03"	"1.860427e+03"	"1.294714e+03"	"2.899212e+03"	"1.537898e+03"	"1.787080e+03"	"3.372907e+03"	"2.877909e+03"	"2.417490e+03"	"   2475.6276"	"2.881727e+03"	"3.326413e+03"	"3.212730e+03"
