"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1_K-1-24_1-E,1_01_55180"	"pos-Exp1_K-25-48_1-E,3_01_55183"	"pos-Exp1_K-49-72_1-E,5_01_55186"	"pos-Exp1_K-73-96_1-E,7_01_55189"	"pos-Exp1_K-97-120_1-F,1_01_55192"	"pos_Exp2_K01_1-C,1_01_365"	"pos_Exp2_K02_1-C,5_01_370"	"pos_Exp2_K03_1-D,1_01_375"	"pos_Exp2_K04_1-D,5_01_381"	"pos-Exp1_P-1-24_1-E,2_01_55181"	"pos-Exp1_P-25-48_1-E,4_01_55184"	"pos-Exp1_P-49-72_1-E,6_01_55187"	"pos-Exp1_P-73-96_1-E,8_01_55190"	"pos-Exp1_P-97-120_1-F,2_01_55193"	"pos_Exp2_P1_1-C,2_01_366"	"pos_Exp2_P2_1-C,6_01_371"	"pos_Exp2_P3_1-D,2_01_376"	"pos_Exp2_P4_1-D,6_01_382"	"pos_Exp2_P5_1-E,1_01_387"
""	""	""	""	""	" 138.0655"	""	""	""	"  37.66160"	""	""	""	""	""	""	""	""	""	""	""	"8.821111e+03"	"1.689904e+04"	"9.412053e+03"	"1.140430e+04"	"1.492330e+04"	"4.889960e+03"	"4.447697e+03"	"4.757070e+03"	"5.880040e+03"	"8.386382e+03"	"6.605237e+03"	"5.636752e+03"	"7.137850e+03"	"5.303519e+03"	"4.755967e+03"	"3.344028e+03"	"2.516943e+03"	"2.934813e+03"	"2.100320e+03"
""	""	""	""	""	" 138.0554"	""	""	""	"  52.69397"	""	""	""	""	""	""	""	""	""	""	""	"3.484955e+03"	"1.351831e+04"	"9.184744e+03"	"6.034858e+03"	"1.418455e+04"	"4.659987e+03"	"4.933630e+03"	"6.451209e+03"	"4.792219e+03"	"3.942246e+03"	"4.562322e+03"	"3.743319e+03"	"4.305334e+03"	"2.744622e+03"	"2.108380e+03"	"1.867266e+03"	"2.586896e+03"	"1.411275e+03"	"1.816871e+03"
""	""	""	""	""	" 138.1268"	""	""	""	" 320.67288"	""	""	""	""	""	""	""	""	""	""	""	"1.042480e+03"	"7.375945e+02"	"6.513161e+02"	"1.031929e+03"	"7.379318e+02"	"5.112590e+02"	"4.789312e+02"	"4.260838e+02"	"5.210774e+02"	"2.600149e+03"	"5.800987e+03"	"3.403401e+03"	"3.971800e+03"	"4.149315e+03"	"7.035254e+03"	"6.731484e+03"	"3.631534e+03"	"6.420642e+03"	"6.898695e+03"
""	""	""	""	""	" 139.5305"	""	""	""	"  23.16617"	""	""	""	""	""	""	""	""	""	""	""	"4.548140e+03"	"6.883805e+03"	"6.381931e+03"	"8.360156e+03"	"6.952468e+03"	"1.947151e+03"	"5.924977e+03"	"3.672589e+03"	"4.878804e+03"	"4.792114e+04"	"4.974003e+04"	"5.346755e+04"	"4.331393e+04"	"4.989188e+04"	"2.381760e+03"	"7.042826e+03"	"5.860158e+03"	"8.999065e+03"	"6.060615e+03"
""	""	""	""	""	" 139.9140"	""	""	""	"  26.20960"	""	""	""	""	""	""	""	""	""	""	""	"7.965869e+02"	"6.109194e+02"	"6.328343e+02"	"8.908067e+02"	"3.446184e+02"	"4.773311e+01"	"1.515225e+02"	"1.354830e+02"	"1.181475e+02"	"8.798247e+03"	"2.690350e+04"	"2.311133e+04"	"2.529474e+04"	"1.741081e+04"	"4.384174e+02"	"2.220813e+03"	"6.475917e+02"	"4.885820e+03"	"1.811072e+03"
""	""	""	""	""	" 140.0816"	""	""	""	"  32.73077"	""	""	""	""	""	""	""	""	""	""	""	"3.330625e+05"	"6.038014e+05"	"4.237442e+05"	"5.592122e+05"	"6.123870e+05"	"7.654058e+04"	"1.223397e+05"	"1.148598e+05"	"1.109676e+05"	"7.951274e+05"	"8.036375e+05"	"7.674440e+05"	"7.717468e+05"	"7.742243e+05"	"7.192980e+04"	"1.064823e+05"	"9.521866e+04"	"1.138378e+05"	"8.536802e+04"
""	""	""	""	""	" 140.9610"	""	""	""	"  20.51967"	""	""	""	""	""	""	""	""	""	""	""	"4.215214e+03"	"1.556599e+04"	"1.018778e+04"	"7.274803e+03"	"9.443012e+03"	"3.925901e+03"	"5.391548e+03"	"5.460506e+03"	"5.219191e+03"	"1.027724e+04"	"9.264564e+03"	"9.671396e+03"	"8.854537e+03"	"9.403526e+03"	"1.331556e+03"	"3.222023e+03"	"3.749158e+03"	"3.860499e+03"	"2.940604e+03"
""	""	""	""	""	" 141.0539"	""	""	""	" 202.72001"	""	""	""	""	""	""	""	""	""	""	""	"3.292246e+03"	"1.403783e+03"	"1.872293e+03"	"2.980172e+03"	"1.381185e+03"	"3.751270e+02"	"2.586286e+02"	"3.170829e+02"	"3.707248e+02"	"1.102154e+04"	"1.140161e+04"	"1.160937e+04"	"1.113277e+04"	"1.275021e+04"	"6.210086e+03"	"5.723704e+03"	"8.313312e+03"	"3.663515e+03"	"5.310079e+03"
""	""	""	""	""	" 141.0839"	""	""	""	"  33.06630"	""	""	""	""	""	""	""	""	""	""	""	"2.435427e+04"	"4.461244e+04"	"3.442663e+04"	"4.013961e+04"	"4.902892e+04"	"5.983231e+03"	"8.224312e+03"	"7.887857e+03"	"8.119164e+03"	"5.800400e+04"	"6.208396e+04"	"5.907337e+04"	"5.637606e+04"	"5.931722e+04"	"6.603578e+03"	"8.021416e+03"	"7.378912e+03"	"8.323236e+03"	"6.581779e+03"
""	""	""	""	""	" 141.0902"	""	""	""	" 144.97699"	""	""	""	""	""	""	""	""	""	""	""	"9.130783e+04"	"1.463660e+04"	"5.406235e+04"	"1.027396e+05"	"2.792516e+04"	"4.625082e+02"	"2.907542e+03"	"3.341205e+03"	"2.753437e+03"	"9.890285e+04"	"5.109387e+04"	"2.378454e+04"	"2.243008e+05"	"3.038897e+04"	"2.481951e+03"	"6.819660e+02"	"1.945714e+03"	"1.749851e+03"	"8.447634e+02"
""	""	""	""	""	" 141.1263"	""	""	""	" 379.52503"	""	""	""	""	""	""	""	""	""	""	""	"3.019382e+03"	"1.760709e+03"	"1.750446e+03"	"2.642296e+03"	"1.705558e+03"	"5.181019e+02"	"5.096154e+02"	"6.891790e+02"	"7.112669e+02"	"6.800527e+04"	"3.912739e+04"	"3.403559e+04"	"2.658132e+04"	"1.946251e+04"	"7.525763e+03"	"5.156982e+03"	"1.248198e+03"	"1.061463e+04"	"3.192216e+03"
""	""	""	""	""	" 141.1259"	""	""	""	" 474.82986"	""	""	""	""	""	""	""	""	""	""	""	"1.157467e+03"	"6.111617e+02"	"7.496591e+02"	"1.238513e+03"	"9.432283e+02"	"1.905509e+02"	"3.140789e+02"	"2.953371e+02"	"3.230078e+02"	"8.471045e+03"	"9.639184e+03"	"9.934229e+03"	"5.447385e+03"	"5.823740e+03"	"7.481065e+02"	"7.957541e+02"	"4.278850e+02"	"2.228038e+03"	"7.785554e+02"
""	""	""	""	""	" 142.0318"	""	""	""	"  57.27298"	""	""	""	""	""	""	""	""	""	""	""	"5.366176e+03"	"8.459671e+03"	"8.814408e+03"	"7.992876e+03"	"9.893154e+03"	"3.834411e+03"	"5.325854e+03"	"5.585942e+03"	"3.670033e+03"	"3.297896e+03"	"2.685244e+03"	"2.615931e+03"	"2.831584e+03"	"2.295936e+03"	"2.662652e+03"	"2.091822e+03"	"2.447963e+03"	"1.963310e+03"	"2.234627e+03"
""	""	""	""	""	" 142.5611"	""	""	""	" 475.06141"	""	""	""	""	""	""	""	""	""	""	""	"1.581835e+02"	"2.188936e+02"	"1.531012e+02"	"2.209002e+02"	"2.040376e+02"	"1.474954e+02"	"9.044625e+01"	"1.622025e+02"	"2.866072e+02"	"1.621370e+03"	"2.129935e+03"	"2.799832e+03"	"1.701256e+03"	"2.140875e+03"	"2.416744e+03"	"2.153772e+03"	"8.066895e+02"	"2.864189e+03"	"1.025053e+03"
""	""	""	""	""	" 143.0342"	""	""	""	"  44.94503"	""	""	""	""	""	""	""	""	""	""	""	"3.212135e+04"	"2.355125e+04"	"1.986555e+04"	"3.129419e+04"	"3.293860e+04"	"1.732260e+03"	"2.752665e+03"	"2.753021e+03"	"1.991760e+03"	"1.907084e+04"	"1.438656e+04"	"1.419280e+04"	"1.805428e+04"	"1.807466e+04"	"1.480189e+04"	"1.162747e+04"	"8.139277e+03"	"1.074353e+04"	"1.357700e+04"
""	""	""	""	""	" 143.0335"	""	""	""	" 122.71197"	""	""	""	""	""	""	""	""	""	""	""	"1.758713e+03"	"2.308063e+03"	"1.607178e+03"	"2.008800e+03"	"2.398167e+03"	"7.024509e+02"	"5.870507e+02"	"4.905736e+02"	"5.807623e+02"	"4.813973e+04"	"3.003417e+04"	"3.713279e+04"	"4.451911e+04"	"5.882186e+04"	"4.147580e+04"	"3.119693e+04"	"6.192873e+03"	"1.807651e+04"	"2.137451e+04"
""	""	""	""	""	" 143.0693"	""	""	""	"  74.86922"	""	""	""	""	""	""	""	""	""	""	""	"5.240236e+03"	"1.931110e+03"	"3.627682e+03"	"6.390940e+03"	"1.904368e+03"	"5.379908e+02"	"5.537644e+02"	"6.446516e+02"	"5.843808e+02"	"6.251347e+04"	"8.299251e+04"	"7.063795e+04"	"6.483677e+04"	"4.830145e+04"	"1.942641e+04"	"2.033106e+04"	"1.496986e+04"	"2.775395e+04"	"2.078732e+04"
""	""	""	""	""	" 143.5512"	""	""	""	" 309.21429"	""	""	""	""	""	""	""	""	""	""	""	"4.557595e+03"	"2.703740e+03"	"2.761202e+03"	"3.317542e+03"	"1.386609e+03"	"2.167845e+03"	"1.389545e+03"	"1.739738e+03"	"2.605309e+03"	"1.679090e+03"	"1.074556e+03"	"1.692914e+03"	"1.112980e+03"	"1.368965e+03"	"2.237871e+03"	"1.681232e+03"	"1.315892e+03"	"1.034343e+03"	"7.488360e+02"
""	""	""	""	""	" 144.0490"	""	""	""	"  65.58199"	""	""	""	""	""	""	""	""	""	""	""	"2.129075e+06"	"2.731718e+06"	"2.300260e+06"	"2.450841e+06"	"2.874952e+06"	"3.821103e+06"	"3.949038e+06"	"3.906279e+06"	"3.713191e+06"	"2.575644e+06"	"2.161332e+06"	"1.589010e+06"	"2.437602e+06"	"2.440255e+06"	"4.323090e+06"	"4.347037e+06"	"4.210164e+06"	"3.938623e+06"	"4.329749e+06"
""	""	""	""	""	" 144.0469"	""	""	""	"  27.02478"	""	""	""	""	""	""	""	""	""	""	""	"2.456853e+05"	"2.475679e+05"	"2.107369e+05"	"2.346150e+05"	"2.309118e+05"	"6.006338e+04"	"5.075971e+04"	"3.693875e+04"	"3.203374e+04"	"1.101151e+05"	"7.974162e+04"	"7.762758e+04"	"8.895988e+04"	"8.870033e+04"	"9.175064e+04"	"5.313806e+04"	"3.716401e+04"	"4.277377e+04"	"4.351057e+04"
""	""	""	""	""	" 145.0503"	""	""	""	"  65.45438"	""	""	""	""	""	""	""	""	""	""	""	"5.540799e+05"	"8.732186e+05"	"7.610358e+05"	"7.829751e+05"	"1.013447e+06"	"3.157350e+05"	"3.331547e+05"	"3.715568e+05"	"3.942565e+05"	"7.418117e+05"	"8.646664e+05"	"7.651990e+05"	"7.334015e+05"	"7.327744e+05"	"3.768581e+05"	"3.786826e+05"	"3.644775e+05"	"3.428702e+05"	"3.713701e+05"
""	""	""	""	""	" 146.0440"	""	""	""	"  65.58199"	""	""	""	""	""	""	""	""	""	""	""	"3.524134e+05"	"5.466773e+05"	"4.637670e+05"	"4.814339e+05"	"5.932652e+05"	"2.163397e+05"	"2.276359e+05"	"2.322092e+05"	"2.341114e+05"	"4.548823e+05"	"4.477990e+05"	"4.139206e+05"	"4.344055e+05"	"4.234887e+05"	"2.305541e+05"	"2.680028e+05"	"2.210578e+05"	"2.079898e+05"	"2.301301e+05"
""	""	""	""	""	" 146.0581"	""	""	""	" 286.02964"	""	""	""	""	""	""	""	""	""	""	""	"3.681576e+03"	"7.500451e+03"	"2.656123e+03"	"3.445510e+03"	"6.861375e+03"	"3.421636e+03"	"2.097138e+03"	"2.672202e+03"	"4.223372e+03"	"6.051868e+04"	"6.907285e+04"	"6.399305e+04"	"6.936989e+04"	"5.357247e+04"	"2.432575e+04"	"1.735300e+04"	"1.631528e+04"	"2.618195e+04"	"2.176857e+04"
""	""	""	""	""	" 146.0801"	""	""	""	"  50.33227"	""	""	""	""	""	""	""	""	""	""	""	"3.121825e+03"	"3.297150e+03"	"2.159422e+03"	"2.655943e+03"	"2.072524e+03"	"5.093025e+02"	"6.114897e+02"	"3.336965e+02"	"6.688350e+02"	"4.244355e+04"	"3.914763e+04"	"5.739340e+04"	"4.109100e+04"	"4.364658e+04"	"1.563716e+04"	"1.634172e+04"	"7.463102e+03"	"1.893397e+04"	"1.254426e+04"
""	""	""	""	""	" 147.0467"	""	""	""	"  65.24440"	""	""	""	""	""	""	""	""	""	""	""	"2.813928e+04"	"3.961555e+04"	"3.051299e+04"	"3.542512e+04"	"4.353981e+04"	"1.603542e+04"	"1.433886e+04"	"1.693511e+04"	"1.457210e+04"	"3.372012e+04"	"2.815595e+04"	"2.712936e+04"	"3.699232e+04"	"2.694113e+04"	"1.895524e+04"	"1.806554e+04"	"1.697225e+04"	"1.547110e+04"	"1.696239e+04"
""	""	""	""	""	" 147.0623"	""	""	""	" 286.57449"	""	""	""	""	""	""	""	""	""	""	""	"1.286418e+03"	"1.940846e+03"	"8.385147e+02"	"1.881591e+03"	"1.698578e+03"	"5.318087e+02"	"5.615019e+02"	"5.826861e+02"	"6.227922e+02"	"5.828733e+03"	"7.461468e+03"	"5.818826e+03"	"6.518577e+03"	"6.534262e+03"	"2.504431e+03"	"1.625247e+03"	"1.426148e+03"	"2.994794e+03"	"2.435535e+03"
""	""	""	""	""	" 148.0960"	""	""	""	"  55.62809"	""	""	""	""	""	""	""	""	""	""	""	"7.929303e+02"	"1.133939e+03"	"1.218907e+03"	"1.233907e+03"	"1.016913e+03"	"3.900836e+02"	"6.167448e+02"	"6.994943e+02"	"3.293978e+02"	"1.278628e+04"	"2.575329e+04"	"2.138541e+04"	"2.344031e+04"	"1.691292e+04"	"2.410184e+03"	"2.564549e+03"	"3.810147e+03"	"5.696335e+03"	"4.370152e+03"
""	""	""	""	""	" 149.0205"	""	""	""	"  82.23078"	""	""	""	""	""	""	""	""	""	""	""	"3.454159e+04"	"7.230461e+04"	"3.688753e+04"	"3.399905e+04"	"4.768815e+04"	"4.664118e+04"	"4.532005e+04"	"4.754279e+04"	"4.761295e+04"	"2.960946e+04"	"3.213188e+04"	"2.325264e+04"	"2.987453e+04"	"5.154590e+04"	"6.143534e+04"	"5.981560e+04"	"4.668310e+04"	"5.894604e+04"	"5.563116e+04"
""	""	""	""	""	" 149.0232"	""	""	""	" 370.54514"	""	""	""	""	""	""	""	""	""	""	""	"1.799075e+04"	"1.692238e+04"	"1.955463e+04"	"2.414568e+04"	"2.895433e+04"	"1.083688e+04"	"1.282368e+04"	"9.378035e+03"	"1.021478e+04"	"1.934268e+04"	"1.958815e+04"	"1.950948e+04"	"1.996764e+04"	"2.079141e+04"	"4.425066e+03"	"5.829087e+03"	"1.012682e+04"	"5.259521e+03"	"1.055584e+04"
""	""	""	""	""	" 149.1164"	""	""	""	" 192.57259"	""	""	""	""	""	""	""	""	""	""	""	"7.101555e+03"	"8.267713e+03"	"9.642271e+03"	"1.355131e+04"	"1.281873e+04"	"2.859825e+03"	"7.469325e+03"	"7.832991e+03"	"8.310180e+03"	"1.527830e+04"	"1.333527e+04"	"1.510304e+04"	"1.352823e+04"	"7.262265e+03"	"3.927372e+03"	"3.609318e+03"	"7.946122e+03"	"6.088303e+03"	"5.731291e+03"
""	""	""	""	""	" 149.5692"	""	""	""	" 537.12458"	""	""	""	""	""	""	""	""	""	""	""	"1.696528e+02"	"1.851827e+02"	"2.253589e+02"	"1.328906e+02"	"7.352744e+01"	"1.061195e+02"	"1.127845e+02"	"1.011221e+02"	"1.795355e+02"	"4.393726e+03"	"4.916464e+03"	"4.060208e+03"	"3.406082e+03"	"4.431567e+03"	"4.197576e+03"	"4.573069e+03"	"9.323742e+02"	"5.799303e+03"	"2.838240e+03"
""	""	""	""	""	" 149.9521"	""	""	""	"  20.37408"	""	""	""	""	""	""	""	""	""	""	""	"7.064248e+03"	"1.186062e+04"	"7.627653e+03"	"6.333127e+03"	"8.800223e+03"	"2.958808e+03"	"2.734823e+03"	"2.957967e+03"	"2.503795e+03"	"1.640423e+03"	"1.933102e+03"	"1.527610e+03"	"1.908082e+03"	"1.672119e+03"	"3.047283e+02"	"6.674118e+02"	"6.094565e+02"	"4.986225e+02"	"5.542591e+02"
""	""	""	""	""	" 150.0579"	""	""	""	" 320.63291"	""	""	""	""	""	""	""	""	""	""	""	"2.329869e+03"	"1.796756e+03"	"2.253571e+03"	"8.861616e+02"	"7.099864e+02"	"1.553924e+03"	"2.259743e+03"	"1.275497e+03"	"1.773896e+03"	"2.342568e+03"	"2.778842e+03"	"3.165705e+03"	"2.328860e+03"	"4.880187e+03"	"1.296519e+04"	"1.045171e+04"	"1.575588e+04"	"7.249802e+03"	"1.467826e+04"
""	""	""	""	""	" 150.0543"	""	""	""	"  54.28517"	""	""	""	""	""	""	""	""	""	""	""	"9.870863e+03"	"1.275115e+04"	"9.561038e+03"	"1.141880e+04"	"9.562948e+03"	"4.201693e+03"	"3.059625e+03"	"3.077644e+03"	"3.255954e+03"	"1.671663e+04"	"1.182522e+04"	"1.635154e+04"	"1.619379e+04"	"2.337842e+04"	"1.339939e+04"	"1.243052e+04"	"9.300558e+03"	"1.253832e+04"	"1.357855e+04"
""	""	""	""	""	" 150.5900"	""	""	""	" 169.85424"	""	""	""	""	""	""	""	""	""	""	""	"6.586749e+02"	"2.549709e+02"	"2.967360e+02"	"7.320612e+02"	"1.750068e+02"	"8.845965e+01"	"1.441800e+02"	"7.841715e+01"	"9.110728e+01"	"1.073913e+04"	"1.137848e+04"	"1.053637e+04"	"8.342291e+03"	"5.197861e+03"	"1.668632e+03"	"1.488753e+03"	"1.451812e+02"	"3.898305e+03"	"8.083855e+02"
""	""	""	""	""	" 151.0357"	""	""	""	"  21.88390"	""	""	""	""	""	""	""	""	""	""	""	"4.910704e+03"	"1.168560e+04"	"2.909456e+03"	"1.307790e+04"	"1.090240e+04"	"4.857295e+03"	"2.403688e+03"	"1.159832e+04"	"1.180374e+04"	"2.261835e+04"	"4.362745e+04"	"2.932599e+04"	"2.399239e+04"	"4.315465e+04"	"2.844551e+03"	"8.319570e+03"	"2.567382e+03"	"9.257859e+03"	"9.280357e+03"
""	""	""	""	""	" 151.0960"	""	""	""	"  51.71508"	""	""	""	""	""	""	""	""	""	""	""	"5.116716e+04"	"4.642578e+04"	"5.308362e+04"	"8.394053e+04"	"4.451261e+04"	"1.335734e+04"	"2.005100e+04"	"3.766938e+04"	"3.548091e+04"	"6.014311e+04"	"1.030966e+05"	"5.650234e+04"	"8.935566e+04"	"6.336687e+04"	"2.192434e+04"	"3.112071e+04"	"2.668158e+04"	"3.415308e+04"	"4.283815e+04"
""	""	""	""	""	" 151.0963"	""	""	""	" 315.03391"	""	""	""	""	""	""	""	""	""	""	""	"2.541204e+04"	"1.488864e+04"	"1.813989e+04"	"3.253621e+04"	"1.903142e+04"	"2.703909e+03"	"2.838544e+03"	"5.693139e+03"	"5.266201e+03"	"1.383543e+04"	"1.071622e+04"	"1.336969e+04"	"2.953410e+04"	"1.645902e+04"	"4.349078e+03"	"3.199438e+03"	"4.532176e+03"	"4.712826e+03"	"4.471916e+03"
""	""	""	""	""	" 151.1470"	""	""	""	" 594.10107"	""	""	""	""	""	""	""	""	""	""	""	"4.832467e+02"	"4.296275e+02"	"2.720984e+02"	"6.860312e+02"	"2.397686e+02"	"1.782152e+02"	"8.109794e+01"	"1.989231e+02"	"1.555466e+02"	"7.816333e+03"	"6.707222e+03"	"7.755152e+03"	"5.247999e+03"	"3.258924e+03"	"1.079068e+03"	"1.028951e+03"	"2.569724e+02"	"1.710469e+03"	"6.375617e+02"
""	""	""	""	""	" 151.5661"	""	""	""	" 369.21154"	""	""	""	""	""	""	""	""	""	""	""	"3.066635e+02"	"4.669842e+02"	"3.588388e+02"	"3.584726e+02"	"4.040636e+02"	"2.028951e+02"	"1.024738e+02"	"1.268198e+02"	"6.775257e+01"	"1.663070e+03"	"3.145064e+03"	"3.081246e+03"	"1.846014e+03"	"2.147331e+03"	"1.772474e+03"	"2.089275e+03"	"1.064212e+03"	"5.680363e+03"	"2.140236e+03"
""	""	""	""	""	" 151.9498"	""	""	""	"  20.00498"	""	""	""	""	""	""	""	""	""	""	""	"3.232667e+03"	"4.996179e+03"	"3.205329e+03"	"3.840691e+03"	"4.236363e+03"	"1.423778e+03"	"7.942588e+02"	"1.487907e+03"	"9.435112e+02"	"3.984542e+03"	"4.564090e+03"	"4.593157e+03"	"4.301659e+03"	"3.704309e+03"	"5.242306e+02"	"1.311385e+03"	"2.026166e+02"	"1.819458e+03"	"1.380819e+03"
""	""	""	""	""	" 152.0161"	""	""	""	" 235.08792"	""	""	""	""	""	""	""	""	""	""	""	"6.425307e+03"	"8.824059e+03"	"1.074778e+04"	"1.167382e+04"	"1.374675e+04"	"4.662322e+03"	"6.432016e+03"	"5.051057e+03"	"5.085349e+03"	"6.811367e+03"	"8.025714e+03"	"6.198684e+03"	"7.874346e+03"	"4.510185e+03"	"4.107103e+03"	"4.795675e+03"	"6.849218e+03"	"3.571111e+03"	"5.028329e+03"
""	""	""	""	""	" 152.0707"	""	""	""	"  38.38059"	""	""	""	""	""	""	""	""	""	""	""	"4.756432e+05"	"6.366568e+05"	"5.725982e+05"	"5.809746e+05"	"6.017422e+05"	"1.809956e+05"	"1.770285e+05"	"1.711470e+05"	"1.574189e+05"	"4.600702e+05"	"3.939856e+05"	"3.653745e+05"	"4.222693e+05"	"3.803205e+05"	"2.649569e+05"	"2.204872e+05"	"1.973892e+05"	"1.733209e+05"	"2.117345e+05"
""	""	""	""	""	" 152.0566"	""	""	""	" 200.54737"	""	""	""	""	""	""	""	""	""	""	""	"3.338874e+03"	"5.918355e+03"	"7.122173e+03"	"6.668491e+03"	"8.739497e+03"	"3.605835e+03"	"4.444320e+03"	"3.313999e+03"	"2.120028e+03"	"1.989896e+03"	"2.148301e+03"	"2.243626e+03"	"2.364244e+03"	"1.168358e+03"	"1.163380e+03"	"1.314746e+03"	"1.518640e+03"	"7.300147e+02"	"1.916139e+03"
""	""	""	""	""	" 152.0367"	""	""	""	"  21.85457"	""	""	""	""	""	""	""	""	""	""	""	"1.308296e+03"	"3.332293e+03"	"9.739744e+02"	"1.139913e+03"	"3.474321e+03"	"1.284434e+03"	"1.597389e+03"	"1.941819e+03"	"2.090010e+03"	"3.563867e+03"	"3.561164e+03"	"3.665027e+03"	"2.878644e+03"	"4.174811e+03"	"6.301133e+04"	"2.830123e+04"	"1.820331e+03"	"1.575426e+03"	"1.088504e+03"
""	""	""	""	""	" 152.0558"	""	""	""	" 257.50325"	""	""	""	""	""	""	""	""	""	""	""	"3.049992e+03"	"3.215334e+03"	"5.537997e+03"	"3.690490e+03"	"8.666562e+03"	"4.531281e+03"	"5.613341e+03"	"4.111026e+03"	"2.462583e+03"	"1.671803e+03"	"1.211222e+03"	"1.174162e+03"	"1.435948e+03"	"1.183630e+03"	"9.778875e+02"	"7.417595e+02"	"1.162631e+03"	"5.292085e+02"	"1.138087e+03"
""	""	""	""	""	" 152.5566"	""	""	""	" 308.05146"	""	""	""	""	""	""	""	""	""	""	""	"2.589022e+03"	"1.736586e+03"	"3.116509e+03"	"2.742993e+03"	"1.450666e+03"	"6.551933e+02"	"4.682092e+02"	"4.571690e+02"	"6.100202e+02"	"3.753036e+02"	"4.673592e+02"	"8.047024e+02"	"8.113754e+02"	"2.269781e+02"	"6.296164e+02"	"4.651639e+02"	"7.019575e+02"	"3.611175e+02"	"2.410108e+02"
""	""	""	""	""	" 153.0543"	""	""	""	" 240.28155"	""	""	""	""	""	""	""	""	""	""	""	"9.930177e+04"	"9.002140e+03"	"3.347330e+04"	"1.006699e+05"	"2.497428e+04"	"6.046635e+03"	"1.751954e+04"	"1.971710e+04"	"1.731762e+04"	"6.562586e+03"	"1.126229e+04"	"6.620373e+03"	"8.261324e+04"	"1.333626e+04"	"1.447356e+04"	"1.233256e+04"	"8.715440e+03"	"3.146752e+03"	"1.472807e+04"
""	""	""	""	""	" 153.0735"	""	""	""	"  38.38059"	""	""	""	""	""	""	""	""	""	""	""	"4.515358e+04"	"5.863678e+04"	"5.200473e+04"	"5.187455e+04"	"5.689883e+04"	"1.586351e+04"	"1.614517e+04"	"1.604799e+04"	"1.478001e+04"	"4.149815e+04"	"3.799422e+04"	"3.314724e+04"	"3.917803e+04"	"3.619552e+04"	"2.529015e+04"	"2.104498e+04"	"1.841715e+04"	"1.646921e+04"	"1.925154e+04"
""	""	""	""	""	" 153.1264"	""	""	""	" 314.71761"	""	""	""	""	""	""	""	""	""	""	""	"5.389166e+03"	"2.359134e+03"	"2.281564e+03"	"4.976904e+03"	"2.226114e+03"	"8.508257e+02"	"6.099253e+02"	"9.389794e+02"	"1.225065e+03"	"3.913164e+04"	"3.891449e+04"	"3.693089e+04"	"3.397194e+04"	"2.356750e+04"	"7.261407e+03"	"7.031445e+03"	"1.488991e+03"	"1.168032e+04"	"3.804652e+03"
""	""	""	""	""	" 153.5536"	""	""	""	" 495.77550"	""	""	""	""	""	""	""	""	""	""	""	"3.407634e+02"	"1.723415e+02"	"1.308826e+02"	"4.763434e+02"	"2.020206e+02"	"1.992158e+02"	"1.157702e+02"	"1.305117e+02"	"1.154475e+02"	"6.506630e+03"	"8.147426e+03"	"9.176649e+03"	"8.146254e+03"	"9.118447e+03"	"7.124440e+03"	"5.751467e+03"	"1.404672e+03"	"9.463690e+03"	"5.643661e+03"
""	""	""	""	""	" 153.9472"	""	""	""	"  20.33008"	""	""	""	""	""	""	""	""	""	""	""	"2.641727e+03"	"4.582058e+03"	"2.527435e+03"	"2.159697e+03"	"3.627569e+03"	"1.021094e+03"	"9.037950e+02"	"1.015348e+03"	"7.011161e+02"	"5.309606e+02"	"6.793866e+02"	"6.033725e+02"	"5.205033e+02"	"5.678259e+02"	"7.309125e+01"	"2.018802e+02"	"2.641096e+02"	"1.802520e+02"	"1.011081e+02"
""	""	""	""	""	" 154.0737"	""	""	""	" 337.69429"	""	""	""	""	""	""	""	""	""	""	""	"1.326387e+04"	"8.028593e+03"	"6.630363e+03"	"9.540203e+03"	"3.627448e+03"	"1.294151e+03"	"1.657559e+03"	"2.979545e+03"	"3.338348e+03"	"3.743154e+03"	"4.192416e+03"	"4.477441e+03"	"4.823699e+03"	"3.852096e+03"	"1.981256e+03"	"1.681756e+03"	"1.812157e+03"	"1.693102e+03"	"2.141920e+03"
""	""	""	""	""	" 155.0184"	""	""	""	"  81.96089"	""	""	""	""	""	""	""	""	""	""	""	"6.513232e+03"	"1.324723e+04"	"5.059623e+03"	"9.902171e+03"	"6.766375e+03"	"1.875353e+04"	"1.260340e+04"	"1.269484e+04"	"1.127439e+04"	"4.670806e+03"	"3.630578e+03"	"1.812232e+03"	"3.963634e+03"	"3.462966e+03"	"1.014023e+04"	"7.452115e+03"	"7.377156e+03"	"7.556390e+03"	"9.131562e+03"
