"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos-Exp1_K-1-24_1-E,1_01_55180"	"pos-Exp1_K-25-48_1-E,3_01_55183"	"pos-Exp1_K-49-72_1-E,5_01_55186"	"pos-Exp1_K-73-96_1-E,7_01_55189"	"pos-Exp1_K-97-120_1-F,1_01_55192"	"pos_Exp2_K01_1-C,1_01_365"	"pos_Exp2_K02_1-C,5_01_370"	"pos_Exp2_K03_1-D,1_01_375"	"pos_Exp2_K04_1-D,5_01_381"	"pos-Exp1_P-1-24_1-E,2_01_55181"	"pos-Exp1_P-25-48_1-E,4_01_55184"	"pos-Exp1_P-49-72_1-E,6_01_55187"	"pos-Exp1_P-73-96_1-E,8_01_55190"	"pos-Exp1_P-97-120_1-F,2_01_55193"	"pos_Exp2_P1_1-C,2_01_366"	"pos_Exp2_P2_1-C,6_01_371"	"pos_Exp2_P3_1-D,2_01_376"	"pos_Exp2_P4_1-D,6_01_382"	"pos_Exp2_P5_1-E,1_01_387"
""	""	""	""	""	" 354.0796"	""	""	""	"  98.39911"	""	""	""	""	""	""	""	""	""	""	""	"4.264004e+03"	"4.297234e+03"	"4.082644e+03"	"3.341618e+03"	"2.681752e+03"	"2.826867e+03"	"1.988982e+03"	"2.185140e+03"	"2.068702e+03"	"3.191356e+04"	"3.177917e+04"	"2.028080e+04"	"2.877619e+04"	"2.383512e+04"	"1.157115e+04"	"1.032678e+04"	"5.172275e+03"	"8.157785e+03"	"8.433104e+03"
""	""	""	""	""	" 354.1084"	""	""	""	"  23.12570"	""	""	""	""	""	""	""	""	""	""	""	"1.862181e+04"	"2.338065e+04"	"2.353172e+04"	"2.293543e+04"	"2.577302e+04"	"6.381731e+03"	"1.070570e+04"	"1.067675e+04"	"1.058128e+04"	"6.080126e+03"	"2.626528e+03"	"3.366898e+03"	"3.404876e+03"	"2.830990e+03"	"1.779813e+03"	"2.232718e+03"	"5.353348e+03"	"1.846511e+03"	"2.452685e+03"
""	""	""	""	""	" 354.1130"	""	""	""	"  43.12383"	""	""	""	""	""	""	""	""	""	""	""	"7.232419e+03"	"8.118804e+03"	"7.616164e+03"	"5.554962e+03"	"6.973449e+03"	"1.275671e+04"	"9.503849e+03"	"1.037193e+04"	"9.002044e+03"	"6.158387e+04"	"4.425374e+04"	"4.334405e+04"	"3.842504e+04"	"4.313951e+04"	"9.579218e+03"	"9.322693e+03"	"4.388156e+03"	"1.117328e+04"	"5.791278e+03"
""	""	""	""	""	" 354.1560"	""	""	""	" 201.82057"	""	""	""	""	""	""	""	""	""	""	""	"1.279662e+03"	"1.397339e+03"	"9.757676e+02"	"1.432790e+03"	"1.250655e+03"	"2.630575e+03"	"3.865694e+02"	"4.730448e+02"	"7.800906e+02"	"1.306520e+04"	"1.525934e+04"	"6.586190e+03"	"6.916984e+03"	"8.953924e+03"	"3.961834e+03"	"4.615960e+03"	"1.566993e+03"	"5.791251e+03"	"3.838168e+03"
""	""	""	""	""	" 354.1944"	""	""	""	" 179.57453"	""	""	""	""	""	""	""	""	""	""	""	"2.411849e+03"	"1.648367e+03"	"1.914749e+03"	"2.152511e+03"	"1.515407e+03"	"3.838595e+02"	"4.712357e+02"	"3.046764e+02"	"9.242986e+01"	"1.298807e+05"	"1.253493e+05"	"1.269101e+05"	"1.278325e+05"	"9.255364e+04"	"1.169672e+04"	"1.800081e+04"	"1.095055e+03"	"3.469232e+04"	"1.435744e+04"
""	""	""	""	""	" 354.2163"	""	""	""	" 373.79078"	""	""	""	""	""	""	""	""	""	""	""	"1.487893e+04"	"1.236234e+03"	"3.123494e+03"	"1.486042e+04"	"2.525409e+03"	"1.625738e+03"	"8.877750e+02"	"1.398561e+03"	"1.431071e+03"	"1.229467e+04"	"7.396932e+03"	"5.816437e+03"	"1.674892e+04"	"8.467304e+03"	"2.388252e+03"	"1.886439e+03"	"1.456892e+03"	"2.819379e+03"	"2.068205e+03"
""	""	""	""	""	" 355.0658"	""	""	""	" 163.77237"	""	""	""	""	""	""	""	""	""	""	""	"1.592950e+03"	"2.352098e+03"	"2.724629e+03"	"2.726834e+03"	"3.318891e+03"	"9.795532e+02"	"1.178315e+03"	"1.309519e+03"	"1.107453e+03"	"3.747304e+03"	"4.289516e+03"	"3.710925e+03"	"4.605815e+03"	"2.624134e+03"	"4.617286e+03"	"2.718276e+03"	"3.518726e+03"	"2.248808e+03"	"4.707459e+03"
""	""	""	""	""	" 355.1026"	""	""	""	" 192.95816"	""	""	""	""	""	""	""	""	""	""	""	"7.248749e+03"	"1.191266e+04"	"1.148847e+04"	"1.013945e+04"	"1.301193e+04"	"1.769434e+03"	"3.942178e+03"	"4.377371e+03"	"2.515947e+03"	"9.242568e+01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"9.612526e+02"	"2.318241e+03"	"2.341855e+03"	"5.542193e+03"	"2.032958e+03"	"2.908051e+03"
""	""	""	""	""	" 355.2101"	""	""	""	" 677.59543"	""	""	""	""	""	""	""	""	""	""	""	"2.690308e+04"	"2.935868e+04"	"2.467449e+04"	"3.634518e+04"	"3.444115e+04"	"2.497915e+02"	"1.818937e+02"	"1.558612e+02"	"2.453062e+02"	"1.820462e+04"	"1.660403e+04"	"1.733371e+04"	"2.982749e+04"	"1.968787e+04"	"6.683006e+03"	"5.020352e+03"	"8.239920e+02"	"1.382221e+04"	"2.904315e+03"
""	""	""	""	""	" 355.2417"	""	""	""	" 452.41954"	""	""	""	""	""	""	""	""	""	""	""	"1.118162e+04"	"2.528663e+03"	"2.184851e+03"	"1.164030e+04"	"2.159092e+03"	"6.627083e+02"	"5.403413e+02"	"4.768001e+02"	"1.201166e+03"	"3.012784e+04"	"2.744235e+04"	"3.266811e+04"	"2.914969e+04"	"2.556465e+04"	"6.212362e+03"	"6.750086e+03"	"1.572518e+03"	"9.366294e+03"	"3.844224e+03"
""	""	""	""	""	" 355.2598"	""	""	""	" 526.60155"	""	""	""	""	""	""	""	""	""	""	""	"2.256464e+04"	"2.578761e+04"	"2.149653e+04"	"2.745808e+04"	"2.607214e+04"	"5.170961e+03"	"6.439795e+03"	"7.353847e+03"	"6.573436e+03"	"2.141969e+04"	"1.946049e+04"	"2.271396e+04"	"2.836640e+04"	"2.448886e+04"	"1.206025e+04"	"1.135891e+04"	"1.063962e+04"	"8.744199e+03"	"1.117360e+04"
""	""	""	""	""	" 355.5166"	""	""	""	" 130.11433"	""	""	""	""	""	""	""	""	""	""	""	"5.177043e+02"	"4.522448e+02"	"2.596782e+02"	"5.382052e+02"	"5.362540e+02"	"2.293053e+02"	"1.084633e+02"	"1.158055e+02"	"1.451740e+02"	"2.486049e+04"	"2.156626e+04"	"2.654911e+04"	"3.452883e+04"	"2.398622e+04"	"8.991066e+03"	"1.317786e+04"	"9.325130e+02"	"1.619173e+04"	"1.451893e+04"
""	""	""	""	""	" 355.8501"	""	""	""	" 130.11433"	""	""	""	""	""	""	""	""	""	""	""	"8.667819e+02"	"7.364952e+02"	"6.263090e+02"	"1.103816e+03"	"7.547569e+02"	"3.204111e+02"	"2.843255e+02"	"3.180528e+02"	"3.300445e+02"	"1.478135e+04"	"1.386051e+04"	"1.541629e+04"	"2.119521e+04"	"1.284113e+04"	"5.200980e+03"	"7.476376e+03"	"7.880262e+02"	"9.682084e+03"	"8.110574e+03"
""	""	""	""	""	" 356.1196"	""	""	""	" 128.73053"	""	""	""	""	""	""	""	""	""	""	""	"1.887241e+04"	"3.038342e+04"	"2.672156e+04"	"2.889154e+04"	"3.267544e+04"	"2.037819e+04"	"2.033879e+04"	"1.969866e+04"	"1.723053e+04"	"1.204823e+04"	"8.423789e+03"	"1.102109e+04"	"1.186049e+04"	"1.396278e+04"	"1.731875e+04"	"1.328421e+04"	"1.697683e+04"	"1.096585e+04"	"1.589472e+04"
""	""	""	""	""	" 356.1783"	""	""	""	" 211.84697"	""	""	""	""	""	""	""	""	""	""	""	"3.154358e+03"	"5.507641e+03"	"2.549561e+03"	"4.331334e+03"	"6.375780e+03"	"6.859697e+02"	"3.286904e+03"	"1.444822e+03"	"2.099258e+03"	"7.704243e+03"	"6.154312e+03"	"7.434967e+03"	"6.606592e+03"	"6.180316e+03"	"1.681285e+03"	"1.820311e+03"	"7.426543e+02"	"2.554794e+03"	"1.612149e+03"
""	""	""	""	""	" 356.2095"	""	""	""	" 405.66740"	""	""	""	""	""	""	""	""	""	""	""	"4.523601e+03"	"1.026933e+03"	"1.179034e+03"	"5.750501e+03"	"1.168085e+03"	"3.623746e+02"	"3.132994e+02"	"2.870082e+02"	"4.791245e+02"	"1.546397e+05"	"1.653451e+05"	"1.614720e+05"	"1.163155e+05"	"1.240191e+05"	"1.270176e+05"	"1.089148e+05"	"2.269167e+04"	"1.400056e+05"	"8.188254e+04"
""	""	""	""	""	" 356.2624"	""	""	""	" 365.60168"	""	""	""	""	""	""	""	""	""	""	""	"1.829487e+05"	"3.909225e+04"	"4.808986e+04"	"1.952164e+05"	"3.988050e+04"	"7.487900e+04"	"6.327051e+04"	"7.937239e+04"	"9.462197e+04"	"6.773405e+04"	"1.328001e+05"	"1.820665e+05"	"4.325400e+05"	"1.527665e+05"	"7.101939e+04"	"8.025546e+04"	"8.631951e+04"	"1.340247e+05"	"1.093438e+05"
""	""	""	""	""	" 356.2625"	""	""	""	" 526.57749"	""	""	""	""	""	""	""	""	""	""	""	"5.763688e+03"	"7.091693e+03"	"5.592196e+03"	"7.425130e+03"	"6.094105e+03"	"1.105217e+03"	"1.375490e+03"	"1.768472e+03"	"1.847961e+03"	"4.017541e+03"	"5.897463e+03"	"5.645939e+03"	"8.063185e+03"	"5.340147e+03"	"3.130164e+03"	"2.744417e+03"	"2.944504e+03"	"2.306062e+03"	"2.872909e+03"
""	""	""	""	""	" 356.7108"	""	""	""	" 405.62810"	""	""	""	""	""	""	""	""	""	""	""	"6.773271e+02"	"3.379603e+02"	"2.843319e+02"	"8.061769e+02"	"1.710039e+02"	"7.640749e+01"	"5.538709e+01"	"9.444923e+01"	"1.414464e+02"	"7.713988e+04"	"8.163212e+04"	"8.064832e+04"	"5.564307e+04"	"6.137746e+04"	"6.853258e+04"	"5.758848e+04"	"1.266282e+04"	"7.410223e+04"	"4.442231e+04"
""	""	""	""	""	" 357.0359"	""	""	""	" 299.47313"	""	""	""	""	""	""	""	""	""	""	""	"7.811339e+03"	"1.099441e+04"	"1.315781e+04"	"1.431560e+04"	"1.522716e+04"	"5.079964e+03"	"6.393471e+03"	"5.506717e+03"	"5.616505e+03"	"3.530147e+03"	"3.105949e+03"	"3.747773e+03"	"4.162397e+03"	"3.605438e+03"	"3.596157e+03"	"3.062115e+03"	"5.978475e+03"	"2.430369e+03"	"4.156502e+03"
""	""	""	""	""	" 357.0969"	""	""	""	" 374.31900"	""	""	""	""	""	""	""	""	""	""	""	"4.707619e+03"	"6.111805e+03"	"8.039388e+03"	"9.497823e+03"	"1.267345e+04"	"3.446050e+03"	"5.109959e+03"	"4.165971e+03"	"3.380888e+03"	"7.918485e+02"	"1.008901e+02"	"6.407701e+02"	"5.446386e+02"	"1.654978e+03"	"7.631240e+02"	"8.670825e+02"	"1.334366e+03"	"4.734848e+02"	"1.643719e+03"
""	""	""	""	""	" 357.2077"	""	""	""	" 405.56453"	""	""	""	""	""	""	""	""	""	""	""	"1.133879e+04"	"2.122508e+03"	"2.028750e+03"	"1.256340e+04"	"2.358802e+03"	"6.536827e+02"	"6.415652e+02"	"5.293491e+02"	"1.346072e+03"	"7.583701e+04"	"8.446413e+04"	"8.296769e+04"	"7.220005e+04"	"6.089916e+04"	"6.633039e+04"	"5.732794e+04"	"1.102844e+04"	"7.595096e+04"	"4.214038e+04"
""	""	""	""	""	" 357.2283"	""	""	""	" 210.55973"	""	""	""	""	""	""	""	""	""	""	""	"3.417709e+03"	"2.530686e+03"	"3.032930e+03"	"5.297749e+03"	"3.255078e+03"	"4.987244e+02"	"3.708720e+02"	"6.251664e+02"	"3.693556e+02"	"3.990023e+04"	"5.017129e+04"	"5.545296e+04"	"3.985452e+04"	"3.519419e+04"	"4.521019e+03"	"6.707704e+03"	"7.614393e+02"	"1.408096e+04"	"4.241901e+03"
""	""	""	""	""	" 357.2638"	""	""	""	" 366.07977"	""	""	""	""	""	""	""	""	""	""	""	"3.794613e+04"	"7.700356e+03"	"1.062335e+04"	"3.817110e+04"	"6.363369e+03"	"1.476389e+04"	"1.156219e+04"	"1.499226e+04"	"1.823370e+04"	"1.244433e+04"	"2.332291e+04"	"3.606812e+04"	"7.779501e+04"	"2.928213e+04"	"1.331431e+04"	"1.556637e+04"	"1.614767e+04"	"2.584126e+04"	"1.979338e+04"
""	""	""	""	""	" 357.2592"	""	""	""	" 565.08648"	""	""	""	""	""	""	""	""	""	""	""	"5.868704e+04"	"6.158002e+04"	"5.248381e+04"	"1.109351e+05"	"5.554714e+04"	"3.707028e+04"	"4.856537e+04"	"6.332082e+04"	"5.035418e+04"	"3.078623e+05"	"1.004791e+05"	"2.470515e+05"	"3.373665e+05"	"1.710274e+05"	"1.944034e+05"	"1.204503e+05"	"9.780747e+04"	"2.679174e+05"	"1.723872e+05"
""	""	""	""	""	" 357.2596"	""	""	""	" 686.05014"	""	""	""	""	""	""	""	""	""	""	""	"3.491093e+04"	"1.790195e+04"	"1.598244e+04"	"4.508395e+04"	"1.180274e+04"	"8.823844e+02"	"1.218307e+03"	"1.206298e+03"	"1.525364e+03"	"6.378409e+03"	"5.558892e+03"	"8.715217e+03"	"9.514493e+03"	"1.059005e+04"	"1.446863e+03"	"1.270015e+03"	"2.689702e+03"	"4.258194e+03"	"2.378902e+03"
""	""	""	""	""	" 357.2587"	""	""	""	" 554.89202"	""	""	""	""	""	""	""	""	""	""	""	"4.334113e+04"	"3.640198e+04"	"3.384521e+04"	"6.676826e+04"	"3.325314e+04"	"2.212099e+04"	"3.074318e+04"	"4.171351e+04"	"3.147954e+04"	"1.036735e+05"	"3.413240e+04"	"9.197497e+04"	"1.254877e+05"	"6.121096e+04"	"8.202472e+04"	"5.162583e+04"	"4.540217e+04"	"1.145623e+05"	"7.692607e+04"
""	""	""	""	""	" 357.2588"	""	""	""	" 525.86093"	""	""	""	""	""	""	""	""	""	""	""	"2.645951e+05"	"1.785517e+05"	"1.852731e+05"	"4.406762e+05"	"1.896965e+05"	"3.781178e+04"	"5.653524e+04"	"7.318205e+04"	"4.136667e+04"	"5.157080e+04"	"7.026553e+04"	"5.851680e+04"	"2.687773e+05"	"5.281856e+04"	"5.329182e+04"	"1.927045e+04"	"5.457927e+04"	"2.969778e+04"	"5.143593e+04"
""	""	""	""	""	" 357.7076"	""	""	""	" 405.56453"	""	""	""	""	""	""	""	""	""	""	""	"6.186999e+02"	"2.741924e+02"	"3.130330e+02"	"7.458864e+02"	"3.504443e+02"	"1.241215e+02"	"5.304717e+01"	"1.278377e+02"	"3.352981e+02"	"2.403274e+04"	"2.495009e+04"	"2.335783e+04"	"1.809186e+04"	"1.638354e+04"	"2.338320e+04"	"2.051410e+04"	"3.554466e+03"	"2.760640e+04"	"1.557811e+04"
""	""	""	""	""	" 358.0395"	""	""	""	" 300.14870"	""	""	""	""	""	""	""	""	""	""	""	"1.127800e+03"	"1.233140e+03"	"2.357040e+03"	"1.354436e+03"	"1.830659e+03"	"7.803884e+02"	"1.024476e+03"	"5.901079e+02"	"8.329021e+02"	"9.538082e+02"	"6.955484e+02"	"5.433036e+02"	"5.804006e+02"	"6.857153e+02"	"2.656252e+02"	"4.239260e+02"	"6.628046e+02"	"3.137451e+02"	"4.378221e+02"
""	""	""	""	""	" 358.1658"	""	""	""	" 199.49735"	""	""	""	""	""	""	""	""	""	""	""	"2.727630e+03"	"3.248248e+03"	"2.446775e+03"	"3.918923e+03"	"2.808499e+03"	"7.335783e+02"	"8.190751e+02"	"7.085664e+02"	"6.016353e+02"	"2.477483e+04"	"3.245772e+04"	"3.143825e+04"	"2.447180e+04"	"2.469393e+04"	"2.125352e+04"	"1.903361e+04"	"4.821187e+03"	"3.789470e+04"	"1.271487e+04"
""	""	""	""	""	" 358.1680"	""	""	""	" 188.16372"	""	""	""	""	""	""	""	""	""	""	""	"2.267083e+04"	"3.255269e+04"	"2.461528e+04"	"3.248068e+04"	"3.747447e+04"	"1.161595e+03"	"1.103378e+03"	"1.190285e+03"	"9.788888e+02"	"6.900021e+04"	"7.197077e+04"	"8.162099e+04"	"5.906124e+04"	"5.954443e+04"	"1.507339e+04"	"1.244877e+04"	"6.470229e+03"	"1.813230e+04"	"1.191721e+04"
""	""	""	""	""	" 358.2038"	""	""	""	" 206.42986"	""	""	""	""	""	""	""	""	""	""	""	"1.566968e+04"	"4.736470e+03"	"5.440722e+03"	"2.771703e+04"	"6.752735e+03"	"8.760500e+03"	"5.324943e+03"	"1.013592e+04"	"7.232272e+03"	"4.821758e+04"	"3.109051e+04"	"3.391251e+04"	"9.043276e+04"	"3.596912e+04"	"1.233891e+04"	"1.488199e+04"	"4.249281e+03"	"2.095685e+04"	"2.335867e+03"
""	""	""	""	""	" 358.2643"	""	""	""	" 366.57691"	""	""	""	""	""	""	""	""	""	""	""	"5.184983e+03"	"1.353167e+03"	"1.709206e+03"	"4.418555e+03"	"1.323421e+03"	"2.078781e+03"	"1.946669e+03"	"2.358129e+03"	"2.750646e+03"	"1.087133e+03"	"3.373333e+03"	"5.379033e+03"	"1.335227e+04"	"3.135623e+03"	"1.665415e+03"	"2.176966e+03"	"2.448951e+03"	"3.410904e+03"	"3.466167e+03"
""	""	""	""	""	" 358.2620"	""	""	""	" 565.09134"	""	""	""	""	""	""	""	""	""	""	""	"1.285902e+04"	"1.229834e+04"	"1.028552e+04"	"1.959249e+04"	"1.078392e+04"	"7.919554e+03"	"1.700185e+04"	"2.349149e+04"	"1.038318e+04"	"6.441797e+04"	"2.041928e+04"	"5.327525e+04"	"6.750748e+04"	"3.581831e+04"	"4.029838e+04"	"2.492110e+04"	"1.974870e+04"	"5.624113e+04"	"3.505404e+04"
""	""	""	""	""	" 358.7039"	""	""	""	" 131.60916"	""	""	""	""	""	""	""	""	""	""	""	"1.012750e+03"	"6.917392e+02"	"5.706595e+02"	"8.981480e+02"	"7.295133e+02"	"1.405136e+02"	"2.078903e+02"	"1.825044e+02"	"1.545209e+02"	"6.835680e+04"	"5.076426e+04"	"5.955136e+04"	"5.552563e+04"	"5.297808e+04"	"1.999863e+04"	"1.967638e+04"	"2.040618e+03"	"3.514345e+04"	"1.741608e+04"
""	""	""	""	""	" 359.0343"	""	""	""	" 300.09520"	""	""	""	""	""	""	""	""	""	""	""	"2.967096e+03"	"1.825496e+03"	"4.378504e+03"	"3.443025e+03"	"5.183600e+03"	"1.671625e+03"	"1.419193e+03"	"1.575774e+03"	"1.801011e+03"	"1.510656e+03"	"8.972892e+02"	"1.153708e+03"	"5.795675e+02"	"1.215629e+03"	"8.355222e+02"	"1.037450e+03"	"1.634863e+03"	"6.169193e+02"	"1.241386e+03"
""	""	""	""	""	" 359.1485"	""	""	""	" 274.67286"	""	""	""	""	""	""	""	""	""	""	""	"2.904251e+04"	"4.329824e+04"	"4.080828e+04"	"5.621918e+04"	"5.971173e+04"	"8.686178e+03"	"1.306584e+04"	"1.336056e+04"	"7.206958e+03"	"3.961556e+04"	"1.030880e+04"	"8.386343e+03"	"5.835038e+03"	"1.566901e+04"	"4.336062e+03"	"3.388781e+03"	"2.334263e+03"	"3.776613e+03"	"3.025195e+03"
""	""	""	""	""	" 359.1480"	""	""	""	" 341.15084"	""	""	""	""	""	""	""	""	""	""	""	"2.624082e+04"	"3.327055e+04"	"3.770198e+04"	"4.251205e+04"	"5.290213e+04"	"4.814729e+03"	"6.703100e+03"	"8.963885e+03"	"5.367386e+03"	"4.906973e+04"	"1.177260e+04"	"1.024869e+04"	"1.442194e+04"	"8.642436e+03"	"4.561679e+03"	"3.201997e+03"	"2.444084e+03"	"4.019017e+03"	"4.633731e+03"
""	""	""	""	""	" 359.1466"	""	""	""	" 236.37948"	""	""	""	""	""	""	""	""	""	""	""	"2.059704e+05"	"2.161962e+04"	"3.785661e+03"	"1.323046e+05"	"4.549949e+04"	"1.161473e+03"	"7.110671e+03"	"5.391240e+03"	"1.055672e+03"	"1.082328e+02"	"3.676049e+02"	"6.508925e+01"	"9.476786e+01"	"2.853374e+02"	"6.957736e+02"	"3.203311e+01"	"1.470950e+03"	"7.007175e+01"	"0.000000e+00"
""	""	""	""	""	" 359.1918"	""	""	""	"  99.97979"	""	""	""	""	""	""	""	""	""	""	""	"1.947900e+05"	"2.780521e+05"	"2.363117e+05"	"3.063044e+05"	"3.372999e+05"	"5.392238e+04"	"7.041283e+04"	"7.960681e+04"	"6.414508e+04"	"2.675148e+05"	"2.311015e+05"	"2.233231e+05"	"2.458318e+05"	"2.521068e+05"	"1.709386e+04"	"1.624457e+04"	"1.432450e+04"	"1.248980e+04"	"1.723369e+04"
""	""	""	""	""	" 359.1978"	""	""	""	" 261.15385"	""	""	""	""	""	""	""	""	""	""	""	"6.988057e+03"	"2.753601e+03"	"2.901606e+03"	"8.011193e+03"	"2.653427e+03"	"7.827397e+02"	"5.878538e+02"	"5.308444e+02"	"9.036983e+02"	"2.203004e+04"	"3.201714e+04"	"3.384935e+04"	"3.601972e+04"	"3.252433e+04"	"1.173339e+04"	"1.205386e+04"	"2.549994e+03"	"1.563961e+04"	"1.064667e+04"
""	""	""	""	""	" 359.1981"	""	""	""	" 440.38604"	""	""	""	""	""	""	""	""	""	""	""	"3.074084e+04"	"3.034799e+03"	"3.336093e+03"	"2.857282e+04"	"3.735774e+03"	"1.594649e+03"	"2.601749e+03"	"3.360497e+03"	"1.097529e+03"	"1.108832e+04"	"1.004418e+04"	"1.084300e+04"	"2.380259e+04"	"8.319471e+03"	"1.732064e+03"	"1.356626e+03"	"7.012272e+02"	"1.783079e+03"	"1.519578e+03"
""	""	""	""	""	" 359.2306"	""	""	""	"  60.13828"	""	""	""	""	""	""	""	""	""	""	""	"3.388276e+03"	"3.605180e+03"	"3.071217e+03"	"5.087711e+03"	"4.377804e+03"	"1.083852e+03"	"2.093452e+03"	"1.512393e+03"	"1.668188e+03"	"6.670608e+04"	"6.650238e+04"	"5.906958e+04"	"5.116075e+04"	"3.828322e+03"	"6.211703e+03"	"4.466472e+03"	"2.772236e+03"	"1.760222e+04"	"8.923147e+03"
""	""	""	""	""	" 359.2250"	""	""	""	" 236.99256"	""	""	""	""	""	""	""	""	""	""	""	"0.000000e+00"	"4.275022e+03"	"3.549057e+03"	"3.709230e+03"	"5.483546e+03"	"1.590557e+03"	"2.195746e+03"	"1.784495e+03"	"1.942382e+03"	"1.317028e+05"	"1.400796e+05"	"1.294155e+05"	"1.180579e+05"	"1.301265e+05"	"1.159743e+04"	"1.593492e+04"	"3.325578e+03"	"2.156067e+04"	"1.093932e+04"
""	""	""	""	""	" 359.2249"	""	""	""	" 202.59395"	""	""	""	""	""	""	""	""	""	""	""	"9.349718e+03"	"1.377242e+04"	"1.203671e+04"	"1.300754e+04"	"1.491893e+04"	"3.949242e+03"	"3.343726e+03"	"4.359863e+03"	"3.213346e+03"	"2.848347e+04"	"7.312688e+04"	"2.541527e+04"	"2.577352e+04"	"1.766573e+04"	"5.420866e+03"	"6.202004e+03"	"1.553740e+03"	"9.118779e+03"	"5.620334e+03"
""	""	""	""	""	" 359.2632"	""	""	""	" 106.15966"	""	""	""	""	""	""	""	""	""	""	""	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"5.173759e+01"	"0.000000e+00"	"2.669673e+01"	"3.604942e+01"	"1.265872e+05"	"1.453008e+05"	"1.316733e+05"	"1.148427e+05"	"1.157656e+05"	"4.159904e+03"	"1.101835e+04"	"1.314795e+02"	"2.787545e+04"	"1.103149e+04"
""	""	""	""	""	" 359.6842"	""	""	""	" 218.90737"	""	""	""	""	""	""	""	""	""	""	""	"1.127260e+03"	"1.696286e+03"	"1.186057e+03"	"1.146823e+03"	"1.376450e+03"	"4.368569e+02"	"3.477154e+02"	"3.601342e+02"	"4.683214e+02"	"2.368624e+04"	"1.899313e+04"	"2.274819e+04"	"2.296669e+04"	"2.328434e+04"	"1.264932e+04"	"1.176352e+04"	"4.066333e+03"	"1.017963e+04"	"1.002282e+04"
""	""	""	""	""	" 359.6745"	""	""	""	" 149.70158"	""	""	""	""	""	""	""	""	""	""	""	"5.651192e+02"	"5.028340e+02"	"4.851644e+02"	"7.161696e+02"	"7.220440e+02"	"1.378530e+02"	"1.315293e+02"	"1.354416e+02"	"1.074606e+02"	"2.673553e+04"	"1.678413e+04"	"2.352482e+04"	"1.640979e+04"	"1.345866e+04"	"4.788346e+03"	"5.492575e+03"	"5.806246e+02"	"6.399811e+03"	"3.371120e+03"
""	""	""	""	""	" 360.1068"	""	""	""	" 316.07541"	""	""	""	""	""	""	""	""	""	""	""	"1.150234e+03"	"4.935509e+03"	"1.198249e+03"	"2.424805e+03"	"3.225071e+03"	"2.053379e+03"	"3.410831e+03"	"2.209686e+03"	"1.682841e+03"	"1.682414e+02"	"9.410271e+01"	"1.639209e+02"	"1.632048e+02"	"3.107586e+02"	"7.031059e+02"	"1.459354e+03"	"1.890572e+03"	"1.055980e+03"	"1.427174e+03"
""	""	""	""	""	" 360.1498"	""	""	""	"  33.33625"	""	""	""	""	""	""	""	""	""	""	""	"1.758119e+05"	"2.540405e+05"	"3.209534e+05"	"3.708697e+05"	"3.620327e+05"	"1.701313e+05"	"4.550180e+05"	"4.144724e+05"	"4.407425e+05"	"2.117567e+05"	"2.406670e+05"	"1.872701e+05"	"2.503977e+05"	"2.894707e+05"	"7.074671e+04"	"2.009557e+05"	"4.398730e+05"	"1.351054e+05"	"2.680759e+05"
""	""	""	""	""	" 360.1496"	""	""	""	"  24.29414"	""	""	""	""	""	""	""	""	""	""	""	"1.266901e+05"	"1.361650e+05"	"1.738257e+05"	"2.035405e+05"	"1.739371e+05"	"4.245907e+04"	"1.415497e+05"	"1.323543e+05"	"1.623492e+05"	"3.548881e+04"	"5.182151e+04"	"3.538775e+04"	"5.092148e+04"	"3.668896e+04"	"1.726514e+04"	"3.984292e+04"	"1.833656e+05"	"2.438785e+04"	"7.759940e+04"
""	""	""	""	""	" 360.2149"	""	""	""	" 340.25388"	""	""	""	""	""	""	""	""	""	""	""	"7.050578e+03"	"6.355527e+03"	"3.132916e+03"	"8.457439e+03"	"9.155831e+03"	"3.164870e+02"	"6.321058e+02"	"2.682428e+02"	"9.401133e+02"	"1.042690e+04"	"2.108853e+04"	"1.593079e+04"	"2.057191e+04"	"1.434274e+04"	"6.333730e+03"	"5.971455e+03"	"6.696122e+03"	"5.265578e+03"	"7.318165e+03"
""	""	""	""	""	" 360.6864"	""	""	""	" 248.97437"	""	""	""	""	""	""	""	""	""	""	""	"1.529469e+03"	"9.257970e+02"	"7.519560e+02"	"8.924958e+02"	"6.864733e+02"	"1.819028e+02"	"2.015951e+02"	"2.442928e+02"	"2.333029e+02"	"2.358886e+04"	"1.970686e+04"	"2.321959e+04"	"1.987539e+04"	"2.111955e+04"	"1.192950e+04"	"1.149154e+04"	"3.242543e+03"	"1.056072e+04"	"9.429780e+03"
