"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"modifications"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_Exp1-K1_2-C,1_01_7443.d"	"pos_Exp1-K2_2-C,3_01_7445.d"	"pos_Exp1-K3_2-C,5_01_7447.d"	"pos_Exp1-K4_2-C,7_01_7449.d"	"pos_Exp1-K5_2-D,1_01_7451.d"	"pos_Exp2-K1_2-E,1_01_7454.d"	"pos_Exp2-K2_2-E,3_01_7456.d"	"pos_Exp2-K2_2-E,3_01_7460.d"	"pos_Exp2-K3_2-E,5_01_7458.d"	"pos_Exp2-K3_2-E,5_01_7462.d"	"pos_Exp1-P1_2-C,2_01_7444.d"	"pos_Exp1-P2_2-C,4_01_7446.d"	"pos_Exp1-P3_2-C,6_01_7448.d"	"pos_Exp1-P4_2-C,8_01_7450.d"	"pos_Exp1-P5_2-D,2_01_7452.d"	"pos_Exp2-P1_2-E,2_01_7455.d"	"pos_Exp2-P2_2-E,4_01_7457.d"	"pos_Exp2-P3_2-E,6_01_7459.d"	"pos_Exp2-P4_2-E,7_01_7461.d"	"pos_Exp2-P5_2-E,8_01_7463.d"
""	""	""	""	""	" 708.2556"	""	""	""	" 221.119117"	""	""	""	""	""	""	""	""	""	""	""	"5.746888e+02"	"5.070240e+02"	"4.237567e+02"	"4.478607e+02"	"1.831117e+02"	"2.758872e+02"	"3.790055e+02"	"3.559156e+02"	"3.076083e+02"	"3.001547e+02"	"1.649498e+03"	"1.327816e+03"	"8.376587e+02"	"8.702635e+02"	"5.859772e+02"	"7.104473e+02"	"5.471487e+02"	"1.072631e+03"	"5.749560e+02"	"5.695091e+02"
""	""	""	""	""	" 709.1275"	""	""	""	" 269.339368"	""	""	""	""	""	""	""	""	""	""	""	"7.105680e+02"	"5.647848e+02"	"4.207604e+02"	"4.760472e+02"	"3.218218e+02"	"6.228902e+02"	"5.427282e+02"	"4.194038e+02"	"4.708738e+02"	"4.309593e+02"	"3.166899e+02"	"4.121019e+02"	"1.652211e+02"	"2.816850e+02"	"2.062178e+02"	"4.473576e+02"	"2.756087e+02"	"4.529395e+02"	"3.472776e+02"	"1.836450e+02"
""	""	""	""	""	" 709.1631"	""	""	""	" 345.935805"	""	""	""	""	""	""	""	""	""	""	""	"2.728865e+03"	"1.204394e+03"	"1.347561e+03"	"2.190399e+03"	"3.093454e+02"	"8.428054e+02"	"2.129340e+03"	"2.069310e+03"	"3.562314e+02"	"5.024016e+02"	"1.487356e+03"	"1.024934e+03"	"9.189647e+02"	"2.825258e+03"	"2.020295e+03"	"1.229299e+03"	"8.477504e+02"	"2.456718e+03"	"2.580062e+03"	"3.115617e+03"
""	""	""	""	""	" 709.1974"	""	""	""	" 197.723621"	""	""	""	""	""	""	""	""	""	""	""	"1.972803e+03"	"3.018223e+02"	"7.990476e+02"	"1.861154e+03"	"8.907963e+01"	"3.393033e+02"	"3.338704e+02"	"2.885367e+02"	"1.678167e+02"	"1.675148e+02"	"5.616311e+04"	"3.886505e+04"	"6.114968e+04"	"5.216274e+04"	"4.716233e+04"	"7.339829e+03"	"1.296570e+04"	"1.656548e+04"	"1.400826e+04"	"8.641182e+03"
""	""	""	""	""	" 709.2097"	""	""	""	" 333.625472"	""	""	""	""	""	""	""	""	""	""	""	"1.949459e+03"	"8.743030e+02"	"8.454510e+02"	"1.622589e+03"	"3.175491e+02"	"5.787025e+02"	"8.005463e+02"	"6.566035e+02"	"2.893006e+02"	"3.430025e+02"	"1.463166e+04"	"1.062668e+04"	"1.609491e+04"	"1.860952e+04"	"1.472352e+04"	"1.292343e+03"	"5.595770e+03"	"4.971534e+03"	"5.651210e+03"	"4.797743e+03"
""	""	""	""	""	" 709.2534"	""	""	""	" 180.533200"	""	""	""	""	""	""	""	""	""	""	""	"7.924904e+03"	"4.416903e+03"	"5.078520e+03"	"5.370165e+03"	"2.683399e+03"	"4.332463e+03"	"4.976830e+03"	"4.887489e+03"	"4.010225e+03"	"3.888124e+03"	"2.472530e+04"	"2.222591e+04"	"2.360177e+04"	"2.119513e+04"	"2.080461e+04"	"1.590533e+04"	"1.830102e+04"	"1.855588e+04"	"1.805903e+04"	"1.800637e+04"
""	""	""	""	""	" 710.2045"	""	""	""	" 159.478036"	""	""	""	""	""	""	""	""	""	""	""	"1.767766e+03"	"9.639355e+02"	"1.322812e+03"	"1.247664e+03"	"4.096943e+02"	"8.808791e+02"	"4.329420e+02"	"4.266744e+02"	"5.016381e+02"	"6.316795e+02"	"8.231757e+03"	"4.986599e+03"	"1.056647e+04"	"1.112832e+04"	"9.999185e+03"	"2.275467e+03"	"4.001131e+03"	"2.781202e+03"	"4.089362e+03"	"2.914202e+03"
""	""	""	""	""	" 710.1995"	""	""	""	" 197.742023"	""	""	""	""	""	""	""	""	""	""	""	"7.272480e+02"	"1.547730e+02"	"4.163768e+02"	"8.070638e+02"	"6.106172e+01"	"1.898385e+02"	"2.011382e+02"	"2.108129e+02"	"1.641681e+02"	"1.611799e+02"	"2.033088e+04"	"1.447547e+04"	"2.311977e+04"	"1.901195e+04"	"1.727081e+04"	"2.722843e+03"	"5.169132e+03"	"6.537197e+03"	"5.455938e+03"	"2.583375e+03"
""	""	""	""	""	" 710.2055"	""	""	""	" 109.204905"	""	""	""	""	""	""	""	""	""	""	""	"2.044294e+03"	"5.421848e+02"	"9.093143e+02"	"1.336001e+03"	"3.210361e+02"	"5.071513e+02"	"4.183846e+02"	"4.932185e+02"	"4.240395e+02"	"3.977600e+02"	"8.896196e+03"	"5.260993e+03"	"1.043551e+04"	"8.583516e+03"	"1.079045e+04"	"2.548470e+03"	"3.594778e+03"	"2.802800e+03"	"3.878919e+03"	"2.781795e+03"
""	""	""	""	""	" 710.2129"	""	""	""	" 333.567700"	""	""	""	""	""	""	""	""	""	""	""	"9.247392e+02"	"5.065223e+02"	"5.676237e+02"	"7.687526e+02"	"1.387776e+02"	"4.511057e+02"	"3.784158e+02"	"3.946488e+02"	"1.968594e+02"	"1.464844e+02"	"6.145625e+03"	"4.094756e+03"	"6.835616e+03"	"7.943580e+03"	"6.159735e+03"	"6.546802e+02"	"2.469613e+03"	"2.310236e+03"	"2.313232e+03"	"2.190158e+03"
""	""	""	""	""	" 710.2545"	""	""	""	" 180.739566"	""	""	""	""	""	""	""	""	""	""	""	"1.786039e+03"	"7.850250e+02"	"7.819763e+02"	"1.176228e+03"	"4.929926e+02"	"7.472640e+02"	"1.217605e+03"	"8.057058e+02"	"9.630057e+02"	"7.031385e+02"	"4.990063e+03"	"4.116958e+03"	"4.531248e+03"	"3.759900e+03"	"4.423839e+03"	"3.060899e+03"	"3.564183e+03"	"3.730703e+03"	"3.580710e+03"	"3.726783e+03"
""	""	""	""	""	" 711.2101"	""	""	""	" 159.721865"	""	""	""	""	""	""	""	""	""	""	""	"6.186180e+02"	"3.363618e+02"	"4.871611e+02"	"2.865338e+02"	"1.802088e+02"	"3.311961e+02"	"3.120023e+02"	"2.535360e+02"	"2.359400e+02"	"2.396242e+02"	"2.089476e+03"	"1.498583e+03"	"3.286238e+03"	"3.696359e+03"	"2.780074e+03"	"6.902184e+02"	"1.277784e+03"	"9.405485e+02"	"1.372072e+03"	"5.789502e+02"
""	""	""	""	""	" 711.2034"	""	""	""	" 197.729839"	""	""	""	""	""	""	""	""	""	""	""	"2.659323e+02"	"9.340800e+01"	"1.147584e+02"	"2.645745e+02"	"0.000000e+00"	"1.130904e+02"	"1.827923e+02"	"1.531052e+02"	"8.875755e+01"	"6.907849e+01"	"5.543337e+03"	"3.993243e+03"	"5.893691e+03"	"5.322043e+03"	"4.586083e+03"	"8.425844e+02"	"1.225646e+03"	"1.863379e+03"	"1.511214e+03"	"7.534981e+02"
""	""	""	""	""	" 711.2363"	""	""	""	" 183.463778"	""	""	""	""	""	""	""	""	""	""	""	"3.687753e+02"	"1.101346e+02"	"1.240992e+02"	"2.172170e+02"	"1.731557e+02"	"1.281536e+02"	"2.445777e+02"	"1.781780e+02"	"1.395005e+02"	"2.011809e+02"	"1.760209e+03"	"1.909016e+03"	"2.028622e+03"	"1.372988e+03"	"1.390243e+03"	"7.874533e+02"	"9.004817e+02"	"8.729331e+02"	"5.736982e+02"	"7.761862e+02"
""	""	""	""	""	" 711.7329"	""	""	""	" 183.530664"	""	""	""	""	""	""	""	""	""	""	""	"1.839108e+02"	"9.510618e+01"	"6.905520e+01"	"1.551732e+02"	"2.302099e+01"	"6.007500e+01"	"8.576241e+01"	"5.572299e+01"	"2.536165e+01"	"7.371731e+01"	"1.140245e+03"	"9.697752e+02"	"1.159161e+03"	"1.141526e+03"	"9.040092e+02"	"4.138872e+02"	"5.511934e+02"	"8.246592e+02"	"4.823189e+02"	"5.302811e+02"
""	""	""	""	""	" 712.2292"	""	""	""	" 180.725952"	""	""	""	""	""	""	""	""	""	""	""	"1.892717e+03"	"8.920464e+02"	"8.844573e+02"	"1.225117e+03"	"2.989392e+02"	"6.960287e+02"	"9.661056e+02"	"1.060848e+03"	"7.084876e+02"	"7.355880e+02"	"4.773095e+03"	"5.370626e+03"	"4.557632e+03"	"4.524685e+03"	"4.529859e+03"	"3.370245e+03"	"3.781538e+03"	"3.834432e+03"	"3.763187e+03"	"3.899750e+03"
""	""	""	""	""	" 712.7312"	""	""	""	" 180.785688"	""	""	""	""	""	""	""	""	""	""	""	"1.050979e+03"	"4.857840e+02"	"5.352548e+02"	"6.000896e+02"	"2.642587e+02"	"5.268018e+02"	"4.876605e+02"	"6.390892e+02"	"6.029778e+02"	"2.618760e+02"	"3.389449e+03"	"3.252600e+03"	"2.727916e+03"	"2.824865e+03"	"2.947096e+03"	"2.440244e+03"	"2.500414e+03"	"2.814583e+03"	"2.556169e+03"	"2.516167e+03"
""	""	""	""	""	" 715.2774"	""	""	""	" 194.935540"	""	""	""	""	""	""	""	""	""	""	""	"2.008272e+02"	"8.377125e+01"	"5.573432e+01"	"2.169600e+02"	"1.901783e+01"	"9.946782e+01"	"7.275498e+01"	"8.909585e+01"	"3.668585e+01"	"5.138151e+01"	"3.409496e+03"	"2.384716e+03"	"2.892016e+03"	"2.801925e+03"	"1.760197e+03"	"9.975147e+02"	"1.098665e+03"	"1.653614e+03"	"6.502764e+02"	"4.073256e+02"
""	""	""	""	""	" 716.1801"	""	""	""	" 260.454418"	""	""	""	""	""	""	""	""	""	""	""	"6.195401e+03"	"4.313413e+03"	"3.211907e+03"	"4.329906e+03"	"1.189563e+03"	"2.608460e+03"	"3.188323e+03"	"3.112867e+03"	"3.917135e+02"	"4.358775e+02"	"2.829955e+03"	"1.436482e+03"	"2.379727e+03"	"2.063242e+03"	"1.618294e+03"	"2.058485e+03"	"2.022511e+03"	"2.141729e+03"	"1.650979e+03"	"1.002468e+03"
""	""	""	""	""	" 716.2291"	""	""	""	" 345.709097"	""	""	""	""	""	""	""	""	""	""	""	"3.030126e+02"	"2.338937e+02"	"1.528411e+02"	"2.689046e+02"	"4.337543e+01"	"1.257995e+02"	"2.032320e+02"	"1.578198e+02"	"5.737920e+01"	"6.673800e+01"	"7.342047e+03"	"4.866604e+03"	"4.741140e+03"	"1.447986e+03"	"5.463928e+03"	"3.722138e+03"	"5.618947e+03"	"3.633806e+03"	"6.390775e+03"	"8.572870e+03"
""	""	""	""	""	" 716.2802"	""	""	""	" 194.891902"	""	""	""	""	""	""	""	""	""	""	""	"1.654842e+02"	"6.406560e+01"	"5.405535e+01"	"9.310579e+01"	"2.169088e+01"	"3.003750e+01"	"3.571125e+01"	"3.203280e+01"	"2.768569e+01"	"4.504612e+01"	"1.013447e+03"	"8.148627e+02"	"1.253617e+03"	"1.055410e+03"	"7.982787e+02"	"2.676503e+02"	"3.118809e+02"	"4.425525e+02"	"5.276959e+02"	"2.402730e+02"
""	""	""	""	""	" 717.1831"	""	""	""	" 260.322037"	""	""	""	""	""	""	""	""	""	""	""	"2.066965e+03"	"1.457093e+03"	"1.136242e+03"	"1.835134e+03"	"4.754411e+02"	"1.186615e+03"	"1.084648e+03"	"1.261408e+03"	"2.155831e+02"	"1.661541e+02"	"1.032890e+03"	"4.614965e+02"	"5.268070e+02"	"8.012823e+02"	"6.690284e+02"	"7.171683e+02"	"6.388440e+02"	"6.316081e+02"	"5.687100e+02"	"3.005736e+02"
""	""	""	""	""	" 717.2355"	""	""	""	" 345.591414"	""	""	""	""	""	""	""	""	""	""	""	"1.578559e+02"	"1.127793e+02"	"1.254963e+02"	"1.220976e+02"	"5.139493e+01"	"6.807600e+01"	"1.208115e+02"	"1.204537e+02"	"3.569877e+01"	"5.638436e+01"	"2.826259e+03"	"1.933874e+03"	"2.094665e+03"	"4.654766e+02"	"1.717701e+03"	"1.411796e+03"	"2.528490e+03"	"1.651669e+03"	"2.619094e+03"	"3.635973e+03"
""	""	""	""	""	" 718.2393"	""	""	""	" 345.561944"	""	""	""	""	""	""	""	""	""	""	""	"2.112163e+02"	"8.741630e+01"	"1.331563e+02"	"1.247758e+02"	"2.936120e+01"	"8.709466e+01"	"9.744770e+01"	"1.131243e+02"	"1.004286e+02"	"8.608738e+01"	"1.198958e+03"	"8.359463e+02"	"9.601876e+02"	"2.595781e+02"	"1.195029e+03"	"6.581057e+02"	"1.217235e+03"	"6.983504e+02"	"1.305003e+03"	"1.555942e+03"
""	""	""	""	""	" 719.2166"	""	""	""	" 196.730804"	""	""	""	""	""	""	""	""	""	""	""	"1.076425e+03"	"3.035500e+02"	"4.681611e+02"	"6.131568e+02"	"1.721376e+02"	"3.359640e+02"	"4.162971e+02"	"2.351880e+02"	"2.556033e+02"	"2.995985e+02"	"6.138825e+03"	"1.348745e+03"	"6.215491e+03"	"5.934931e+03"	"4.789725e+03"	"2.184079e+03"	"2.462649e+03"	"9.977032e+02"	"2.639013e+03"	"2.256968e+03"
""	""	""	""	""	" 719.2877"	""	""	""	" 287.329494"	""	""	""	""	""	""	""	""	""	""	""	"3.101198e+03"	"1.300786e+03"	"2.086485e+03"	"1.726447e+03"	"8.965343e+02"	"1.067520e+03"	"1.433312e+03"	"1.325950e+03"	"3.269659e+02"	"3.993655e+02"	"7.982803e+03"	"3.899323e+03"	"4.850878e+03"	"4.019446e+03"	"4.681811e+03"	"2.514935e+03"	"3.111542e+03"	"2.784204e+03"	"3.267496e+03"	"2.847093e+03"
""	""	""	""	""	" 721.2292"	""	""	""	" 184.066604"	""	""	""	""	""	""	""	""	""	""	""	"6.193374e+02"	"2.035731e+02"	"2.746308e+02"	"3.232890e+02"	"4.237522e+01"	"2.552958e+02"	"3.510136e+02"	"2.172147e+02"	"1.838310e+02"	"2.092068e+02"	"3.174933e+03"	"2.118689e+03"	"2.823924e+03"	"2.855886e+03"	"2.166523e+03"	"1.251087e+03"	"1.237674e+03"	"1.674715e+03"	"1.150253e+03"	"1.025170e+03"
""	""	""	""	""	" 721.3196"	""	""	""	" 339.358058"	""	""	""	""	""	""	""	""	""	""	""	"2.401560e+01"	"5.771280e+01"	"2.603250e+01"	"2.835175e+01"	"7.343262e+00"	"2.101098e+01"	"9.343600e+00"	"4.169375e+01"	"3.303135e+01"	"1.769058e+01"	"2.064321e+03"	"5.316296e+02"	"1.090532e+03"	"8.711778e+01"	"8.786650e+02"	"4.830528e+02"	"2.198844e+03"	"6.438038e+02"	"1.176941e+03"	"1.257527e+03"
""	""	""	""	""	" 722.2324"	""	""	""	" 183.867399"	""	""	""	""	""	""	""	""	""	""	""	"2.481984e+02"	"1.077826e+02"	"1.037496e+02"	"1.858666e+02"	"8.975082e+01"	"9.713132e+01"	"7.674923e+01"	"1.157912e+02"	"5.539292e+01"	"7.840685e+01"	"1.041067e+03"	"7.172400e+02"	"9.294096e+02"	"8.777016e+02"	"6.832775e+02"	"4.087731e+02"	"2.083025e+02"	"5.105916e+02"	"3.672428e+02"	"3.464205e+02"
""	""	""	""	""	" 723.1927"	""	""	""	"  28.688753"	""	""	""	""	""	""	""	""	""	""	""	"1.418498e+03"	"1.040013e+03"	"9.002575e+02"	"7.315848e+02"	"8.629634e+02"	"2.286548e+03"	"2.366364e+03"	"2.686837e+03"	"2.262538e+03"	"2.146454e+03"	"3.100105e+03"	"7.835385e+03"	"2.325003e+03"	"2.020237e+03"	"9.815467e+03"	"2.019018e+03"	"3.656408e+02"	"1.975970e+03"	"2.539190e+03"	"2.524351e+03"
""	""	""	""	""	" 723.2255"	""	""	""	" 180.827560"	""	""	""	""	""	""	""	""	""	""	""	"2.554960e+03"	"1.506680e+03"	"1.367352e+03"	"1.760015e+03"	"5.311973e+02"	"1.429476e+03"	"1.425608e+03"	"1.611461e+03"	"1.312144e+03"	"9.196318e+02"	"6.258753e+03"	"4.803065e+03"	"5.375930e+03"	"5.055955e+03"	"4.912574e+03"	"3.970912e+03"	"4.502977e+03"	"4.650682e+03"	"3.734433e+03"	"3.891943e+03"
""	""	""	""	""	" 724.2273"	""	""	""	" 180.515444"	""	""	""	""	""	""	""	""	""	""	""	"9.931337e+02"	"3.550462e+02"	"6.429023e+02"	"7.755520e+02"	"3.433038e+02"	"6.085958e+02"	"4.615152e+02"	"6.303528e+02"	"4.842194e+02"	"3.828744e+02"	"2.663114e+03"	"1.927751e+03"	"2.477119e+03"	"2.502333e+03"	"2.136439e+03"	"1.417021e+03"	"1.461335e+03"	"1.674541e+03"	"1.335728e+03"	"1.354448e+03"
""	""	""	""	""	" 726.2247"	""	""	""	" 197.915438"	""	""	""	""	""	""	""	""	""	""	""	"2.458908e+02"	"4.603162e+01"	"8.975857e+01"	"1.504536e+02"	"7.108076e+01"	"1.044285e+02"	"1.227510e+02"	"8.540160e+01"	"7.973040e+01"	"3.236648e+01"	"2.544272e+03"	"1.857902e+03"	"2.655839e+03"	"2.119551e+03"	"1.969574e+03"	"5.862011e+02"	"8.367628e+02"	"1.185089e+03"	"7.598349e+02"	"4.053240e+02"
""	""	""	""	""	" 727.2676"	""	""	""	" 195.052856"	""	""	""	""	""	""	""	""	""	""	""	"6.172833e+01"	"2.904060e+01"	"2.602600e+01"	"6.676000e+01"	"0.000000e+00"	"0.000000e+00"	"2.369980e+01"	"1.301560e+01"	"1.000800e+01"	"3.436080e+01"	"1.544995e+03"	"1.184614e+03"	"1.121563e+03"	"7.325342e+02"	"1.275707e+03"	"4.556976e+02"	"6.026020e+02"	"6.999668e+02"	"5.076087e+02"	"3.085453e+02"
""	""	""	""	""	" 728.1732"	""	""	""	" 198.087814"	""	""	""	""	""	""	""	""	""	""	""	"2.735520e+02"	"7.504962e+01"	"1.050985e+02"	"1.748064e+02"	"3.703985e+01"	"3.636240e+01"	"6.371760e+01"	"9.308728e+01"	"5.737920e+01"	"3.837462e+01"	"2.829377e+03"	"2.874944e+03"	"3.737203e+03"	"2.702521e+03"	"3.854569e+03"	"4.987320e+02"	"9.997992e+02"	"1.114491e+03"	"8.533488e+02"	"9.537624e+02"
""	""	""	""	""	" 728.6713"	""	""	""	" 197.938716"	""	""	""	""	""	""	""	""	""	""	""	"1.344610e+02"	"8.006400e+00"	"7.840775e+01"	"9.973145e+01"	"0.000000e+00"	"9.340800e+00"	"1.901520e+01"	"7.671650e+00"	"1.133900e+01"	"3.304125e+01"	"2.060786e+03"	"1.773979e+03"	"2.801583e+03"	"2.243530e+03"	"2.438675e+03"	"3.586738e+02"	"7.244607e+02"	"7.910198e+02"	"9.337464e+02"	"5.440263e+02"
""	""	""	""	""	" 729.1857"	""	""	""	" 198.069178"	""	""	""	""	""	""	""	""	""	""	""	"1.247664e+02"	"3.001909e+01"	"1.247868e+02"	"1.571256e+02"	"1.601520e+01"	"1.835100e+01"	"1.094387e+02"	"9.205855e+01"	"2.034627e+01"	"2.202480e+01"	"9.244044e+02"	"1.366004e+03"	"1.746626e+03"	"9.135611e+02"	"1.361376e+03"	"3.062907e+02"	"4.893512e+02"	"6.358890e+02"	"7.483451e+02"	"4.409471e+02"
""	""	""	""	""	" 730.1961"	""	""	""	" 285.479134"	""	""	""	""	""	""	""	""	""	""	""	"5.032256e+03"	"2.852228e+03"	"2.142988e+03"	"2.948907e+03"	"9.579570e+02"	"1.932036e+03"	"2.665849e+03"	"2.243116e+03"	"1.670335e+03"	"1.826908e+03"	"1.681852e+03"	"1.043042e+03"	"1.193101e+03"	"1.317871e+03"	"9.259897e+02"	"1.320134e+03"	"1.158055e+03"	"1.610199e+03"	"9.392449e+02"	"3.740217e+02"
""	""	""	""	""	" 731.1794"	""	""	""	" 198.087814"	""	""	""	""	""	""	""	""	""	""	""	"2.524401e+03"	"5.797471e+02"	"1.284725e+03"	"2.734732e+03"	"3.022934e+02"	"5.558252e+02"	"5.490586e+02"	"5.080293e+02"	"3.192825e+02"	"3.252879e+02"	"1.957017e+04"	"1.823683e+04"	"2.331495e+04"	"1.943933e+04"	"2.111249e+04"	"6.002798e+03"	"9.110920e+03"	"1.053618e+04"	"9.616349e+03"	"8.332614e+03"
""	""	""	""	""	" 731.2011"	""	""	""	" 285.421860"	""	""	""	""	""	""	""	""	""	""	""	"2.296961e+03"	"1.173588e+03"	"9.150215e+02"	"1.134198e+03"	"4.218042e+02"	"7.439280e+02"	"9.333442e+02"	"8.975992e+02"	"5.187839e+02"	"3.977023e+02"	"8.039760e+02"	"6.133514e+02"	"6.177618e+02"	"5.901384e+02"	"3.427441e+02"	"4.017411e+02"	"4.129283e+02"	"5.856300e+02"	"2.771860e+02"	"4.061281e+02"
""	""	""	""	""	" 732.1834"	""	""	""	" 198.087814"	""	""	""	""	""	""	""	""	""	""	""	"1.011475e+03"	"2.835600e+02"	"3.840168e+02"	"1.046837e+03"	"1.504837e+02"	"3.022114e+02"	"2.438616e+02"	"1.851295e+02"	"1.648313e+02"	"1.858523e+02"	"6.449560e+03"	"6.947409e+03"	"8.362271e+03"	"7.443957e+03"	"7.824251e+03"	"2.136267e+03"	"3.304975e+03"	"3.437051e+03"	"3.809349e+03"	"2.746220e+03"
""	""	""	""	""	" 732.3045"	""	""	""	" 194.735425"	""	""	""	""	""	""	""	""	""	""	""	"1.371096e+02"	"2.736750e+01"	"5.137440e+01"	"9.244875e+01"	"1.234073e+01"	"4.072665e+01"	"4.438875e+01"	"3.105270e+01"	"2.601495e+01"	"2.335200e+01"	"2.008934e+03"	"1.220642e+03"	"1.211257e+03"	"1.183613e+03"	"1.041840e+03"	"6.702704e+02"	"5.011959e+02"	"5.318950e+02"	"4.580328e+02"	"1.822275e+02"
""	""	""	""	""	" 732.5593"	""	""	""	"1017.429074"	""	""	""	""	""	""	""	""	""	""	""	"2.860844e+04"	"2.697988e+04"	"1.876838e+04"	"2.292629e+04"	"8.906998e+03"	"2.410770e+04"	"2.571742e+04"	"2.589569e+04"	"1.544234e+04"	"1.606791e+04"	"2.416763e+04"	"8.693975e+03"	"9.027973e+03"	"1.713136e+04"	"9.767528e+03"	"1.457131e+04"	"1.080562e+04"	"1.152735e+04"	"1.543018e+04"	"1.309053e+04"
""	""	""	""	""	" 733.1782"	""	""	""	" 198.124744"	""	""	""	""	""	""	""	""	""	""	""	"3.615633e+02"	"4.602300e+01"	"1.123895e+02"	"2.609338e+02"	"2.435645e+01"	"6.439445e+01"	"6.704264e+01"	"5.003182e+01"	"1.801145e+01"	"3.503325e+01"	"1.571727e+03"	"2.158467e+03"	"2.730215e+03"	"2.082288e+03"	"1.925224e+03"	"4.813848e+02"	"9.659476e+02"	"1.264437e+03"	"1.165731e+03"	"9.332602e+02"
""	""	""	""	""	" 733.2832"	""	""	""	" 201.121939"	""	""	""	""	""	""	""	""	""	""	""	"1.840195e+03"	"1.579752e+03"	"1.265011e+03"	"1.520313e+03"	"5.643384e+02"	"4.722562e+02"	"1.167971e+03"	"1.123686e+03"	"6.134325e+02"	"5.306708e+02"	"8.147844e+02"	"2.469380e+02"	"7.465968e+02"	"6.447199e+02"	"4.342821e+02"	"3.328784e+02"	"1.361496e+02"	"1.314187e+02"	"1.047975e+02"	"1.281024e+02"
""	""	""	""	""	" 733.5580"	""	""	""	"1017.663715"	""	""	""	""	""	""	""	""	""	""	""	"1.341832e+04"	"1.328162e+04"	"9.038558e+03"	"1.021787e+04"	"1.217640e+03"	"1.109118e+04"	"1.263444e+04"	"1.286684e+04"	"7.579530e+03"	"8.460047e+03"	"9.652716e+03"	"0.000000e+00"	"0.000000e+00"	"7.689842e+03"	"4.912594e+03"	"4.370827e+03"	"5.144473e+03"	"5.522414e+03"	"1.437744e+03"	"6.275910e+03"
""	""	""	""	""	" 734.2537"	""	""	""	" 194.794569"	""	""	""	""	""	""	""	""	""	""	""	"7.123427e+02"	"9.512730e+01"	"1.094745e+02"	"5.929712e+02"	"1.534811e+01"	"1.091229e+02"	"6.408262e+01"	"1.629033e+02"	"2.072898e+02"	"2.902795e+01"	"2.837778e+03"	"2.329529e+03"	"2.454962e+03"	"2.095899e+03"	"2.245432e+03"	"1.187391e+03"	"9.883362e+02"	"1.834624e+03"	"1.434480e+03"	"8.001465e+02"
""	""	""	""	""	" 734.7559"	""	""	""	" 194.681767"	""	""	""	""	""	""	""	""	""	""	""	"1.547904e+02"	"4.772387e+01"	"4.069920e+01"	"1.381601e+02"	"1.801800e+01"	"4.507200e+01"	"3.470688e+01"	"5.273724e+01"	"4.102542e+01"	"3.702220e+01"	"2.018672e+03"	"1.524944e+03"	"1.518881e+03"	"1.702027e+03"	"1.350521e+03"	"6.118554e+02"	"7.259904e+02"	"1.105643e+03"	"9.597672e+02"	"5.061771e+02"
""	""	""	""	""	" 735.2085"	""	""	""	" 213.893839"	""	""	""	""	""	""	""	""	""	""	""	"5.651782e+02"	"2.803129e+02"	"1.674672e+02"	"3.467204e+02"	"3.970286e+01"	"1.364731e+02"	"1.685215e+02"	"2.255852e+02"	"1.438424e+02"	"1.287696e+02"	"3.229899e+03"	"1.702500e+03"	"2.548213e+03"	"2.461055e+03"	"1.340921e+03"	"5.981986e+02"	"8.784300e+02"	"1.438817e+03"	"7.658294e+02"	"4.892646e+02"
""	""	""	""	""	" 737.2604"	""	""	""	" 194.852056"	""	""	""	""	""	""	""	""	""	""	""	"6.825091e+03"	"2.359593e+03"	"2.729795e+03"	"3.442297e+03"	"4.797707e+02"	"2.619736e+03"	"3.213786e+03"	"3.005233e+03"	"1.833616e+03"	"1.729622e+03"	"3.279191e+04"	"2.611644e+04"	"2.658133e+04"	"2.626454e+04"	"2.289320e+04"	"1.230535e+04"	"1.155544e+04"	"2.045068e+04"	"1.480240e+04"	"1.000895e+04"
""	""	""	""	""	" 737.6946"	""	""	""	" 197.458086"	""	""	""	""	""	""	""	""	""	""	""	"2.088068e+02"	"1.300873e+01"	"8.574621e+01"	"1.534757e+02"	"7.340143e+00"	"1.801671e+01"	"3.469440e+01"	"1.767853e+01"	"1.901276e+01"	"2.202609e+01"	"1.858201e+03"	"1.705977e+03"	"1.952052e+03"	"1.827461e+03"	"2.334772e+03"	"5.988120e+02"	"1.079863e+03"	"1.043456e+03"	"9.706606e+02"	"7.798691e+02"
""	""	""	""	""	" 738.2634"	""	""	""	" 194.788753"	""	""	""	""	""	""	""	""	""	""	""	"2.624765e+03"	"1.001451e+03"	"9.829820e+02"	"1.487762e+03"	"2.385240e+02"	"9.202866e+02"	"1.157174e+03"	"1.142937e+03"	"7.467183e+02"	"5.535329e+02"	"1.271111e+04"	"9.178205e+03"	"1.029105e+04"	"1.041768e+04"	"8.461124e+03"	"4.802673e+03"	"4.522419e+03"	"8.102722e+03"	"5.666499e+03"	"3.865158e+03"
