Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_sample_1-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_2-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_3-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_4-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_BioRec_Plasma1a_pos_1132014.mzXML peak height	CSH_BioRec_Plasma2_pos_1132014.mzXML peak height	CSH_BioRec_Plasma3_pos_1132014.mzXML peak height
949.82			11.35				13229	11698	14992	12573	11365	10470	10186	10335	11418	12320	12706	11571	12979	12131	13313	10663	12140	13002	10927	8913	8223	8422	9210	11379	11196	11468	11586	1749	1861	1785
923.8			11.35				20645	18109	25402	20636	16212	15966	14819	15498	17970	19546	19507	18376	23268	20301	24673	21766	24402	25040	20851	23647	22294	23367	24345	36910	35642	37263	33122	2683	2943	3040
831.72			11.36				7553	7346	7092	7127	7001	6764	7327	7757	6859	7107	7182	6764	6719	6606	6660	7643	7229	6841	7201	10809	10678	9951	10942	11685	11350	11327	12218	778	768	702
829.75			11.43				10278	7974	10839	8659	7576	6871	7283	7157	7729	7847	8898	7144	10648	9930	11305	12504	13940	15240	13355	18640	18502	18230	22004	19960	18312	17839	20372	1318	1424	1113
855.77			11.44				23607	19423	27837	21499	19042	17763	16628	18323	19072	21522	22230	20187	30618	28808	31959	36510	39006	42609	37491	45466	44778	44196	49545	36378	35234	36548	36671	1327	1479	1383
969.82			11.46				9153	7571	10719	8287	7297	7452	7355	7103	7988	9625	9098	8775	12254	11796	12553	11269	11841	13161	10607	9900	10148	10186	11593	12711	12977	12907	12736	461	494	535
577.54			11.47				41809	31523	11872	7517	11073	27360	27114	27208	30932	39303	8805	12050	13314	11317	15245	17106	18700	22945	15748	22511	21200	21425	26578	23553	21767	21608	54732	498	546	676
881.81			11.52				26878	18996	34342	24601	17697	15174	15698	16048	19025	21559	21899	19172	37720	35335	48282	62087	80213	93006	70232	224544	204890	214852	271519	446927	442709	459943	413902	8551	8446	8320
940.85			11.52				13027	9564	16021	11383	10170	10224	9397	10153	10957	11993	11990	11507	15047	15698	17923	15503	17190	21391	15460	16075	15602	16578	18357	22191	21406	21191	20874	1211	1103	1267
953.79			11.52				25943	22907	26404	25509	24025	25046	25886	24175	25281	26313	27643	26035	27421	27542	27214	24745	24945	25349	23203	21262	20320	22140	22528	22491	21755	22780	21904	4473	5010	5343
979.81			11.53				17440	16130	18685	16992	17694	16781	16698	16648	18124	17425	18491	17856	16703	16535	16401	14817	14156	14356	13022	10511	10173	10961	10222	9984	10122	9886	9875	2602	2946	3148
914.84			11.54				9271	6674	12424	7692	7225	6587	5370	6030	8230	9654	10331	7855	12918	11892	15642	14032	16275	18098	13736	17579	16444	16325	18584	25521	25286	24772	22370	1733	1936	2146
850.81			11.54				16518	12007	22018	13978	10855	10719	10133	10797	12196	14594	16325	13187	24948	23638	31272	30487	37800	47917	33943	49328	45980	47182	57860	50420	44578	48188	47195	1512	1388	1460
966.86			11.54				8159	6956	9991	7632	6315	6662	6043	6659	6648	7408	7368	7155	8585	8004	9823	7913	9062	11364	7736	8989	7849	8662	10212	13587	12680	14182	11957	1005	1126	1036
927.78			11.55				13617	11369	13988	11987	11481	10415	10591	11154	11865	11855	11785	12350	14980	14745	15723	17268	17909	18805	16807	24742	24009	24540	25089	31560	31076	29727	30524	8388	9867	10591
985.9			11.55				25447	18067	32886	21330	17982	16466	15010	16112	17752	20274	23297	18212	25579	21333	29153	23644	26502	33243	22189	22605	19599	22448	25164	29215	27199	27091	24431	5095	4663	5037
973.88			11.58				12610	10086	29806	11946	9898	9974	9242	9261	10977	12155	11746	10401	13519	11523	13866	12264	13913	15852	12195	16823	16891	18241	19558	22387	14802	20442	19638	1175	1070	1004
876.82			11.59				16204	11536	21309	13644	11005	10244	9713	10871	12821	14771	17053	14030	23945	24392	30368	28592	32188	42829	27674	32134	30700	31991	37613	29533	25637	25960	25428	5284	5429	2856
895.82			11.65				88428	70124	94941	76668	66044	68908	63000	64386	70601	80330	85755	77933	111847	105605	114938	126041	134676	155797	117967	123191	124010	129311	138528	96119	90008	90752	95837	2474	2403	2096
617.59			11.67				28717	23543	32511	24090	21761	21247	20034	19781	20780	27098	27387	23783	36068	34821	40800	41321	43658	51763	39644	38846	36801	39179	43250	31141	28321	28884	27929	448	380	460
921.85			11.67				19222	15717	21360	17831	14316	15913	13239	14141	14932	17382	18483	17134	23093	21587	23664	25082	26526	30738	23277	32413	31304	31997	36590	49578	46453	48968	46818	2025	2107	1937
890.85			11.68				218544	171348	256155	187515	167532	161371	149149	156715	169540	205394	216900	190158	294047	273576	318862	331740	350349	420581	309700	326837	318045	331576	365779	266428	240886	252982	253287	1159	933	1011
591.57			11.68				169119	132535	198075	143010	129818	124578	116314	123359	130843	150905	159257	138226	226876	209099	255763	279635	324360	373870	283344	397853	380306	393488	449732	401611	367804	381303	379764	1217	1016	827
873.82			11.68				17806	14038	20992	16310	14091	13020	13754	12948	15514	15499	17228	15994	24108	22392	24683	25509	27354	35078	24506	27550	26566	27963	30435	23252	20597	22226	22361	685	674	766
916.86			11.69				41162	31772	46154	36128	31479	30912	28644	29939	32872	38066	40534	37513	48173	47125	53010	52017	53413	64931	46816	44204	41837	43897	49106	34771	31080	31969	32232	826	824	828
869.79			11.69				132435	102207	139835	106782	101159	104893	94023	98007	106644	118082	122711	111681	168419	160461	179648	216538	238837	264692	216509	288613	283935	286928	316666	290973	270718	277377	281095	1176	866	1143
946.88			11.69				44838	34230	53794	38404	30038	28869	27065	28527	32099	36509	36752	31867	43043	40468	46202	43116	51691	58524	41526	50102	47368	50150	58614	78712	69340	76790	70054	2143	2288	2285
972.89			11.7				33735	24314	41205	30470	22791	23868	21542	23111	25093	26997	27157	24037	28477	26746	30709	27266	30744	36558	25594	22900	22068	24957	26496	30536	27080	28034	27288	1439	1465	1631
551.51			11.72				12173	9650	13345	10384	9532	8484	9072	9430	8967	9663	10888	9232	14015	13166	15828	18161	22126	22606	18899	33569	29704	30646	35352	41312	37653	37598	39246	625	582	584
565.56			11.72				222070	174172	256841	193015	171927	157601	155845	164514	171976	196575	193600	173794	284544	257935	316059	366479	429856	485387	394845	688829	653582	654875	765437	836323	778901	804716	812415	3717	3114	2779
883.8			11.78				14030	10981	14159	11689	11869	10800	11468	11606	11850	13381	13685	13041	18151	18142	19316	21930	22820	25165	21547	29391	28374	28073	30652	28366	27809	27529	27883	1048	1079	1134
942.87			11.78				8269	6524	10021	7171	6470	5961	5721	5871	6749	7594	7948	7093	9871	9759	10860	9497	10663	13669	10207	10301	9594	9857	10986	13007	13366	13414	12075	722	722	956
857.78			11.78				5809	4890	6432	5211	5092	4831	4901	4813	4944	5306	5273	4534	6792	6677	7539	8169	9717	10274	8832	15454	14826	14656	16700	16994	16221	16612	16573	778	816	910
1007.86			11.8				10319	9660	12026	10258	10530	9764	9886	10127	11724	11145	10954	11234	11423	11554	11295	9476	9332	9627	8444	7560	6903	7570	7453	7643	7062	6695	6771	1922	2173	2425
991.87			11.8				156900	126380	178205	139430	129804	123974	123035	127232	129633	137731	140358	130483	137537	128775	145970	116464	126737	140026	105138	89853	88075	95385	94968	92337	84756	89602	84611	13311	15844	18202
605.57			11.81				6214	5065	8343	5519	4670	4280	4069	4219	4688	5733	6663	4859	8355	7104	9751	9866	10886	12682	9552	12972	13297	14571	15405	16073	15388	15999	16604	471	619	476
981.83			11.81				12072	10391	12339	10957	11026	10085	10421	10392	11375	12216	12529	10527	12607	12139	12741	10882	11209	12159	10170	10486	10524	11296	11443	12765	11851	11843	11844	1046	1281	1589
997.86			11.81				9871	8338	11418	8793	8418	8477	8089	7550	8245	9405	9575	8855	11093	10930	11767	10014	10702	12479	10165	9881	9424	9291	10545	13929	12123	11384	11419	1188	1220	1007
878.84			11.84				14818	10704	17854	12885	10123	10537	9704	9889	10650	12698	14932	12127	19916	19510	24290	24833	28245	33334	23972	37492	34371	33798	42564	44517	41028	44259	44260	3117	2219	2600
1028.94			11.86				19077	14887	15661	12910	15637	11124	10645	11436	11681	11489	11381	14389	11632	10761	24229	10416	11115	13781	9435	8435	8412	9062	9577	9582	9326	8946	8123	2783	2220	2104
904.85			11.87				18117	13784	22360	15617	13054	13371	11599	12402	13538	16158	18779	15090	22439	21089	26440	24803	28067	32589	22945	26202	25059	25401	30609	28418	25872	26139	25118	4134	4382	3580
932.89			11.99				49431	38295	58213	43915	36759	33703	31629	31681	32831	42005	45477	38776	53772	52379	63440	61562	64622	78783	54394	61866	58119	59363	67428	61416	57345	56694	55358	4712	4145	4074
927.87			12.04				8954	15948	18823	16789	15472	15147	15644	15361	15396	15708	16455	16650	21054	8206	9688	9355	10182	10635	19437	14570	14272	13755	16592	28722	25452	28257	26632	1337	1294	1585
948.92			12.06				137231	105549	180726	122706	110558	103760	92302	121259	102240	125054	140066	115935	147526	147284	189619	202486	191628	229629	173985	259164	236038	237229	282108	350901	329754	349270	330116	2064	2079	1916
974.94			12.07				153274	113571	192387	130847	111763	110181	95362	101978	106736	130213	151942	123904	164052	156211	199105	188982	195304	237692	171116	196403	181989	183234	212483	185387	163677	174989	165533	1684	1888	1815
923.92			12.07				15234	12392	20464	13659	12283	12434	11104	12822	11140	13628	15118	13141	14864	14041	18663	19679	20687	25371	19888	26920	26261	26209	33821	60193	55396	59314	55960	2321	2179	2266
953.88			12.07				34099	27135	38932	29318	27656	24548	24494	25964	25758	28909	27826	24876	33381	33287	38275	34660	41834	48661	35315	54609	51430	52854	59376	73486	66118	70139	73165	899	927	946
1029.98			12.08				13217	17647	15021	11044	10073	10208	17364	18394	18357	22002	23167	19454	12764	12375	14408	13472	19519	18069	13418	15242	15228	14367	17981	13873	12228	14668	12694	2426	2181	2231
701.68			12.09				28551	22661	38243	23883	22072	18956	18656	18956	20504	23556	28224	22773	27803	28082	34513	36075	36318	42298	30372	34993	28555	32056	36372	28416	26116	28386	26728	476	428	421
979.92			12.09				34628	26706	38738	28696	24314	24779	22697	22937	24528	27186	28491	26620	34819	32316	37321	35270	39367	46068	34133	38967	37314	37241	43004	35847	34042	34749	32775	1856	1779	1526
957.91			12.09				13141	9888	18008	11024	10444	9945	8317	8540	9550	10651	13609	10957	12966	13969	17052	16139	17163	19528	15138	17408	15402	16921	17601	17145	14763	16390	15320	1303	1064	1089
675.66			12.1				71556	54084	90483	63792	54684	51929	47443	49183	52434	62558	69103	55758	72905	69417	90386	87792	91517	109504	80638	118499	103654	107536	124469	151883	140961	145582	142321	789	683	506
931.89			12.11				14191	11158	17517	11790	11452	11172	10515	10320	10399	12921	14344	11150	13905	13723	18766	17357	19511	21856	17989	28442	23882	24509	28295	36061	32108	36169	33551	1624	1673	1795
649.65			12.11				41419	28171	51586	34292	30992	29847	27257	29809	28809	35874	37437	30771	40180	40186	47069	45348	49854	57424	43490	65421	59815	60888	72218	128606	126604	130498	119866	607	608	577
1099.03			12.16				23094	16370	30232	21066	20461	19900	16499	17788	18145	21235	23302	17839	17627	17371	20904	16191	16943	20792	14039	12383	10518	11388	12247	9784	8723	9334	9216	1407	1375	1377
1030.99			12.18				19229	14272	23870	16698	15909	14309	13646	15650	14253	16171	21328	15562	17219	18581	22736	22322	21546	26813	20519	23171	20778	19002	23191	23809	20831	21632	19671	2685	2638	2104
1101.01			12.26				36110	27203	44043	29935	29698	26706	25654	26583	23569	29219	36586	27043	28882	29864	39330	34584	31697	39539	29933	28966	22813	25795	27798	19485	17303	19031	17701	1146	1070	1019
332.28			0.86				10092	11840	22411	16383	42928	21306	414938	234890	16667	14904	8775	399443	43545	44571	26632	24801	84008	11840	9632	7468	287011	40574	978519	430791	17447	834846	26742	20694	8578	14937
810.75			10.57				29893	24904	36673	28932	20096	19435	18922	20494	23569	24700	25614	22784	37656	37039	44950	48754	53037	64594	48711	79091	74839	76079	89999	100294	103836	99443	91255	18163	17196	16209
813.73			10.93				376065	294587	440167	320060	284162	263915	260483	268622	280508	321825	338934	296511	440666	404496	469976	487430	513858	628095	467755	556402	537040	546805	620215	474791	430221	443955	457155	1929	1890	1930
867.78			11.31				1095108	873290	1276518	965075	849736	805803	776010	786729	893137	1023944	1081259	957558	1429850	1336065	1504072	1529924	1594895	1823587	1442709	1325861	1294903	1330817	1406895	919754	840653	870053	887948	6371	5980	6054
836.8			11.32				1124323	918932	1272946	972913	882900	814144	788291	830695	874567	963261	1008809	896158	1287418	1221789	1380580	1468233	1569156	1784057	1454211	1715196	1692102	1707392	1863966	1558633	1453334	1491448	1513162	7257	5874	6245
793.76			11.33				143887	130191	152117	132789	118206	108845	113161	114644	109893	112521	110815	106494	131815	131915	137222	160344	172908	179493	168495	257041	259253	253306	273374	301652	295739	295460	301970	2826	2676	2641
864.83			11.69				383430	291135	442844	321641	298020	281715	269086	288645	304774	350156	366091	319837	522592	489186	585469	655739	733805	835543	651756	932800	903315	890458	1031659	955684	867086	911031	913775	3082	2294	2058
537.52			11.7				39587	30435	44314	32983	30513	29234	28683	30246	31556	34659	35243	31418	49813	47557	56939	66526	77086	84682	67959	126307	119838	122976	143544	148260	137939	142363	147821	3442	2701	2646
843.77			11.7				182411	138971	202678	156678	144571	136830	128469	138076	145511	158706	161221	143681	225177	217302	253490	316145	359463	402267	322120	625860	611115	602323	693779	802702	747057	781064	793460	3658	2886	2583
908.86			11.83				36776	26660	41619	30903	25446	20573	20538	22180	22336	27349	25144	22992	35772	31722	44485	49034	61288	69370	54364	161446	153762	151724	186229	349623	338463	348992	329773	17828	19617	17354
835.56			4.33				54671	42124	64412	44167	40509	37541	40494	37506	28072	35191	38121	34427	32476	28307	35659	26074	26649	35556	23080	17669	13183	13219	15841	14390	14151	14001	13884	2045	1647	1844
692.53			4.47				205060	154787	258708	178398	140837	130142	130093	130499	108013	134863	148921	122353	138645	136660	153402	122868	119534	172276	110136	100057	99774	97067	111023	140382	128589	131722	134009	2108	2001	2214
664.52			4.53				159744	119578	184767	124951	134644	116260	109779	129654	107729	120466	123127	102887	121636	117369	143674	106247	98437	150893	90386	81775	83858	79136	91446	86299	81189	84278	86467	1600	1435	1593
712.53			5.03				1137265	963131	1292770	1044893	1015846	949738	936789	942464	861385	950472	997894	890268	940356	920536	1001439	959216	955932	1136105	879948	955291	941103	950844	1014297	968631	902449	914242	966140	3376	3542	3504
738.54			5.12				1226636	1039387	1388291	1123433	1046368	1005947	969740	985402	891318	989680	1035595	952233	997521	980531	1028997	1007878	986320	1154834	919407	879630	872427	890236	939365	864164	810739	807057	872787	12454	10728	10806
714.54			5.13				2540495	2231875	2716753	2269427	2436653	2317944	2299892	2284518	2110447	2299080	2396472	2184763	2213711	2154757	2305609	2194835	2173281	2519869	2025071	1913193	1882767	1899945	1983383	1208117	1085492	1104663	1191839	6423	5409	6315
740.56			5.19				3676861	3274980	3982641	3378967	3421004	3263065	3233027	3234749	2938402	3197647	3320453	3056229	3173221	3107864	3276406	3277932	3259388	3724062	3015202	3136970	3099890	3103333	3273615	2714428	2511805	2531876	2718049	22244	21055	62144
832.59			5.23				817231	708022	916809	748531	635695	623741	606916	614621	622182	702061	694696	666744	733284	734614	778362	630783	624679	711732	615295	383863	403608	383176	433094	356904	362850	356075	347239	148486	135047	150002
1568.14			5.49				403703	340853	456941	372913	339900	318093	313044	317684	278333	322379	341695	311198	332788	330948	355184	327347	313652	376681	290367	267862	268843	269937	291025	285798	275817	272946	282534	3848	3270	3684
520.51			5.57				44420	38455	52637	41744	47482	45635	45745	45005	50826	57129	60774	57210	73290	72391	75027	74852	71917	86083	66361	60676	61343	61477	66002	53302	51249	50842	54136	2917	2514	2960
1526.11			5.6				34968	29361	41541	30374	26201	24302	23293	24948	20525	23540	26733	22165	24700	24767	28162	23177	24533	29180	20593	18524	20174	18308	21304	23976	21988	22912	23811	2803	2349	2763
1486.12			5.64				69241	56777	78435	58637	54170	48630	49586	51148	44137	49950	52768	46411	49751	48471	54893	46695	48040	58275	43967	39795	40061	39566	45204	53344	48695	49915	53613	783	809	797
1484.09			5.65				135847	105246	156130	113899	99311	92667	85841	89715	72661	88095	98810	83099	85516	85447	93284	84411	81428	106267	72812	66040	66232	67208	74698	62996	56679	58104	63761	787	722	652
842.59			5.72				26436	25967	26874	27390	34369	23191	23538	23717	24625	32469	25735	32383	28695	28386	29266	41812	44210	29380	42349	35931	46545	30111	30444	48512	29665	30065	48839	20740	20308	21036
779.57			5.96				1028772	844403	754343	900338	582549	550379	835998	865469	543251	601141	614837	811720	895249	652262	944993	653909	656866	718187	624798	882041	625982	605805	663560	935677	928210	935337	914528	38597	35150	37609
1472.12			5.96				21264	13794	25250	16747	14555	13344	12335	12620	12071	13740	14073	12657	14908	14404	15384	15728	15682	20431	14118	18685	19263	19879	22021	32330	29334	30224	31567	391	464	387
746.58			6.29				3441447	2990266	3791378	3136058	2816427	2649506	2630463	2686979	2405748	2670944	2797638	2554361	2705430	2667787	2864359	2705819	2770081	3201062	2576459	2675011	2703138	2719263	2914690	3208388	3001247	3101238	3162072	9419	8385	8792
799.65			6.33				323074	269505	355157	288583	270988	253602	251246	249054	220564	255256	269773	235467	266450	267153	297179	267381	279349	328242	253877	271396	264543	254540	286163	292665	282851	283357	284595	63870	57544	63981
796.62			6.49				1071657	831513	1316058	910245	923823	839917	824215	854363	760019	877419	946931	809135	916353	886684	982655	891618	930939	1177009	817067	913643	883883	889041	1005756	1006443	899733	930711	1008971	23700	20849	21982
667.52			6.57				39865	32930	47432	34987	46861	44727	41518	48686	33572	38916	40759	37100	35442	37717	36375	26068	25944	34490	27577	15952	18472	17716	18118	16730	22891	18823	20024	1788	1524	1516
838.64			6.69				356819	274316	414843	297060	311609	281981	278558	288508	259462	313661	331011	290246	308860	297228	344459	258588	270850	338910	236366	199027	199288	200288	219290	240021	214026	224928	238169	14933	13804	15111
864.65			6.76				286692	217943	362715	244287	244085	219824	216679	218250	182884	223228	247371	211806	224205	216707	248380	185581	185298	244485	160980	119840	115728	116221	127702	87965	79295	81437	82649	3424	2846	2679
594.58			6.93				36072	23991	44557	26537	24673	21407	21526	21467	33159	38029	42698	35874	67919	66606	79749	70558	76222	103971	68056	62997	62761	63001	77856	54841	49922	51243	51904	1504	1329	1480
656.58			7.26				33385	24620	41072	26841	23139	21810	22348	21582	26566	32576	36787	31098	48143	48435	56853	41887	44072	58330	38651	30838	30919	30509	35438	30249	28444	28369	29741	1811	1869	1916
892.68			7.39				215872	162345	264785	180060	209154	185261	183251	188018	149159	177025	190871	167292	157319	153911	174379	120186	120704	160385	104286	63910	63685	62599	67748	46581	42524	44542	44059	2079	3830	2180
537.52			7.4				40068	30305	47390	33585	29627	23167	23192	25178	18561	21777	23542	20374	20068	20186	23462	19196	18493	25355	18405	12603	14141	13182	14744	9337	9360	9197	10814	2365	323	422
640.58			7.51				168102	127479	201746	136008	164552	144029	140201	152662	108004	131966	141485	117469	127553	135124	139189	103403	110743	142363	101648	91243	94452	89057	104729	132009	146768	144629	157834	4863	4127	5033
830.7			7.71				227479	175923	247996	179615	179525	163568	165049	162249	136344	166602	186469	156339	162973	165602	187351	142592	140301	182155	133355	90677	93238	88823	101957	55822	50775	51893	54471	3678	3704	3679
856.71			7.79				176439	135269	209401	147898	144323	134256	129901	131198	110482	130936	144598	127684	136728	128598	144616	138393	138065	172454	116751	123789	119029	120408	132317	90730	80686	83556	90052	4100	2662	2794
1395.94			9.14				22516	16237	27599	18162	16828	15210	15949	15763	12634	16445	18331	15168	15711	15866	20458	17615	17963	26429	14895	13406	12980	12353	15190	9703	9146	9491	9399	674	860	723
1399.96			9.21				24660	18447	31756	20654	18251	15097	16360	17755	13522	18955	20201	16516	18025	18354	24421	19400	20328	30907	18229	16572	16641	16438	20947	17370	17331	17489	17487	814	764	814
868.74			9.64				17696	12748	24366	15741	14059	13410	12004	14203	17559	18506	20093	17474	26383	23919	32613	20454	25102	32369	21922	20339	19857	21301	26532	50672	45184	48949	43927	15506	15571	17264
780.7			9.67				19284	14698	24079	16475	11915	10917	11177	12769	15265	14860	16580	13883	20180	17563	22298	17837	20760	27358	18900	23013	21188	21537	24921	42488	37376	38386	37612	4669	4536	4987
811.68			9.72				23455	16245	30553	18771	14327	13158	12585	13799	17025	16307	19756	16169	23145	20845	25122	17730	20895	26182	16935	16394	14941	15710	18135	29208	25625	26742	25548	5471	4960	5223
1425.98			9.89				44204	33060	53627	35514	27676	23387	23914	25728	18679	24231	27193	21589	19133	18564	22330	14302	16007	22098	12737	10503	9155	9492	10550	18701	18041	17960	19160	641	1168	994
1451.99			9.92				132559	105404	162867	115647	105054	87846	93093	95610	75366	100849	107045	90423	92433	89987	110165	84664	90389	127024	76549	64334	57309	60638	70883	66404	65098	64710	66657	2352	3377	2949
1456.03			9.96				52341	40050	63612	43777	38921	33321	36151	37508	31306	38880	40975	34788	38404	36187	44990	33656	37779	51648	32494	29687	26978	26487	32727	43976	43630	43672	41591	1381	1862	1540
