Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_sample_1-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_2-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_3-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_4-2_100uM Met  hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _2 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _4 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _8 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _12 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _24 hours_pos_1132014.mzXML peak height	CSH_sample_1-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_2-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_3-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_sample_4-2_370uM Hcy _48 hours_pos_1132014.mzXML peak height	CSH_BioRec_Plasma1a_pos_1132014.mzXML peak height	CSH_BioRec_Plasma2_pos_1132014.mzXML peak height	CSH_BioRec_Plasma3_pos_1132014.mzXML peak height
1014.95		TG 62:3;TG(18:1/22:1/22:1)	11.96				1002555	876979	1146990	955931	861817	870955	812685	824907	838727	885683	935261	847023	834732	828735	898863	832681	866977	892239	805745	755149	726320	752679	752908	742405	709253	733726	712808	442196	425880	390641
1071		TG 66:3;TG(22:1/22:1/22:1)	12.12				53226	39138	73669	49177	46201	46793	40740	40288	44166	46635	54705	43364	42949	39757	50230	41270	45010	48752	36439	33742	27445	31992	33331	33326	28240	30410	27666	8281	7506	6922
348.32			0.63				23542	18427	28294	21417	22914	20180	17594	19471	16455	20291	18938	17886	19773	21280	23122	17563	15985	21017	15829	13101	13431	12823	15937	29903	27825	27483	30501	315	587	609
409.17			0.72				49789	163483	505092	92098	33965	98474	66936	68875	34359	139648	110015	272473	218897	38744	53568	123949	117934	119363	62806	161592	37701	52550	196695	104989	49214	67396	271214	18599	16751	20725
431.23			0.72				31826	90291	266152	52454	19052	53908	35472	38410	19870	65734	52207	126552	100737	20383	27675	69520	64153	67394	36607	91246	23483	32653	110501	60353	29951	42524	150532	12158	9654	10839
387.19			0.73				69577	233395	982472	121464	41244	131039	84241	89309	45095	179532	142848	389907	297826	46923	65416	167974	158424	162147	86027	228727	47394	70529	284248	146052	70690	93243	408413	16613	14648	17799
300.29			1.26				23176	22369	39162	28081	24716	26068	25208	25397	22638	23588	25799	24163	24892	23116	24432	18602	17454	26010	20323	13039	13304	13485	14785	8512	9211	9997	9412	2451	2003	1469
480.31			1.53				25931	29540	31054	30803	34227	21636	30754	32592	26336	32559	30874	22784	23660	28379	33841	25675	30156	38205	25937	18470	15522	12123	21573	39966	32860	37833	29524	17755	16857	16809
550.35			1.68				19301	16023	19963	14471	16496	14880	20274	15407	13818	12964	17491	13690	13961	15008	15455	13447	15376	22973	14577	20703	18280	13692	17458	22364	27213	14861	12556	1230	686	875
482.37			1.73				26148	19708	28608	24495	20469	17665	19008	18795	15000	15138	16715	13929	16853	19337	20782	21384	21234	29719	22553	23447	22149	22555	26196	19878	17553	17079	17505	18504	17096	17953
546.36			2.19				9831	8082	11786	7924	11670	11126	10837	10385	8539	9165	8402	7449	8283	8855	8482	7495	7436	7905	5813	5622	6592	5573	6458	8749	7874	7531	7318	62726	57222	62872
367.33			3.29				23212	23366	27718	24658	27086	18430	26938	26948	22040	26282	26184	19525	20189	22310	27227	23091	25362	31279	22938	14279	13899	12444	15688	23033	18023	20847	17476	811	763	690
401.34			3.33				163552	146121	192115	153203	145436	115428	137954	144053	111943	136672	146920	119092	118460	128773	146890	99562	115712	148426	101226	68113	65578	59306	74526	112555	98943	115704	103374	1154	1097	1207
823.65			3.36				54517	54503	58656	56794	62757	44667	52342	49752	43834	57511	52508	45141	51107	53094	64212	39455	41425	56474	35880	21387	22052	20232	27869	40360	38184	40754	35052	1084	969	844
391.29			3.42				865675	644482	1007430	756953	587707	588989	576125	632497	632485	657253	701316	625401	799731	779229	831606	759456	849169	949059	768358	764215	776541	771183	867318	986645	940124	979355	953680	4902719	4658996	4750179
149.02			3.42				100844	78570	125533	87776	66811	72187	68126	75126	73229	74307	81857	73641	100555	93744	104211	89902	98745	115425	90146	92369	89433	88016	103165	120018	113421	116585	115472	727703	678417	703472
673.52			3.68				14374	11178	17702	13086	9960	9364	9289	9179	8173	10405	10486	9646	10366	10331	10080	8644	8509	11274	8131	6099	6459	6344	6823	5404	4787	5200	4731	8679	8209	9776
622.48			3.73				21045	16526	25436	18327	16506	13393	14112	13365	14353	15726	17364	14777	16713	17101	19402	17724	17534	22474	16075	15052	14356	14795	15950	19321	17664	18615	19256	565	458	376
592.47			3.76				25324	19804	31131	23060	19501	16929	17007	17025	14964	17733	19031	16688	19107	18006	20799	18903	17487	22415	16647	17816	16417	15409	18863	10355	10923	10655	11637	2968	3026	3359
774.57			3.91				10503	17553	14517	16018	20485	9507	22736	20974	14848	17420	18287	10884	12178	13906	22562	12923	16714	34600	16483	7577	10315	7382	12494	27944	24333	28973	11688	2934	2691	3471
776.58			3.92				40402	34066	46374	36047	38138	32345	36648	38263	31747	35195	36723	30486	30460	29988	37264	26991	27189	39429	25134	13355	13281	11194	14932	29731	25614	30129	22063	855	1340	1822
636.49			3.96				22230	17004	26597	18447	19455	16558	17555	20864	17171	17026	18567	16090	19353	17786	22741	17001	15129	22034	16117	14556	14678	13938	15257	17471	15086	15719	15813	472	496	487
800.58			3.97				6133	10887	8486	10465	13597	5983	16285	13479	9480	12243	12591	7250	8164	9034	17558	8853	12841	27898	11898	7524	6490	5222	7261	12040	11498	13937	5397	14460	13743	13815
586.55			4.05				29896	24303	36621	25392	25231	22811	23484	22631	21126	24170	24696	23555	25448	22960	28412	21558	22893	30427	22007	15928	17391	17448	19244	23575	23432	22575	21268	447	274	375
612.57			4.08				32883	25468	42851	30016	33062	28680	29462	27572	24942	26919	31276	28816	28240	24998	31329	26296	26735	34146	24464	22898	22479	24103	25893	44138	40177	44117	43804	557	587	547
697.52			4.12				31725	22188	45923	26252	21821	19185	18319	18099	15867	20207	24373	18859	21932	21396	29009	18917	19575	29508	17180	14896	13982	13782	16972	13353	12051	13249	13184	5870	6190	5870
723.53			4.21				34365	22354	43659	26644	18567	16888	17223	18561	15653	18788	21421	16558	20970	20396	25295	18031	19156	28115	16302	14249	15693	14137	17810	19612	19092	19443	20284	17432	16497	18064
748.55			4.24				17780	14297	20869	15373	12672	10845	11965	11422	10291	10998	13331	11017	13456	14140	15825	11928	12231	15870	10640	10030	10188	10453	11379	13600	12105	12071	13727	1526	1415	1363
549.49			4.26				103812	78131	117618	80014	57687	51350	56120	56757	42099	51715	59667	49147	48495	42860	53217	45009	48183	61955	41971	35228	33962	33988	43079	56039	52317	53319	52287	1094	1182	1023
429.37			4.26				16328	12902	16516	12684	10344	8984	9141	9117	8559	10646	10261	9768	12618	13459	13043	13162	12408	15620	11908	11225	11709	12520	13405	13998	13640	14556	14879	3599	3807	4562
726.51			4.28				346817	235459	434185	268734	242499	205548	206648	211402	129442	185641	205406	161662	147778	138001	173183	89811	86132	153765	74120	48660	49788	50649	61058	107135	92564	97569	104298	776	928	928
794.51			4.31				22284	15918	29172	19245	16737	15423	15395	15538	10214	14877	15795	12764	11698	10656	14446	7444	6063	10067	5399	3541	3532	3447	4856	7551	6301	6583	7038	787	1006	763
599.5			4.32				57353	39199	66589	41703	31998	26750	28199	29396	25097	30438	35463	28107	37914	31558	45073	36351	38871	48525	34231	31822	30923	32846	38403	45974	42667	47334	43242	3515	3577	3120
831.53			4.33				20600	14929	21730	15223	36778	37262	35748	35980	31019	36481	33024	32279	9306	19845	22585	8829	8650	11331	7591	6606	6471	6336	7954	10429	9913	10003	9815	6163	6105	6457
776.57			4.35				16028	13194	20726	13994	14824	10951	14659	13958	9784	12711	14401	7411	11897	11729	17117	10135	13598	20238	10042	6577	6579	6113	17762	17307	15414	18141	11348	1913	1632	1762
575.5			4.35				223563	168841	258011	172027	157713	147588	147997	151221	108269	130369	147495	126690	124649	101574	129450	100032	104262	137683	89142	49766	49902	49863	55827	54269	51065	52582	53690	5112	4658	4071
820.53			4.37				20137	16684	23939	17949	16218	14483	14704	16594	10478	14458	15924	13442	13133	13045	14531	7510	7331	10280	6193	2748	2742	2749	3536	3574	3591	3259	4032	585	480	455
694.52			4.37				14798	10858	18581	11492	8367	7735	7398	12449	10784	7255	9915	7904	10830	9880	11916	9601	9838	16389	10451	9468	9641	9197	10354	12671	12780	6997	13087	551	502	466
625.52			4.37				147529	107641	181798	115916	98383	96671	91835	94719	83727	102562	113391	102645	132551	107643	140593	107289	112745	142567	96421	55104	59050	57631	68958	44631	42132	45577	44705	1164	1434	1172
907.53			4.38				35354	25314	39693	27026	24495	24489	22673	24168	21396	25643	27550	25060	30286	26794	32754	25668	28521	33380	23655	13691	14232	14060	16166	11608	10979	11292	11854	403	319	286
752.53			4.38				364667	274362	420418	295139	247388	220031	211743	225920	143463	201389	228626	189310	179332	165997	198158	117542	109722	184330	89459	35854	37597	37068	48009	53317	46131	46510	52052	3375	2966	3133
689.55			4.39				140548	108423	168868	117805	101145	91324	88008	92593	80630	94021	103089	86417	107330	102939	121859	104567	105013	138699	91732	85583	86041	83568	95755	97150	86661	91871	93261	53148	46345	50470
885.55			4.39				43228	32085	52852	33711	28711	27860	26191	28415	24451	29574	34264	29730	38594	31217	41906	31358	31844	41864	27944	16942	17038	16727	20309	13237	12392	13560	13230	634	395	363
711.54			4.4				42154	29714	51737	34335	26687	22403	22195	22793	18040	24960	27590	22599	29664	28478	37667	23206	24919	38671	20115	12545	13181	12296	16638	14588	13216	13615	15404	3794	3549	3984
852.57			4.4				6641	4666	9552	5820	13713	13282	12022	12362	9441	14270	14269	11982	7919	8087	10300	3928	3134	4960	3084	978	923	857	1137	1262	1173	1337	1252	2882	2958	3069
802.56			4.42				37174	25291	46635	30342	32427	29200	27548	31567	21866	31237	31976	29095	27058	10742	32493	15757	14611	23984	11900	6783	4814	4642	6802	9391	9157	9822	8302	10514	11653	11085
662.5			4.44				15880	12229	19389	13242	11822	11692	10344	10691	8941	11225	12191	10648	11889	11251	11661	11293	10744	13951	9720	8775	9206	9169	10436	11765	10537	11052	11647	559	495	567
609.53			4.49				15254	12071	18628	12864	9325	9308	8187	8577	7621	9773	10685	8691	10762	9516	11715	9641	10018	12206	9433	6990	7776	7218	8524	9883	8706	10269	9882	701	666	669
688.51			4.5				31126	24893	35483	25968	25188	22302	22642	22016	18941	21658	24531	20955	22011	21501	22997	19508	18247	25301	16973	11462	11749	11993	13436	12054	11522	11212	12761	740	790	649
856.59			4.5				17672	12860	20384	15026	29113	30283	26179	26940	26058	31902	28648	29121	17885	18142	20114	7745	6146	8254	6690	2277	2280	2057	2146	2413	4768	2462	2438	1854	1864	1921
601.51			4.53				23058	17356	28346	18355	16082	14446	14500	15290	12384	14933	16038	14686	17069	14781	18464	16174	17864	21860	15939	13857	14161	13397	17403	18166	15713	16696	17241	1971	1908	1959
718.54			4.56				315242	244915	384657	271448	221994	200441	198899	204970	166669	203041	213757	191748	202594	198669	220544	177300	169733	235486	158082	132220	136209	132211	150707	179508	171400	172828	177721	1989	1543	1558
589.51			4.56				22775	17097	27391	18641	16450	15527	15677	15705	12849	16133	17057	15187	17134	13794	18208	14955	15627	19978	13722	9850	9085	9969	10934	8942	8924	9504	8876	3630	2785	2741
690.54			4.58				77123	58793	96511	65289	61225	57570	53768	57015	48965	56811	58719	51283	55369	53021	63142	54655	51302	75534	47293	46248	46932	46710	53386	55594	53012	53799	58733	17359	1319	14799
585.52			4.61				14520	10381	16984	11141	9496	8365	8581	8881	8097	8890	10404	8501	11127	9092	11379	11378	11310	13076	9749	9149	9998	9413	11372	9208	8904	8833	9973	846	705	786
778.55			4.61				53215	32038	77259	42465	31614	28456	25705	28366	21234	30797	32457	26630	31511	29594	37759	20971	20903	30761	21111	20096	20042	18765	22480	26105	24842	26124	25076	9271	8270	9664
339.29			4.64				101941	77688	124089	85095	71372	64460	63820	66018	56759	70927	81798	65434	85196	84145	93638	84609	79345	110868	76262	67444	68499	65616	74458	75670	66960	70491	73196	314	515	623
697.49			4.64				19322	13654	22595	14274	12346	10359	10215	10998	8413	12436	13341	11142	12499	11008	13832	10620	10246	15862	8434	5698	5578	5578	7403	5776	5902	5695	6207	861	885	806
712.53			4.65				21005	14299	28164	16398	14468	12753	12104	12511	10329	13057	14775	11615	15342	14068	17329	12168	11188	19212	9906	8303	8928	9035	10546	10911	9309	10464	10496	1405	1764	1488
871.57			4.66				13971	11299	17159	11751	9452	8678	8410	9560	8099	9909	10513	9255	10514	9959	11814	9599	10333	13916	9402	6782	7117	7479	8272	7679	7240	8168	7225	1724	1564	1727
611.54			4.67				25862	18591	30816	20316	16674	16013	16542	14455	12575	16623	18038	15575	19599	16490	21440	17883	18963	22431	16291	12321	12316	13288	15832	14035	14319	13228	13419	453	483	505
703.57			4.68				2402937	1932052	2747467	2106024	1864762	1709875	1727642	1756583	1540986	1832619	1928482	1687688	1915116	1888795	2161532	1871962	1878517	2356176	1687004	1671571	1695475	1641964	1844760	1863193	1751005	1776278	1798279	1423584	1315793	1398646
1428.12			4.69				21863	14108	26968	17924	13989	11974	13125	11721	9181	13346	14907	11620	15059	14746	19751	13599	12352	19993	10219	10199	10504	9805	12691	13908	10766	12379	13234	7700	6962	9860
793.55			4.69				41019	36988	44393	39494	35435	34281	34423	35362	30490	36504	39616	37313	40741	42226	44700	35276	34598	41675	31956	30463	31191	30271	34616	34368	31971	32699	36264	21318	22477	28761
797.54			4.71				27385	28991	33598	23535	19870	29093	17500	18905	15487	19408	21529	31153	24836	22467	26808	24196	29227	31190	27611	27261	17643	18116	25831	26213	17495	25908	24453	1130	1880	2150
676.52			4.75				13792	12608	16699	13546	11327	10328	9711	10623	9179	10707	11436	9502	11130	11197	12247	12360	12898	13561	10858	11943	12332	11712	13950	15722	15001	15027	15156	629	651	615
651.53			4.76				13735	11393	15646	11877	8316	8315	7285	7409	7921	7342	9516	8093	10541	9841	12324	11617	12866	14585	11553	11250	10425	10909	12922	16165	14299	16005	15015	3134	2699	2884
1081.79			4.76				16571	15446	18643	15806	16671	13481	13807	12965	11786	13516	15668	13134	12334	12947	14343	11927	11924	14524	9364	7915	8092	7618	8294	9972	8234	8542	10161	593	370	447
1434.06			4.76				41112	31784	46330	33202	32042	28628	28996	28795	23933	28364	32234	28022	27723	28204	32204	22636	23182	31751	21004	15388	16239	16665	18144	21203	18900	17858	19694	269	236	299
551.5			4.76				236111	188750	237658	190427	93881	84559	89063	97106	88788	108879	112611	105205	124655	118046	143602	140175	171030	201673	154791	221003	221791	226787	268183	333265	318710	343719	324599	2121	1505	1153
738.54			4.77				13456	10495	15396	11423	11090	10337	10658	10381	11950	10379	10407	10593	11471	12448	11659	14848	14182	13393	15238	18897	17570	18553	17015	20883	20417	19988	21266	4950	4978	5000
796.52			4.78				55594	58917	52030	59020	67512	66639	65107	66842	69455	66591	66196	67758	64553	69513	67180	60130	63819	59318	59236	57926	55542	56257	53795	54453	55563	52386	54122	1927	2668	3063
751.56			4.79				16831	17435	16754	18013	15867	15864	15925	15507	17096	16354	15994	15447	18292	17852	17640	20322	19324	19029	18219	20349	20714	19655	20066	19062	17866	17752	18910	35798	31611	35397
854.57			4.79				42272	42370	44239	46255	51556	54635	50842	50663	56789	59879	54231	59607	55408	55966	53410	46035	43359	41728	42366	23313	24922	24349	25481	25389	25229	23906	24937	9799	8485	9098
1412.07			4.8				281925	206240	339071	229065	199582	184314	178822	183621	154611	186571	211239	168776	182332	196076	216403	151283	142233	211701	130020	103926	100544	101399	111207	139027	116397	118313	128530	360	230	292
859.54			4.8				47687	49349	44695	49198	49838	48441	49697	47130	47873	50494	47594	49055	48070	45839	47772	54702	55207	53293	53863	58145	56767	57785	56734	58120	60952	58823	56284	8673	7097	7888
678.53			4.81				51050	43235	54021	46659	45019	42558	42890	41591	38922	42952	43939	40161	46859	44767	46932	51242	51480	60594	47817	55899	55249	55329	57559	44068	39460	39916	40341	902	877	689
741.54			4.81				22631	22931	26754	22354	23199	22356	23808	22352	22687	22319	23508	21696	19975	21680	21162	21978	22056	22566	20971	19045	19446	20118	21446	21307	19122	20320	19964	6691	7168	8701
1438.09			4.83				166591	125495	201355	140260	131328	115870	110232	110941	93879	119203	125331	104907	108808	116804	124746	91808	83446	118766	75293	58334	60701	56566	65002	79919	70351	70965	78060	291	321	294
766.56			4.84				69838	60975	90151	65414	59320	62421	55661	57335	62330	67389	63835	64276	91504	89526	92186	96639	98632	102955	96912	88334	90206	91498	100794	67262	68201	68387	75277	10973	10292	11192
790.58			4.84				227993	29868	262491	33460	25433	24268	22678	141757	147870	29899	30900	29942	37777	205174	40564	37716	205725	234728	34861	26943	26607	26453	28242	25370	24988	24757	26500	18581	17439	19682
1464.11			4.84				362269	266400	443295	296070	249490	225435	214038	223114	178360	226495	241859	197468	219164	218063	246432	186503	175096	260599	151111	122260	123317	122955	150432	191225	166225	169720	182206	498	375	437
822.53			4.85				34487	42714	32259	40357	45467	48581	48442	48314	52934	48969	45560	47856	50012	52769	47120	50147	46008	39418	50005	51882	50618	49103	46840	49666	50466	49559	48971	5247	4937	5389
863.57			4.85				71730	62747	73661	62616	64440	60464	64704	62166	53613	59090	65216	59545	63214	55277	62466	62089	60992	70786	56225	44673	46553	46260	46502	40586	39017	39768	37459	12254	12160	12366
1486.09			4.86				73404	69806	74231	69517	66105	64034	63781	62675	56027	60081	60635	57128	55404	61833	59552	53489	51248	57823	48386	40659	42500	42311	45460	62850	57302	59460	60937	507	509	542
735.56			4.87				271804	250790	293796	252732	238060	233747	233045	230953	210731	227462	238887	222918	221589	223229	231973	215152	212175	242122	198787	180500	183727	179935	192938	216578	210562	212824	217990	3853	3762	3907
885.55			4.87				53151	54910	53492	52599	57770	58803	59898	59965	56968	56643	58496	56368	56186	51463	56028	57283	59947	60437	56305	45854	47077	48284	46065	36379	35999	35983	35726	4245	3751	3736
1120.81			4.87				25152	27736	25888	27448	27976	26944	27280	27313	25871	27237	23703	24936	24226	26651	23744	22589	23233	24424	23074	20631	20424	19862	21293	27502	26013	26148	27711	472	467	385
836.56			4.87				55047	43940	55797	46177	39388	38977	37941	38898	40385	42105	41421	41968	47185	44247	51992	47935	47770	52195	45506	52796	54281	52990	55229	70878	71478	69893	71128	2754	2137	2554
909.55			4.88				18864	17987	18706	17360	15462	15318	15268	15710	17211	18441	18870	17858	22123	19131	22580	24724	26385	26404	25590	28313	30459	29312	31967	33204	29366	31502	31290	15072	14231	15359
1133.32			4.88				8237	9466	8507	8966	8598	9067	9369	8731	8404	9979	8811	9334	7993	8207	7777	7909	7352	7162	7844	6427	6675	7136	6934	7318	7131	6265	7103	577	580	556
653.55			4.89				13696	10877	15209	11619	9920	9097	8881	10127	12727	9925	10538	9577	11092	10378	13124	10893	11202	14267	10912	8325	8599	8578	10610	10618	10115	10845	10686	1230	900	999
1512.1			4.89				35633	33851	36139	34578	33744	32785	31871	31647	27560	30970	32355	29214	29158	29787	29534	29082	26227	29546	24878	21203	21949	21238	23097	22402	21920	20738	21525	647	663	797
783.57			4.9				282898	242433	312460	268305	250548	249802	240156	257969	262728	294827	292704	278774	323448	325503	369629	276083	270468	312596	267762	199707	207571	200595	230055	360170	367991	362327	361317	1551297	1430589	1512260
1133.82			4.9				11894	13016	11434	12320	14113	12543	12118	12681	11123	11797	10982	11899	10388	11582	10973	10622	10327	10679	10136	9423	8874	8540	8541	9561	9425	8515	9065	542	451	383
764.54			4.91				77551	64275	90149	67708	56948	52965	51880	52843	45279	51970	56978	49210	56051	54943	60295	50348	48803	63031	47046	44235	42440	42483	54945	79727	77423	80114	80871	8917	8528	8876
664.49			4.91				17572	14125	18672	14718	13493	12206	11708	12373	10597	11873	11858	11637	10182	10521	10813	9037	8992	10310	8028	7426	7291	7211	7365	7580	6797	7722	7381	811	1005	982
1146.82			4.92				12525	13347	11604	13250	13499	12973	13217	11971	11558	11222	11902	10829	10862	11612	9905	10701	10121	11186	9516	8501	8578	8576	8755	8083	6894	6486	7530	512	441	530
722.54			4.93				63537	51873	75139	57030	47073	47255	42248	43997	44753	46828	47527	45463	57888	57529	59414	64158	65656	73350	62137	80281	83580	83205	87654	88090	88150	88518	90168	3761	3598	3855
1538.11			4.94				31166	31214	32915	33415	34019	32199	31929	31572	26285	30134	30865	27872	26629	27553	27020	24459	22663	27523	21658	15125	14717	14784	15361	13672	12481	13005	12935	66192	63881	68684
700.57			4.94				35780	28279	40906	32353	22963	22177	21336	21607	18624	22737	24555	22065	31887	30807	37367	35041	35128	45374	31004	33997	34889	33790	38430	36886	32977	33849	36208	3020	2584	3074
1480.11			4.95				12568	10256	12961	11404	8783	8418	8207	8452	7436	8470	8511	7857	10650	11157	11796	13623	13103	15548	12042	12360	13219	12659	14397	11587	11427	11762	11784	1387	1055	1026
771.53			4.95				73555	67080	72239	67532	57587	53392	52893	55219	41472	45707	45934	43386	37301	38490	36876	33441	32833	36920	30273	35561	32659	34437	37820	67330	64886	65031	64689	7288	6869	7677
830.57			4.95				94264	97987	91107	99784	115813	117214	111283	113572	129853	134262	123172	131662	125911	128954	127107	114881	107189	103978	108562	70232	70198	71524	73397	84688	87951	84184	85676	77559	73177	76886
762.55			4.96				335687	271288	372645	271628	267258	231165	245251	255804	205732	247786	260591	227766	232617	208319	256380	224201	223618	296680	191435	156016	158582	155407	184683	147527	134490	148909	147745	28231	25185	26683
790.57			4.99				227993	175282	262491	195522	150844	147911	138636	141757	147870	175974	184776	166515	213207	205174	229032	201286	205725	234728	190100	154982	161752	153465	180440	215212	214825	207696	225403	18581	17439	19682
1566.14			4.99				12122	9038	16565	10652	9174	8650	8103	8712	7040	9504	9941	6567	8867	9043	10432	5812	5549	8524	5012	3363	2829	2602	2892	3599	3462	3191	4587	3610	2970	3473
856.58			5.01				59018	59711	62059	62454	53201	55193	52674	52508	56288	60449	55345	56900	57393	56036	54655	48000	43722	45276	43968	26211	26513	27017	25719	23782	23219	23782	24349	3152	2938	3368
537.52			5.05				30344	23760	29114	21979	19094	15483	16991	17099	13385	16181	18534	16124	17108	14254	18710	15997	18433	22516	16079	15138	15635	15630	18527	16572	16847	16438	17296	485	445	390
721.56			5.06				194651	160747	213487	166326	151223	136283	140567	143393	131349	158816	169357	148579	163588	162842	186744	144679	145320	178039	134738	101980	104076	99796	113771	111818	107314	109158	107904	3366	3158	3639
591.54			5.07				18523	15178	22685	14906	11769	9683	10867	11169	9677	12136	13753	10832	13345	11412	15897	14921	16483	20510	13900	13873	14895	14616	18588	19458	17244	18301	18218	548	558	539
823.57			5.09				19960	16570	23335	17593	15627	14514	15184	15020	13487	14954	15406	14450	15929	14600	17936	15775	16293	19465	14363	13269	13558	12861	13702	16584	9986	10447	14780	3153	2849	3401
563.53			5.09				64286	51445	72705	49432	45891	40737	41156	41027	36366	40539	46211	40216	44715	37761	48945	46399	47269	61180	40796	36860	37287	38171	43968	27556	23773	26500	26074	352	450	363
629.54			5.11				40374	30722	47687	34265	26015	25698	24875	27234	24171	27349	30651	27191	35898	27662	39970	35804	40181	48284	35709	37288	37206	37251	43701	45933	42373	44516	43027	4403	4302	4553
840.58			5.12				33269	32566	33086	34925	23466	23924	22605	22044	25287	28196	25744	27485	37791	37281	37465	52352	51186	45729	49126	58856	59127	60083	61961	42295	45127	43874	44947	20464	19817	19565
617.55			5.13				13374	11101	16535	11962	10243	9070	9861	9622	8408	9016	10086	8983	10163	8694	10195	10019	11033	13695	8279	7522	7522	7745	8228	7117	7475	7388	7175	403	418	402
748.55			5.16				632848	484130	730865	537071	392338	395328	356543	380634	359772	421664	449474	407975	526630	511747	545488	499450	497774	584725	476820	513330	541852	536481	590134	636538	629217	617196	657014	11785	10455	10639
764.55			5.21				53732	53152	54227	53815	56890	55107	53536	52982	49030	52588	52022	51074	51787	50948	50262	54416	53234	55406	49182	49062	47410	48495	50574	44534	43051	42308	44614	16661	14956	16779
1458.12			5.23				9347	7791	10041	8465	9279	7888	8357	8191	7024	8510	9019	7952	7588	7592	7953	8269	8498	9830	7157	7354	7300	7267	7758	8512	8177	7615	8318	243	195	247
774.57			5.24				364071	280874	426047	314021	240863	238896	215420	224784	203514	239942	259628	236346	283347	272744	285125	279897	265448	329676	249878	290847	306467	307153	333984	295000	279652	278598	308129	15341	14028	15465
884.58			5.29				7612	7567	7006	8318	6881	7782	7854	7231	7968	7698	9185	8155	10742	10032	9838	10159	10668	9909	9333	8997	9737	9313	9531	7918	7747	7280	8173	1353	1457	1989
674.51			5.32				172510	129889	207730	148591	134488	126341	119515	122472	110916	124484	136149	118328	133427	127036	136249	135106	134367	168626	114881	133035	136217	139820	151163	170004	150274	148330	171424	1358	1137	1146
731.6			5.33				1074461	862611	1214319	944601	843421	781374	777994	795553	719198	827516	866117	754763	888037	876683	994758	903835	955550	1129266	851500	967818	949488	944540	1043415	1161032	1091945	1104446	1133201	241663	225644	243511
696.49			5.34				25406	22100	26237	22542	23152	22048	20899	19706	18977	21737	21643	21180	21271	21181	19892	21110	20855	23722	19354	22294	20961	21723	21962	25223	22683	22679	25341	467	504	536
753.58			5.34				216241	205183	215946	213845	212280	198140	205054	203836	191092	203421	208634	196576	206573	197196	215004	216652	228977	232447	211670	230172	224669	225306	225107	264514	258583	264379	252460	33432	29060	36107
704.55			5.35				105118	86507	121935	93644	83975	79339	75270	77604	70374	80074	82164	75132	84451	85781	89743	86076	89211	102829	82531	86977	88183	84648	92646	97064	91367	91450	95606	1475	1666	1545
820.61			5.35				220744	177711	259638	202390	147408	139869	131362	133433	132491	150146	159563	143613	202893	194726	206977	234734	236011	264172	214161	254794	256736	261143	287463	178817	176731	168516	179943	12948	11951	12599
706.57			5.36				115857	94677	132058	102546	98800	92859	91650	89515	82371	96427	99811	87387	96792	93729	98221	97931	98312	120665	86892	99158	98312	100634	105242	83445	74407	74115	82162	1593	1646	1730
842.6			5.36				34545	33792	35257	37113	28832	28618	27971	27760	29154	31361	31143	29202	35886	34695	34072	45102	43186	43275	43777	48428	49068	50766	51116	33639	32141	31240	32089	9548	8121	8818
1480.1			5.37				11942	9202	13436	10659	9009	7748	7403	8412	7069	8604	8837	8122	9037	9605	9534	9977	9044	10130	8435	7738	9130	8012	8718	9567	9481	9727	10113	312	296	426
