Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_QC01_pos_0314.d	CSH_QC 02_pos_0314.d	CSH_QC 03_pos_0314.d	CSH_QC 04_pos_0314.d	CSH_QC 05_pos_0314.d	CSH_QC 06_pos_0314.d	CSH_SAT_1_pos_0314.d	CSH_SAT_2_pos_0314.d	CSH_SAT_3_pos_0314.d	CSH_SAT_4_pos_0314.d	CSH_SAT_5_pos_0314.d	CSH_SAT_6_pos_0314.d	CSH_SAT_7_pos_0314.d	CSH_SAT_8_pos_0314.d	CSH_SAT_9_pos_0314.d	CSH_SAT_10_pos_0314.d	CSH_SAT_11_pos_0314.d	CSH_SAT_12_pos_0314.d	CSH_SAT_13_pos_0314.d	CSH_SAT_14_pos_0314.d	CSH_SAT_15_pos_0314.d	CSH_SAT_16_pos_0314.d	CSH_SAT_17_pos_0314.d	CSH_SAT_18_pos_0314.d	CSH_SAT_19_pos_0314.d	CSH_SAT_20_pos_0314.d	CSH_SAT_21_pos_0314.d	CSH_SAT_22_pos_0314.d	CSH_SAT_23_pos_0314.d	CSH_SAT_24_pos_0314.d	CSH_SAT_25_pos_0314.d	CSH_SAT_26_pos_0314.d	CSH_SAT_27_pos_0314.d	CSH_SAT_28_pos_0314.d	CSH_SAT_29_pos_0314.d	CSH_SAT_30_pos_0314.d	CSH_SAT_31_pos_0314.d	CSH_SAT_32_pos_0314.d	CSH_SAT_33_pos_0314.d	CSH_SAT_34_pos_0314.d	CSH_SAT_35_pos_0314.d	CSH_SAT_36_pos_0314.d	CSH_SAT_37_pos_0314.d	CSH_SAT_38_pos_0314.d	CSH_SAT_39_pos_0314.d	CSH_SAT_40_pos_0314.d	CSH_SAT_41_pos_0314.d	CSH_SAT_42_pos_0314.d	CSH_SAT_43_pos_0314.d	CSH_SAT_44_pos_0314.d	CSH_SAT_45_pos_0314.d	CSH_SAT_46_pos_0314.d	CSH_SAT_47_pos_0314.d	CSH_SAT_48_pos_0314.d	CSH_SAT_49_pos_0314.d	CSH_SAT_50_pos_0314.d	CSH_SAT_51_pos_0314.d	CSH_SAT_52_pos_0314.d	CSH_SAT_53_pos_0314.d	CSH_SAT_54_pos_0314.d	CSH_SAT_55_pos_0314.d	CSH_SAT_56_pos_0314.d	CSH_SAT_57_pos_0314.d	CSH_SAT_58_pos_0314.d	CSH_SAT_59_pos_0314.d	CSH_VAT_1_pos_0314.d	CSH_VAT_2_pos_0314.d	CSH_VAT_3_pos_0314.d	CSH_VAT_4_pos_0314.d	CSH_VAT_5_pos_0314.d	CSH_VAT_6_pos_0314.d	CSH_VAT_7_pos_0314.d	CSH_VAT_8_pos_0314.d	CSH_VAT_9_pos_0314.d	CSH_VAT_10_pos_0314.d	CSH_VAT_11_pos_0314.d	CSH_VAT_12_pos_0314.d	CSH_VAT_13_pos_0314.d	CSH_VAT_14_pos_0314.d	CSH_VAT_15_pos_0314.d	CSH_VAT_16_pos_0314.d	CSH_VAT_17_pos_0314.d	CSH_VAT_18_pos_0314.d	CSH_VAT_19_pos_0314.d	CSH_VAT_20_pos_0314.d	CSH_VAT_21_pos_0314.d	CSH_VAT_22_pos_0314.d	CSH_VAT_23_pos_0314.d	CSH_VAT_24_pos_0314.d	CSH_VAT_25_pos_0314.d	CSH_VAT_26_pos_0314.d	CSH_VAT_27_pos_0314.d	CSH_VAT_28_pos_0314.d	CSH_VAT_29_pos_0314.d	CSH_VAT_30_pos_0314.d	CSH_VAT_31_pos_0314.d	CSH_VAT_32_pos_0314.d	CSH_VAT_33_pos_0314.d	CSH_VAT_34_pos_0314.d	CSH_VAT_35_pos_0314.d	CSH_VAT_36_pos_0314.d	CSH_VAT_37_pos_0314.d	CSH_VAT_38_pos_0314.d	CSH_VAT_39_pos_0314.d	CSH_VAT_40_pos_0314.d	CSH_VAT_41_pos_0314.d	CSH_VAT_42_pos_0314.d	CSH_VAT_43_pos_0314.d	CSH_VAT_44_pos_0314.d	CSH_VAT_45_pos_0314.d	CSH_VAT_46_pos_0314.d	CSH_VAT_47_pos_0314.d	CSH_VAT_48_pos_0314.d	CSH_VAT_49_pos_0314.d	CSH_VAT_50_pos_0314.d	CSH_VAT_51_pos_0314.d	CSH_VAT_52_pos_0314.d	CSH_VAT_53_pos_0314.d	CSH_VAT_54_pos_0314.d	CSH_VAT_55_pos_0314.d	CSH_VAT_56_pos_0314.d	CSH_VAT_57_pos_0314.d	CSH_VAT_58_pos_0314.d	CSH_VAT_59_pos_0314.d
603.532			11.175				523772	701765	567064	541759	471378	275585	213161	435894	267281	852075	397523	634132	512538	664211	423181	459447	480016	595813	541518	489829	315649	600836	602504	299545	380075	690352	591006	597191	647595	779205	486133	281269	447345	504168	473100	390208	478877	419609	406703	544066	536503	390193	423443	174718	449633	349229	374705	321695	234729	574511	394011	670036	475193	304503	278542	293196	250977	500453	446119	247052	408403	191940	343695	256769	450186	383432	485040	448494	615040	637495	605054	527190	554400	293760	473064	405330	536202	656597	678864	532455	594416	306184	434755	508796	494374	963680	430939	588171	1045638	682731	594263	718715	624875	441202	545535	499467	515923	455029	683328	546742	441310	443777	229323	333213	701270	236289	560801	413100	422199	337004	256296	491805	334710	178754	347668	336147	581073	312858	385023	457132	397191	465063	484883	427223
977.779			11.179				2228643	2539576	2157553	2014605	1893921	1422855	1147545	1727180	1165009	2871069	1342948	1970733	1852367	2059204	1569297	1759398	1792457	1870475	1767427	2017501	1464774	2065332	1923591	1229005	1530432	2216103	1683710	2249030	2422669	1911746	1590146	1178060	1634291	1751615	1625750	1671731	2304505	1763612	1712750	2146118	1829166	1523312	1809288	519465	1804521	1368266	1441062	1373184	1058828	1795196	1573456	2248356	1707645	1122335	1144187	1233131	1293676	1795422	1782098	1183699	1788920	898325	1603356	1208356	1956794	1510832	2250437	1710372	2398197	2380221	2078020	1841060	1840755	1484404	1630675	1654959	1939876	1840264	2273224	2039148	1902915	1302582	1644020	2030697	1966842	2591362	1859273	1966816	2527982	2108813	1938252	2245384	2025628	1721010	1951212	2025035	1948211	2026515	2437221	2160570	1796387	2084079	1186845	1427939	2235329	1073468	1966441	1533976	1965610	1609910	1509480	2047091	1454188	791192	1750621	1380341	2523672	1389272	1838685	1720899	2197356	1939045	1706597	1954489
957.864			11.188				4444247	6671540	5916236	5476921	5213559	3911117	2069482	4555514	1745011	11721195	2145964	4747470	4010428	4055276	3434488	2663989	4261538	2646241	3322294	5053000	2811137	3259291	3943426	1473639	3073571	3624355	3246485	5495289	6755492	3041210	3056799	1669487	2800750	2697852	2835850	2138475	7719123	3366200	2834508	3025452	3792571	2883510	6115758	833407	2958826	2173644	2597062	1917029	1556651	2942645	3675509	10485840	3315392	1186351	1603317	2154495	3087524	5684815	3254513	1932910	3156812	1702929	2451938	1215172	4265398	3625271	8847330	3592111	9848355	4891447	6328609	4509382	3843438	3134942	3135447	3958869	3310044	3848028	7016203	5516407	4766833	2257776	2989227	5093850	4257493	6106086	5406177	4655307	3907196	6026747	4248668	6124100	5461520	3649660	6193328	8875837	4615735	3667654	4935288	4683096	3549637	8402819	2563146	2200950	7310126	1441787	3942998	2115697	6119345	3748841	3582844	4662362	1686416	1275271	3452439	3528118	9335300	2361384	4458375	3115039	6762221	3386881	3320713	4102869
920.852			11.191				1227041	1515199	1436836	641369	1283885	869774	705622	1089447	1055248	2018487	1445655	1475943	1142262	1776239	464742	1866729	1465049	1991368	1550365	1207039	920270	861946	1783770	984336	1075802	1828940	1843969	1361121	1663445	1893747	1350113	900181	1526349	1785807	1718674	551130	1567922	1276289	1304710	1739896	1458997	1297797	829543	398154	743435	1162451	1046800	1163524	1264003	773318	1142695	1917162	1211824	1046129	1019318	1032844	787370	1350287	1233918	686416	1259143	459907	1551283	855471	1505661	1182673	1422087	763372	1308807	2072050	618228	537115	699790	834644	1682664	1219573	655907	1680050	1451221	1363636	2083596	943011	1052350	1180538	1278180	2450281	1103090	1455553	2260843	2442417	772409	1946021	823503	1254873	1325046	1260448	1422243	1401023	727485	1670335	1454781	843667	928005	1388865	1931271	883780	1668870	1944319	1468970	1042619	1182966	749238	1483572	696174	1276873	1210985	1574515	956425	460967	487796	939682	1650704	1286524	492028
919.847			11.198				1464293	1942172	1611875	1685101	1645400	1112588	846466	1501801	1467671	3482709	1991987	1825742	1386559	2058420	1405679	2314314	2109284	2282291	2037761	1489805	1193985	2717893	2215542	1220763	1309582	2368372	2232272	1982717	1985210	2294174	1543389	1221526	1848799	2047810	1988327	1839274	1836020	1666777	1567281	2156050	1814886	1743737	981782	426919	2075061	1477007	1373994	1428890	1589961	2287657	1361857	4150532	1357170	1332373	1285006	1242718	1031943	1706019	1558921	784291	1504251	579377	1834086	1064784	1780896	1463244	1960724	2509936	1808813	2604540	1654000	1614046	1676649	1045909	1935664	1896249	2255342	2062385	1955186	1620875	2448074	1104868	1403452	1356248	1488902	3930720	1787745	1692263	2558040	3309943	1986470	2285634	2296540	1483943	2307409	1873031	1858113	1665417	2104121	2097391	1906627	988922	1074756	1542672	4027267	1118026	2044236	2226815	1645693	1332719	1515073	1892680	1846285	829484	1604443	1526924	2437040	1303986	1392122	1623598	1243194	2106356	1610213	1909217
834.788			11.202				375540	507095	444526	393937	356966	257271	226833	330426	239694	1184396	389994	362123	351406	742853	598259	765990	602612	711061	677646	583492	251859	724462	915771	204752	333766	836402	641304	759723	587737	467846	292301	334637	607696	733018	606638	308500	452448	323287	485638	505109	773230	590788	323757	114962	696292	540860	384173	167639	352853	825533	418893	1232716	390220	126985	184036	293622	111232	988648	386080	193786	294577	129060	252145	208353	311909	485703	396262	320012	779692	545968	598324	621866	658251	428003	410149	312200	529721	1351347	916177	455473	838077	203769	408097	715685	434178	1512185	525557	879203	607671	681174	1102504	1263435	726601	552966	456824	573927	333696	540384	728120	621658	627475	473881	146098	542658	1369777	167966	216136	427224	340462	328860	170824	513021	152147	181288	357443	264524	717097	272327	238930	202314	299970	283522	491852	342059
860.799			11.203				899597	1249202	980420	882761	956417	652351	435896	571791	515284	1989817	583328	939486	873085	1310284	1060217	1307967	1027534	1039554	1294193	1048196	501913	1138833	1513381	288933	679607	1479393	1004882	1405903	1464974	1084192	728111	618004	869702	1334036	1069245	549355	855914	829856	856394	799962	1712549	989443	697184	226957	989389	1002775	702628	374015	668272	1147885	802593	2192651	861324	281848	434064	572138	292575	1876812	739638	432886	805755	266943	629347	389338	828146	940142	601046	727904	1204782	844093	1163288	779007	1054538	792742	733388	545555	794455	2119036	1728053	793926	1301973	373427	626449	1458731	771356	2270539	997223	1692868	1196604	1603757	1821950	1894210	1143399	880496	795871	1071033	610563	899293	1203156	1047807	845516	1014005	334869	771006	2312198	381149	505289	821101	772204	526914	349163	929032	470260	259911	589123	547230	1324334	486631	515381	454680	662239	657846	880727	657468
961.821			11.209				1463602	1864957	1707305	1597701	1556241	1256463	586236	1893388	679035	3382804	592079	971297	1186429	1023795	932687	785918	1462187	734078	856429	1657421	1422617	1049280	984483	444118	737880	1084104	792462	1570079	1680087	654398	854747	483180	1053203	880237	1006295	584810	2572164	1192010	1007198	795118	1082356	701075	2501930	493565	886356	666851	767654	619784	473751	767058	1047195	3096686	761686	520445	459850	713262	986668	1673150	813980	780058	939652	822628	786998	443943	1082392	1222900	3306408	1260286	3465831	1292294	1463753	1286749	1246534	1194399	931320	1515392	915411	1027531	1983627	2057093	1460337	807214	784734	1327739	1442670	1555202	1744463	1591100	882535	1673520	996022	1783797	1679448	1187386	1655878	2660660	1382785	1361012	1304142	1400464	1079765	3212778	1258774	610882	1729330	526771	1132808	597513	1942848	1092071	1355694	1351748	683534	454555	1140711	1118996	3005373	694127	1574986	1107972	2529762	1083513	929350	1309863
871.767			11.292				323341	417087	410980	447431	375768	314434	323342	465262	453169	787259	803993	401815	446533	789601	350774	1073663	836955	881962	483763	349049	385858	1120677	1030494	350704	269970	669957	1082336	568009	490967	698138	524734	376839	562099	724376	799107	667496	563375	451433	468250	613261	688957	575321	290491	232996	676135	705090	449126	418902	716370	1048270	415493	1138081	422528	411984	397360	435490	194730	492781	474340	228038	382934	185238	463654	315907	365114	527300	524521	817148	384272	943414	378318	378802	500028	265731	883021	650955	687941	479259	415852	509411	1122832	427607	401690	437418	381806	1506471	381154	464252	1002998	1054798	584739	872179	880284	537202	466130	376578	538122	512685	580591	747947	673656	266083	368723	520496	1197318	477060	602677	1076042	438257	390051	515707	475807	528210	296220	483128	271318	635016	379854	293936	390071	271626	436075	395520	346842
867.797			11.311				461474	698919	545746	566219	487634	446616	385732	498236	516736	1283539	768563	642540	989456	1426968	530565	1271706	1770695	1202098	715508	772322	1119118	1159754	1330329	363977	490600	988664	1226542	852082	773333	920575	689882	506486	793363	839511	1103165	796154	688988	1063164	587848	703983	1358144	685573	434777	299394	762716	699457	1370099	660499	779539	1454879	651032	1560030	685927	512843	494787	501628	330251	1189013	868437	308117	1404430	203275	704060	388848	652716	721329	722456	954029	866644	1181777	1147611	746775	1255354	573953	1072862	935939	1458614	2212418	1161601	1116226	1359958	541366	660437	1472991	538107	1962287	790699	1047004	1353368	2428691	1925550	2113566	1159733	1099122	689389	798537	1288559	1031694	1441169	1205158	776031	548237	441707	674801	1988735	575634	1042400	1163277	762521	716445	642113	874265	783162	409644	601072	638417	1348675	702739	667882	907061	667228	745445	793989	910309
862.817			11.314				336358	471102	400645	313477	339293	261986	272993	227238	238115	894128	349971	437849	771105	1015597	391188	688977	1393473	809736	528080	543602	804984	469470	805018	212670	345460	569447	434778	616332	518764	597703	524818	332432	498944	482078	788940	292822	446203	849968	365318	423714	1122052	361188	280950	147292	385286	405992	1078906	408821	405120	976638	444038	1126935	477750	368757	341557	231915	230046	961616	682183	246530	1139455	139749	555327	252888	558079	532509	350018	472161	682163	692109	935416	566603	1079219	515822	504075	739723	1048053	1780860	899517	873562	813119	397835	436523	1180110	400924	1014986	529971	833377	864167	1977107	1518755	1613435	805921	820047	383295	607572	1040257	648086	974561	991669	468439	435948	309170	487682	1377238	433529	680310	582544	547775	573949	324398	660108	508028	262061	352945	548154	1125239	523225	551891	582291	542719	591223	552483	666165
897.785			11.334				1039539	1941013	1332843	1361566	1208373	705584	771757	1468532	1146019	3417621	2189236	1412561	1388314	2253671	1207530	2625293	2544286	2578377	1465199	1266990	882926	3106824	3021900	966929	789350	2279529	3371762	1937004	1937080	2576707	1646390	973205	1703466	1919531	2000584	1787573	1749851	1540820	1656476	1857418	1997974	1904491	949201	502261	2054268	1874705	1208909	1185671	1591649	2877469	1413483	3720598	1536691	1096426	1010186	1219222	643851	1725296	1592069	766629	1290546	412667	1318566	840254	1174533	1567030	1864896	2314145	1573491	3060821	1470981	1462240	1667777	751960	2492965	1861503	2233615	1501792	1877433	1519933	3213534	1350060	1289918	1008553	1353783	4702303	1370375	1766102	3100102	3951289	2185813	3268954	2578792	1518341	2077363	1487694	1798677	1674964	2125378	2353707	2168164	966573	871405	1549385	3839496	897903	1930274	2578884	1472326	1145558	1803723	1976259	1404924	686000	1539022	902793	2008100	1150079	1074856	1138643	956034	1671640	1373184	1303879
939.779			11.343				542360	665514	546241	487772	539023	316646	319235	465852	351950	1082855	472147	481784	573478	634820	404461	637869	681490	630902	456415	475063	318068	718326	810905	301737	327163	648907	774122	713184	627602	527386	502684	324799	459818	430451	583612	514268	612592	454011	490245	483068	577300	533248	450884	149676	590027	510892	471248	311657	397050	628877	428313	1325673	485785	282004	305989	430932	282250	570620	489824	293435	440695	212782	391032	276852	432793	503841	651055	650165	570333	832375	531180	470094	600536	371117	688730	594010	557642	485041	679640	570796	823622	425693	490420	417617	478676	1196883	640356	569954	802781	1026720	715357	856794	636044	572968	830088	617998	556087	535676	603696	687338	660339	471571	349936	442392	1206623	339485	494691	585318	506257	428182	603220	679682	357833	248267	573344	331861	783944	369903	435638	439044	493150	425213	480691	463767
923.801			11.346				1261856	2042965	1530540	1373619	1329008	860899	789746	1300585	864838	3247002	1336394	1230524	1596777	1942679	1150091	1838150	2071745	1715958	1476810	1407171	881196	2093711	2507477	770894	939452	1682351	2091593	2076444	2010792	1764619	1453629	744656	1273704	1318716	1551813	1319940	1926490	1326077	1279065	1367348	1777339	1631161	1349748	333943	1472894	1520925	1156934	957715	1163270	1908046	1264041	3915760	1379791	757199	855129	1098172	762555	1794615	1348867	662687	1255391	563465	1032783	695982	1106923	1423275	1988546	1734320	2077352	2744367	1587153	1425108	1551953	849957	1947315	1728684	1741347	1388566	1963715	1445567	2303322	1167989	1405803	1195436	1394032	3608850	1740483	1649334	2481655	2798649	1837641	2585650	1933343	1725910	2148630	1802914	1662039	1653852	1972507	2013505	2023165	1463670	832818	1188009	3966655	768552	1692998	1687647	1504803	1217994	1546184	2065805	940766	555517	1449968	825923	2333222	1114480	1081382	1040085	1298115	1272525	1285848	1278506
963.835			11.512				2650869	3757015	3068899	3167691	2714908	1994591	736450	3848487	1329484	7816641	1076044	1212159	1669965	1669240	1422414	1450699	2313673	1324891	1631775	2811017	1995797	1920651	2144167	476041	1195019	1677934	1529073	2309250	2576243	1352793	1164615	546624	1746568	1613684	1541526	1000639	6401862	1880893	1222032	1087488	1899480	1318403	3685914	1026057	1317478	1264286	1543833	911272	877068	1520924	1582836	9006665	1697159	870056	824667	1110967	1721019	3711251	1425526	1025881	1511186	822669	1507081	547343	2190376	1561398	6950730	2919783	7048853	2618256	2273196	2336570	1967497	1566018	2025738	2324835	1781518	1623750	3729816	3231451	2800826	1461365	1263364	1971313	2248817	3249266	2590121	2395708	1982928	2970251	1775098	3696987	3492807	2093185	3572804	6645380	2409987	1801736	2192597	2629682	2179994	5118374	2118397	1091282	4120211	945054	1772442	1306350	3897468	1647161	3731291	2561691	1113318	743426	1944419	1782105	6434016	1210599	2621575	1822822	3138288	2347387	1500708	2286738
937.82			11.518				7338402	12641901	9443672	8544711	8200096	4551329	2806067	8927460	4465358	24900632	6057134	5691575	8313960	9453033	5511614	7177010	9611299	8495041	6941848	8315853	5585314	9072110	10429230	2732702	4286823	7929743	8928655	10149307	8641160	10953324	5363600	3152000	6436564	7089974	6679958	4616325	14766945	8362045	5423541	6009949	8791309	5430393	7276105	1924387	6896926	5354493	6585673	4871528	3686392	9470015	5967361	23554045	6599286	3690401	3700968	4752237	4131432	11495833	6247785	3895014	7584034	2176741	6010618	2955121	7366663	5388245	13358905	10583219	13279997	12647479	10156212	8693511	8380701	4282559	8122550	8181675	9532301	7237907	11302903	10398937	11020523	5623269	6060842	5825021	7445503	15542948	9898875	8068945	14809810	13607443	9355044	13781546	11545541	7136776	12111841	13206634	10249813	7110949	9029834	11276887	7429543	8341211	5160807	4886771	15708700	4157881	9367148	6181906	9743442	5427291	7603955	9390876	4977841	2489568	7352220	5204692	17486512	4569147	8532344	7584676	8789244	8661562	8031741	7896990
979.804			11.518				1016930	1292715	1129825	1037247	1023155	689161	335318	1402095	597687	2799919	560055	547047	741691	874118	564426	747969	1020269	958619	739815	993358	714465	998262	1063828	292064	518243	868409	886674	1008476	1010671	1024049	524888	319177	744262	837106	685238	559139	2083322	766470	544422	619906	795795	567789	1272016	389729	698626	618478	642916	504586	466550	993617	632361	3035849	656413	425182	418154	526158	600693	1462798	647661	442828	760610	387656	674087	302622	847184	626501	2304458	1290442	2246076	1251038	871645	889479	814460	581093	887276	891675	1025168	678492	1358915	1258016	1237558	589970	580737	742660	802723	1451192	998465	1081741	1314854	1464187	996839	1613346	1428268	802687	1272896	1931224	952259	796335	947741	1103143	964151	1630804	842652	541847	1526138	491420	946616	721711	1376632	620577	1222683	955209	583739	302425	713464	651643	2348544	513010	976491	806613	1153754	1098155	681207	926621
953.793			11.519				2747883	3543299	2889929	2507488	2308623	1418406	912323	2628128	1382946	6298095	1701602	1767095	2440792	2837176	1664523	2248598	2725838	2583840	2193408	2502036	1719836	2785542	2964362	899563	1319534	2441428	2561957	2927242	2671035	3051855	1681099	1019826	1951282	2189988	2101240	1477692	4097697	2424146	1672747	1797929	2517371	1621716	2109220	671850	2078998	1535670	1986362	1555477	1128517	2813091	1617423	6189502	1978066	1219334	1078766	1479598	1313689	3354411	1985098	1310028	2346863	731775	2006199	1079010	2295970	1854942	3828918	3124503	3657908	3565884	2918794	2402991	2354702	1371736	2351234	2261091	2750301	2042712	3150800	2991291	3499047	1786854	2004293	1926159	2161523	4313226	3046695	2357042	4118487	4124800	2804710	3978656	3437586	2150026	3257942	3735788	2894728	2092493	2702578	3193699	2282323	2530077	1572996	1514707	4547886	1411713	2892146	1925863	2992095	1556075	2274574	2660359	1479092	865426	2278208	1664126	4623661	1449024	2562752	2339926	2731103	2457588	2361898	2376187
911.803			11.522				8229078	14283526	10889275	10139196	9445450	4212420	4059542	8986859	8498239	26335487	14729030	10430808	10613822	17429116	7721359	16703759	17674646	24687414	12050068	8167465	8979200	21852469	20460415	5595038	5730318	18126926	21389386	12789002	12040176	31707722	8027704	6449811	11807895	14724396	12047217	12308076	13512472	12034358	9843685	13281735	14535876	8531029	5492672	2347064	13513244	9627442	9421577	11470563	7276144	25957436	8516049	23801339	8672407	7796388	6588387	7179372	3935893	13200870	10349926	4897691	11117245	2354682	11080187	5128179	10054118	8660906	11320974	19097185	9529152	19726354	11920585	9670595	12917208	3989617	15783332	11879248	20228541	10002968	11339670	13981472	21857965	7690898	7917965	5463583	9609808	26748405	8686991	13159846	35029376	23712548	14989298	25047358	18796597	8591581	13276438	9549867	14835150	10437372	13849659	18044075	9526540	5109107	5238663	9536689	18937145	7250854	20437962	12759741	10842746	6606180	8143050	10970810	11530300	3980754	8611157	5790356	14931302	6259107	7960287	9352507	6542930	16469381	10964587	11048330
885.787			11.523				1471151	2209191	1924086	1637184	1533181	1197995	868478	1656929	2119517	3018114	2230270	1819761	1593006	2513860	1371986	3547650	2728553	2638994	2360707	1391012	1618813	4862354	3730290	1321232	1358743	3216462	4816053	2254865	1937876	5648670	1682722	1396021	2604914	3802075	2448435	2027424	1967998	1975755	1871676	2827119	2406373	1416601	854832	767362	2638948	1911968	1551080	2199912	1867958	5139654	1635424	3763795	1419761	1867224	1664454	1344371	862037	2147005	1653426	839503	1670139	630612	2487982	1203625	1689532	1673107	2042198	3475731	1490497	3178129	1935174	1455294	2087408	817185	3424493	1959431	3386086	1895145	1839364	2628251	4648688	1363063	1523162	1134811	1617191	5925674	1416781	2224886	5034025	4575037	2547015	2904011	3990854	1657557	1875453	1718461	2376314	1976032	2433323	2932992	1705746	834913	1366053	2114469	3178672	1501919	3422947	3173204	2099572	1327968	1529389	1482553	2520429	946454	1409781	1208040	2202719	1141617	1203317	1633935	969110	3105295	1857427	1813839
901.765			11.523				563629	685067	516724	580351	489778	419442	361892	512233	667556	799012	684485	572645	502108	758628	440003	954065	821237	884981	837872	485314	554499	1333235	1042982	437779	462849	997706	1321898	698250	655506	1501165	515483	427401	778649	1124895	742892	674705	574312	607632	608734	781719	725885	534112	340656	282022	834192	547743	543301	665704	593601	1412849	476047	979365	576875	672708	544350	444953	338946	637081	520098	331673	545117	252952	754555	433112	501577	591419	596702	1023581	492569	1009322	596323	444207	640735	335715	907604	625004	978960	624185	694876	740971	1247869	482625	482210	401145	507763	1699404	430131	695105	1406622	1267760	789173	885157	1157302	583127	555055	495900	680343	620415	767390	952916	585707	313460	446849	666972	914102	532290	992304	1067947	633249	474632	524539	493256	756608	346153	499450	439742	753143	425212	426540	541240	338830	904603	600409	582956
