Quant m/z	Other ID	Compound	Ret. Index	Spectra	Kegg	PubChem	CSH_QC01_pos_0314.d	CSH_QC 02_pos_0314.d	CSH_QC 03_pos_0314.d	CSH_QC 04_pos_0314.d	CSH_QC 05_pos_0314.d	CSH_QC 06_pos_0314.d	CSH_SAT_1_pos_0314.d	CSH_SAT_2_pos_0314.d	CSH_SAT_3_pos_0314.d	CSH_SAT_4_pos_0314.d	CSH_SAT_5_pos_0314.d	CSH_SAT_6_pos_0314.d	CSH_SAT_7_pos_0314.d	CSH_SAT_8_pos_0314.d	CSH_SAT_9_pos_0314.d	CSH_SAT_10_pos_0314.d	CSH_SAT_11_pos_0314.d	CSH_SAT_12_pos_0314.d	CSH_SAT_13_pos_0314.d	CSH_SAT_14_pos_0314.d	CSH_SAT_15_pos_0314.d	CSH_SAT_16_pos_0314.d	CSH_SAT_17_pos_0314.d	CSH_SAT_18_pos_0314.d	CSH_SAT_19_pos_0314.d	CSH_SAT_20_pos_0314.d	CSH_SAT_21_pos_0314.d	CSH_SAT_22_pos_0314.d	CSH_SAT_23_pos_0314.d	CSH_SAT_24_pos_0314.d	CSH_SAT_25_pos_0314.d	CSH_SAT_26_pos_0314.d	CSH_SAT_27_pos_0314.d	CSH_SAT_28_pos_0314.d	CSH_SAT_29_pos_0314.d	CSH_SAT_30_pos_0314.d	CSH_SAT_31_pos_0314.d	CSH_SAT_32_pos_0314.d	CSH_SAT_33_pos_0314.d	CSH_SAT_34_pos_0314.d	CSH_SAT_35_pos_0314.d	CSH_SAT_36_pos_0314.d	CSH_SAT_37_pos_0314.d	CSH_SAT_38_pos_0314.d	CSH_SAT_39_pos_0314.d	CSH_SAT_40_pos_0314.d	CSH_SAT_41_pos_0314.d	CSH_SAT_42_pos_0314.d	CSH_SAT_43_pos_0314.d	CSH_SAT_44_pos_0314.d	CSH_SAT_45_pos_0314.d	CSH_SAT_46_pos_0314.d	CSH_SAT_47_pos_0314.d	CSH_SAT_48_pos_0314.d	CSH_SAT_49_pos_0314.d	CSH_SAT_50_pos_0314.d	CSH_SAT_51_pos_0314.d	CSH_SAT_52_pos_0314.d	CSH_SAT_53_pos_0314.d	CSH_SAT_54_pos_0314.d	CSH_SAT_55_pos_0314.d	CSH_SAT_56_pos_0314.d	CSH_SAT_57_pos_0314.d	CSH_SAT_58_pos_0314.d	CSH_SAT_59_pos_0314.d	CSH_VAT_1_pos_0314.d	CSH_VAT_2_pos_0314.d	CSH_VAT_3_pos_0314.d	CSH_VAT_4_pos_0314.d	CSH_VAT_5_pos_0314.d	CSH_VAT_6_pos_0314.d	CSH_VAT_7_pos_0314.d	CSH_VAT_8_pos_0314.d	CSH_VAT_9_pos_0314.d	CSH_VAT_10_pos_0314.d	CSH_VAT_11_pos_0314.d	CSH_VAT_12_pos_0314.d	CSH_VAT_13_pos_0314.d	CSH_VAT_14_pos_0314.d	CSH_VAT_15_pos_0314.d	CSH_VAT_16_pos_0314.d	CSH_VAT_17_pos_0314.d	CSH_VAT_18_pos_0314.d	CSH_VAT_19_pos_0314.d	CSH_VAT_20_pos_0314.d	CSH_VAT_21_pos_0314.d	CSH_VAT_22_pos_0314.d	CSH_VAT_23_pos_0314.d	CSH_VAT_24_pos_0314.d	CSH_VAT_25_pos_0314.d	CSH_VAT_26_pos_0314.d	CSH_VAT_27_pos_0314.d	CSH_VAT_28_pos_0314.d	CSH_VAT_29_pos_0314.d	CSH_VAT_30_pos_0314.d	CSH_VAT_31_pos_0314.d	CSH_VAT_32_pos_0314.d	CSH_VAT_33_pos_0314.d	CSH_VAT_34_pos_0314.d	CSH_VAT_35_pos_0314.d	CSH_VAT_36_pos_0314.d	CSH_VAT_37_pos_0314.d	CSH_VAT_38_pos_0314.d	CSH_VAT_39_pos_0314.d	CSH_VAT_40_pos_0314.d	CSH_VAT_41_pos_0314.d	CSH_VAT_42_pos_0314.d	CSH_VAT_43_pos_0314.d	CSH_VAT_44_pos_0314.d	CSH_VAT_45_pos_0314.d	CSH_VAT_46_pos_0314.d	CSH_VAT_47_pos_0314.d	CSH_VAT_48_pos_0314.d	CSH_VAT_49_pos_0314.d	CSH_VAT_50_pos_0314.d	CSH_VAT_51_pos_0314.d	CSH_VAT_52_pos_0314.d	CSH_VAT_53_pos_0314.d	CSH_VAT_54_pos_0314.d	CSH_VAT_55_pos_0314.d	CSH_VAT_56_pos_0314.d	CSH_VAT_57_pos_0314.d	CSH_VAT_58_pos_0314.d	CSH_VAT_59_pos_0314.d
1155.971			6.297				12658	14852	12234	11972	13412	11734	6455	12574	8567	3268	4750	4610	34047	9317	10913	8494	15001	5407	6755	14973	6743	7459	7998	2786	11807	3615	7343	6106	19036	6591	11443	2153	7412	5158	14791	4697	22890	13075	3827	4285	19858	19986	5021	2975	7848	6894	14980	9790	15219	8600	14837	14591	17851	7287	5619	7341	10890	12171	10208	2692	11190	2127	6864	2039	13172	16182	29334	26088	23111	19758	19299	33747	16019	25596	14651	18643	3653	25575	16869	23476	25859	7921	10016	21497	14441	26407	9067	5427	37617	23143	7156	27237	57609	39565	23343	5144	21641	13685	20385	30788	59742	9797	13765	13402	32096	17128	30444	30019	35897	6437	18209	26399	16974	34799	15200	34132	31777	6978	13942	22112	10303	10073	7580	19544
605.453			6.3				19284	23337	21826	21299	21514	20129	13013	19489	17385	11337	12229	11762	33336	17618	14702	18868	20650	13163	14752	22061	15867	17369	15892	10185	20126	12910	14189	15818	26798	13920	20386	9096	18574	14602	22675	14716	30926	20604	12386	14020	25112	22994	14271	10955	16113	14356	22181	16737	20454	17288	20168	22784	22323	14797	13571	15275	16984	17553	17257	9538	18611	9157	17927	9136	21291	21963	33440	29105	28129	27199	24775	29177	21990	29420	19909	22320	10435	28320	25270	25874	28233	16409	17533	29140	21173	29074	18003	13836	33349	29123	15157	29084	41482	37519	25558	13313	25671	23106	26975	33991	43667	19036	21960	19741	31394	23563	30179	33909	31579	14698	25028	28827	24340	32653	23661	28109	33771	15822	22750	26301	20384	17139	13684	25196
665.492			6.327				13600	14146	12557	13005	13811	11937	11369	14639	8311	15736	6327	10048	18542	9563	17630	12755	12300	10009	9100	19886	7327	10837	9461	8710	13220	12456	14041	11312	35487	6100	12766	8546	8053	7881	9270	6219	13752	11594	9344	10719	17702	16891	10524	5315	20997	11978	11377	7202	12439	13800	13921	13140	14739	8051	8004	8721	8695	10004	10328	7094	8719	5243	11856	5072	11776	16634	23703	17133	28661	13939	19789	29679	14216	29047	10376	14174	6432	28275	27144	21837	24037	7564	14130	21413	14468	29638	10688	15934	20056	18577	13378	17314	47545	15800	14015	7534	17993	16604	16536	18475	41559	20692	11267	17373	34321	11893	17744	15072	20917	16300	16394	14715	13838	30007	12889	18265	20216	9391	16261	15826	18889	12001	9633	16135
1181.989			6.338				4146	5050	4326	4104	4723	4272	1849	2975	2397	865	1243	1779	12002	2302	2390	2068	3244	1008	1832	5120	2495	1718	1836	694	4358	814	1238	2568	6116	1789	3122	753	1600	1305	3272	1230	6290	4326	1155	1139	5538	4919	1544	1267	1845	1503	5905	2594	4181	1788	4606	3744	5123	2417	1888	2142	4647	4527	3018	826	4037	1178	2816	793	4053	4294	8480	6824	9063	4709	5448	10164	4375	9084	3912	4607	770	6562	5015	8034	4923	2554	2913	7559	5543	6637	3646	1984	9473	4779	1764	6188	21584	13103	8750	2307	6911	3458	6122	8047	21073	4911	4241	3837	6844	7681	8076	7904	11545	2997	4839	7764	5461	14985	5168	13220	13266	2374	5291	7564	4579	3672	2785	6914
686.564			6.363				2782	3184	2538	2718	2870	2648	1890	2899	1787	4311	1517	1681	3920	2012	3348	2321	2443	1893	1818	4344	2289	2307	1812	1784	2227	2935	2693	2516	5589	1567	2375	1695	2518	1976	2075	1805	2910	2239	2578	2361	3490	2707	3755	1651	4810	2304	2129	1543	2106	2334	3025	3647	2852	1908	1422	1732	1942	2833	1696	1730	1814	1736	2600	1692	1963	3035	4869	2396	10684	2812	3216	5741	2824	7195	2389	3205	1966	4371	5944	4583	3984	1729	2662	4313	3384	5330	2724	4169	2604	3862	2569	4376	24218	4017	2875	2065	2890	4422	3736	3725	13139	9591	2917	2859	6365	2344	3465	3092	4653	4017	3236	2953	2763	8032	2964	4512	5253	2301	4032	3236	4733	2363	2140	3141
572.534			6.403				5063	6339	5734	5049	5306	6336	3403	3050	1331	14243	5183	14005	6738	5305	13695	3093	2409	5198	11339	7646	2666	6454	4130	2139	13491	6702	10439	5159	9804	3940	9950	5517	5106	9585	6176	6401	7835	3907	6352	5933	5854	6741	4974	2193	7134	4763	2023	2705	2905	6965	5737	5281	4667	1762	1367	3130	5912	6301	6359	3757	2277	1990	1851	2459	5276	7915	5824	2790	12405	7785	16319	8002	5483	12657	3334	2465	4286	25138	14833	8128	14211	2545	4515	24847	6222	24647	3518	13182	10220	25632	13135	12868	16778	8791	5931	3751	4717	12058	12306	8125	9929	7174	3304	8942	12760	1844	5350	5964	9127	7223	3923	4435	2956	2483	4933	13564	8098	3613	5398	2431	4149	2347	4802	7420
1165.043			6.406				1389	1450	1465	1300	1245	1393	759	678	317	2717	712	2658	2128	1182	3520	623	748	1066	1335	2311	609	1408	926	426	3131	1303	2680	1118	2808	744	2356	825	998	1881	1243	937	2016	1213	1506	1772	1403	1781	960	376	1430	915	545	736	626	1545	1776	1058	1126	426	301	654	1123	1648	1738	662	643	316	339	417	1357	2206	1219	745	3763	1840	5521	2331	1557	3661	668	702	756	7161	3942	2214	4054	511	1102	6280	1755	6818	1066	3361	3146	7370	3086	3424	4881	2298	1560	685	1177	3054	3041	2689	2951	2140	950	2161	3552	503	1572	1416	2783	1922	873	1106	794	916	1328	3674	2611	923	1770	897	1493	597	1152	2103
1208.003			6.406				3335	4016	3481	3296	4402	3782	2304	3358	1753	2013	1435	1904	12059	3191	3549	1359	5320	2521	1210	4424	2902	2646	2407	1457	3298	1876	2535	3241	7673	1594	3917	1641	3072	1805	2173	1344	4554	4854	3333	3324	5813	3721	3090	844	2461	1796	5543	4511	2116	4230	5136	2892	4237	2135	1472	1873	3483	3503	3905	1472	4210	1425	2138	979	4026	5224	6569	4321	7959	3432	6929	8770	5070	8358	2519	5454	1476	4905	5998	7877	6250	1584	3538	5757	4380	6570	3882	3674	7623	6987	4006	5775	20266	9988	8290	1885	7181	8026	6806	8154	19957	5371	3866	3761	5223	8051	9201	4375	8451	3248	3187	5366	3802	15464	3796	9361	10257	2773	7454	7021	7832	3252	2781	5957
1277.942			6.421				2648	2683	2646	2565	2634	2746	2257	2714	2019	2548	1778	2101	3102	2440	1896	2714	2429	2603	1906	2991	2710	2931	2082	2118	2074	2638	1971	2666	3407	1789	2765	2057	2796	2615	2287	2256	3214	3024	3016	2716	2681	2490	2732	1743	2566	2118	2781	2305	1798	2591	2227	2266	2380	1779	1879	2132	1816	2232	2220	2201	2386	2457	2483	1900	2796	2654	3133	2395	2985	3262	3016	2545	2584	3096	1973	2270	1949	2824	2931	2646	2700	2072	2370	2690	2791	2875	2544	2445	2937	2768	2498	2391	2869	2899	2165	1719	2758	3259	3262	3310	3248	3195	2762	2254	2897	2243	2910	2780	3076	2429	2056	2633	2882	2872	2763	2597	3076	2202	3254	2985	3650	2590	2297	2992
1197.982			6.435				1210	2251	1657	1407	1588	1135	1259	1453	1275	1530	1323	1428	3542	2932	1834	2057	13187	2125	1311	2561	3157	2103	2037	1396	1300	2038	1872	2017	2591	1182	1598	1084	2106	1263	2512	1485	1823	2273	1461	2405	2341	1371	1444	632	1186	1148	2201	1913	1111	1576	1580	1557	1275	1571	906	1076	647	1307	1620	611	1567	563	1009	652	1438	1836	3022	2636	2806	2925	2987	2358	3585	3236	2850	14225	1470	2482	2555	4979	3028	2011	2207	2292	2375	2145	2107	1882	3291	2498	1802	4495	2221	3732	2606	798	3229	2465	2257	3331	2025	1889	1559	1796	2771	2863	2522	3403	2829	1157	3273	1527	2638	2564	1415	1453	2135	1606	1431	2771	1516	1471	1200	2375
631.472			6.445				34450	33705	31986	31973	35211	32229	26571	33690	19753	31654	18313	23922	50001	32113	32078	24849	42244	29380	19345	38728	33850	31790	25839	21765	22988	28485	29357	37772	53712	19409	35906	21499	31432	25927	34029	21646	40570	42631	33787	37783	43496	30621	31965	15634	27943	21567	30675	37231	18842	35916	37524	28301	31415	19986	18794	24726	18136	27905	32811	19446	32874	19873	26010	16169	33462	41277	47702	151465	50000	39281	50925	50122	39490	48137	28642	42359	22093	38372	43425	52123	47295	21099	34315	41841	34126	47784	36967	33516	47878	55462	36596	44956	59439	44040	30321	16935	51766	60573	53346	55705	56272	39893	33637	32596	44238	46074	57925	69373	47349	30916	25980	39052	234752	44218	34175	42960	46152	29083	48216	47113	54645	102853	27526	43820
657.487			6.509				22824	24541	21840	20780	21904	22388	15512	20086	10784	21663	8977	15722	51177	19525	18899	11846	69944	14474	11173	28430	31845	13626	15625	14257	16576	18351	14849	32976	42950	10734	21486	14506	19230	13225	24664	13536	20718	32257	22995	21662	31517	17097	24436	7791	15262	9945	29841	27247	7363	18473	28801	17663	20057	15704	9885	12063	10594	21998	22785	13688	25185	16666	14579	10731	17019	27868	37554	17287	53181	23559	36049	48315	31447	45356	14955	41684	15266	26655	30944	60920	25665	14072	25717	32469	29366	36464	39141	28904	35255	29701	23104	34325	83581	37089	29144	16170	42405	49561	44299	41888	65541	51174	22536	20171	26398	29656	47082	16193	35702	27370	12711	24731	239992	60861	23011	39973	39979	24724	38879	55138	51375	18262	21650	32908
772.615			6.515				7775	7168	8229	7345	7232	11636	4280	8945	7757	11761	6958	9136	23851	12589	6331	10608	14724	17465	9014	6748	14066	10503	11335	4411	5279	11557	21025	9779	14021	12494	17683	5619	9893	15292	12309	11674	10337	11001	9735	12445	10863	14279	10950	6184	7667	11494	11369	11858	8501	19041	6199	29042	9749	13231	11483	7403	8309	11514	36720	7835	12261	9707	8524	6580	10296	7268	8742	11636	8572	8975	6938	9109	8159	9829	9896	9806	8539	8780	9474	22504	9277	5904	6317	8352	10215	15944	7575	18599	25243	35302	8086	12236	11889	8829	7396	12509	10127	7229	12337	10201	15391	8464	6860	14642	14475	29709	12884	10676	19325	6111	13468	8490	14624	10302	11182	17252	16300	9490	9826	11437	9522	8855	6741	8070
773.636			6.521				9051	9490	9638	8484	9189	9602	6139	7159	5104	7958	8320	9099	14367	12906	9333	9387	14086	12057	6463	6610	9051	9530	12819	5339	4541	9195	13614	10999	15212	6951	9176	4617	8353	10337	13245	10420	9469	11368	10165	8695	9291	17169	10260	5660	9890	11691	10627	8380	12706	13232	5508	19741	14233	14056	15758	8206	3357	10107	17372	7354	12030	5195	6220	6197	8588	10208	11650	9664	12671	13078	7218	14449	7802	12135	12367	9739	8374	9803	11398	14123	10285	9571	9933	7862	16602	20522	8290	10374	17445	15491	7006	13635	11724	15894	13790	12976	12512	8962	11348	12281	26736	11091	8177	17919	19865	11922	15013	12522	11032	5878	13981	15289	14773	25595	10043	5080	15711	12686	10858	18213	6878	9051	6959	8462
774.635			6.576				4592	4542	5143	4472	4698	4700	3080	3566	2449	3481	3851	4457	13107	6223	4342	5143	7371	5267	3382	3216	5084	4436	6333	3024	2405	4383	6174	5613	7713	3894	4276	2466	4269	5016	6318	4938	4867	5828	5307	4472	4504	7889	5185	3323	5163	5980	5506	4204	6111	5995	2672	9219	6774	7161	9165	4606	2340	5184	17857	3919	5578	3764	2836	3243	4145	5315	7246	4985	6042	6576	4174	8806	4406	6267	9339	5375	4271	4609	5839	13621	5306	4125	7200	5398	8485	10054	4146	11044	9910	14557	4259	6320	6128	7769	6666	8438	6186	4262	10674	6185	13803	5570	4055	11223	9652	17801	7280	5925	7714	3140	10155	7861	8524	12439	5223	10939	9460	6536	6813	9298	3897	4545	3155	4718
657.5			6.617				22824	6517	21840	20780	21904	22388	4688	7628	38960	21663	8977	15722	51177	9631	18899	16499	69944	14474	11173	28430	9909	13626	15625	14257	16576	18351	14849	32976	42950	8368	21486	14506	19230	10031	24664	13536	20718	13116	22995	21662	31517	17097	24436	30459	15262	8993	20058	27247	15678	18473	28801	17663	10765	129928	13514	7859	37455	7859	8810	13688	16560	16666	58479	10731	17019	27868	13980	134609	53181	23559	36049	48315	10630	45356	25240	95950	15266	26655	30944	60920	25665	13820	25717	4310	8220	36464	39141	28904	8548	29701	23104	34325	83581	37089	29144	16170	42405	49561	44299	6405	65541	51174	60786	14302	13611	42385	47082	48371	10449	27370	14208	8992	239992	60861	12910	39973	16715	10532	38879	55138	51375	121084	21650	32908
626.536			6.673				5587	6823	4789	4834	5429	4948	5736	7522	66245	1346	3410	1683	9620	11170	1048	21912	34226	4409	6853	3460	29797	6179	4454	1142	6516	3918	1774	2146	1895	12536	2416	2197	7953	11433	43658	4298	6687	12677	1413	1299	3817	2230	1901	39380	2941	10736	29723	6518	25184	5753	1151	3949	12377	182085	22078	8343	58313	10220	9497	1700	19029	1820	78348	2659	6322	6023	15207	208649	3224	5417	3877	2924	12812	2026	37527	41559	3511	3748	3776	21138	3819	18221	1855	3763	7845	3639	3258	3196	13452	4298	3195	9185	13880	18139	6388	1376	17727	1476	2769	6299	4545	2565	74580	16756	12899	57170	16456	86415	12582	2834	17633	11475	322442	30795	13862	55080	21647	12716	3994	60632	2104	136643	4313	8399
629.51			6.697				2416	2396	2327	2313	2472	2524	1953	2717	2426	2315	1436	1641	4921	2615	2404	2639	4197	1999	1940	2869	2839	2635	2502	1613	1900	2282	2103	3177	4376	1655	2774	1710	2450	2264	2704	2284	3161	2898	2630	1997	3181	3248	2353	1667	2224	2312	3744	2400	2198	2307	3104	3191	3099	3955	1926	2115	2144	2691	2640	1817	2663	1761	3505	1702	2295	3297	4270	4409	5124	3293	3084	4538	3462	4934	2658	4176	1794	2660	3127	4026	3484	2271	2563	3153	3315	4620	3257	3021	3710	3908	2419	3874	9834	4926	3543	1995	3795	4322	3437	4514	9912	3414	2808	3022	4618	3884	4433	4532	3550	2460	3257	3658	3495	6044	3441	3707	5064	2827	3802	4258	3427	3461	1928	3671
662.564			6.698				2173	2201	1860	2023	2123	2015	2067	2144	1320	2176	952	1762	3884	1762	2310	1885	3108	1572	2695	3423	2089	1916	1451	1945	2632	2300	2182	2390	4929	1285	2435	1937	2143	1318	1573	1294	2303	2199	1755	2757	2838	2351	1843	1059	2850	1503	2141	1865	1769	1964	2990	2763	2003	1572	1155	1455	1274	1724	1493	1177	2157	1432	2332	1187	1775	2556	2805	2495	3935	2460	4187	4403	2618	4714	1511	3117	1499	6371	3997	4390	3350	1243	2451	4496	2183	4814	2772	2683	2965	3593	2693	3283	9608	2876	2088	1320	3125	2646	2772	3153	7713	3751	2036	2728	3012	1806	3967	2083	2847	4128	1888	1945	1836	5192	2495	2376	3267	2083	3299	3554	4235	2171	2046	2952
545.504			6.727				4572	5053	4078	3960	4755	3671	1138	1273	1650	1962	1874	2576	1557	6282	5137	1158	2318	2828	2328	3098	987	5110	4207	933	1364	1960	3191	4373	3146	1695	2617	1126	7608	1933	4939	3014	3383	3268	4556	2586	2051	8608	3444	1593	4191	5711	2437	2008	2564	3681	2668	3812	2800	915	1089	2320	1154	4472	3130	2000	1577	1169	8001	2120	2365	2607	2960	2374	2397	3653	10507	1526	4992	6247	1221	1539	2729	5608	4847	1538	6658	3831	1602	2308	2239	6105	3316	4851	2407	9727	3883	18023	2633	8405	5711	959	5820	7392	5025	2598	11880	5226	2292	4162	16537	2255	3991	1681	6395	2583	2024	2780	1254	1186	2892	2254	6895	2515	3270	1666	2848	1782	2661	2742
649.51			6.742				3459	3554	2890	2961	3455	3374	2388	3284	1740	5331	1776	3316	3063	3498	2631	4058	2570	3630	3036	4106	2517	2629	3807	2586	3171	3590	3346	3964	6517	2546	2486	2954	1845	2764	2693	2161	2849	1931	3640	2911	2886	4610	2997	3710	3303	3621	1304	1722	3350	3752	3151	5189	5012	0	2286	2656	2134	3080	4226	2012	2177	1854	2224	1993	2528	2622	4135	2280	6516	3472	5413	4013	2251	3671	3297	2302	2221	4683	4608	2498	3002	3124	2593	4725	3362	5243	2365	2806	2650	2005	3266	2259	3833	3218	2210	917	2353	2890	3474	3037	4316	4854	3557	2224	5283	1360	2617	2072	3933	3237	4039	3836	0	2006	3249	4196	4446	2376	2140	1595	4660	2077	1990	2564
673.472			6.799				3103	3647	2510	2750	2932	2465	2583	4065	17727	1546	1618	1070	5959	4785	1040	7800	27104	2586	2856	1874	4654	3124	2484	1156	3181	2052	1443	1689	1456	4458	1723	1511	3231	5523	12113	2046	3385	6155	1344	1304	2049	1718	1432	14734	1711	4147	10267	3513	6863	2793	894	2552	5408	48863	6921	4327	16889	4248	4691	1325	7375	1893	26294	1662	2720	3166	7006	50013	2600	2270	2345	2034	5099	1876	11022	35978	2160	2906	1263	9208	1915	6790	1395	2592	3859	2878	2806	1506	4155	2693	2052	3571	5910	6964	2462	1102	8381	1488	1853	3168	2371	1206	26778	6894	5593	17935	8144	22128	6120	1975	7170	4606	90991	8893	7701	17131	7646	5226	2701	22406	1839	48037	2300	3000
835.662			6.827				5976	5901	6502	5584	5626	6442	5336	4335	4558	6563	3461	11287	11132	10013	7833	5343	16540	6888	6753	4681	10607	6554	3912	2773	9733	6498	5965	3669	11683	2611	5782	3472	4588	4817	9049	6854	10613	12772	4167	5714	5735	7876	9207	5232	8040	7589	7982	3418	9045	7243	6420	11279	11715	13339	13404	3751	7758	5954	13313	3470	8824	8924	5601	4024	9285	9263	12931	7443	11308	6265	6412	13355	8116	17616	11060	10958	4449	8262	12857	19183	5895	3491	11100	12531	26955	10299	5121	15800	11441	14823	5188	7371	6107	10900	12146	28121	8995	4810	10091	10053	19359	9494	7836	31354	9710	24848	8221	7767	10543	6570	20602	11897	10112	39833	7127	10895	9695	17304	7285	32353	7368	13264	4688	8866
652.55			6.833				5966	6666	5117	4631	5129	4834	5430	7991	46926	4379	2502	1739	12425	9850	1968	17538	77374	4428	6142	2971	10484	4724	4927	2136	6636	3445	3344	3272	3411	9289	2346	2683	6006	11612	28981	3113	5956	14661	2446	2795	3953	3191	1736	35717	2532	9505	22328	7215	16503	5365	2802	5250	11450	144645	14822	8227	46228	8521	8702	1736	17748	2587	72301	2450	5092	6472	14676	150501	5225	3740	4115	5320	11200	3178	28006	108321	3438	4855	2993	20643	3599	14889	2862	3810	8026	7292	4588	2258	9416	5219	3852	7078	13418	16523	4855	1240	19858	3468	3086	6452	3676	3127	72167	13919	13801	46683	20123	56205	12605	4187	15862	9789	288679	21067	14921	45084	18280	11772	4717	62213	3020	135736	3927	5434
809.64			6.853				8198	8373	9161	8412	8040	8394	3364	4553	4419	5178	5419	9012	11316	13851	7893	6256	17824	7258	6074	5811	11628	7105	6701	5059	5990	6240	7404	9523	9052	4430	5186	4220	7043	7344	9341	6825	10651	13233	6914	7227	6710	6606	5972	5139	7975	6939	9034	6826	8937	9026	4574	12479	9963	11121	10648	5572	4306	7802	13623	5650	10604	4726	5746	6541	7986	6642	8136	7507	8832	7636	8156	11214	8566	10385	7744	10872	5718	7406	10073	16959	6942	5106	9968	7780	15160	13131	7289	7863	19907	10446	6591	10862	8760	9168	10175	17754	9905	5926	9336	9775	13428	5774	7000	15519	12552	11657	11851	7755	8805	5477	10507	9907	10220	18282	7286	4601	11208	9834	9478	20730	7734	9773	7088	8102
712.606			6.863				3421	3758	2400	2280	2828	2553	5629	3194	2045	2472	6934	3559	3370	4191	1704	3092	4139	5518	3968	2201	4262	4609	3265	6988	4116	3992	3411	5408	2447	1909	2493	1812	3975	3467	2629	3413	3362	2130	2231	5400	5100	5877	2989	4022	2602	3354	2256	2233	3575	2935	2026	2861	2605	4391	2849	3288	1816	3266	2110	1720	2050	1934	3133	2883	2640	2356	5092	4250	2473	5936	3838	2321	4233	2661	4020	3844	6001	5683	3254	3435	4520	4766	3100	4803	4670	7784	2808	1821	3030	2458	2666	2378	2668	3568	2949	1873	1897	3253	4097	3491	8982	2588	2791	5381	4207	3007	3315	4040	2962	2324	3452	2766	3507	3467	2464	2750	3944	3142	2882	3063	2550	2341	1591	2563
607.467			6.91				7007	7628	7715	7590	7266	7482	5068	10304	6600	9116	5781	6120	11478	7310	8820	10058	12570	10863	6152	10345	8815	12841	9249	6072	6282	9051	10951	7684	10664	6706	8215	6684	12521	10121	8512	6655	10252	10078	8998	11714	10367	8850	6347	5918	10611	7761	9456	9168	6839	14032	9245	12839	7823	5811	5967	7286	4254	8365	8957	4737	8195	5249	8176	6492	8276	8808	13596	8881	11991	10154	10128	15687	11840	11225	8363	10577	8300	13249	11586	13894	17519	5919	8582	9403	9417	19699	7566	8094	17943	14939	9595	17376	14588	12113	8408	5475	12180	16795	14648	15948	15612	7365	9022	10766	14724	7995	14689	12786	12979	7123	8232	9077	8461	9083	9656	8735	12192	6973	9427	10325	9102	7151	8064	11892
1160.002			6.913				4562	5129	4282	4540	5159	4012	3300	10127	4203	6662	3947	2598	15563	6250	10192	7421	17543	11924	4188	9170	7610	12301	7700	4142	3787	5779	15567	6302	9395	5163	6129	4459	12926	8074	7799	4547	9209	9556	5491	9743	12940	9204	3028	2730	9755	6767	6886	10347	4965	17080	9510	15713	7413	3775	3084	4914	2225	8201	7116	2024	6526	1569	4333	3262	6777	8256	16046	9885	12448	7567	11309	31641	13265	12916	7965	14662	7517	16494	13439	23189	33222	4443	8899	7458	7341	45086	5287	6757	28691	20286	10517	34307	21599	13970	7805	3036	14892	20363	18107	19027	25465	5025	8636	12369	22257	6297	25589	18492	18247	5774	7405	8326	9501	7394	7437	9687	14892	5630	9345	10497	5128	5369	6860	14336
591.494			6.914				15570	16951	16469	15791	15691	15790	10219	22269	14394	18788	12234	11258	30063	17762	21627	20729	30688	24338	14874	24517	21276	27120	19406	13684	13262	20546	28332	19977	23284	14788	18169	13272	27798	21860	19791	15678	25323	22659	18539	23711	27684	21697	13651	13445	24282	17526	19305	21733	15346	31406	20689	30046	19174	12995	12393	16827	9905	19176	19424	10482	17305	9243	17918	12644	18766	21146	32087	24136	29316	21570	26087	45743	26031	27257	18797	26472	18769	31147	27758	39116	47503	13980	20799	22162	20434	64841	16888	18209	44928	36316	21788	47802	38086	30237	19630	11783	29823	36724	35016	34250	42593	17464	21824	26004	36467	18323	40056	32462	34131	16239	18845	20455	23535	21210	21850	20630	31189	17052	23039	23527	18179	15946	16933	28023
759.56			6.915				6734	6861	4654	4919	5151	4424	9706	4511	3651	3044	7882	7089	5340	6010	2654	4208	5893	5581	5959	3816	6589	5091	3635	8804	7014	5263	2984	7775	3598	2654	3586	2579	5071	4182	6453	4911	5644	2975	3596	6724	6998	7031	5078	7116	3908	4570	3679	3013	5684	3322	3115	3558	4453	6724	4443	4494	4588	5119	3080	2948	3575	4722	4148	3645	3838	4116	6838	6101	4180	8184	5820	3182	5349	4384	5670	5618	6817	9992	5096	4924	4224	6703	4542	10154	8239	8047	4840	3351	3963	3380	3968	3294	3470	5398	4977	2966	3313	3884	5925	5346	11211	4405	5751	6956	5058	4924	4493	6549	4311	3373	5525	4114	6081	6191	4542	5174	6333	4084	4879	4756	3636	3911	2496	3826
599.499			6.921				2477	2452	2137	2188	2120	1934	1684	3133	1465	3760	1832	1214	2954	2703	2166	2580	2083	2473	2034	2762	1752	2091	3545	1562	1641	3517	3511	5565	4957	1928	2232	2279	2635	2379	2741	2281	2241	1806	4116	2673	4032	2296	2252	1214	2578	2279	1939	1724	1346	2903	2107	4239	3038	1044	2240	2832	716	3673	2677	1969	2210	1747	4129	1958	1940	2415	2609	1903	5153	3215	3662	2793	2230	2885	1924	1587	1967	2572	3229	2962	2245	1933	2608	2550	2957	6729	4036	3541	2688	4090	3477	3928	3159	3203	2354	891	1931	3731	3417	4590	2929	3760	1362	2165	3789	1566	1823	1728	2280	1857	1135	2607	1286	1241	3173	1667	3586	2212	2300	1810	2663	1119	2982	2728
