database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180817_R030	20180817_R031	20180817_R032	20180817_R033	20180817_R035	20180817_R037	20180817_R038	20180817_R039	20180817_QC_19	20180817_QC_18	20180817_QC_11	20180817_R020	20180817_QC_13	20180817_QC_12	20180817_R023	20180817_QC_15	20180817_R024	20180817_QC_14	20180817_R025	20180817_QC_17	20180817_R026	20180817_QC_16	20180817_R028	20180817_R029	20180817_QC_20	20180821_QC_18	20180821_QC_17	20180817_R050	20180817_R051	20180821_QC_19	20180817_R052	20180817_R053	20180817_R054	20180817_R055	20180817_R056	20180821_QC_20	20180817_R041	20180817_R042	20180817_R044	20180817_R045	20180817_R046	20180817_R047	20180817_R048	20180821_QC_14	20180821_QC_13	20180821_QC_16	20180821_QC_15	20180821_QC_12	20180821_QC_11	20180821_R080	20180821_R081	20180821_R084	20180821_R083	20180821_R086	20180821_R085	20180821_R087	20180821_R120	20180821_R089	20180821_R091	20180821_R090	20180821_R093	20180821_R092	20180817_R060	20180821_R095	20180817_R061	20180821_R097	20180821_R099	20180821_R098	20180821_R062	20180821_R064	20180821_R063	20180817_R010	20180817_R011	20180817_R012	20180817_R013	20180817_R014	20180817_R015	20180817_R016	20180817_R017	20180821_R107	20180817_R018	20180817_R019	20180821_R109	20180821_R108	20180821_R066	20180821_R068	20180821_R101	20180821_R067	20180821_R100	20180821_R103	20180821_R069	20180821_R102	20180821_R105	20180828_R_075	20180821_R104	20180821_R071	20180821_R070	20180821_R073	20180821_R072	20180817_R001	20180817_R004	20180817_R005	20180817_R006	20180821_R118	20180817_R007	20180817_R008	20180817_R009	20180821_R119	20180821_R077	20180821_R110	20180821_R076	20180821_R112	20180821_R078	20180821_R111	20180821_R114	20180821_R115
CHEBI:137889	C26H54NO6P	P(OC[C@@H](CO/C=C/*)O)(=O)(OCC[N+](C)(C)C)[O-]		LysoPC(P-18:0)	508.3765015		"M+H-H2O, M+H, M+Na, M+K"	1	8.9615	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	45.1																																																																																																																							
CHEBI:137889	C26H54NO6P	P(OC[C@@H](CO/C=C/*)O)(=O)(OCC[N+](C)(C)C)[O-]		LysoPC(P-18:0)	508.3738089		"M+H, M+Na"	1	9.983116667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	39.6																																																																																																																							
CHEBI:86423	C38H74NO7P	CCCCCC\C=C/CCCCCCCCOC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCC	"InChI=1S/C38H74NO7P/c1-6-8-10-12-14-16-18-19-20-22-24-26-28-30-33-43-35-37(36-45-47(41,42)44-34-32-39(3,4)5)46-38(40)31-29-27-25-23-21-17-15-13-11-9-7-2/h13,15-16,18,37H,6-12,14,17,19-36H2,1-5H3/b15-13-,18-16-/t37-/m1/s1"	PC(o-16:1(9Z)/14:1(9Z))	688.5219627		M+H	1	10.06013333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.3																																																																																																																							
CHEBI:90011	C37H73N2O7P	C(\CCCCCC(CC(=O)N[C@@H](COP(OCC[N+](C)(C)C)(=O)[O-])[C@@H](\C=C\CCCCCCCCCCCCC)O)O)=C\CCCC	"InChI=1S/C37H73N2O7P/c1-6-8-10-12-14-16-17-18-19-21-23-25-27-29-36(41)35(33-46-47(43,44)45-31-30-39(3,4)5)38-37(42)32-34(40)28-26-24-22-20-15-13-11-9-7-2/h13,15,27,29,34-36,40-41H,6-12,14,16-26,28,30-33H2,1-5H3,(H-,38,42,43,44)/b15-13-,29-27+/t34?,35-,36+/m0/s1"	SM(d18:0/14:1(9Z)(OH))	689.5190815		M+H	1	20.39311667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																							
CHEBI:90011	C37H73N2O7P	C(\CCCCCC(CC(=O)N[C@@H](COP(OCC[N+](C)(C)C)(=O)[O-])[C@@H](\C=C\CCCCCCCCCCCCC)O)O)=C\CCCC	"InChI=1S/C37H73N2O7P/c1-6-8-10-12-14-16-17-18-19-21-23-25-27-29-36(41)35(33-46-47(43,44)45-31-30-39(3,4)5)38-37(42)32-34(40)28-26-24-22-20-15-13-11-9-7-2/h13,15,27,29,34-36,40-41H,6-12,14,16-26,28,30-33H2,1-5H3,(H-,38,42,43,44)/b15-13-,29-27+/t34?,35-,36+/m0/s1"	SM(d18:0/14:1(9Z)(OH))	689.5274755		M+H	1	10.25946667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.5																																																																																																																							
CHEBI:90007	C39H77N2O7P	C(\CCCCCC(CC(=O)N[C@@H](COP(OCC[N+](C)(C)C)(=O)[O-])[C@@H](\C=C\CCCCCCCCCCCCC)O)O)=C\CCCCCC	"InChI=1S/C39H77N2O7P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(43)37(35-48-49(45,46)47-33-32-41(3,4)5)40-39(44)34-36(42)30-28-26-24-22-20-17-15-13-11-9-7-2/h17,20,29,31,36-38,42-43H,6-16,18-19,21-28,30,32-35H2,1-5H3,(H-,40,44,45,46)/b20-17-,31-29+/t36?,37-,38+/m0/s1"	SM(d18:0/16:1(9Z)(OH))	699.5490488		M+H-H2O	1	12.85485	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.7																																																																																																																							
CHEBI:90009	C43H83N2O6P	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)O	"InChI=1S/C43H83N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h14,16,20-21,34,36,41-42,46H,6-13,15,17-19,22-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b16-14-,21-20-,36-34+/t41-,42+/m0/s1"	"SM(d18:0/20:2(11Z,14Z))"	772.6347202		M+NH4	1	0.6118	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	31.9																																																																																																																							
CHEBI:101278	C22H26N2O4S	COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O	"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3/t20-,21+/m1/s1"	Diltiazem	415.1690296		M+H	1	5.0858	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	48.9																																																																																																																							
CHEBI:85561	C36H74NO7P	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](CO[*])O[*]		lysoPC(28:0)	664.5336523		M+H	1	0.64675	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	31.2																																																																																																																							
CHEBI:81584	C12H6Br4O	Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	InChI=1S/C12H6Br4O/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6H	"1,1'-Oxybis[2,4-dibromobenzene]"	482.7196603			1	8.6502	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	19.6																																																																																																																							
CHEBI:81541	C10H4Cl8O	ClC1C2C(C3OC13Cl)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl	"InChI=1S/C10H4Cl8O/c11-3-1-2(6-9(3,16)19-6)8(15)5(13)4(12)7(1,14)10(8,17)18/h1-3,6H/t1?,2?,3?,6?,7-,8+,9?/m1/s1"	Oxychlordane	420.7868103		M+H	1	20.76396667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	20.4																																																																																																																							
CHEBI:81541	C10H4Cl8O	ClC1C2C(C3OC13Cl)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl	"InChI=1S/C10H4Cl8O/c11-3-1-2(6-9(3,16)19-6)8(15)5(13)4(12)7(1,14)10(8,17)18/h1-3,6H/t1?,2?,3?,6?,7-,8+,9?/m1/s1"	Oxychlordane	384.7666775		M+H-2H2O	1	0.629283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	19.8																																																																																																																							
CHEBI:89567	C42H72O2	C1[C@@H](CC=2[C@](C1)([C@@]3([C@@](CC2)([C@]4([C@@](CC3)(C)C(CC4)[C@@H](CCCC(C)C)C)[H])[H])[H])C)OC(=O)CCCCCCC/C=C/CCCCC	"InChI=1S/C42H72O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-22-40(43)44-35-27-29-41(5)34(31-35)23-24-36-38-26-25-37(33(4)21-19-20-32(2)3)42(38,6)30-28-39(36)41/h11-12,23,32-33,35-39H,7-10,13-22,24-31H2,1-6H3/b12-11+/t33-,35+,36+,37?,38+,39+,41+,42-/m1/s1"	CE(15:1)	647.518917		M+K	1	12.12028333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.3																																																																																																																							
CHEBI:84318	C42H74O2	CCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C	"InChI=1S/C42H74O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-22-40(43)44-35-27-29-41(5)34(31-35)23-24-36-38-26-25-37(33(4)21-19-20-32(2)3)42(38,6)30-28-39(36)41/h23,32-33,35-39H,7-22,24-31H2,1-6H3/t33-,35+,36+,37-,38+,39+,41+,42-/m1/s1"	CE(15:0)	649.5311079		M+K	1	12.5785	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.4																																																																																																																							
CHEBI:89566	C43H72O2	C1[C@@H](CC=2[C@](C1)([C@@]3([C@@](CC2)([C@]4([C@@](CC3)(C)C(CC4)[C@@H](CCCC(C)C)C)[H])[H])[H])C)OC(=O)CCCCCCC/C=C/C/C=C/CCC	"InChI=1S/C43H72O2/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-23-41(44)45-36-28-30-42(5)35(32-36)24-25-37-39-27-26-38(34(4)22-20-21-33(2)3)43(39,6)31-29-40(37)42/h9-10,12-13,24,33-34,36-40H,7-8,11,14-23,25-32H2,1-6H3/b10-9+,13-12+/t34-,36+,37+,38?,39+,40+,42+,43-/m1/s1"	CE(16:2)	659.5164301		M+K	1	11.7216	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.6																																																																																																																							
CHEBI:83054	C27H53O12P	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	"InChI=1S/C27H53O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)37-18-20(28)19-38-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h20,22-28,30-34H,2-19H2,1H3,(H,35,36)/t20-,22-,23-,24+,25-,26-,27-/m1/s1"	1-Stearoylglycerophosphoinositol	583.3252911		"M+H-2H2O, M+H-H2O, M+H, M+Na"	1	9.654333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	37.9																																																																																																																							
CHEBI:76071	C26H52NO7P	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](CO)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)34-25(23-28)24-33-35(30,31)32-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1"	2-Oleoylglycerophosphocholine	505.3483025		M+H-H2O	1	14.78548333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	32.9																																																																																																																							
CHEBI:88866	C28H43N	CCCCCCCCC1=CC=C(C=C1)NC2=CC=C(CCCCCCCC)C=C2	"InChI=1S/C28H43N/c1-3-5-7-9-11-13-15-25-17-21-27(22-18-25)29-28-23-19-26(20-24-28)16-14-12-10-8-6-4-2/h17-24,29H,3-16H2,1-2H3"	"P,P-Dioctyldiphenylamine"	416.327135		M+Na	1	7.551733333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36.3																																																																																																																							
CHEBI:73858	C26H54NO7P	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1"	1-Stearoylglycerophosphocholine	525.376094		M+H	1	9.3428	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	41																																																																																																																							
CHEBI:145956	C40H54O	C1(=C(C[C@H](CC1(C)C)O)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/[C@H]2C(C=CCC2(C)C)=C)\C)\C)/C)/C	"InChI=1S/C40H54O/c1-30(18-13-20-32(3)23-25-37-34(5)22-15-27-39(37,7)8)16-11-12-17-31(2)19-14-21-33(4)24-26-38-35(6)28-36(41)29-40(38,9)10/h11-26,36-37,41H,5,27-29H2,1-4,6-10H3/b12-11+,18-13+,19-14+,25-23+,26-24+,30-16+,31-17+,32-20+,33-21+/t36-,37+/m1/s1"	"(3R,6'R)-3-Hydroxy-3',4'-didehydro-beta,gamma-carotene"	533.4166483		M+H-H2O	1	15.53766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	34.8																																																																																																																							
