database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180817_R030	20180817_R031	20180817_R032	20180817_R033	20180817_R035	20180817_R037	20180817_R038	20180817_R039	20180817_QC_19	20180817_QC_18	20180817_QC_11	20180817_R020	20180817_QC_13	20180817_QC_12	20180817_R023	20180817_QC_15	20180817_R024	20180817_QC_14	20180817_R025	20180817_QC_17	20180817_R026	20180817_QC_16	20180817_R028	20180817_R029	20180817_QC_20	20180821_QC_18	20180821_QC_17	20180817_R050	20180817_R051	20180821_QC_19	20180817_R052	20180817_R053	20180817_R054	20180817_R055	20180817_R056	20180821_QC_20	20180817_R041	20180817_R042	20180817_R044	20180817_R045	20180817_R046	20180817_R047	20180817_R048	20180821_QC_14	20180821_QC_13	20180821_QC_16	20180821_QC_15	20180821_QC_12	20180821_QC_11	20180821_R080	20180821_R081	20180821_R084	20180821_R083	20180821_R086	20180821_R085	20180821_R087	20180821_R120	20180821_R089	20180821_R091	20180821_R090	20180821_R093	20180821_R092	20180817_R060	20180821_R095	20180817_R061	20180821_R097	20180821_R099	20180821_R098	20180821_R062	20180821_R064	20180821_R063	20180817_R010	20180817_R011	20180817_R012	20180817_R013	20180817_R014	20180817_R015	20180817_R016	20180817_R017	20180821_R107	20180817_R018	20180817_R019	20180821_R109	20180821_R108	20180821_R066	20180821_R068	20180821_R101	20180821_R067	20180821_R100	20180821_R103	20180821_R069	20180821_R102	20180821_R105	20180828_R_075	20180821_R104	20180821_R071	20180821_R070	20180821_R073	20180821_R072	20180817_R001	20180817_R004	20180817_R005	20180817_R006	20180821_R118	20180817_R007	20180817_R008	20180817_R009	20180821_R119	20180821_R077	20180821_R110	20180821_R076	20180821_R112	20180821_R078	20180821_R111	20180821_R114	20180821_R115
CHEBI:88864	C44H80NO8P	C([C@@](COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h14,16,19-20,22-23,25,27,42H,6-13,15,17-18,21,24,26,28-41H2,1-5H3/b16-14-,20-19-,23-22-,27-25-/t42-/m1/s1"	"PC(22:4(7Z,10Z,13Z,16Z)/14:0)"	804.5539346		"M+Na, M+K"	1	14.1454	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.4																																																																																																																							
				PE(14:0/18:0)	730.4778705		M+K	1	12.08533333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	35.8																																																																																																																							
CHEBI:73009	C41H74NO8P	C(C[NH3+])OP(=O)([O-])OC[C@H](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(=O)CCCCCCCCCCCCCCC	"InChI=1S/C41H74NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h11,13,17-18,20,22,26,28,39H,3-10,12,14-16,19,21,23-25,27,29-38,42H2,1-2H3,(H,45,46)/b13-11-,18-17-,22-20-,28-26-/t39-/m1/s1"	"PE(16:0/20:4(5Z,8Z,11Z,14Z))"	704.4953052		M+H-2H2O	1	12.00833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	32.8																																																																																																																							
				PE(16:1(9Z)/P-16:0)	691.543859		M+NH4	1	9.654333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	53.5																																																																																																																							
				"PE(20:3(5Z,8Z,11Z)/P-18:0)"	792.493419		"M+H, M+K"	1	0.629283333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	31.4																																																																																																																							
				PI(16:0/18:0)	877.5197377		M+K	1	5.760933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	32.9																																																																																																																							
				"PI(16:0/20:2(11Z,14Z))"	880.5890473		M+NH4	1	13.3655	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.7																																																																																																																							
CHEBI:64489	C22H46NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@](COC(=O)CCCCCCCCCCCCC)([H])O	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1"	LysoPC(14:0/0:0)	468.3058579		"M+H-H2O, M+H, M+Na"	1	7.299966667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	43.8																																																																																																																							
CHEBI:64489	C22H46NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@](COC(=O)CCCCCCCCCCCCC)([H])O	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1"	LysoPC(14:0/0:0)	468.3038582		M+H	1	7.1181	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.8																																																																																																																							
CHEBI:72736	C23H48NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(15:0)	504.3050168		M+Na	1	8.356366667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																							
CHEBI:64563	C24H50NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(16:0)	496.3398223		"M+H-H2O, M+H, M+Na, M+K"	1	8.156866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	44.5																																																																																																																							
CHEBI:64563	C24H50NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(16:0)	496.3408269		"M+H-H2O, M+H, M+Na, M+K"	1	8.37385	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38																																																																																																																							
CHEBI:73851	C24H48NO7P	O(C(=O)CCCCCCC/C=C\CCCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1"	LysoPC(16:1(9Z)/0:0)	494.3218973		"M+H-H2O, M+H, M+Na"	1	7.611266667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.3																																																																																																																							
CHEBI:73851	C24H48NO7P	O(C(=O)CCCCCCC/C=C\CCCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1"	LysoPC(16:1(9Z)/0:0)	494.3193455		M+H	1	8.156866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.3																																																																																																																							
CHEBI:64561	C26H54NO7P	[C@](CO*)(O*)([H])COP(OCC[N+](C)(C)C)(=O)[O-]		LysoPC(18:0)	524.3730745		"M+H-H2O, M+H, M+Na, M+K"	1	9.601916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.1																																																																																																																							
CHEBI:64561	C26H54NO7P	[C@](CO*)(O*)([H])COP(OCC[N+](C)(C)C)(=O)[O-]		LysoPC(18:0)	546.3524044		"M+H-H2O, M+Na, M+K"	1	9.3428	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.4																																																																																																																							
CHEBI:64561	C26H54NO7P	[C@](CO*)(O*)([H])COP(OCC[N+](C)(C)C)(=O)[O-]		LysoPC(18:0)	524.3664696		M+H	1	7.957516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	32.8																																																																																																																							
CHEBI:86255	C26H52NO7P	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h10-11,25,28H,5-9,12-24H2,1-4H3/b11-10-/t25-/m1/s1"	LysoPC(18:1(11Z))	544.3368099		"M+Na, M+K"	1	8.702616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51																																																																																																																							
CHEBI:28733	C26H50NO7P	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1"	"LysoPC(18:2(9Z,12Z))"	520.3409068		"M+H-H2O, M+H, M+Na, M+K"	1	7.992483333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	42.6																																																																																																																							
CHEBI:28733	C26H50NO7P	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1"	"LysoPC(18:2(9Z,12Z))"	520.3410651		"M+H, M+Na"	1	7.810616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	41.2																																																																																																																							
CHEBI:88698	C26H48NO7P	C([C@@](COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,15-16,25,28H,5-8,11,14,17-24H2,1-4H3/b10-9-,13-12-,16-15-/t25-/m1/s1"	"LysoPC(18:3(6Z,9Z,12Z))"	518.3217584		"M+H-H2O, M+H, M+Na"	1	7.446883333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.3																																																																																																																							
CHEBI:88698	C26H48NO7P	C([C@@](COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,15-16,25,28H,5-8,11,14,17-24H2,1-4H3/b10-9-,13-12-,16-15-/t25-/m1/s1"	"LysoPC(18:3(6Z,9Z,12Z))"	518.3263583		M+H	1	11.42776667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																							
CHEBI:74968	C28H58NO7P	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1"	LysoPC(20:0/0:0)	552.4021542		"M+H, M+Na"	1	10.98703333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	58.1																																																																																																																							
CHEBI:74968	C28H58NO7P	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1"	LysoPC(20:0/0:0)	534.3892893		M+H-H2O	1	10.22451667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	54.9																																																																																																																							
CHEBI:88685	C28H56NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@H](O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O	"InChI=1S/C28H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,27,30H,5-11,14-26H2,1-4H3/b13-12-/t27-/m1/s1"	LysoPC(20:1(11Z))	550.3874614		"M+H, M+Na"	1	9.853683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.5																																																																																																																							
CHEBI:83055	C28H54NO7P	O(C(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C28H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,27,30H,5-8,11,14-26H2,1-4H3/b10-9-,13-12-/t27-/m1/s1"	"LysoPC(20:2(11Z,14Z))"	548.3718493		"M+H, M+Na"	1	9.013916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	40.3																																																																																																																							
CHEBI:83055	C28H54NO7P	O(C(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C28H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,27,30H,5-8,11,14-26H2,1-4H3/b10-9-,13-12-/t27-/m1/s1"	"LysoPC(20:2(11Z,14Z))"	548.375195		M+H	1	12.28468333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.9																																																																																																																							
CHEBI:74343	C28H52NO7P	[H][C@@](O)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,15-16,18-19,27,30H,5-11,14,17,20-26H2,1-4H3/b13-12-,16-15-,19-18-/t27-/m1/s1"	"LysoPC(20:3(5Z,8Z,11Z))"	546.3568669		"M+H-H2O, M+H, M+Na"	1	8.4159	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	49.4																																																																																																																							
CHEBI:74343	C28H52NO7P	[H][C@@](O)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,15-16,18-19,27,30H,5-11,14,17,20-26H2,1-4H3/b13-12-,16-15-,19-18-/t27-/m1/s1"	"LysoPC(20:3(5Z,8Z,11Z))"	546.354765		M+H	1	8.226933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.1																																																																																																																							
CHEBI:74344	C28H50NO7P	[H][C@@](O)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1"	"LysoPC(20:4(5Z,8Z,11Z,14Z))"	544.3411092		"M+H-H2O, M+H, M+Na"	1	7.863033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	44.2																																																																																																																							
CHEBI:86259	C28H50NO7P	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,27,30H,5,8,11,14,17-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-/t27-/m1/s1"	"LysoPC(20:4(8Z,11Z,14Z,17Z))"	544.3426031		"M+H, M+Na, M+K"	1	8.00995	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	51.7																																																																																																																							
CHEBI:86259	C28H50NO7P	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,27,30H,5,8,11,14,17-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-/t27-/m1/s1"	"LysoPC(20:4(8Z,11Z,14Z,17Z))"	526.3273351		M+H-H2O	1	8.027433333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	36																																																																																																																							
CHEBI:88686	C28H48NO7P	C([C@@](COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C28H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,18-19,27,30H,5,8,11,14,17,20-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-/t27-/m1/s1"	"LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))"	542.3232247		M+H	1	7.499316667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	43.1																																																																																																																							
CHEBI:67061	C30H62NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(22:0)	562.4229069		M+H-H2O	1	10.5534	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	43.2																																																																																																																							
CHEBI:67061	C30H62NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(22:0)	562.4206525		M+H-H2O	1	11.80898333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																							
CHEBI:67061	C30H62NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(22:0)	580.4325954		M+H	1	12.24971667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.4																																																																																																																							
CHEBI:67061	C30H62NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(22:0)	580.4336758		M+H	1	12.5785	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	47.5																																																																																																																							
CHEBI:67061	C30H62NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(22:0)	562.421677		M+H-H2O	1	11.59216667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.4																																																																																																																							
CHEBI:88684	C30H60NO7P	C([C@](COC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)([H])O)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C30H60NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h12-13,29,32H,5-11,14-28H2,1-4H3/b13-12-/t29-/m1/s1"	LysoPC(22:1(13Z))	600.4036255		M+Na	1	9.8362	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38.5																																																																																																																							
CHEBI:88684	C30H60NO7P	C([C@](COC(CCCCCCCCCCC/C=C\CCCCCCCC)=O)([H])O)OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C30H60NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h12-13,29,32H,5-11,14-28H2,1-4H3/b13-12-/t29-/m1/s1"	LysoPC(22:1(13Z))	578.4178749		M+H	1	11.1689	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	57.3																																																																																																																							
CHEBI:88952	C30H58NO7P	C([C@@](COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C30H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,29,32H,5-8,11,14-28H2,1-4H3/b10-9-,13-12-/t29-/m1/s1"	"LysoPC(22:2(13Z,16Z))"	598.3874366		M+Na	1	9.178416667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.7																																																																																																																							
CHEBI:88952	C30H58NO7P	C([C@@](COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)(O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C30H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,29,32H,5-8,11,14-28H2,1-4H3/b10-9-,13-12-/t29-/m1/s1"	"LysoPC(22:2(13Z,16Z))"	576.4021151		M+H	1	10.18246667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	38																																																																																																																							
CHEBI:133657	C30H54NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@H](O)COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	"InChI=1S/C30H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,15-16,18-19,29,32H,5-8,11,14,17,20-28H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t29-/m1/s1"	"LysoPC(22:4(7Z,10Z,13Z,16Z))"	572.3719304		"M+H, M+Na"	1	8.867016667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	50.5																																																																																																																							
CHEBI:74348	C30H52NO7P	O(C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C30H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,15-16,18-19,21-22,29,32H,5-8,11,14,17,20,23-28H2,1-4H3/b10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1"	"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))"	570.3568498		"M+H-H2O, M+H, M+Na"	1	8.268983333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:2		Progenesis	58																																																																																																																							
CHEBI:74348	C30H52NO7P	O(C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)C[C@H](COP(OCC[N+](C)(C)C)(=O)[O-])O	"InChI=1S/C30H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,15-16,18-19,21-22,29,32H,5-8,11,14,17,20,23-28H2,1-4H3/b10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1"	"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z))"	570.3553323		M+H	1	8.555716667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.3																																																																																																																							
