database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180830_R008	20180830_R007	20180830_R006	20180830_R005	20180830_R009	20180830_R004	20180830_R001	20180903_R095	20180903_R097	20180903_R098	20180903_R099	20180903_QC_20	20180903_QC_21	20180903_R090	20180903_R091	20180903_R092	20180903_R093	20180903_QC_16	20180903_QC_17	20180903_QC_18	20180903_QC_19	20180903_QC_12	20180903_QC_13	20180830_R061	20180903_QC_14	20180830_R060	20180903_QC_15	20180830_R055	20180830_R054	20180830_R053	20180903_QC_11	20180830_R052	20180830_R056	20180830_R051	20180830_R050	20180903_R073	20180903_R075	20180903_R076	20180903_R077	20180903_R110	20180903_R078	20180903_R111	20180903_R112	20180830_R044	20180830_R042	20180830_R041	20180830_R048	20180830_R047	20180903_R070	20180830_R046	20180903_R071	20180830_R045	20180903_R072	20180903_R114	20180903_R115	20180903_R118	20180903_R119	20180830_QC_19	20180903_R084	20180903_R085	20180830_R039	20180903_R086	20180830_R038	20180903_R087	20180903_R120	20180903_R089	20180830_R033	20180830_R032	20180830_R031	20180830_R030	20180830_R037	20180903_R080	20180903_R081	20180830_R035	20180903_R083	20180830_QC_20	20180830_QC_21	20180830_R029	20180830_R028	20180830_R020	20180830_R026	20180830_R025	20180830_R024	20180830_R023	20180830_QC_15	20180830_QC_16	20180830_QC_17	20180830_QC_18	20180830_R019	20180903_R062	20180830_R018	20180903_R063	20180830_R017	20180903_R064	20180830_R016	20180903_R066	20180903_R067	20180903_R100	20180903_R068	20180903_R101	20180903_R069	20180903_R102	20180830_R011	20180830_R010	20180830_R015	20180830_R014	20180830_R013	20180830_R012	20180903_R103	20180903_R104	20180903_R105	20180903_R107	20180903_R108	20180903_R109
CHEBI:142593	C9H16O2	*C([H])=O		4-Hydroxynonenal	311.2211384		2M-H	1	7.87665	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:89362	C11H20O2	CCCCCCCC1CCC(=O)O1	"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-10-8-9-11(12)13-10/h10H,2-9H2,1H3"	xi-gamma-Undecalactone	183.1379533		M-H	1	7.894133333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:86618	C9H18O2	CCCCCCC(=O)OCC	"InChI=1S/C9H18O2/c1-3-5-6-7-8-9(10)11-4-2/h3-8H2,1-2H3"	Oenanthic ether	315.2542792		2M-H	1	7.957833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.3																																																																																																																					
CHEBI:5050	C32H39NO4	CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	"InChI=1S/C32H39NO4/c1-31(2,30(35)36)25-17-15-24(16-18-25)29(34)14-9-21-33-22-19-28(20-23-33)32(37,26-10-5-3-6-11-26)27-12-7-4-8-13-27/h3-8,10-13,15-18,28-29,34,37H,9,14,19-23H2,1-2H3,(H,35,36)"	Fexofenadine	500.2817357		"M-H, 2M-H"	1	7.957833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.2																																																																																																																					
CHEBI:131692	C25H48NO7P	C(OP(=O)(OCCN)O)[C@@H](CO)OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(0:0/20:2(11Z,14Z))"	504.3105123		M-H	1	7.957833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.5																																																																																																																					
CHEBI:28733	C26H50NO7P	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1"	"LysoPC(18:2(9Z,12Z))"	554.301646		M+Cl	1	7.957833333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.8																																																																																																																					
CHEBI:30813	C10H20O2	C(CCCCCC)CCC(=O)O	"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"	Capric acid	171.1390019		M-H	1	7.9753	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.4																																																																																																																					
CHEBI:5855	C13H18O2	CC(C)Cc1ccc(cc1)C(C)C(O)=O	"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)"	Ibuprofen	251.1286346		M+FA-H	1	7.992783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:75005	C18H20N2O4	N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O	"InChI=1S/C18H20N2O4/c19-15(10-13-6-8-14(21)9-7-13)17(22)20-16(18(23)24)11-12-4-2-1-3-5-12/h1-9,15-16,21H,10-11,19H2,(H,20,22)(H,23,24)/t15-,16-/m0/s1"	Tyrosyl-Phenylalanine	363.112353		"M+Cl, M+K-2H"	1	8.027733333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:34498	C18H32O4	CCCCC\C=C/C=C/[C@H](CCCCCCCC(O)=O)OO	"InChI=1S/C18H32O4/c1-2-3-4-5-6-8-11-14-17(22-21)15-12-9-7-10-13-16-18(19)20/h6,8,11,14,17,21H,2-5,7,9-10,12-13,15-16H2,1H3,(H,19,20)/b8-6-,14-11+/t17-/m1/s1"	9(S)-HPODE	293.2133558		M-H2O-H	1	8.062683333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.1																																																																																																																					
CHEBI:23809	C9H10N2			Dimethylbenzimidazole	291.1591501		2M-H	1	8.097633333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:89430	C21H36N8O6	O=C(NCC(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O)[C@H]2N(CCC2)C(=O)[C@@H](N)C	"InChI=1S/C21H36N8O6/c1-12(22)19(33)29-10-4-6-14(29)17(31)26-11-16(30)28-9-3-7-15(28)18(32)27-13(20(34)35)5-2-8-25-21(23)24/h12-15H,2-11,22H2,1H3,(H,26,31)(H,27,32)(H,34,35)(H4,23,24,25)/t12-,13-,14-,15-/m0/s1"	APGPR Enterostatin	495.2716601		M-H	1	8.126383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.5																																																																																																																					
CHEBI:89539	C40H74NO8P	C([C@@](COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C40H74NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h14,16,19-20,23-24,38H,6-13,15,17-18,21-22,25-37H2,1-5H3/b16-14-,20-19-,24-23-/t38-/m1/s1"	"PC(18:3(6Z,9Z,12Z)/14:0)"	772.5138027		M+FA-H	1	8.126383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
CHEBI:37270	C14H26O3	CCCCCCCCCCCC(=O)CC(O)=O	"InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17)"	3-Oxotetradecanoic acid	241.1793831		M-H	1	8.161333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																					
CHEBI:72736	C23H48NO7P	[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*]		LysoPC(15:0)	502.2925189		M+Na-2H	1	8.161333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:88427	C16H22O4	O1C(CCC=2C1=C(C(=C(C2C)O)C)C)(CCC(=O)O)C	"InChI=1S/C16H22O4/c1-9-10(2)15-12(11(3)14(9)19)5-7-16(4,20-15)8-6-13(17)18/h19H,5-8H2,1-4H3,(H,17,18)"	alpha-CEHC	277.1431132		M-H	1	8.213766667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.3																																																																																																																					
CHEBI:37270	C14H26O3	CCCCCCCCCCCC(=O)CC(O)=O	"InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17)"	3-Oxotetradecanoic acid	241.1797203		M-H	1	8.2662	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.1																																																																																																																					
CHEBI:89393	C14H26O2	C(CCC/C=C/CCCCCCCC)(=O)O	"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h9-10H,2-8,11-13H2,1H3,(H,15,16)/b10-9+"	5-Tetradecenoic acid	271.1905127		M+FA-H	1	8.294933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:17302	C15H30O	[H]C(=O)CCCCCCCCCCCCCC	"InChI=1S/C15H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h15H,2-14H2,1H3"	Pentadecanal	271.2265789		M+FA-H	1	8.294933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
CHEBI:88639	C15H22O3	CCCCC(CC)COC(C1=CC=CC=C1O)=O	"InChI=1S/C15H22O3/c1-3-5-8-12(4-2)11-18-15(17)13-9-6-7-10-14(13)16/h6-7,9-10,12,16H,3-5,8,11H2,1-2H3"	Ethylhexyl salicylate	231.1379039		M-H2O-H	1	8.3299	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
CHEBI:89430	C21H36N8O6	O=C(NCC(=O)N1[C@@H](CCC1)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O)[C@H]2N(CCC2)C(=O)[C@@H](N)C	"InChI=1S/C21H36N8O6/c1-12(22)19(33)29-10-4-6-14(29)17(31)26-11-16(30)28-9-3-7-15(28)18(32)27-13(20(34)35)5-2-8-25-21(23)24/h12-15H,2-11,22H2,1H3,(H,26,31)(H,27,32)(H,34,35)(H4,23,24,25)/t12-,13-,14-,15-/m0/s1"	APGPR Enterostatin	495.2716765		"M-H, 2M-H"	1	8.3299	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:89362	C11H20O2	CCCCCCCC1CCC(=O)O1	"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-10-8-9-11(12)13-10/h10H,2-9H2,1H3"	xi-gamma-Undecalactone	183.1379059		M-H	1	8.347383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:67251	C13H18O	C\C=C\C(=O)C1=C(C)C=CCC1(C)C	"InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+"	beta-Damascenone	235.1331034		M+FA-H	1	8.347383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.8																																																																																																																					
				lysoPC(26:1(5Z))	678.4699695		M+FA-H	1	8.347383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:142593	C9H16O2	*C([H])=O		4-Hydroxynonenal	311.2216784		2M-H	1	8.364866667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.3																																																																																																																					
CHEBI:23809	C9H10N2			Dimethylbenzimidazole	291.1589444		2M-H	1	8.382333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:88864	C44H80NO8P	C([C@@](COC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(OC(CCCCCCCCCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C	"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h14,16,19-20,22-23,25,27,42H,6-13,15,17-18,21,24,26,28-41H2,1-5H3/b16-14-,20-19-,23-22-,27-25-/t42-/m1/s1"	"PC(22:4(7Z,10Z,13Z,16Z)/14:0)"	818.5181422		M+K-2H	1	8.382333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35																																																																																																																					
CHEBI:145254	C23H46NO7P	C([C@@](CO)(OC(CCCCCCCCC/C=C\CCCCCC)=O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h7-8,22,25H,2-6,9-21,24H2,1H3,(H,27,28)/b8-7-/t22-/m1/s1"	LysoPE(0:0/18:1(11Z))	478.2945789		M-H	1	8.4173	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:28483	C7H11N3O	CC(=O)NCCc1c[nH]cn1	"InChI=1S/C7H11N3O/c1-6(11)9-3-2-7-4-8-5-10-7/h4-5H,2-3H2,1H3,(H,8,10)(H,9,11)"	N-Acetylhistamine	305.1749606		2M-H	1	8.463516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.3																																																																																																																					
CHEBI:86102	C42H76NO8P	CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC	"InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h14,16,19-20,22-23,27,29,40H,6-13,15,17-18,21,24-26,28,30-39H2,1-5H3/b16-14-,20-19-,23-22-,29-27-/t40-/m1/s1"	"PC(14:0/20:4(5Z,8Z,11Z,14Z))"	798.5284995		M+FA-H	1	8.463516667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37																																																																																																																					
CHEBI:131692	C25H48NO7P	C(OP(=O)(OCCN)O)[C@@H](CO)OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O	"InChI=1S/C25H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h6-7,9-10,24,27H,2-5,8,11-23,26H2,1H3,(H,29,30)/b7-6-,10-9-/t24-/m1/s1"	"LysoPE(0:0/20:2(11Z,14Z))"	526.2935138		M+Na-2H	1	8.481	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.1																																																																																																																					
CHEBI:36206	C12H24O3	CCCCCCCCCC(O)CC(O)=O	"InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)"	3-Hydroxydodecanoic acid	197.1532302		M-H2O-H	1	8.58585	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
				"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	1021.720752		M-H	1	8.603333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	32.1																																																																																																																					
CHEBI:82949	C41H68O5	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	"InChI=1S/C41H68O5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-41(44)46-39(37-42)38-45-40(43)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,30,32,39,42H,3-4,6,8-10,12,14-16,19,22-23,25,27-29,31,33-38H2,1-2H3/b7-5-,13-11-,18-17-,21-20-,26-24-,32-30-/t39-/m0/s1"	"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	675.4704902		M+Cl	1	8.603333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	33.7																																																																																																																					
				PC(14:1(9Z)/P-18:1(11Z))	758.532477		M+FA-H	1	8.603333333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	32.1																																																																																																																					
CHEBI:32368	C11H22O2	CCCCCCCCCCC(O)=O	"InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)"	Undecanoic acid	185.1538816		M-H	1	8.64955	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
CHEBI:34123	C13H28O	CCCCCCCCCCCCCO	"InChI=1S/C13H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h14H,2-13H2,1H3"	Tridecanol	221.1891069		M+Na-2H	1	8.667033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.3																																																																																																																					
CHEBI:86102	C42H76NO8P	CCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC	"InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h14,16,19-20,22-23,27,29,40H,6-13,15,17-18,21,24-26,28,30-39H2,1-5H3/b16-14-,20-19-,23-22-,29-27-/t40-/m1/s1"	"PC(14:0/20:4(5Z,8Z,11Z,14Z))"	798.5286248		M+FA-H	1	8.667033333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:89816	C13H26O	CCCCCCCCCCCCC=O	"InChI=1S/C13H26O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14/h13H,2-12H2,1H3"	Tridecanal	243.1953665		M+FA-H	1	8.6845	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:73074	C25H49NO4	CCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C	"InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3"	Stearoylcarnitine	464.3148302		M+K-2H	1	8.6845	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.1																																																																																																																					
CHEBI:83058	C23H44NO7P	O(C(=O)CCCCCCC/C=C\C/C=C\CCCCC)C[C@H](COP(OCCN)(=O)O)O	"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1"	"LysoPE(18:2(9Z,12Z)/0:0)"	476.277375		M-H	1	8.701983333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:37270	C14H26O3	CCCCCCCCCCCC(=O)CC(O)=O	"InChI=1S/C14H26O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h2-12H2,1H3,(H,16,17)"	3-Oxotetradecanoic acid	241.1795432		M-H	1	8.71945	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.9																																																																																																																					
CHEBI:89984	C8H12O	CC(C)=C/C=C\C(C)=O	"InChI=1S/C8H12O/c1-7(2)5-4-6-8(3)9/h4-6H,1-3H3/b6-4-"	"6-Methyl-3,5-heptadien-2-one"	247.1698703		2M-H	1	8.7544	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:64489	C22H46NO7P	C(C[N+](C)(C)C)OP(=O)([O-])OC[C@](COC(=O)CCCCCCCCCCCCC)([H])O	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1"	LysoPC(14:0/0:0)	466.2942534		M-H	1	8.870533333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:145254	C23H46NO7P	C([C@@](CO)(OC(CCCCCCCCC/C=C\CCCCCC)=O)[H])OP(=O)(O)OCCN	"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h7-8,22,25H,2-6,9-21,24H2,1H3,(H,27,28)/b8-7-/t22-/m1/s1"	LysoPE(0:0/18:1(11Z))	500.2773868		M+Na-2H	1	8.888016667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:72815	C18H30O3	CCCCCC(=O)\C=C\C=C\CCCCCCCC(O)=O	"InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7+,15-12+"	13-OxoODE	293.211453		M-H	1	8.922966667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:28592	C18H34O3	OC(CCCCCCC/C=C\C[C@@H](CCCCCC)O)=O	"InChI=1S/C18H34O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h9,12,17,19H,2-8,10-11,13-16H2,1H3,(H,20,21)/b12-9-/t17-/m1/s1"	Ricinoleic acid	297.2443009		M-H	1	9.021616667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
