database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20180830_R008	20180830_R007	20180830_R006	20180830_R005	20180830_R009	20180830_R004	20180830_R001	20180903_R095	20180903_R097	20180903_R098	20180903_R099	20180903_QC_20	20180903_QC_21	20180903_R090	20180903_R091	20180903_R092	20180903_R093	20180903_QC_16	20180903_QC_17	20180903_QC_18	20180903_QC_19	20180903_QC_12	20180903_QC_13	20180830_R061	20180903_QC_14	20180830_R060	20180903_QC_15	20180830_R055	20180830_R054	20180830_R053	20180903_QC_11	20180830_R052	20180830_R056	20180830_R051	20180830_R050	20180903_R073	20180903_R075	20180903_R076	20180903_R077	20180903_R110	20180903_R078	20180903_R111	20180903_R112	20180830_R044	20180830_R042	20180830_R041	20180830_R048	20180830_R047	20180903_R070	20180830_R046	20180903_R071	20180830_R045	20180903_R072	20180903_R114	20180903_R115	20180903_R118	20180903_R119	20180830_QC_19	20180903_R084	20180903_R085	20180830_R039	20180903_R086	20180830_R038	20180903_R087	20180903_R120	20180903_R089	20180830_R033	20180830_R032	20180830_R031	20180830_R030	20180830_R037	20180903_R080	20180903_R081	20180830_R035	20180903_R083	20180830_QC_20	20180830_QC_21	20180830_R029	20180830_R028	20180830_R020	20180830_R026	20180830_R025	20180830_R024	20180830_R023	20180830_QC_15	20180830_QC_16	20180830_QC_17	20180830_QC_18	20180830_R019	20180903_R062	20180830_R018	20180903_R063	20180830_R017	20180903_R064	20180830_R016	20180903_R066	20180903_R067	20180903_R100	20180903_R068	20180903_R101	20180903_R069	20180903_R102	20180830_R011	20180830_R010	20180830_R015	20180830_R014	20180830_R013	20180830_R012	20180903_R103	20180903_R104	20180903_R105	20180903_R107	20180903_R108	20180903_R109
CHEBI:88668	C19H38O	CCCCCCCCCCCCCCCCCC(C)=O	"InChI=1S/C19H38O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(2)20/h3-18H2,1-2H3"	2-Nonadecanone	327.290129		M+FA-H	1	12.1085	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
				MG(0:0/15:0/0:0)	337.2355396		"M+Na-2H, M+K-2H"	1	12.12598333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.9																																																																																																																					
CHEBI:16577	C27H46O4	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCCC(C)C(O)=O	"InChI=1S/C27H46O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h16-24,28-29H,5-15H2,1-4H3,(H,30,31)/t16-,17?,18+,19-,20-,21+,22+,23-,24+,26+,27-/m1/s1"	"3alpha,7alpha-Dihydroxycoprostanic acid"	433.3317909		M-H	1	12.1722	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
				MG(0:0/24:1(15Z)/0:0)	421.367506		M-H2O-H	1	12.24211667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
CHEBI:80550	C17H32O2	CCCCCCC\C=C\CCCCCCCC(O)=O	"InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h8-9H,2-7,10-16H2,1H3,(H,18,19)/b9-8+"	9E-Heptadecenoic acid	267.2319101		M-H	1	12.29453333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																					
CHEBI:143095	C18H36O3	OC(=O)CCCCCCCCC(CCCCCCCC)O	"InChI=1S/C18H36O3/c1-2-3-4-5-8-11-14-17(19)15-12-9-6-7-10-13-16-18(20)21/h17,19H,2-16H2,1H3,(H,20,21)"	xi-10-Hydroxyoctadecanoic acid	281.2509628		M-H2O-H	1	12.35825	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																					
CHEBI:75454	C17H34O4	CCCCCCCCCCCCCC(=O)OC(CO)CO	"InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-16(14-18)15-19/h16,18-19H,2-15H2,1H3"	MG(0:0/14:0/0:0)	339.2008158		"M+Na-2H, M+K-2H"	1	12.4631	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:145970	C22H40O2	C(CCCCCCCCC(O)=O)CC/C=C/C/C=C/CCCCC	"InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6+,10-9+"	Docosadienoate (22:2n6)	357.2787996		M+Na-2H	1	12.50931667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:16577	C27H46O4	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCCC(C)C(O)=O	"InChI=1S/C27H46O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h16-24,28-29H,5-15H2,1-4H3,(H,30,31)/t16-,17?,18+,19-,20-,21+,22+,23-,24+,26+,27-/m1/s1"	"3alpha,7alpha-Dihydroxycoprostanic acid"	433.3315029		M-H	1	12.57923333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:78884	C10H18O	CC(C)C1(O)CCC(C)=CC1	"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3"	p-Menth-1-en-4-ol	307.264463		2M-H	1	12.63165	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.8																																																																																																																					
CHEBI:32365	C17H34O2	CCCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C17H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h2-16H2,1H3,(H,18,19)"	Heptadecanoic acid	269.2496753		M-H	1	12.81783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.6																																																																																																																					
CHEBI:6456	C14H22N2O	CCN(CC)CC(=O)Nc1c(C)cccc1C	"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)"	Lidocaine	467.3380834		2M-H	1	12.81783333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38																																																																																																																					
CHEBI:83051	C19H36O2	CCCCCCCC\C=C/CCCCCCCCC(O)=O	"InChI=1S/C19H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h9-10H,2-8,11-18H2,1H3,(H,20,21)/b10-9-"	10Z-Nonadecenoic acid	295.2636101		M-H	1	12.9864	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.7																																																																																																																					
				LysoPA(0:0/16:0)	391.2247534		M-H2O-H	1	13.13748333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:9901	C21H32O5	C[C@]12CC(=O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	"InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13-,14+,15+,18-,19+,20+,21+/m1/s1"	Tetrahydrocortisone	363.2207124		M-H	1	13.15495	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:83051	C19H36O2	CCCCCCCC\C=C/CCCCCCCCC(O)=O	"InChI=1S/C19H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h9-10H,2-8,11-18H2,1H3,(H,20,21)/b10-9-"	10Z-Nonadecenoic acid	295.2633613		M-H	1	13.20118333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.5																																																																																																																					
CHEBI:28792	C22H42O2	CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O	"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-"	Erucic acid	359.2950845		M+Na-2H	1	13.28855	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.3																																																																																																																					
CHEBI:28158	C20H34O6	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(O)=O	"InChI=1S/C20H34O6/c1-2-3-4-7-14(21)10-11-16-17(19(24)13-18(16)23)12-15(22)8-5-6-9-20(25)26/h10-11,14,16-19,21,23-24H,2-9,12-13H2,1H3,(H,25,26)/b11-10+/t14-,16+,17+,18+,19-/m0/s1"	6-Keto-prostaglandin F1a	351.2210092		M-H2O-H	1	13.35225	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.9																																																																																																																					
CHEBI:73607	C11H23N3O3	CC(C)[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O	"InChI=1S/C11H23N3O3/c1-7(2)9(11(16)17)14-10(15)8(13)5-3-4-6-12/h7-9H,3-6,12-13H2,1-2H3,(H,14,15)(H,16,17)/t8-,9-/m0/s1"	Lysyl-Valine	266.1492565		M+Na-2H	1	13.49206667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	33.7																																																																																																																					
CHEBI:23809	C9H10N2			Dimethylbenzimidazole	291.158996		2M-H	1	13.52081667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
CHEBI:44748	C14H30O8	OCCOCCOCCOCCOCCOCCOCCO	"InChI=1S/C14H30O8/c15-1-3-17-5-7-19-9-11-21-13-14-22-12-10-20-8-6-18-4-2-16/h15-16H,1-14H2"	Heptaethylene glycol	325.1846225		M-H	1	13.52081667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.1																																																																																																																					
				"MG(0:0/20:3(5Z,8Z,11Z)/0:0)"	417.2400093		M+K-2H	1	13.52081667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.9																																																																																																																					
CHEBI:32425	C20H38O2	C(=O)(CCCCCCCCC/C=C\CCCCCCCC)O	"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H,21,22)/b10-9-"	11Z-Eicosenoic acid	309.280218		M-H	1	13.64315	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:83051	C19H36O2	CCCCCCCC\C=C/CCCCCCCCC(O)=O	"InChI=1S/C19H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h9-10H,2-8,11-18H2,1H3,(H,20,21)/b10-9-"	10Z-Nonadecenoic acid	295.2629942		M-H	1	13.72431667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.6																																																																																																																					
CHEBI:145970	C22H40O2	C(CCCCCCCCC(O)=O)CC/C=C/C/C=C/CCCCC	"InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6+,10-9+"	Docosadienoate (22:2n6)	335.2946145		M-H	1	13.89288333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:17327	C20H40O	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CO	"InChI=1S/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3/b20-15+/t18-,19-/m1/s1"	Phytol	341.3042616		M+FA-H	1	13.91035	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.8																																																																																																																					
CHEBI:28082	C27H48O3	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	"InChI=1S/C27H48O3/c1-17(2)7-6-8-18(3)21-9-10-22-20-15-24(29)27(30)16-19(28)11-14-26(27,5)23(20)12-13-25(21,22)4/h17-24,28-30H,6-16H2,1-5H3/t18-,19+,20+,21-,22+,23+,24-,25-,26-,27+/m1/s1"	"3b,5a,6b-Cholestanetriol"	419.3515554		M-H	1	14.02648333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
CHEBI:18015	C13H22O	CC(=O)CCC1=C(C)CCCC1(C)C	"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3"	"4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-butanone"	387.3257787		2M-H	1	14.45096667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39																																																																																																																					
CHEBI:89175	C10H20O	OCCC=CCCCCCC	"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h7-8,11H,2-6,9-10H2,1H3"	(E)-3-decen-1-ol	311.295968		2M-H	1	14.95665	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.9																																																																																																																					
CHEBI:28792	C22H42O2	CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O	"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-"	Erucic acid	337.3108188		M-H	1	15.00906667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.6																																																																																																																					
CHEBI:41321	C27H46O4S	O(S(O)(=O)=O)[C@@H]1CC=2[C@]([C@]3(CC[C@]4([C@]([C@@]3(CC2)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])(C)CC1	"InChI=1S/C27H46O4S/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(31-32(28,29)30)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25H,6-8,10-17H2,1-5H3,(H,28,29,30)/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1"	Cholesterol sulfate	465.3043106		M-H	1	15.03781667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.2																																																																																																																					
				MG(0:0/24:1(15Z)/0:0)	461.3621794		M+Na-2H	1	15.61338333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																					
CHEBI:28082	C27H48O3	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	"InChI=1S/C27H48O3/c1-17(2)7-6-8-18(3)21-9-10-22-20-15-24(29)27(30)16-19(28)11-14-26(27,5)23(20)12-13-25(21,22)4/h17-24,28-30H,6-16H2,1-5H3/t18-,19+,20+,21-,22+,23+,24-,25-,26-,27+/m1/s1"	"3b,5a,6b-Cholestanetriol"	465.3563399		M+FA-H	1	15.83436667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
CHEBI:45571	C7H14O2	CCCCCCC(O)=O	"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)"	Heptanoic acid	129.091022		M-H	1	16.25278333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.7																																																																																																																					
CHEBI:68889	C8H10O3	OCCc1ccc(O)c(O)c1	"InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,9-11H,3-4H2"	Hydroxytyrosol	307.1179333		2M-H	1	16.38638333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.1																																																																																																																					
CHEBI:17254	C7H8O2	Cc1ccc(O)c(O)c1	"InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3"	4-Methylcatechol	247.0960333		2M-H	1	16.40386667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.4																																																																																																																					
CHEBI:46202	C11H22O	CCCCCCCCCCC=O	"InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3"	Undecanal	339.3266041		2M-H	1	16.64233333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39																																																																																																																					
CHEBI:32320	C12H20O2	CC(=O)OC(C)(C)C1CCC(C)=CC1	"InChI=1S/C12H20O2/c1-9-5-7-11(8-6-9)12(3,4)14-10(2)13/h5,11H,6-8H2,1-4H3"	alpha-Terpineol acetate	241.1432591		M+FA-H	1	16.69475	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.1																																																																																																																					
CHEBI:41865	C10H18O4	OC(=O)CCCCCCCCC(O)=O	"InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)"	Sebacic acid	223.0957049		M+Na-2H	1	16.89205	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.3																																																																																																																					
CHEBI:4489	C6H10S	C=CCSCC=C	"InChI=1S/C6H10S/c1-3-5-7-6-4-2/h3-4H,1-2,5-6H2"	Di-2-propenyl sulfide	227.0917102		2M-H	1	17.03186667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.4																																																																																																																					
CHEBI:145967	C23H40O2	C1(=CC(=CC(=C1)CCCCCCCCCCCCCCCCC)O)O	"InChI=1S/C23H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21-18-22(24)20-23(25)19-21/h18-20,24-25H,2-17H2,1H3"	"5-Heptadecyl-1,3-benzenediol"	393.2977209		M+FA-H	1	18.66513333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.4																																																																																																																					
				DG(15:0/20:1(11Z)/0:0)	589.5174642		M-H2O-H	1	18.66513333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	35.6																																																																																																																					
CHEBI:8387	C21H36O2	C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	"InChI=1S/C21H36O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h13-19,22-23H,4-12H2,1-3H3/t13-,14+,15+,16-,17+,18-,19-,20-,21+/m0/s1"	Pregnanediol	365.267605		M+FA-H	1	18.7463	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
CHEBI:21440	C15H20N6O8	C1(=NC=NC=2N(C=NC12)[C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO)NC(N[C@H](C(O)=O)[C@@H](C)O)=O	"InChI=1S/C15H20N6O8/c1-5(23)7(14(26)27)19-15(28)20-11-8-12(17-3-16-11)21(4-18-8)13-10(25)9(24)6(2-22)29-13/h3-7,9-10,13,22-25H,2H2,1H3,(H,26,27)(H2,16,17,19,20,28)/t5-,6-,7+,9-,10-,13-/m1/s1"	N6-Carbamoyl-L-threonyladenosine	392.1314014		"M-H2O-H, M-H"	1	18.7463	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.8																																																																																																																					
CHEBI:6801	C4H11N5	CN(C)C(=N)NC(N)=N	"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)"	"1,1-Dimethylbiguanide"	164.0710987		M+Cl	1	2.5639	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.4																																																																																																																					
CHEBI:43065	C9H10O3	O[C@@H](Cc1ccccc1)C(O)=O	"InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/t8-/m0/s1"	D-Phenyllactic acid	147.0443835		"M-H2O-H, M-H"	1	2.581383333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.7																																																																																																																					
CHEBI:33569	C8H11NO3	NCC(O)c1ccc(O)c(O)c1	"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2"	Norepinephrine	150.0553487		M-H2O-H	1	2.749933333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	38.4																																																																																																																					
CHEBI:35581	C8H7N			Indole	116.0498013		M-H	1	2.935966667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:75454	C17H34O4	CCCCCCCCCCCCCC(=O)OC(CO)CO	"InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-16(14-18)15-19/h16,18-19H,2-15H2,1H3"	MG(0:0/14:0/0:0)	323.219365		M+Na-2H	1	20.61808333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																					
CHEBI:27248	C6H6N2O2	[H]C(=C([H])c1c[nH]cn1)C(O)=O	"InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)"	Urocanic acid	174.9902626		M+K-2H	1	20.76916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.9																																																																																																																					
				MG(0:0/15:0/0:0)	337.235479		M+Na-2H	1	20.76916667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	37.2																																																																																																																					
CHEBI:36489	C24H32O8	O([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(O)=O)O)O)O)C2=CC3=C([C@@]4([C@]([C@]5([C@@]([C@@H](O)CC5)(CC4)C)[H])(CC3)[H])[H])C=C2	"InChI=1S/C24H32O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-21,23,25-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,17+,18+,19+,20-,21+,23-,24+/m1/s1"	17beta-Estradiol-3-glucuronide	429.1938341		M-H2O-H	1	20.78665	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	34.3																																																																																																																					
CHEBI:28870	C26H36O8	C1C(C(=C(CC1)C)/C=C/C(/C)=C/C=C/C(/C)=C/C(O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)=O)(C)C	"InChI=1S/C26H36O8/c1-15(11-12-18-17(3)10-7-13-26(18,4)5)8-6-9-16(2)14-19(27)33-25-22(30)20(28)21(29)23(34-25)24(31)32/h6,8-9,11-12,14,20-23,25,28-30H,7,10,13H2,1-5H3,(H,31,32)/b9-6+,12-11+,15-8+,16-14+/t20-,21-,22+,23-,25+/m0/s1"	Retinoyl b-glucuronide	457.2249049		M-H2O-H	1	20.78665	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.4																																																																																																																					
CHEBI:68505	C6H6O5S	C=1C=CC=C(C1OS(O)(=O)=O)O	"InChI=1S/C6H6O5S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4,7H,(H,8,9,10)"	Pyrocatechol sulfate	188.9845202		M-H	1	20.80411667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.2																																																																																																																					
				LysoPE(15:0/0:0)	460.2405339		M+Na-2H	1	3.342983333	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	36.3																																																																																																																					
CHEBI:17786	C8H15NO3	[C@@H](CC(C)C)(NC(=O)C)C(O)=O	"InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1"	N-Acetylleucine	172.0975463		M-H	1	3.424166667	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens	HMDB		MSI:3		Progenesis	39.1																																																																																																																					
